subid	 subage	 gender	 EST	 correct	 feedback	 blockNr	 keyPressed	 trialNumber	 WhichStim	 WhichCue	 ReactionTime	 KeyOrder
116	22	 M	0	1	0	2	0	11	0	231	298.59	1
116	22	 M	0	1	0	2	1	12	1	281	406.20	1
116	22	 M	0	1	1	2	1	13	1	132	218.85	1
116	22	 M	0	1	0	2	0	14	0	231	351.22	1
116	22	 M	0	1	1	2	1	15	1	132	211.46	1
116	22	 M	0	1	0	2	1	16	1	182	358.26	1
116	22	 M	0	1	0	2	0	17	0	182	331.20	1
116	22	 M	0	1	0	2	0	18	0	281	267.32	1
116	22	 M	0	1	1	2	1	19	1	132	218.40	1
116	22	 M	0	1	0	2	0	20	0	231	241.15	1
116	22	 M	0	1	0	2	0	21	0	231	248.53	1
116	22	 M	0	1	0	2	0	22	0	231	250.32	1
116	22	 M	0	1	0	2	0	23	0	281	294.76	1
116	22	 M	0	1	0	2	0	24	0	182	344.69	1
116	22	 M	0	1	0	2	1	25	1	132	289.33	1
116	22	 M	0	1	0	2	0	26	0	231	265.62	1
116	22	 M	0	1	0	2	0	27	0	231	238.54	1
116	22	 M	0	1	0	2	1	28	1	182	419.46	1
116	22	 M	0	1	0	2	1	29	1	132	242.47	1
116	22	 M	0	1	0	2	1	30	1	281	478.17	1
116	22	 M	0	1	1	2	0	31	0	231	216.88	1
116	22	 M	0	1	1	2	1	32	1	132	213.90	1
116	22	 M	0	1	1	2	1	33	1	132	206.38	1
116	22	 M	0	1	0	2	1	34	1	182	365.05	1
116	22	 M	0	0	0	2	0	35	0	182	393.00	1
116	22	 M	0	1	0	2	1	36	1	281	346.51	1
116	22	 M	0	1	1	2	0	37	0	231	194.90	1
116	22	 M	0	1	0	2	1	38	1	132	235.71	1
116	22	 M	0	1	0	2	0	39	0	281	281.34	1
116	22	 M	0	1	0	2	1	40	1	132	237.04	1
116	22	 M	0	1	0	2	0	41	0	182	287.95	1
116	22	 M	0	1	0	2	0	42	0	182	391.85	1
116	22	 M	0	1	1	2	1	43	1	132	204.17	1
116	22	 M	0	1	0	2	0	44	0	231	244.89	1
116	22	 M	0	1	0	2	0	45	0	231	245.54	1
116	22	 M	0	1	0	2	1	46	1	132	228.13	1
116	22	 M	0	1	0	2	0	47	0	231	250.84	1
116	22	 M	0	1	0	2	1	48	1	132	330.32	1
116	22	 M	0	1	0	2	1	49	1	281	374.90	1
116	22	 M	0	1	0	2	1	50	1	132	227.96	1
116	22	 M	0	1	0	2	1	51	1	182	348.85	1
116	22	 M	0	1	0	2	1	52	1	132	221.76	1
116	22	 M	0	1	0	2	1	53	1	132	254.64	1
116	22	 M	0	1	1	2	1	54	1	132	210.89	1
116	22	 M	0	1	1	2	0	55	0	231	191.78	1
116	22	 M	0	1	0	2	1	56	1	132	360.61	1
116	22	 M	0	1	1	2	0	57	0	231	215.94	1
116	22	 M	0	1	0	2	0	58	0	231	382.55	1
116	22	 M	0	1	0	2	1	59	1	182	340.54	1
116	22	 M	0	1	0	2	0	60	0	281	365.82	1
117	21	 M	0	1	1	2	0	1	0	182	1376.42	1
117	21	 M	0	1	1	2	0	2	0	231	664.70	1
117	21	 M	0	1	1	2	1	3	1	132	379.89	1
117	21	 M	0	1	1	2	0	4	0	231	217.82	1
117	21	 M	0	1	0	2	1	5	1	281	472.94	1
117	21	 M	0	0	0	2	0	6	1	132	336.21	1
117	21	 M	0	1	0	2	1	7	1	132	298.31	1
117	21	 M	0	1	0	2	0	8	0	231	315.67	1
117	21	 M	0	1	0	2	1	9	1	132	257.06	1
117	21	 M	0	1	0	2	0	10	0	231	260.65	1
117	21	 M	0	1	0	2	0	11	0	182	360.24	1
117	21	 M	0	1	1	2	1	12	1	132	236.03	1
117	21	 M	0	1	1	2	0	13	0	231	237.39	1
117	21	 M	0	1	0	2	1	14	1	281	364.04	1
117	21	 M	0	1	0	2	1	15	1	132	244.61	1
117	21	 M	0	1	0	2	0	16	0	231	347.23	1
117	21	 M	0	1	1	2	1	17	1	132	242.33	1
117	21	 M	0	1	0	2	0	18	0	182	339.50	1
117	21	 M	0	1	0	2	0	19	0	281	552.86	1
117	21	 M	0	1	0	2	0	20	0	231	279.89	1
117	21	 M	0	1	1	2	0	21	0	231	208.23	1
117	21	 M	0	1	0	2	0	22	0	231	293.17	1
117	21	 M	0	1	0	2	1	23	1	132	261.72	1
117	21	 M	0	1	0	2	1	24	1	132	294.62	1
117	21	 M	0	1	0	2	1	25	1	281	360.41	1
117	21	 M	0	1	1	2	0	26	0	231	228.08	1
117	21	 M	0	1	0	2	0	27	0	231	276.25	1
117	21	 M	0	1	0	2	1	28	1	132	266.79	1
117	21	 M	0	1	1	2	0	29	0	231	185.13	1
117	21	 M	0	1	0	2	1	30	1	132	311.20	1
117	21	 M	0	1	0	2	1	31	1	132	217.11	1
117	21	 M	0	1	0	2	1	32	1	132	217.65	1
117	21	 M	0	1	0	2	0	33	0	281	367.90	1
117	21	 M	0	1	0	2	0	34	0	182	365.06	1
117	21	 M	0	1	0	2	0	35	0	281	326.27	1
117	21	 M	0	1	0	2	1	36	1	132	267.05	1
117	21	 M	0	1	0	2	1	37	1	281	243.80	1
117	21	 M	0	1	1	2	0	38	0	231	209.80	1
117	21	 M	0	0	0	2	0	39	1	182	647.02	1
117	21	 M	0	1	0	2	1	40	1	132	288.49	1
117	21	 M	0	1	0	2	1	41	1	281	554.81	1
117	21	 M	0	1	1	2	0	42	0	231	207.29	1
117	21	 M	0	1	0	2	0	43	0	281	315.53	1
117	21	 M	0	1	0	2	0	44	0	231	223.03	1
117	21	 M	0	1	0	2	0	45	0	231	266.58	1
117	21	 M	0	1	0	2	1	46	1	182	430.67	1
117	21	 M	0	1	0	2	1	47	1	132	240.83	1
117	21	 M	0	1	0	2	1	48	1	132	242.15	1
117	21	 M	0	1	0	2	0	49	0	231	241.05	1
117	21	 M	0	1	0	2	0	50	0	231	235.01	1
117	21	 M	0	1	0	2	1	51	1	182	325.53	1
117	21	 M	0	1	0	2	1	52	1	182	327.68	1
117	21	 M	0	1	0	2	0	53	0	182	312.35	1
117	21	 M	0	1	1	2	0	54	0	231	206.91	1
117	21	 M	0	1	0	2	1	55	1	132	281.13	1
117	21	 M	0	1	0	2	1	56	1	182	575.09	1
117	21	 M	0	1	0	2	0	57	0	281	384.05	1
117	21	 M	0	1	0	2	1	58	1	132	211.30	1
117	21	 M	0	1	0	2	1	59	1	132	235.46	1
117	21	 M	0	1	0	2	0	60	0	231	290.97	1
118	21	 M	0	1	1	2	0	1	0	231	7589.16	1
118	21	 M	0	1	1	2	1	2	1	182	419.17	1
118	21	 M	0	1	0	2	1	3	1	132	1099.68	1
118	21	 M	0	1	0	2	0	4	0	182	1721.15	1
118	21	 M	0	1	0	2	0	5	0	231	547.68	1
118	21	 M	0	1	0	2	1	6	1	182	1397.08	1
118	21	 M	0	1	0	2	0	7	0	231	1799.29	1
118	21	 M	0	1	0	2	1	8	1	281	845.62	1
118	21	 M	0	1	0	2	1	9	1	132	590.51	1
118	21	 M	0	1	1	2	1	10	1	132	197.39	1
118	21	 M	0	1	1	2	1	11	1	132	212.89	1
118	21	 M	0	1	0	2	0	12	0	231	235.45	1
118	21	 M	0	1	0	2	1	13	1	281	375.15	1
118	21	 M	0	1	0	2	0	14	0	231	267.41	1
118	21	 M	0	1	1	2	1	15	1	132	217.12	1
118	21	 M	0	1	0	2	0	16	0	182	406.62	1
118	21	 M	0	1	1	2	0	17	0	231	217.08	1
118	21	 M	0	1	1	2	1	18	1	132	210.52	1
118	21	 M	0	0	0	2	0	19	0	231	251.68	1
118	21	 M	0	1	1	2	1	20	1	132	37.76	1
118	21	 M	0	1	0	2	1	21	1	132	15129.53	1
118	21	 M	0	0	0	2	0	22	0	231	201.27	1
118	21	 M	0	1	0	2	1	23	1	132	313.39	1
118	21	 M	0	1	0	2	0	24	0	231	217.66	1
118	21	 M	0	0	0	2	0	25	0	231	209.35	1
118	21	 M	0	1	0	2	0	26	0	231	11863.25	1
118	21	 M	0	1	0	2	0	27	0	231	562.44	1
118	21	 M	0	1	0	2	1	28	1	132	189.10	1
118	21	 M	0	1	0	2	1	29	1	132	19468.49	1
118	21	 M	0	1	0	2	0	30	0	231	226.53	1
118	21	 M	0	1	0	2	1	31	1	132	248.10	1
118	21	 M	0	1	0	2	0	32	0	281	306.12	1
118	21	 M	0	1	0	2	0	33	0	231	147.91	1
118	21	 M	0	1	0	2	1	34	1	132	508.13	1
118	21	 M	0	1	0	2	1	35	1	281	277.79	1
118	21	 M	0	1	0	2	1	36	1	132	201.08	1
118	21	 M	0	1	0	2	1	37	1	132	253.76	1
118	21	 M	0	1	0	2	1	38	1	182	441.01	1
118	21	 M	0	1	0	2	1	39	1	132	206.89	1
118	21	 M	0	1	0	2	0	40	0	231	213.71	1
118	21	 M	0	1	0	2	0	41	0	281	434.56	1
118	21	 M	0	1	0	2	1	42	1	132	194.29	1
118	21	 M	0	1	0	2	0	43	0	182	346.89	1
118	21	 M	0	1	0	2	1	44	1	132	196.35	1
118	21	 M	0	1	0	2	0	45	0	281	266.74	1
118	21	 M	0	1	0	2	1	46	1	281	314.87	1
118	21	 M	0	1	0	2	1	47	1	132	232.79	1
118	21	 M	0	1	1	2	0	48	0	231	24.82	1
118	21	 M	0	1	0	2	0	49	0	281	371.44	1
118	21	 M	0	1	0	2	0	50	0	231	186.22	1
118	21	 M	0	1	1	2	1	51	1	132	38.73	1
118	21	 M	0	1	0	2	0	52	0	182	524.77	1
118	21	 M	0	1	0	2	1	53	1	182	297.91	1
118	21	 M	0	1	0	2	1	54	1	182	261.75	1
118	21	 M	0	1	0	2	0	55	0	231	15778.39	1
118	21	 M	0	1	0	2	0	56	0	231	517.17	1
118	21	 M	0	1	0	2	0	57	0	231	168.74	1
118	21	 M	0	1	0	2	0	58	0	281	397.68	1
118	21	 M	0	1	0	2	1	59	1	281	247.18	1
118	21	 M	0	1	0	2	0	60	0	182	479.38	1
123	21	 F	1	1	1	2	1	1	0	132	577.21	0
123	21	 F	1	1	1	2	1	2	0	132	450.21	0
123	21	 F	1	1	1	2	1	3	0	132	268.64	0
123	21	 F	1	1	1	2	0	4	1	231	237.59	0
123	21	 F	1	1	0	2	0	5	1	182	326.56	0
123	21	 F	1	1	1	2	1	6	0	132	230.33	0
123	21	 F	1	1	1	2	1	7	0	132	241.98	0
123	21	 F	1	1	1	2	1	8	0	132	245.45	0
123	21	 F	1	1	1	2	0	9	1	231	236.70	0
123	21	 F	1	1	1	2	1	10	0	132	225.73	0
123	21	 F	1	1	1	2	0	11	1	281	241.35	0
123	21	 F	1	1	1	2	0	12	1	231	243.39	0
123	21	 F	1	1	0	2	0	13	1	281	430.93	0
123	21	 F	1	1	1	2	1	14	0	132	222.10	0
123	21	 F	1	1	0	2	0	15	1	182	442.30	0
123	21	 F	1	1	1	2	1	16	0	132	217.56	0
123	21	 F	1	1	1	2	0	17	1	231	232.94	0
123	21	 F	1	1	0	2	0	18	1	231	244.66	0
123	21	 F	1	1	0	2	0	19	1	281	254.89	0
123	21	 F	1	1	0	2	1	20	0	132	452.25	0
123	21	 F	1	1	0	2	1	21	0	281	271.69	0
123	21	 F	1	1	0	2	0	22	1	231	296.44	0
123	21	 F	1	1	0	2	1	23	0	281	371.68	0
123	21	 F	1	1	1	2	0	24	1	231	235.52	0
123	21	 F	1	1	0	2	0	25	1	231	263.37	0
123	21	 F	1	1	1	2	1	26	0	132	233.30	0
123	21	 F	1	1	1	2	1	27	0	132	201.22	0
123	21	 F	1	1	0	2	1	28	0	132	314.89	0
123	21	 F	1	1	0	2	0	29	1	182	271.93	0
123	21	 F	1	1	1	2	1	30	0	132	217.93	0
123	21	 F	1	1	0	2	0	31	1	231	232.24	0
123	21	 F	1	1	0	2	1	32	0	132	273.03	0
123	21	 F	1	1	0	2	1	33	0	182	515.04	0
123	21	 F	1	1	1	2	0	34	1	231	214.17	0
123	21	 F	1	1	0	2	0	35	1	231	401.72	0
123	21	 F	1	1	0	2	0	36	1	281	398.13	0
123	21	 F	1	1	0	2	0	37	1	231	249.57	0
123	21	 F	1	1	0	2	1	38	0	132	267.38	0
123	21	 F	1	1	0	2	1	39	0	132	239.11	0
123	21	 F	1	1	0	2	0	40	1	231	241.85	0
123	21	 F	1	1	1	2	1	41	0	132	216.11	0
123	21	 F	1	1	0	2	0	42	1	231	289.72	0
123	21	 F	1	1	0	2	1	43	0	182	613.92	0
123	21	 F	1	1	0	2	1	44	0	132	318.10	0
123	21	 F	1	1	0	2	1	45	0	182	528.88	0
123	21	 F	1	1	1	2	0	46	1	231	210.76	0
123	21	 F	1	1	0	2	0	47	1	182	241.20	0
123	21	 F	1	1	0	2	1	48	0	281	340.44	0
123	21	 F	1	1	0	2	0	49	1	231	374.91	0
123	21	 F	1	1	1	2	0	50	1	231	220.80	0
123	21	 F	1	1	0	2	0	51	1	231	251.30	0
123	21	 F	1	1	0	2	0	52	1	231	250.80	0
123	21	 F	1	0	0	2	0	53	1	182	431.40	0
123	21	 F	1	1	0	2	1	54	0	182	391.03	0
123	21	 F	1	1	0	2	0	55	1	281	330.21	0
123	21	 F	1	1	1	2	1	56	0	132	200.12	0
123	21	 F	1	1	0	2	1	57	0	182	354.96	0
123	21	 F	1	1	0	2	1	58	0	281	570.31	0
123	21	 F	1	0	0	2	0	59	0	281	977.95	0
123	21	 F	1	1	1	2	0	60	1	231	224.17	0
125	21	 F	1	1	1	2	0	1	1	231	443.24	0
125	21	 F	1	1	1	2	0	2	1	231	362.23	0
125	21	 F	1	1	1	2	1	3	0	132	380.45	0
125	21	 F	1	1	1	2	0	4	1	231	217.42	0
125	21	 F	1	1	1	2	0	5	1	231	217.68	0
125	21	 F	1	0	0	2	0	6	1	182	344.09	0
125	21	 F	1	1	0	2	1	7	0	281	614.69	0
125	21	 F	1	1	0	2	1	8	0	281	508.04	0
125	21	 F	1	1	1	2	1	9	0	132	222.26	0
125	21	 F	1	1	1	2	0	10	1	231	215.81	0
125	21	 F	1	1	0	2	0	11	1	281	412.28	0
125	21	 F	1	1	0	2	1	12	0	132	273.13	0
125	21	 F	1	1	1	2	1	13	0	132	211.61	0
125	21	 F	1	1	0	2	1	14	0	132	250.67	0
125	21	 F	1	1	0	2	1	15	0	132	341.47	0
125	21	 F	1	1	0	2	1	16	0	132	246.25	0
125	21	 F	1	1	0	2	1	17	0	132	243.72	0
125	21	 F	1	1	0	2	1	18	0	281	389.83	0
125	21	 F	1	1	1	2	0	19	1	231	213.29	0
125	21	 F	1	1	0	2	0	20	1	281	371.94	0
125	21	 F	1	1	0	2	0	21	1	231	273.62	0
125	21	 F	1	1	0	2	1	22	0	281	323.54	0
125	21	 F	1	1	1	2	0	23	1	231	223.87	0
125	21	 F	1	1	0	2	1	24	0	132	236.66	0
125	21	 F	1	1	0	2	0	25	1	231	324.90	0
125	21	 F	1	1	0	2	0	26	1	231	265.89	0
125	21	 F	1	1	1	2	0	27	1	231	219.01	0
125	21	 F	1	1	0	2	0	28	1	231	282.15	0
125	21	 F	1	1	0	2	1	29	0	132	402.59	0
125	21	 F	1	1	1	2	0	30	1	231	219.19	0
125	21	 F	1	1	0	2	1	31	0	132	285.90	0
125	21	 F	1	1	0	2	0	32	1	231	367.64	0
125	21	 F	1	1	1	2	1	33	0	132	204.97	0
125	21	 F	1	1	1	2	1	34	0	132	215.24	0
125	21	 F	1	1	0	2	1	35	0	132	243.16	0
125	21	 F	1	1	0	2	0	36	1	281	264.10	0
125	21	 F	1	1	0	2	0	37	1	231	282.13	0
125	21	 F	1	1	0	2	0	38	1	281	362.30	0
125	21	 F	1	1	0	2	1	39	0	182	541.93	0
125	21	 F	1	1	0	2	0	40	1	182	395.01	0
125	21	 F	1	1	0	2	1	41	0	132	246.32	0
125	21	 F	1	1	0	2	1	42	0	281	482.86	0
125	21	 F	1	0	0	2	1	43	1	182	490.31	0
125	21	 F	1	1	1	2	1	44	0	132	228.02	0
125	21	 F	1	1	0	2	1	45	0	182	520.34	0
125	21	 F	1	1	0	2	1	46	0	132	239.43	0
125	21	 F	1	1	1	2	1	47	0	132	210.97	0
125	21	 F	1	1	0	2	0	48	1	182	286.12	0
125	21	 F	1	1	0	2	1	49	0	132	242.68	0
125	21	 F	1	1	1	2	0	50	1	231	229.36	0
125	21	 F	1	1	0	2	1	51	0	182	384.23	0
125	21	 F	1	1	0	2	1	52	0	182	334.89	0
125	21	 F	1	1	1	2	0	53	1	231	205.99	0
125	21	 F	1	1	0	2	0	54	1	231	332.03	0
125	21	 F	1	1	0	2	0	55	1	182	393.09	0
125	21	 F	1	1	0	2	1	56	0	182	341.90	0
125	21	 F	1	1	0	2	0	57	1	231	264.58	0
125	21	 F	1	1	0	2	1	58	0	132	274.75	0
125	21	 F	1	1	0	2	0	59	1	281	298.48	0
125	21	 F	1	1	1	2	0	60	1	231	222.69	0
126	21	 F	1	1	1	2	0	1	1	231	385.68	0
126	21	 F	1	1	1	2	0	2	1	231	242.57	0
126	21	 F	1	1	1	2	0	3	1	231	218.21	0
126	21	 F	1	1	0	2	0	4	1	231	285.43	0
126	21	 F	1	1	1	2	1	5	0	132	238.03	0
126	21	 F	1	1	0	2	0	6	1	281	364.24	0
126	21	 F	1	1	0	2	0	7	1	182	307.96	0
126	21	 F	1	1	1	2	0	8	1	182	223.88	0
126	21	 F	1	1	1	2	1	9	0	132	203.42	0
126	21	 F	1	1	0	2	0	10	1	231	301.00	0
126	21	 F	1	1	0	2	1	11	0	132	246.68	0
126	21	 F	1	1	0	2	0	12	1	182	339.10	0
126	21	 F	1	1	0	2	1	13	0	132	638.17	0
126	21	 F	1	1	0	2	0	14	1	231	242.08	0
126	21	 F	1	1	0	2	0	15	1	231	261.33	0
126	21	 F	1	1	0	2	1	16	0	132	307.97	0
126	21	 F	1	1	0	2	1	17	0	182	294.02	0
126	21	 F	1	1	1	2	0	18	1	231	197.95	0
126	21	 F	1	1	0	2	1	19	0	132	263.32	0
126	21	 F	1	1	0	2	1	20	0	132	302.99	0
126	21	 F	1	1	1	2	1	21	0	132	213.86	0
126	21	 F	1	1	0	2	0	22	1	231	258.15	0
126	21	 F	1	1	0	2	0	23	1	281	363.66	0
126	21	 F	1	1	0	2	1	24	0	132	269.89	0
126	21	 F	1	1	0	2	0	25	1	231	278.70	0
126	21	 F	1	1	0	2	1	26	0	132	291.18	0
126	21	 F	1	1	1	2	0	27	1	231	206.50	0
126	21	 F	1	1	1	2	0	28	1	231	215.57	0
126	21	 F	1	1	0	2	1	29	0	132	260.82	0
126	21	 F	1	1	0	2	1	30	0	281	348.31	0
126	21	 F	1	1	1	2	0	31	1	231	222.13	0
126	21	 F	1	1	0	2	1	32	0	182	317.56	0
126	21	 F	1	1	0	2	1	33	0	281	366.99	0
126	21	 F	1	1	0	2	0	34	1	231	269.21	0
126	21	 F	1	1	0	2	1	35	0	132	229.52	0
126	21	 F	1	1	0	2	1	36	0	182	266.04	0
126	21	 F	1	1	0	2	1	37	0	182	353.92	0
126	21	 F	1	1	0	2	1	38	0	132	263.85	0
126	21	 F	1	1	0	2	1	39	0	132	249.99	0
126	21	 F	1	1	0	2	0	40	1	182	285.30	0
126	21	 F	1	0	0	2	0	41	1	281	401.82	0
126	21	 F	1	1	0	2	0	42	1	231	225.46	0
126	21	 F	1	1	1	2	1	43	0	132	204.23	0
126	21	 F	1	1	0	2	1	44	0	281	517.08	0
126	21	 F	1	1	0	2	0	45	1	231	255.68	0
126	21	 F	1	1	0	2	0	46	1	231	275.61	0
126	21	 F	1	1	0	2	1	47	0	281	402.46	0
126	21	 F	1	1	0	2	0	48	1	182	339.42	0
126	21	 F	1	1	0	2	1	49	0	132	231.14	0
126	21	 F	1	1	0	2	1	50	0	281	404.47	0
126	21	 F	1	1	1	2	0	51	1	231	213.27	0
126	21	 F	1	1	0	2	0	52	1	281	348.49	0
126	21	 F	1	1	1	2	1	53	0	132	189.24	0
126	21	 F	1	1	0	2	1	54	0	132	267.37	0
126	21	 F	1	1	0	2	1	55	0	182	463.06	0
126	21	 F	1	1	1	2	0	56	1	231	205.69	0
126	21	 F	1	1	0	2	1	57	0	132	293.92	0
126	21	 F	1	1	0	2	1	58	0	132	223.46	0
126	21	 F	1	1	0	2	0	59	1	231	231.49	0
126	21	 F	1	1	0	2	0	60	1	281	242.20	0
127	27	 F	1	1	1	2	1	1	0	132	737.23	0
127	27	 F	1	1	1	2	0	2	1	231	312.82	0
127	27	 F	1	1	0	2	1	3	0	182	807.61	0
127	27	 F	1	1	1	2	1	4	0	132	277.26	0
127	27	 F	1	1	0	2	0	5	1	231	688.50	0
127	27	 F	1	1	1	2	0	6	1	231	241.53	0
127	27	 F	1	1	0	2	1	7	0	132	387.04	0
127	27	 F	1	1	0	2	1	8	0	132	341.78	0
127	27	 F	1	1	0	2	1	9	0	132	319.34	0
127	27	 F	1	1	1	2	1	10	0	132	254.20	0
127	27	 F	1	1	0	2	0	11	1	281	645.03	0
127	27	 F	1	1	0	2	1	12	0	132	413.85	0
127	27	 F	1	1	1	2	0	13	1	231	215.65	0
127	27	 F	1	1	0	2	1	14	0	182	416.68	0
127	27	 F	1	1	0	2	0	15	1	231	402.28	0
127	27	 F	1	1	0	2	0	16	1	231	294.84	0
127	27	 F	1	1	0	2	1	17	0	132	314.68	0
127	27	 F	1	1	0	2	0	18	1	231	251.83	0
127	27	 F	1	1	0	2	0	19	1	231	658.11	0
127	27	 F	1	1	0	2	1	20	0	182	391.00	0
127	27	 F	1	1	1	2	1	21	0	132	200.52	0
127	27	 F	1	1	0	2	0	22	1	231	242.64	0
127	27	 F	1	1	0	2	0	23	1	231	343.03	0
127	27	 F	1	1	0	2	1	24	0	132	233.06	0
127	27	 F	1	1	0	2	0	25	1	281	305.46	0
127	27	 F	1	1	0	2	1	26	0	281	468.48	0
127	27	 F	1	1	0	2	1	27	0	132	572.16	0
127	27	 F	1	1	0	2	1	28	0	281	423.44	0
127	27	 F	1	1	0	2	0	29	1	231	281.32	0
127	27	 F	1	1	0	2	1	30	0	132	427.78	0
127	27	 F	1	1	0	2	1	31	0	132	379.96	0
127	27	 F	1	1	0	2	1	32	0	281	301.84	0
127	27	 F	1	1	0	2	1	33	0	281	428.07	0
127	27	 F	1	1	0	2	0	34	1	281	443.40	0
127	27	 F	1	1	0	2	0	35	1	231	598.71	0
127	27	 F	1	1	0	2	0	36	1	182	379.22	0
127	27	 F	1	1	0	2	1	37	0	182	505.09	0
127	27	 F	1	1	0	2	1	38	0	132	276.83	0
127	27	 F	1	1	0	2	0	39	1	231	530.36	0
127	27	 F	1	1	0	2	1	40	0	132	233.94	0
127	27	 F	1	1	0	2	1	41	0	182	582.65	0
127	27	 F	1	1	0	2	0	42	1	182	386.92	0
127	27	 F	1	1	0	2	1	43	0	132	334.87	0
127	27	 F	1	1	0	2	1	44	0	132	331.19	0
127	27	 F	1	1	0	2	0	45	1	231	284.34	0
127	27	 F	1	1	0	2	1	46	0	132	475.54	0
127	27	 F	1	1	0	2	1	47	0	132	291.22	0
127	27	 F	1	1	0	2	0	48	1	231	428.32	0
127	27	 F	1	1	0	2	0	49	1	231	271.49	0
127	27	 F	1	1	0	2	0	50	1	182	498.91	0
127	27	 F	1	1	0	2	1	51	0	132	332.25	0
127	27	 F	1	1	0	2	1	52	0	281	473.72	0
127	27	 F	1	1	0	2	0	53	1	231	317.24	0
127	27	 F	1	1	0	2	0	54	1	231	316.29	0
127	27	 F	1	1	0	2	0	55	1	281	561.84	0
127	27	 F	1	1	0	2	0	56	1	231	243.00	0
127	27	 F	1	1	0	2	0	57	1	182	493.71	0
127	27	 F	1	1	0	2	0	58	1	182	524.66	0
127	27	 F	1	1	0	2	0	59	1	231	317.00	0
127	27	 F	1	1	0	2	0	60	1	281	761.34	0
128	29	 F	1	1	1	2	0	1	1	182	478.35	0
128	29	 F	1	1	1	2	0	2	1	231	429.51	0
128	29	 F	1	1	1	2	1	3	0	132	282.75	0
128	29	 F	1	1	0	2	1	4	0	182	1583.90	0
128	29	 F	1	1	1	2	0	5	1	231	229.74	0
128	29	 F	1	1	1	2	1	6	0	132	242.94	0
128	29	 F	1	0	0	2	0	7	0	132	646.26	0
128	29	 F	1	1	0	2	1	8	0	132	446.65	0
128	29	 F	1	1	0	2	0	9	1	231	263.89	0
128	29	 F	1	1	1	2	1	10	0	132	243.20	0
128	29	 F	1	1	0	2	1	11	0	182	523.33	0
128	29	 F	1	1	1	2	1	12	0	132	234.90	0
128	29	 F	1	1	0	2	0	13	1	231	283.17	0
128	29	 F	1	1	0	2	0	14	1	182	435.76	0
128	29	 F	1	1	0	2	1	15	0	281	593.51	0
128	29	 F	1	1	0	2	1	16	0	132	371.61	0
128	29	 F	1	1	0	2	1	17	0	182	510.85	0
128	29	 F	1	1	0	2	0	18	1	182	527.76	0
128	29	 F	1	1	1	2	1	19	0	132	231.02	0
128	29	 F	1	1	0	2	0	20	1	281	508.95	0
128	29	 F	1	1	0	2	0	21	1	281	546.41	0
128	29	 F	1	1	1	2	0	22	1	231	254.08	0
128	29	 F	1	1	0	2	0	23	1	231	274.88	0
128	29	 F	1	1	0	2	0	24	1	281	432.22	0
128	29	 F	1	1	0	2	0	25	1	281	501.93	0
128	29	 F	1	1	0	2	1	26	0	132	302.53	0
128	29	 F	1	1	1	2	1	27	0	132	239.86	0
128	29	 F	1	1	0	2	1	28	0	281	461.75	0
128	29	 F	1	1	0	2	0	29	1	231	528.80	0
128	29	 F	1	1	0	2	0	30	1	231	345.06	0
128	29	 F	1	1	0	2	1	31	0	132	334.84	0
128	29	 F	1	1	0	2	0	32	1	231	527.55	0
128	29	 F	1	1	0	2	1	33	0	132	398.96	0
128	29	 F	1	1	1	2	0	34	1	231	240.89	0
128	29	 F	1	1	0	2	0	35	1	231	323.45	0
128	29	 F	1	1	0	2	0	36	1	231	337.30	0
128	29	 F	1	1	0	2	0	37	1	281	528.48	0
128	29	 F	1	1	0	2	0	38	1	182	433.40	0
128	29	 F	1	1	0	2	1	39	0	132	256.96	0
128	29	 F	1	1	0	2	1	40	0	132	414.37	0
128	29	 F	1	1	1	2	1	41	0	132	235.63	0
128	29	 F	1	1	0	2	1	42	0	132	302.53	0
128	29	 F	1	1	1	2	0	43	1	231	229.41	0
128	29	 F	1	1	0	2	0	44	1	231	294.21	0
128	29	 F	1	0	0	2	0	45	1	182	402.29	0
128	29	 F	1	1	0	2	0	46	1	231	518.35	0
128	29	 F	1	1	0	2	1	47	0	132	286.77	0
128	29	 F	1	1	0	2	1	48	0	132	399.12	0
128	29	 F	1	1	0	2	1	49	0	281	616.09	0
128	29	 F	1	1	0	2	1	50	0	281	519.17	0
128	29	 F	1	1	0	2	0	51	1	231	272.34	0
128	29	 F	1	1	0	2	0	52	1	231	296.27	0
128	29	 F	1	1	0	2	1	53	0	132	430.10	0
128	29	 F	1	1	0	2	1	54	0	182	501.22	0
128	29	 F	1	1	0	2	1	55	0	281	432.50	0
128	29	 F	1	1	0	2	0	56	1	231	523.91	0
128	29	 F	1	1	0	2	0	57	1	231	375.40	0
128	29	 F	1	1	0	2	1	58	0	182	446.56	0
128	29	 F	1	1	1	2	1	59	0	132	238.24	0
128	29	 F	1	1	1	2	0	60	1	231	240.46	0
129	21	 F	1	1	1	2	0	1	1	231	629.16	0
129	21	 F	1	1	1	2	1	2	0	132	358.18	0
129	21	 F	1	1	1	2	1	3	0	132	332.96	0
129	21	 F	1	1	1	2	0	4	1	182	355.49	0
129	21	 F	1	1	1	2	0	5	1	231	251.91	0
129	21	 F	1	1	1	2	0	6	1	231	253.77	0
129	21	 F	1	1	0	2	0	7	1	182	380.63	0
129	21	 F	1	1	0	2	0	8	1	281	279.60	0
129	21	 F	1	1	0	2	1	9	0	182	345.97	0
