trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,feedback_time,baseline,window0,window1,window2,window3,window4
1,PLR110,anticipated_w,pre,1000,4838,1,1,6373,3729.992,98.3777,504.1361,720.2096,736.1508,714.8334
2,PLR110,anticipated_w,pre,1003,4810,2,1,6332,3785.5817,97.7208,402.3553,406.7082,430.8931,332.2437
3,PLR110,anticipated_w,pre,1002,4808,3,1,6334,3991.0239,162.2051,206.5286,193.8059,-183.5512,-166.5318
4,PLR110,anticipated_b,pre,1002,4812,1,0,NaN,3513.1594,161.5969,492.9793,626.5864,398.5969,380.8327
5,PLR110,anticipated_w,pre,1002,4810,4,1,6336,3036.3187,154.5594,597.2758,761.7716,1091.7275,1218.3321
6,PLR110,anticipated_b,pre,1003,4812,2,0,NaN,3311.3142,-109.3886,357.4589,578.7131,607.7404,654.162
7,PLR110,unexpected_w,pre,1002,4810,1,0,NaN,3569.0478,147.3198,345.761,439.6413,325.4942,331.6268
8,PLR110,anticipated_w,pre,1002,4810,5,1,6338,3784.1633,-310.0625,-72.7243,109.9186,187.4501,262.8922
9,PLR110,anticipated_w,pre,1002,4812,6,0,NaN,3905.8924,-190.0668,-0.10672,-333.1382,-397.5122,-470.0115
10,PLR110,unexpected_b,pre,1003,4808,2,0,NaN,3589.2539,-164.0945,161.3091,68.0444,112.0781,198.5318
11,PLR110,unexpected_w,pre,1003,4812,3,0,NaN,3011.494,-85.2041,231.4871,198.0921,597.3652,812.3393
12,PLR110,anticipated_b,pre,1003,4810,3,0,NaN,3275.6574,-158.9116,-81.7834,74.2103,488.3426,645.2156
13,PLR110,anticipated_w,pre,1002,4810,7,1,6335,2100.4661,444.1473,507.057,650.6158,773.6053,696.1212
14,PLR110,anticipated_b,pre,1003,4812,4,1,6334,2730.1912,-22.8919,160.6862,457.4096,506.3592,539.6262
15,PLR110,unexpected_w,pre,1003,4810,4,0,NaN,3609.498,291.3165,-85.5991,-540.6241,-178.4161,-12.8393
16,PLR110,anticipated_w,pre,1002,4810,8,1,6337,2537.9602,78.4915,200.4159,212.9495,143.294,180.7065
17,PLR110,unexpected_b,pre,1003,4810,5,0,NaN,2354.5151,-130.8654,403.7895,603.8609,437.7769,437.8579
18,PLR110,anticipated_w,pre,1002,4810,9,1,6332,1928.2977,-87.0561,353.9733,652.759,665.7779,402.8134
19,PLR110,unexpected_b,pre,1002,4808,6,0,NaN,2009.3817,-144.6688,262.7821,550.9607,857.6561,970.9357
20,PLR110,unexpected_b,pre,1003,4810,7,0,NaN,2880.3685,-201.8412,159.0664,74.9529,42.6042,110.5442
21,PLR110,anticipated_b,pre,1003,4810,5,0,NaN,2758.0558,-98.9108,303.8203,534.5955,278.0724,194.3331
22,PLR110,anticipated_w,pre,1003,4812,10,1,6340,3118.8372,-274.0515,-102.457,-140.1608,-108.0872,-187.5039
23,PLR110,anticipated_w,post,1002,4812,11,0,NaN,2520.0199,148.562,410.2532,382.249,347.7679,263.8531
24,PLR110,anticipated_w,post,1002,4810,12,1,6337,2089.0717,328.5207,588.8148,529.4682,246.3905,3.8569
25,PLR110,anticipated_w,post,1002,4810,13,0,NaN,2443.6335,-33.9003,-36.7532,-60.7889,3.8875,-105.4668
26,PLR110,anticipated_b,pre,1002,4810,6,0,NaN,2347.1753,195.4268,187.7429,4.1335,200.56,251.7691
27,PLR110,unexpected_b,pre,1002,4810,8,0,NaN,2867.7211,-93.3373,-226.1315,-283.6077,52.197,167.9376
28,PLR110,anticipated_w,post,1002,4810,14,0,NaN,2622.6414,91.8376,200.8186,-4.7654,-218.4923,-213.2922
29,PLR110,unexpected_w,pre,1002,4810,9,0,NaN,1816.6892,169.7603,671.0986,857.5355,550.8906,296.1362
30,PLR110,anticipated_b,pre,1002,4808,7,0,NaN,1671.8287,151.7196,746.9801,733.1314,850.7427,940.33
31,PLR110,unexpected_w,pre,1003,4814,10,0,NaN,2718.8406,51.6866,-358.7363,-373.1936,-43.578,-63.6343
32,PLR110,anticipated_w,post,1002,4812,15,0,NaN,2414.7769,116.2987,114.8303,-145.0038,209.8303,307.4929
33,PLR110,anticipated_w,post,1002,4810,16,0,NaN,2381.0876,85.8094,213.1245,-215.6633,-654.1339,-781.8892
34,PLR110,anticipated_b,pre,1002,4810,8,1,6336,2037.2789,182.7442,539.6854,482.2463,266.2379,310.9037
35,PLR110,anticipated_b,pre,1003,4808,9,0,NaN,2172.1474,353.0963,225.8337,160.0837,-384.1999,-452.2506
36,PLR110,anticipated_b,pre,1003,4812,10,0,NaN,2089.1474,164.0585,-120.6516,-299.9983,-95.0361,34.4478
37,PLR110,anticipated_b,post,1003,4810,11,0,NaN,2446.4104,-20.5805,100.2598,-70.9839,-578.8494,-573.9897
38,PLR110,unexpected_b,post,1003,4810,11,0,NaN,2452.3227,-54.8363,-293.4393,-653.9509,-424.142,-374.9259
39,PLR110,anticipated_b,post,1003,4810,12,0,NaN,1851.2364,17.7952,282.4316,418.4127,3.4737,-305.1729
40,PLR110,anticipated_w,post,1003,4810,17,0,NaN,2077.9004,160.3139,135.4588,-265.579,-108.0727,22.9409
41,PLR110,unexpected_b,post,1003,4812,12,0,NaN,1936.1195,109.9246,162.5801,45.9015,-109.0733,-166.2941
42,PLR110,anticipated_b,post,1003,4812,13,0,NaN,1681.1873,98.2014,204.9913,340.9787,584.4556,614.7969
43,PLR110,unexpected_w,post,1002,4812,13,0,NaN,2095.0598,286.6839,148.1839,-201.9896,-425.7909,-288.7582
44,PLR110,unexpected_w,post,1003,4810,14,0,NaN,2500.5299,-19.9101,81.3673,-173.0643,-77.2316,133.6606
45,PLR110,anticipated_b,post,1003,4810,14,0,NaN,2647.7329,6.2025,22.2461,18.578,-138.319,-88.1615
46,PLR110,anticipated_b,post,1003,4808,15,0,NaN,3000.1394,-214.7718,-535.5281,-782.4504,-706.9126,-703.9013
47,PLR110,anticipated_w,post,1003,4810,18,0,NaN,2807.8685,-288.2485,-471.8424,-575.8643,-201.9988,-14.7336
48,PLR110,unexpected_b,post,1002,4808,15,0,NaN,1902.4024,100.127,367.877,55.1018,-259.9045,-217.9024
49,PLR110,unexpected_b,post,1002,4810,16,0,NaN,1598.012,334.2528,561.5154,661.0217,2.0427,-247.4088
50,PLR110,anticipated_w,post,1002,4810,19,0,NaN,1699.4861,-132.5552,-49.0932,117.6106,114.1526,-8.6448
51,PLR110,anticipated_b,post,1002,4808,16,0,NaN,1984.979,-203.5294,138.9664,384.3907,319.626,320.0766
52,PLR110,anticipated_b,post,1002,4812,17,0,NaN,2792.255,24.1673,-215.9399,-966.1793,-1388.1815,-1472.2788
53,PLR110,unexpected_w,post,1002,4810,17,0,NaN,2320.3227,193.2128,-234.5775,-279.537,-20.4004,74.0503
54,PLR110,unexpected_w,post,1002,4812,18,0,NaN,2147.9044,224.3981,304.6103,523.4969,577.9822,606.4051
55,PLR110,anticipated_b,post,1003,4810,18,0,NaN,2534.7888,158.4549,143.6115,-445.9649,-537.6901,-437.9634
56,PLR110,unexpected_w,post,1002,4810,19,0,NaN,2754.8008,249.4366,-43.4857,-371.1054,-658.6327,-742.0627
57,PLR110,anticipated_w,post,1003,4810,20,1,6340,2184.4861,187.0728,186.7135,-206.7283,-254.9524,-51.0099
58,PLR110,anticipated_b,post,1003,4812,19,0,NaN,1728.126,-350.2987,39.7123,422.7312,705.0337,783.3423
59,PLR110,unexpected_b,post,1002,4812,20,0,NaN,2304.8406,156.7248,-72.2627,-359.4814,-118.328,55.4768
60,PLR110,anticipated_b,post,1002,4810,20,0,NaN,1703.8327,353.4876,383.9885,469.9404,318.1904,-17.4438
1,PLR111,anticipated_b,pre,1001,4838,1,1,6381,4323.0757,-146.2123,336.3802,335.8424,317.7583,349.8767
2,PLR111,anticipated_w,pre,1002,4812,1,1,6332,4608.7729,-0.36324,250.7796,360.5128,387.5275,374.4334
3,PLR111,unexpected_b,pre,1002,4810,1,0,NaN,4398.1554,-35.5468,-21.4436,-301.3024,54.3257,125.1224
4,PLR111,unexpected_b,pre,1002,4812,2,0,NaN,4320.1619,110.6473,-143.4119,179.2688,166.691,200.2508
5,PLR111,anticipated_b,pre,1003,4812,2,0,NaN,4160.0558,147.9652,254.6522,426.9295,527.0808,622.0474
6,PLR111,unexpected_w,pre,1003,4810,3,0,NaN,3937.3879,-164.938,100.8265,196.8494,585.6478,655.3898
7,PLR111,anticipated_b,pre,1002,4810,3,0,NaN,4193.8048,142.8048,287.1913,414.7687,521.7961,587.5603
8,PLR111,anticipated_b,pre,1002,4812,4,1,6336,4107.1434,165.3755,332.7221,523.4952,590.6381,716.0312
9,PLR111,anticipated_b,pre,1002,4810,5,1,6416,4640.7211,0.89653,88.2726,181.4764,347.7894,391.6281
10,PLR111,unexpected_w,pre,1003,4810,4,0,NaN,4612.745,89.7088,105.7403,65.6415,300.1836,374.9693
11,PLR111,anticipated_w,pre,1002,4808,2,1,6337,4411.9124,180.9637,309.5288,420.7179,441.1507,370.175
12,PLR111,anticipated_w,pre,1002,4810,3,1,6334,4237.3586,77.5198,116.6435,386.6645,603.7255,526.2605
13,PLR111,anticipated_b,pre,1003,4810,6,0,NaN,4025.6813,205.6118,490.2725,889.678,878.7893,904.0489
14,PLR111,unexpected_b,pre,1002,4810,5,0,NaN,4049.0211,-41.1715,182.9203,396.8403,673.6659,659.5742
15,PLR111,unexpected_b,pre,1002,4810,6,0,NaN,3996.4789,181.4495,265.9076,2.0526,228.6849,226.6877
16,PLR111,unexpected_w,pre,1002,4812,7,1,6337,3413.5028,-474.7742,192.7322,446.3628,819.8249,797.4813
17,PLR111,anticipated_w,pre,1003,4812,4,0,NaN,4530.1673,-122.9762,-118.6412,57.6205,391.5533,397.2533
18,PLR111,anticipated_b,pre,1003,4812,7,1,6340,3464.9163,241.0459,775.9765,1092.5017,1316.6446,1258.3218
19,PLR111,anticipated_b,pre,1003,4812,8,1,6337,3759.6255,31.4412,454.2586,678.1266,806.8913,830.1682
20,PLR111,anticipated_w,pre,1003,4812,5,1,6335,3787.6813,-148.6729,-134.0006,-402.0573,-116.8262,-67.6019
21,PLR111,anticipated_w,pre,1003,4812,6,1,6338,2229.6653,483.3704,1210.091,1662.9397,1508.9481,1400.2791
22,PLR111,anticipated_w,pre,1002,4810,7,0,NaN,1740.7012,181.777,955.7059,1254.2694,1756.8933,1937.0528
23,PLR111,unexpected_b,pre,1002,4812,8,0,NaN,2445.741,164.1434,165.9775,-241.9784,42.6476,233.0447
24,PLR111,unexpected_w,pre,1003,4810,9,0,NaN,2018.5817,450.4393,673.7124,103.8805,-11.3443,42.4025
25,PLR111,anticipated_b,pre,1002,4810,9,1,6417,2474.0438,-858.6005,-538.6552,125.7083,661.0759,801.1625
26,PLR111,anticipated_b,pre,1003,4812,10,0,NaN,3175.6813,-331.072,-1120.259,-1448.5657,-948.2359,-657.1813
27,PLR111,anticipated_w,pre,1002,4810,8,1,6338,2854.3613,-149.5552,-349.9495,53.0021,421.7542,548.0752
28,PLR111,unexpected_w,pre,1002,4810,10,0,NaN,1394.7809,236.711,687.8992,1156.2422,1188.488,858.481
29,PLR111,anticipated_w,pre,1002,4808,9,1,6336,1910.9562,-514.9503,-208.5171,375.6174,1224.5543,1487.1073
30,PLR111,anticipated_b,post,1002,4810,11,1,6336,1349.8765,476.2538,1140.6099,1082.7012,854.7622,877.433
31,PLR111,anticipated_b,post,1003,4810,12,1,6338,2383.5179,263.4695,18.6475,-442.0957,-43.4612,267.0059
32,PLR111,anticipated_w,pre,1002,4810,10,1,6335,2027.9801,102.1496,421.359,93.4464,418.8161,490.8929
33,PLR111,unexpected_b,post,1002,4808,11,0,NaN,1100.5896,202.7179,730.366,1350.8095,1265.3894,900.1802
34,PLR111,unexpected_w,post,1003,4812,12,1,6339,1674.5339,432.5592,764.4241,1059.546,186.901,-104.6529
35,PLR111,anticipated_b,post,1002,4810,13,0,NaN,2381.9124,349.4625,223.6158,205.5456,846.9112,934.9924
36,PLR111,anticipated_w,post,1002,4810,11,1,6336,2606.8725,-597.655,-946.2921,-185.8095,621.8418,722.3973
37,PLR111,anticipated_w,post,1003,4810,12,0,NaN,1596.0718,237.9692,827.6779,1106.8862,1126.6719,948.1981
38,PLR111,anticipated_w,post,1003,4810,13,0,NaN,2016.6096,390.6854,553.9017,-205.0171,-774.1453,-916.8715
39,PLR111,anticipated_b,post,1002,4810,14,0,NaN,2019.8725,515.076,664.3043,595.1527,-236.6078,-524.5074
40,PLR111,anticipated_w,post,1002,4810,14,1,6337,3032.3028,-488.6347,-996.8553,-729.8826,-198.4351,-3.0726
41,PLR111,anticipated_w,post,1002,4810,15,1,6338,1500.1989,421.4057,1258.5098,1577.1057,2001.1205,2074.6106
42,PLR111,unexpected_w,post,1003,4810,13,0,NaN,3855.498,-165.2683,-320.5772,-363.1346,-447.5631,-347.4821
43,PLR111,unexpected_w,post,1002,4808,14,0,NaN,3463.0558,-56.1482,-386.0318,-440.9585,-463.2764,-204.5875
44,PLR111,unexpected_w,post,1002,4810,15,0,NaN,2913.6733,2.7679,-49.375,114.6901,488.2469,617.7553
45,PLR111,anticipated_w,post,1003,4812,16,1,6338,2995.0797,8.4021,-61.8759,240.956,961.2186,1029.841
46,PLR111,anticipated_w,post,1003,4812,17,1,6335,2962.2948,287.0172,498.633,511.1169,354.0413,358.1814
47,PLR111,anticipated_b,post,1002,4808,15,1,6333,2738.1952,-463.4501,-486.6768,111.6724,830.3573,1045.908
48,PLR111,unexpected_b,post,1003,4814,16,0,NaN,4302.2999,-181.4938,-213.5861,-273.1444,-248.615,-160.2999
49,PLR111,unexpected_b,post,1002,4810,17,0,NaN,3822.6056,61.4819,183.6977,210.6213,371.4806,312.196
50,PLR111,unexpected_b,post,1003,4812,18,0,NaN,2987.3745,-86.559,34.5268,308.8041,427.2494,522.4668
51,PLR111,unexpected_w,post,1002,4810,19,0,NaN,2891.8247,253.6271,495.868,614.5556,573.3182,513.7864
52,PLR111,anticipated_w,post,1002,4810,18,1,6334,3745.6135,123.1228,270.4849,338.8528,665.5608,726.7039
53,PLR111,anticipated_b,post,1003,4812,16,1,6379,2626.7291,294.1676,928.2331,1511.6407,1565.9579,1547.7947
54,PLR111,anticipated_b,post,1003,4812,17,0,NaN,3808.4064,185.7945,346.0388,295.4382,842.5348,1013.2285
55,PLR111,anticipated_b,post,1002,4810,18,0,NaN,3124.0319,163.3924,708.2865,968.924,1479.2181,1548.4681
56,PLR111,anticipated_b,post,1002,4810,19,1,6339,4003.8127,-359.672,236.6809,561.9835,625.9036,646.1476
57,PLR111,anticipated_b,post,1003,4810,20,0,NaN,4653.5857,-83.7076,-5.4324,75.8891,232.5635,330.6921
58,PLR111,anticipated_w,post,1003,4810,19,1,6339,4160.6375,124.3665,231.0876,142.9298,444.3226,490.3705
59,PLR111,unexpected_b,post,1002,4810,20,0,NaN,4370.5418,-26.8987,-18.9485,-273.4053,-104.6028,-93.272
60,PLR111,anticipated_w,post,1002,4810,20,1,6335,4224.3299,102.6575,108.0504,68.2731,91.8024,199.527
1,PLR112,anticipated_b,pre,1001,4838,1,1,6457,3470.5936,-298.2533,31.5723,261.9022,50.4547,-35.2365
2,PLR112,anticipated_b,pre,1002,4810,2,1,6330,3306.7809,35.2948,152.6603,266.425,268.5469,370.4572
3,PLR112,unexpected_w,pre,1003,4810,1,0,NaN,2955.2271,322.4116,711.4326,803.838,582.2414,671.757
4,PLR112,anticipated_b,pre,1002,4810,3,1,6337,3279.6773,55.2345,446.6063,649.6273,198.6126,269.5211
5,PLR112,anticipated_w,pre,1003,4810,1,1,6335,3497.996,-358.1221,-187.1347,-13.1872,395.6742,343.0357
6,PLR112,unexpected_w,pre,1003,4812,2,0,NaN,3081.996,118.9431,257.9599,389.8674,280.3968,240.0992
7,PLR112,unexpected_b,pre,1002,4810,3,0,NaN,2352.2869,212.0724,265.7636,336.1165,374.0745,427.3322
8,PLR112,anticipated_w,pre,1002,4810,2,1,6339,2373.6215,231.1453,410.0592,401.8953,427.1222,256.6721
9,PLR112,anticipated_w,pre,1003,4814,3,1,6337,3236.4462,-827.6269,-974.0134,-908.1626,-688.3328,-769.8589
10,PLR112,anticipated_w,pre,1003,4808,4,1,6334,1514.8526,82.805,408.513,596.618,918.0655,1108.2665
11,PLR112,anticipated_b,pre,1002,4810,4,0,NaN,1773.3546,425.8324,920.4858,1342.9563,1315.8765,1239.6216
12,PLR112,anticipated_b,pre,1002,4810,5,0,NaN,3018.1633,-240.3818,-753.2201,-643.8251,-679.0037,-787.3379
13,PLR112,unexpected_b,pre,1003,4812,4,0,NaN,2576.1275,49.2864,-261.9153,-87.575,-406.5645,-411.3497
14,PLR112,anticipated_b,pre,1003,4810,6,1,6336,1918.0717,525.5102,707.6804,896.6237,348.6783,292.8092
15,PLR112,unexpected_w,pre,1003,4812,5,0,NaN,1361.3307,400.7408,548.2912,777.4151,411.2975,272.955
16,PLR112,anticipated_b,pre,1003,4812,7,0,NaN,2127.2191,-310.7695,-429.1792,-99.175,28.0561,41.6142
17,PLR112,unexpected_w,pre,1002,4810,6,0,NaN,3193.5378,-335.6429,-476.4517,-934.7332,-1166.8383,-1157.0061
18,PLR112,anticipated_b,pre,1003,4812,8,0,NaN,2308.3546,-202.6025,-580.5899,-488.4554,-168.2201,-62.2276
19,PLR112,anticipated_w,pre,1002,4810,5,1,6377,1822.0677,133.6634,-96.9732,-274.324,167.6024,377.6783
20,PLR112,anticipated_w,pre,1002,4810,6,1,6332,2220.4861,-525.5596,-601.3747,-536.7024,-238.7844,-194.1051
21,PLR112,anticipated_w,pre,1002,4810,7,1,6336,2259.5458,-577.0752,-797.1677,-572.0479,-83.4702,20.8193
22,PLR112,anticipated_w,pre,1003,4812,8,0,NaN,1289.3865,3.6219,255.8614,409.4287,841.1934,842.8437
23,PLR112,unexpected_b,pre,1002,4808,7,0,NaN,1414.2203,151.1147,584.7713,939.0696,1030.3049,1136.3908
24,PLR112,anticipated_w,pre,1003,4810,9,1,6336,1519.3147,99.6327,318.5928,292.513,54.2882,-85.8386
25,PLR112,unexpected_w,pre,1002,4812,8,0,NaN,1803.9243,203.437,396.9875,600.4391,405.8698,116.0122
26,PLR112,anticipated_w,pre,1002,4810,10,0,NaN,2073.5936,439.1753,479.7698,454.9232,916.8181,965.2476
27,PLR112,unexpected_b,pre,1003,4812,9,0,NaN,2599.9323,22.469,375.5908,725.4942,783.1602,863.8931
28,PLR112,unexpected_b,pre,1003,4812,10,0,NaN,2586.3227,104.5176,-144.5937,17.6479,-46.3374,-312.291
29,PLR112,anticipated_b,pre,1003,4810,9,0,NaN,2567.2789,187.7652,562.3388,719.8094,753.2505,632.5783
30,PLR112,anticipated_w,post,1002,4810,11,0,NaN,2541.255,-321.6289,-415.8558,-178.6352,60.5391,125.3561
31,PLR112,unexpected_b,post,1003,4812,11,0,NaN,2118.4223,-21.2248,-238.832,-358.6009,-150.4286,-32.9302
32,PLR112,anticipated_b,pre,1002,4810,10,0,NaN,1236.6175,136.1157,589.3741,982.3047,476.1955,274.8904
33,PLR112,unexpected_w,post,1003,4812,12,0,NaN,1593.1155,-218.3571,-332.1744,-293.458,127.9874,244.8448
34,PLR112,unexpected_w,post,1002,4810,13,0,NaN,2322.255,80.3017,80.2451,119.9278,471.2828,462.4434
35,PLR112,unexpected_b,post,1002,4808,14,0,NaN,2956.9283,-22.38,-338.334,-725.8274,-214.7371,-147.6743
36,PLR112,unexpected_w,post,1002,4810,15,0,NaN,3608.4382,-526.5475,-135.4424,-295.7744,-507.037,-487.7795
37,PLR112,anticipated_w,post,1002,4810,12,0,NaN,3272.1394,133.0853,249.8669,200.5223,-91.1962,-417.2744
38,PLR112,unexpected_w,post,1002,4810,16,0,NaN,2902.2231,-112.3408,-95.6475,-60.0193,-638.8471,-700.366
39,PLR112,anticipated_w,post,1002,4810,13,0,NaN,2531.3665,434.0452,289.0095,-106.7825,-359.1796,-469.6602
40,PLR112,anticipated_b,post,1002,4808,11,0,NaN,1305.8341,280.0482,861.5776,1277.2184,1560.3045,1701.4992
41,PLR112,anticipated_b,post,1003,4810,12,0,NaN,2851.0558,243.8833,418.2068,623.1921,-234.7028,-371.7066
42,PLR112,anticipated_w,post,1003,4812,14,0,NaN,1854,-219.1075,-196.8644,-97.1723,323.355,379.4127
43,PLR112,anticipated_b,post,1002,4812,13,1,6337,1383.3386,77.4093,474.3567,1019.2202,1315.2013,1477.4074
44,PLR112,anticipated_b,post,1003,4812,14,0,NaN,2347.6175,-10.9663,77.4518,298.7501,761.3489,958.2396
45,PLR112,anticipated_w,post,1002,4810,15,0,NaN,3608.0797,-46.6889,382.3615,662.393,655.8972,510.6981
46,PLR112,anticipated_b,post,1002,4808,15,0,NaN,3224.4946,-529.9757,8.3289,294.6462,446.5222,503.7197
47,PLR112,anticipated_w,post,1002,4810,16,0,NaN,3557.8685,48.4319,-164.2614,-422.2299,-627.6837,-661.7971
48,PLR112,unexpected_w,post,1003,4810,17,0,NaN,2474.7371,26.3953,-118.3087,-337.7557,-140.9114,-13.4751
49,PLR112,anticipated_w,post,1003,4812,17,0,NaN,2387.6375,369.9256,323.7617,20.6357,-101.5681,-112.1295
50,PLR112,anticipated_b,post,1002,4810,16,0,NaN,2160.0239,275.9677,612.6736,943.2576,1214.3984,1306.8332
51,PLR112,anticipated_b,post,1003,4810,17,0,NaN,3130.2988,71.51,124.0247,395.4869,-21.49,-233.9417
52,PLR112,anticipated_b,post,1003,4812,18,0,NaN,2922.7729,-214.546,72.3468,108.8699,481.0023,591.7509
53,PLR112,unexpected_b,post,1003,4812,18,0,NaN,2489.5697,451.9051,450.6719,744.9975,1128.6341,1225.6287
54,PLR112,anticipated_w,post,1002,4810,18,0,NaN,3589.2709,271.0547,385.9056,490.7774,491.0967,502.9434
55,PLR112,unexpected_b,post,1003,4810,19,0,NaN,3194.6972,71.4519,-25.4367,53.4646,317.7209,381.9774
56,PLR112,anticipated_w,post,1002,4810,19,0,NaN,2664.2709,-0.43688,228.3761,243.0925,53.6556,62.0545
57,PLR112,unexpected_b,post,1002,4808,20,0,NaN,2200.0478,77.2841,298.3072,164.303,540.8051,644.0474
58,PLR112,anticipated_b,post,1002,4812,19,0,NaN,1980.4502,401.5309,862.7704,1105.6738,955.3439,1051.9308
59,PLR112,anticipated_b,post,1002,4810,20,0,NaN,2109.1394,560.6211,657.6232,608.1211,544.5181,415.6621
60,PLR112,anticipated_w,post,1002,4810,20,0,NaN,2098.9323,786.1644,1291.6139,1260.8976,1266.3997,1334.8455
1,PLR113,unexpected_w,pre,1000,4838,1,1,6440,3212.5697,-83.8512,561.2412,769.8925,765.9597,776.843
2,PLR113,unexpected_b,pre,1002,4810,2,0,NaN,3137.8606,106.7487,388.671,504.3348,387.7949,258.0521
3,PLR113,anticipated_b,pre,1002,4810,1,1,6337,3180.1076,255.0752,398.7433,239.5206,380.9912,462.0035
4,PLR113,anticipated_b,pre,1002,4810,2,1,6335,3705.4741,-270.1821,9.6709,129.2402,327.2297,397.2878
5,PLR113,unexpected_w,pre,1003,4810,3,0,NaN,3637.6813,-265.7275,-181.4334,-328.3998,-291.3851,-233.3321
6,PLR113,unexpected_b,pre,1003,4808,4,0,NaN,2944.7012,98.3849,406.4228,356.9312,445.7274,490.6718
7,PLR113,anticipated_b,pre,1003,4812,3,1,6338,2674.3347,397.388,719.241,593.7095,744.0225,891.3082
8,PLR113,anticipated_b,pre,1003,4810,4,1,6337,3150.0598,0.089399,128.4697,-130.8035,309.7638,417.718
9,PLR113,anticipated_b,pre,1003,4812,5,1,6338,2992.0518,-139.6127,27.257,263.4482,47.6709,201.98
10,PLR113,anticipated_b,pre,1003,4808,6,0,NaN,3192.1355,-8.9023,140.0662,360.3456,430.1503,560.5074
11,PLR113,unexpected_w,pre,1002,4810,5,0,NaN,2930.4664,-272.1115,146.647,123.4054,348.9432,291.359
12,PLR113,anticipated_b,pre,1003,4810,7,1,6408,3051.7291,12.0545,217.0251,130.6386,224.8676,530.1757
13,PLR113,anticipated_w,pre,1003,4812,1,1,6339,3045.5777,69.0084,638.5925,804.8761,744.4727,856.4937
14,PLR113,unexpected_b,pre,1003,4810,6,0,NaN,3288.1514,37.3528,-103.351,-104.6136,131.4936,86.6661
15,PLR113,anticipated_w,pre,1003,4810,2,0,NaN,2824.3466,112.0126,507.3341,747.5483,927.5189,1037.6772
16,PLR113,anticipated_w,pre,1002,4810,3,1,6332,2697.246,170.5355,539.4578,616.462,636.7078,426.9683
17,PLR113,anticipated_w,pre,1002,4810,4,0,NaN,3220.3506,-247.6069,17.099,182.8868,362.412,408.3161
18,PLR113,anticipated_b,pre,1002,4810,8,0,NaN,3016.745,174.9083,170.3432,-23.974,238.5218,420.1677
19,PLR113,anticipated_w,pre,1002,4808,5,1,6335,3217.494,-168.4163,183.7539,285.1278,431.2308,586.3869
20,PLR113,anticipated_w,pre,1003,4812,6,0,NaN,2786.1285,-134.5928,487.6971,812.9618,755.4702,880.1096
21,PLR113,anticipated_w,pre,1002,4810,7,0,NaN,2637.506,192.807,541.7419,740.6306,890.7566,874.6289
22,PLR113,anticipated_b,pre,1002,4810,9,0,NaN,2651.0155,53.8399,593.0307,782.4908,881.2681,998.6829
23,PLR113,unexpected_b,pre,1003,4812,7,0,NaN,2986.0637,233.4258,150.9236,42.4699,210.161,167.1585
24,PLR113,anticipated_w,pre,1002,4810,8,0,NaN,3016.1394,20.6736,111.8669,211.0349,556.6295,732.7812
25,PLR113,anticipated_b,pre,1002,4808,10,1,6337,2819.3546,239.5971,350.282,475.9542,680.2631,851.5502
26,PLR113,anticipated_b,post,1003,4812,11,0,NaN,3714.498,-131.7363,-155.6132,-34.2207,168.4621,141.9385
27,PLR113,unexpected_b,pre,1002,4812,8,0,NaN,2931.2908,436.688,474.2537,463.1356,693.8646,585.0108
28,PLR113,anticipated_b,post,1002,4810,12,0,NaN,3424.2709,192.8951,286.685,197.9434,254.04,323.0386
29,PLR113,anticipated_w,pre,1002,4810,9,0,NaN,3190.2948,136.6947,399.5098,112.6737,209.348,358.5544
30,PLR113,anticipated_w,pre,1002,4808,10,1,6387,3496.6972,-32.2665,-26.3233,58.9078,295.4435,324.6044
31,PLR113,unexpected_b,pre,1002,4810,9,0,NaN,3073.1594,84.2734,364.4415,-22.672,314.2713,240.7295
32,PLR113,anticipated_w,post,1002,4812,11,0,NaN,2796.4741,433.5301,911.4019,966.986,999.57,968.3989
33,PLR113,anticipated_b,post,1003,4812,13,0,NaN,3060.7928,90.8794,379.0916,376.4593,639.2156,738.0802
34,PLR113,unexpected_b,pre,1002,4810,10,0,NaN,2879.9203,-9.7661,130.7249,269.2606,584.4326,694.1829
35,PLR113,anticipated_w,post,1002,4808,12,0,NaN,3055.6773,178.3311,392.2996,479.9067,825.058,969.9735
36,PLR113,anticipated_w,post,1002,4810,13,0,NaN,3262.9482,57.3007,51.2072,-73.3642,253.6673,365.0835
37,PLR113,anticipated_b,post,1002,4810,14,0,NaN,3101.0956,67.0577,298.0998,440.23,755.5809,900.6822
38,PLR113,anticipated_w,post,1002,4810,14,0,NaN,3418.7928,185.037,668.1021,808.9299,871.745,882.35
39,PLR113,unexpected_w,post,1003,4808,11,0,NaN,3611.041,-107.5864,60.1482,130.3414,300.0536,386.1654
40,PLR113,unexpected_w,post,1002,4810,12,0,NaN,3413.2629,55.456,89.4069,147.5081,336.6677,400.618
41,PLR113,anticipated_b,post,1002,4810,15,0,NaN,3346.7968,184.769,446.119,440.491,754.0897,895.2032
42,PLR113,anticipated_w,post,1003,4810,15,0,NaN,3628.3625,-240.5701,23.1001,-6.4571,252.2005,344.193
43,PLR113,anticipated_b,post,1003,4812,16,0,NaN,3542.2032,-147.6654,42.0909,112.1119,176.6414,298.6063
