trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,feedback_time,baseline,window0,window1,window2,window3,window4
33,PLR132,anticipated_b,pre,1003,4810,10,0,NaN,3903.9681,7.8008,275.7065,489.3932,648.9478,640.4763
34,PLR132,anticipated_w,post,1003,4812,12,0,NaN,4091.1992,121.2735,352.1032,472.9016,513.0088,634.1262
35,PLR132,anticipated_w,post,1003,4812,13,1,6339,3112.2032,223.8345,751.9094,902.4859,901.5741,693.8365
36,PLR132,anticipated_w,post,1003,4812,14,0,NaN,3465.006,29.1832,543.1537,596.223,657.6411,507.4147
37,PLR132,anticipated_b,post,1002,4810,11,0,NaN,3797.3506,-21.3905,344.8261,222.1599,67.7103,112.7685
38,PLR132,unexpected_b,post,1002,4808,13,0,NaN,3576.6335,200.814,420.606,621.6733,771.6501,829.7237
39,PLR132,anticipated_b,post,1002,4810,12,0,NaN,3064.252,52.8,728.4323,1096.2611,1258.3824,1195.7242
40,PLR132,unexpected_b,post,1003,4812,14,0,NaN,3858.5618,106.3642,-104.0983,-1041.1395,-663.6311,-332.4189
41,PLR132,anticipated_b,post,1002,4810,13,0,NaN,3616.6696,15.7296,449.9117,581.2485,496.3935,467.1479
42,PLR132,anticipated_b,post,1002,4810,14,0,NaN,3980.0917,-1037.2007,-209.9278,-57.6736,-102.2766,-87.3933
43,PLR132,unexpected_w,post,1002,4808,15,0,NaN,2209.8327,769.008,1074.967,681.6316,1369.6568,1497.0086
44,PLR132,unexpected_w,post,1002,4812,16,0,NaN,3051.4522,-138.5194,754.7116,769.7747,507.9175,723.9922
45,PLR132,anticipated_b,post,1003,4812,15,1,6402,3970.0837,-45.784,139.2048,246.0105,222.9836,377.9401
46,PLR132,anticipated_w,post,1002,4812,15,1,6336,4461.239,52.2556,168.6161,320.1517,-115.9386,-680.993
47,PLR132,unexpected_b,post,1002,4808,17,0,NaN,3883.9195,-253.779,251.7675,369.2464,538.2065,601.1995
48,PLR132,anticipated_b,post,1003,4808,16,1,6337,2947.9602,66.8072,577.75,966.3676,1067.5188,1152.0716
49,PLR132,anticipated_b,post,1003,4812,17,1,6335,4065.9219,-55.2686,470.7693,611.723,-439.4597,-1245.5806
50,PLR132,anticipated_w,post,1003,4812,16,0,NaN,4023.5153,301.9911,633.4763,633.3104,734.2158,748.7863
51,PLR132,unexpected_w,post,1003,4812,18,0,NaN,2033.2534,486.0459,1202.4796,1536.3391,1880.7908,1979.6355
52,PLR132,unexpected_w,post,1002,4808,19,0,NaN,3860.8327,30.8039,127.6133,-306.3474,-137.986,-37.6422
53,PLR132,anticipated_w,post,1003,4812,17,0,NaN,3866.5179,-227.5768,7.1123,461.1354,757.9064,861.99
54,PLR132,unexpected_w,post,1003,4812,20,0,NaN,4108.8805,121.1948,227.8338,90.4262,266.1741,292.7386
55,PLR132,anticipated_w,post,1002,4812,18,0,NaN,3592.9124,105.4826,511.9889,332.012,816.7326,951.9924
56,PLR132,anticipated_b,post,1002,4810,18,0,NaN,4133.2749,33.7776,160.3519,-9.9808,-444.1173,-347.0527
57,PLR132,anticipated_w,post,1003,4810,19,0,NaN,3220.012,225.653,824.8651,1128.3662,1265.9145,1294.6468
58,PLR132,anticipated_b,post,1003,4810,19,0,NaN,3542.1837,87.4697,543.7197,619.5789,638.7218,660.4512
59,PLR132,anticipated_b,post,1003,4810,20,0,NaN,2705.5857,258.6796,663.1706,786.179,978.0614,791.8905
60,PLR132,anticipated_w,post,1003,4812,20,0,NaN,3763.8884,97.9435,251.6263,382.1368,361.7502,442.929
1,PLR133,anticipated_b,pre,1000,4836,1,1,6371,4630.8884,193.0128,566.3952,839.0229,248.0253,-25.4916
2,PLR133,unexpected_b,pre,1002,4810,1,1,6329,5173.4542,-24.3858,-253.9585,-441.5403,-332.658,-74.605
3,PLR133,anticipated_w,pre,1002,4810,1,1,6329,4900.6653,217.2779,317.4103,501.2212,573.9943,416.7236
4,PLR133,anticipated_w,pre,1002,4810,2,1,6335,4560.8127,358.8885,533.1242,481.9015,457.5003,573.473
5,PLR133,anticipated_w,pre,1003,4810,3,1,6337,5085.1035,-104.6365,1.6801,-24.4753,71.1969,51.714
6,PLR133,anticipated_b,pre,1002,4812,2,1,6333,4503.2869,146.9852,264.1006,476.5661,739.4421,842.1735
7,PLR133,anticipated_w,pre,1002,4812,4,0,NaN,4830.9522,87.5451,206.8678,157.8692,388.0583,432.2542
8,PLR133,anticipated_b,pre,1002,4810,3,1,6338,4731.6454,25.5121,272.926,457.7811,664.9554,700.5451
9,PLR133,anticipated_b,pre,1002,4810,4,1,6336,4774.1036,157.8795,253.8352,369.201,410.3418,292.0869
10,PLR133,unexpected_w,pre,1002,4808,2,0,NaN,4620.6494,271.0939,269.3716,422.4956,495.1762,542.5808
11,PLR133,anticipated_b,pre,1003,4814,5,0,NaN,4152.9695,-240.6919,535.6504,648.7385,812.1629,861.0464
12,PLR133,unexpected_b,pre,1003,4812,3,0,NaN,4560.6135,272.7373,339.8245,396.2688,318.189,326.5928
13,PLR133,anticipated_w,pre,1002,4810,5,1,6337,4434.3625,68.2326,301.8823,424.7971,602.5177,577.1454
14,PLR133,anticipated_w,pre,1003,4810,6,0,NaN,4916.996,-113.52,19.1237,-182.5296,-1.6221,149.2976
15,PLR133,unexpected_w,pre,1002,4808,4,0,NaN,4246.1155,178.4923,377.0014,510.8698,644.1029,590.9797
16,PLR133,anticipated_w,pre,1002,4810,7,1,6338,3560.9044,448.5774,724.4986,927.1818,1279.3834,1274.794
17,PLR133,anticipated_b,pre,1003,4812,6,1,6338,5009.745,118.8769,258.3432,485.3075,523.1394,318.5407
18,PLR133,anticipated_b,pre,1003,4810,7,1,6335,4921.6653,172.6438,222.1771,416.1183,474.2905,455.5807
19,PLR133,anticipated_b,pre,1003,4810,8,1,6337,5533.4024,1.7006,-65.6356,58.6018,123.293,249.1055
20,PLR133,anticipated_b,pre,1002,4810,9,1,6334,4990.7729,66.9274,-257.6565,-1121.2603,-332.5733,-92.1301
21,PLR133,unexpected_w,pre,1002,4810,5,0,NaN,4234.5697,424.3538,584.5167,797.1845,981.0269,977.8192
22,PLR133,anticipated_b,pre,1002,4810,10,0,NaN,2900.6693,373.6248,1200.3328,1532.6248,1862.5219,1995.5053
23,PLR133,unexpected_w,pre,1002,4810,6,0,NaN,4234.3546,217.1532,337.9506,364.0446,749.6265,822.4629
24,PLR133,anticipated_w,pre,1003,4810,8,1,6338,4062.2988,170.4783,716.1081,716.1634,790.5016,621.1298
25,PLR133,unexpected_w,pre,1003,4810,7,0,NaN,5028.6175,206.36,150.4056,304.4539,465.269,584.4301
26,PLR133,unexpected_w,pre,1002,4810,8,0,NaN,4439.3068,356.6925,432.0739,578.3949,671.0714,773.344
27,PLR133,unexpected_w,pre,1003,4810,9,0,NaN,4848.8765,111.2769,181.7517,313.5962,322.8252,340.2981
28,PLR133,anticipated_b,post,1003,4810,11,1,6331,4739.4502,-138.2863,228.2473,461.1212,648.9637,759.7641
29,PLR133,anticipated_w,pre,1002,4810,9,1,6335,3689.8629,-1046.7905,133.6119,684.1224,969.3703,1077.4308
30,PLR133,anticipated_b,post,1002,4810,12,0,NaN,4175.4343,295.9358,432.7221,561.7254,598.5594,403.1768
31,PLR133,unexpected_b,pre,1003,4812,10,0,NaN,4532.4143,104.9254,139.5385,292.2873,546.302,628.2126
32,PLR133,anticipated_b,post,1003,4810,13,1,6336,4132.6932,294.2708,519.5835,681.8698,885.3761,889.7909
33,PLR133,unexpected_b,post,1003,4810,11,0,NaN,4930.9868,-77.6223,17.1245,149.8514,357.5174,464.5608
34,PLR133,unexpected_b,post,1003,4810,12,0,NaN,3623.954,-237.4585,91.2259,319.2918,738.8801,873.4984
35,PLR133,anticipated_w,pre,1003,4812,10,0,NaN,3923.9602,82.4778,448.7687,725.6869,695.1701,931.4049
36,PLR133,anticipated_b,post,1003,4810,14,0,NaN,4248.1155,126.2206,395.479,504.3487,744.8866,976.6146
37,PLR133,anticipated_w,post,1002,4810,11,0,NaN,4461.2789,-42.0478,268.7064,346.1161,505.9312,532.4751
38,PLR133,unexpected_b,post,1003,4808,13,0,NaN,4245.7371,93.2153,276.8758,459.1285,725.1138,814.5883
39,PLR133,anticipated_b,post,1003,4812,15,1,6339,4179.3705,192.691,318.4151,528.6799,750.7639,835.0104
40,PLR133,anticipated_b,post,1002,4810,16,0,NaN,4990.004,197.5601,276.6998,320.5948,336.2208,323.5278
41,PLR133,anticipated_w,post,1003,4812,12,0,NaN,4392.4223,-65.3516,186.2223,362.2205,531.7311,603.1809
42,PLR133,anticipated_b,post,1003,4812,17,0,NaN,3858.6733,275.6481,523.8288,642.2679,788.6334,775.6759
43,PLR133,anticipated_w,post,1003,4810,13,1,6338,4746.7371,45.4979,83.3125,7.7461,268.347,294.8344
44,PLR133,unexpected_b,post,1003,4812,14,0,NaN,4638.9562,119.7718,239.5879,392.6699,553.1657,600.8295
45,PLR133,unexpected_w,post,1002,4810,15,0,NaN,4124.9841,321.7029,529.2386,513.9277,656.079,754.1985
46,PLR133,anticipated_w,post,1002,4810,14,1,6339,4949.8645,135.4842,299.3119,401.4296,82.1712,35.9212
47,PLR133,anticipated_b,post,1003,4812,18,0,NaN,4842.757,17.7913,16.5364,280.0855,213.2052,263.2192
48,PLR133,unexpected_w,post,1002,4808,16,0,NaN,4830.7145,-329.8612,34.7944,236.4368,381.9704,470.5554
49,PLR133,anticipated_w,post,1003,4812,15,0,NaN,5149.498,112.1319,-11.7719,-15.4749,75.9096,129.4702
50,PLR133,unexpected_b,post,1003,4812,17,0,NaN,4329.7331,-860.9349,-85.1726,209.2816,513.0337,505.3701
51,PLR133,anticipated_w,post,1002,4812,16,0,NaN,4519.9402,-270.6368,-31.4953,82.5892,112.3161,104.1629
52,PLR133,unexpected_b,post,1003,4810,18,0,NaN,4219.141,-204.1983,89.1206,156.8296,284.4158,450.3432
53,PLR133,unexpected_b,post,1003,4810,19,0,NaN,2338.259,18.1654,-483.0594,-733.7905,147.3146,271.9712
54,PLR133,anticipated_w,post,1002,4810,17,1,6338,3544.1952,314.246,607.7607,826.0821,726.9035,739.0349
55,PLR133,anticipated_w,post,1003,4812,18,0,NaN,4330.2151,271.4901,262.7597,520.7723,583.0433,490.5468
56,PLR133,anticipated_b,post,1002,4810,19,1,6337,4012.2988,-40.7148,74.8356,317.0856,547.6718,690.4234
57,PLR133,anticipated_w,post,1002,4810,19,0,NaN,4944.9004,-27.6458,35.4063,116.2404,172.3139,252.5679
58,PLR133,anticipated_w,post,1002,4808,20,0,NaN,4593.6877,-69.5376,-158.1921,-157.6499,105.6526,106.0901
59,PLR133,unexpected_w,post,1002,4810,20,0,NaN,4196.2709,237.7921,601.4308,729.9434,770.3194,790.2846
60,PLR133,anticipated_b,post,1002,4810,20,0,NaN,4749.5259,1.6737,-18.7276,-133.8599,170.5581,254.8947
1,PLR134,anticipated_b,pre,1000,4838,1,1,6418,2781.9124,-87.6119,236.1276,290.8166,-250.3808,-81.9758
2,PLR134,anticipated_b,pre,1003,4812,2,1,6331,1934.9721,352.0825,913.5258,983.5405,667.2338,460.6628
3,PLR134,unexpected_w,pre,1003,4812,1,0,NaN,2046.4223,281.1575,519.4979,206.0084,-232.103,-215.8191
4,PLR134,unexpected_b,pre,1002,4810,2,1,6338,2321.8805,284.5404,104.2586,269.8779,492.3318,332.8814
5,PLR134,unexpected_w,pre,1003,4810,3,1,6398,2196.9124,-46.1876,-110.4775,-124.196,-242.5027,-248.3885
6,PLR134,anticipated_w,pre,1002,4810,1,1,6337,2502.506,-152.2623,24.7356,307.1327,-36.3232,-57.1012
7,PLR134,unexpected_w,pre,1002,4812,4,0,NaN,2021.8871,-43.2705,127.531,-23.2505,-28.7421,-164.1807
8,PLR134,unexpected_w,pre,1002,4810,5,0,NaN,1582.0518,226.2675,55.402,36.2213,110.9482,118.2419
9,PLR134,anticipated_b,pre,1002,4810,3,1,6338,1774.1514,293.2289,889.5721,428.2457,1106.9242,1411.2692
10,PLR134,anticipated_w,pre,1003,4810,2,1,6338,2244.0063,176.3088,722.6156,682.7227,184.9181,31.1604
11,PLR134,anticipated_b,pre,1003,4810,4,0,NaN,2924.2411,118.9535,157.6602,169.7379,503.1308,554.7986
12,PLR134,anticipated_w,pre,1003,4812,3,1,6338,2604.3307,381.4337,456.4335,189.5685,-422.524,-483.1085
13,PLR134,unexpected_w,pre,1002,4810,6,0,NaN,2304.6693,-115.2281,-88.8992,-202.2652,-131.9445,-111.5423
14,PLR134,anticipated_w,pre,1002,4810,4,1,6334,2620.6614,318.6543,395.4653,209.1391,558.4164,499.0291
15,PLR134,unexpected_b,pre,1003,4810,7,0,NaN,2584.1444,-57.4884,118.5793,-650.9637,-1074.6108,-1141.5095
16,PLR134,anticipated_b,pre,1003,4812,5,0,NaN,1807.9641,94.1943,671.9182,886.1829,1082.2459,1154.2898
17,PLR134,anticipated_b,pre,1003,4810,6,0,NaN,3009.1084,-10.1399,-177.1959,150.9767,172.4988,132.9393
18,PLR134,anticipated_b,pre,1003,4812,7,0,NaN,2150.7012,2.2042,163.4436,553.7421,336.4207,-73.0266
19,PLR134,anticipated_b,pre,1003,4810,8,0,NaN,3066.5819,-106.7791,-544.4538,-88.6533,119.0799,83.4181
20,PLR134,anticipated_w,pre,1003,4808,5,0,NaN,1851.8805,83.6996,121.5272,311.2288,634.8149,755.056
21,PLR134,anticipated_b,pre,1002,4810,9,0,NaN,2124.6115,345.433,694.439,1019.8822,1537.6869,1689.8568
22,PLR134,unexpected_b,pre,1002,4810,8,0,NaN,2786.0438,452.8868,372.3453,-731.3203,-579.5501,-279.393
23,PLR134,anticipated_w,pre,1003,4812,6,1,6384,2468.1713,-18.1947,-13.1517,-264.4927,-105.0474,-133.465
24,PLR134,unexpected_w,pre,1003,4810,9,0,NaN,2980.0916,39.6845,-148.8406,-246.453,-430.0685,-196.1789
25,PLR134,unexpected_w,pre,1003,4810,10,0,NaN,2568.3307,402.3815,447.934,-202.5744,-466.5954,-638.7672
26,PLR134,anticipated_w,pre,1003,4812,7,1,6339,2237.2661,261.6073,734.7259,600.2181,418.1414,562.5275
27,PLR134,anticipated_b,pre,1002,4810,10,1,6334,2359.992,790.4009,645.2162,392.6062,1339.1802,1688.9524
28,PLR134,anticipated_b,post,1002,4812,11,0,NaN,3164.0478,-141.8729,-262.1168,-262.7894,-123.1045,117.5554
29,PLR134,unexpected_w,post,1003,4810,11,0,NaN,1846.7928,241.0237,390.6047,444.0685,880.9656,753.723
30,PLR134,anticipated_b,post,1003,4812,12,1,6337,2614.6733,6.3603,232.0095,205.7406,191.3372,178.3505
31,PLR134,unexpected_b,post,1002,4810,12,0,NaN,2879.8805,-217.7208,-500.2712,-1049.4771,-933.1011,-900.9678
32,PLR134,anticipated_b,post,1002,4810,13,0,NaN,2342.7649,16.8737,433.3534,237.2771,341.5019,574.1716
33,PLR134,anticipated_w,pre,1003,4810,8,0,NaN,2988.2908,333.8795,-38.1619,-224.545,-306.1123,-259.9972
34,PLR134,anticipated_w,pre,1003,4810,9,0,NaN,2993.3367,-390.6666,-216.4057,-884.2589,-809.5615,-800.0748
35,PLR134,anticipated_w,pre,1002,4810,10,1,6336,2384.2829,-200.0602,230.5348,261.9387,300.8894,344.5187
36,PLR134,unexpected_b,post,1003,4812,13,0,NaN,3039.339,-500.9047,-295.3137,-7.4231,-75.799,-182.2696
37,PLR134,anticipated_w,post,1003,4812,11,1,6340,2922.5299,-26.1494,-232.8324,-32.1643,-380.4374,-54.8473
38,PLR134,anticipated_w,post,1003,4810,12,0,NaN,2345.4462,389.9755,-48.7053,464.0307,499.287,423.149
39,PLR134,anticipated_b,post,1002,4808,14,1,6337,2316.7429,407.881,513.3674,681.7592,1078.547,1307.9634
40,PLR134,unexpected_b,post,1003,4812,14,0,NaN,3755.5855,-52.5621,116.3705,160.278,-184.9384,-468.6013
41,PLR134,anticipated_w,post,1003,4812,13,0,NaN,2953.7371,255.0414,-55.9173,-359.0526,-178.6437,-145.1339
42,PLR134,anticipated_w,post,1002,4810,14,0,NaN,1872.247,-112.158,21.2643,222.3223,69.1627,-129.1359
43,PLR134,anticipated_b,post,1002,4810,15,0,NaN,1586.6653,-19.4474,389.5434,670.0814,810.7086,1064.9934
44,PLR134,anticipated_w,post,1002,4808,15,1,6338,2643.661,-46.4197,106.8443,36.0701,675.9357,1033.9105
45,PLR134,anticipated_w,post,1003,4812,16,0,NaN,3392.988,-241.9748,-579.2051,-612.3956,-390.4772,-253.2349
46,PLR134,unexpected_b,post,1003,4812,15,0,NaN,1889.6016,397.5821,965.1484,1602.8942,2067.432,2178.9302
47,PLR134,unexpected_w,post,1002,4810,16,0,NaN,3322.9572,-26.6857,-427.4793,-33.9047,308.1226,465.5904
48,PLR134,anticipated_w,post,1002,4810,17,1,6335,3248.5259,358.6046,320.0712,626.3845,1149.1464,1341.7757
49,PLR134,anticipated_w,post,1003,4812,18,0,NaN,2322.4183,619.2255,295.5425,268.0228,407.2056,444.8753
50,PLR134,anticipated_b,post,1003,4812,16,0,NaN,2570.3307,508.3632,796.6966,697.558,725.4067,608.0106
51,PLR134,anticipated_b,post,1003,4810,17,0,NaN,3208.6853,-234.9795,-681.5159,-597.0718,383.279,597.5211
52,PLR134,anticipated_b,post,1002,4810,18,0,NaN,1448.3865,522.7837,989.0713,1094.5253,1029.6388,1109.2405
53,PLR134,anticipated_w,post,1003,4812,19,0,NaN,3818.1713,66.0262,-370.5561,211.9547,576.6039,668.9477
54,PLR134,unexpected_b,post,1002,4808,17,0,NaN,3791.7769,-585.678,-966.9475,-1173.6571,-888.9996,-989.9197
55,PLR134,anticipated_b,post,1002,4810,19,0,NaN,3199.1833,60.0835,-340.2034,-283.1476,568.26,785.4596
56,PLR134,unexpected_w,post,1003,4812,18,0,NaN,2455.012,140.0956,340.0106,605.5847,1037.6036,1143.6071
57,PLR134,unexpected_b,post,1002,4810,19,0,NaN,3752.5976,-532.4292,-693.1039,-685.6459,-640.9232,-299.7246
58,PLR134,anticipated_w,post,1002,4810,20,0,NaN,2961.9203,241.2299,189.6921,-58.5107,-322.4203,-529.587
59,PLR134,anticipated_b,post,1002,4808,20,1,6336,2629.7052,452.3122,547.6026,801.2024,1137.6015,1121.4536
60,PLR134,unexpected_b,post,1002,4808,20,0,NaN,3373.1811,205.8288,193.0017,-513.2463,-1287.8765,-1062.4668
1,PLR135,anticipated_w,pre,1001,4838,1,1,6426,1204.4343,156.425,851.7545,896.2598,916.2989,985.6292
2,PLR135,anticipated_w,pre,1002,4812,2,1,6330,1867.7012,30.9123,529.2925,664.4144,706.3072,733.7909
3,PLR135,anticipated_w,pre,1003,4812,3,0,NaN,2271.3825,258.7961,183.0328,-702.5316,-341.4266,-331.6444
4,PLR135,anticipated_b,pre,1002,4810,1,1,6353,1697.6096,405.6741,965.382,1129.6404,771.1446,853.7555
5,PLR135,anticipated_b,pre,1002,4810,2,0,NaN,2124.5857,-36.8966,327.9059,601.5341,500.4522,149.4699
6,PLR135,anticipated_w,pre,1002,4808,4,0,NaN,2022.2829,29.3306,15.1919,172.3705,86.5281,-167.1718
7,PLR135,anticipated_b,pre,1003,4810,3,0,NaN,1653.9641,211.6598,572.6829,364.9287,586.956,750.3057
8,PLR135,anticipated_w,pre,1002,4812,5,0,NaN,1420.0199,328.9885,667.0179,865.1376,886.5788,767.0277
9,PLR135,unexpected_w,pre,1002,4810,1,0,NaN,1687.012,193.2654,604.1141,644.028,604.9229,674.615
10,PLR135,unexpected_b,pre,1002,4810,2,0,NaN,1538.6096,14.9388,555.7045,618.2408,578.8484,404.8269
11,PLR135,anticipated_w,pre,1002,4808,6,0,NaN,2345.9283,14.0549,275.8035,-83.2476,350.8574,387.7463
12,PLR135,anticipated_b,pre,1003,4810,4,1,6338,2336.1394,53.953,392.098,388.5433,258.7534,452.5669
13,PLR135,anticipated_w,pre,1002,4810,7,1,6335,2725.4143,61.2482,-167.9413,-648.8954,-102.2211,10.2365
14,PLR135,anticipated_b,pre,1002,4810,5,0,NaN,2564.2072,247.7781,284.15,412.1752,421.6857,387.0547
15,PLR135,anticipated_b,pre,1002,4810,6,0,NaN,1846.8765,38.7874,392.5712,124.8555,-239.0388,-266.0114
16,PLR135,anticipated_w,pre,1003,4810,8,1,6340,2309.6733,-141.8687,259.3015,55.749,55.8729,257.914
17,PLR135,anticipated_b,pre,1003,4812,7,0,NaN,3323.5896,174.2906,240.673,160.8704,365.7423,456.1643
18,PLR135,anticipated_w,pre,1003,4810,9,0,NaN,2300.5976,264.3075,360.9462,40.7154,418.7658,591.7199
19,PLR135,anticipated_b,pre,1003,4812,8,0,NaN,1785.1434,219.2662,784.0772,744.8734,948.3041,1030.928
20,PLR135,unexpected_b,pre,1002,4810,3,0,NaN,2523.1554,104.8341,390.6248,-60.6575,229.6934,293.5986
21,PLR135,unexpected_w,pre,1002,4808,4,0,NaN,2589.2351,271.0864,281.0044,207.7817,70.5402,289.6221
22,PLR135,unexpected_w,pre,1002,4812,5,0,NaN,1752.3928,341.2059,881.4916,759.311,1032.5946,1067.5675
23,PLR135,unexpected_b,pre,1003,4812,6,0,NaN,3076.8845,-44.7122,-201.1681,-185.3908,-192.4685,-113.813
24,PLR135,anticipated_b,pre,1002,4810,9,0,NaN,1916.0797,558.0296,1072.5146,543.386,253.6808,370.0076
25,PLR135,unexpected_w,pre,1003,4810,7,0,NaN,2131.8685,401.3334,436.3174,271.9445,410.6294,255.3061
26,PLR135,anticipated_w,pre,1002,4810,10,0,NaN,1562.3466,290.0694,580.605,121.9743,437.8866,387.6216
27,PLR135,unexpected_w,pre,1002,4810,8,0,NaN,3115.1434,52.9574,107.6549,-181.0888,-1264.551,-1413.1831
28,PLR135,anticipated_w,post,1003,4812,11,0,NaN,2138.6295,349.6187,83.7172,570.5953,453.4125,584.6165
29,PLR135,unexpected_b,pre,1002,4810,9,0,NaN,2531.51,62.7989,409.2547,95.3052,270.6686,255.0535
30,PLR135,anticipated_w,post,1002,4810,12,0,NaN,2211.9642,-403.9161,96.3299,378.9833,610.7837,695.4088
31,PLR135,anticipated_b,pre,1003,4812,10,0,NaN,2114.2869,556.2699,542.5857,131.9469,651.5136,780.4751
32,PLR135,anticipated_b,post,1003,4810,11,0,NaN,2521.7729,678.0511,656.1199,1055.288,1050.4372,944.9969
33,PLR135,anticipated_b,post,1003,4812,12,0,NaN,3358.1434,-220.5258,344.2683,445.3482,584.5688,571.4518
34,PLR135,unexpected_w,pre,1002,4810,10,0,NaN,2531.012,187.1204,339.9754,317.2338,327.7738,180.8055
35,PLR135,unexpected_b,post,1003,4812,11,0,NaN,2565.8606,-67.7639,43.5645,-262.9019,12.6941,82.8934
36,PLR135,anticipated_b,post,1003,4810,13,0,NaN,1994.1155,7.0376,387.0542,440.7899,779.9727,892.8607
37,PLR135,anticipated_b,post,1003,4810,14,0,NaN,2470.0876,539.2422,499.4018,697.9523,426.9081,498.7139
38,PLR135,anticipated_w,post,1002,4810,13,1,6336,2875.3028,141.4393,265.1073,323.6153,455.0817,464.2051
39,PLR135,unexpected_w,post,1003,4810,12,0,NaN,2634.9721,208.2086,462.8388,451.3031,560.114,497.0834
40,PLR135,unexpected_w,post,1003,4810,13,0,NaN,1241.8964,-93.9924,571.4208,1046.5427,1220.5301,1279.2226
41,PLR135,anticipated_b,post,1002,4810,15,0,NaN,1840.0159,167.554,462.6907,544.2719,590.795,426.6349
42,PLR135,anticipated_w,post,1003,4810,14,0,NaN,1627.8765,242.2652,305.2813,468.842,1008.5206,1234.068
43,PLR135,unexpected_b,post,1003,4812,14,0,NaN,2670.4861,176.6757,430.2723,296.2009,504.3018,547.1568
44,PLR135,unexpected_b,post,1002,4810,15,0,NaN,3205.3825,19.168,-138.8494,-379.6367,-195.4182,-89.3269
45,PLR135,anticipated_b,post,1002,4810,16,1,6336,3228.2948,93.1548,143.451,208.4258,57.6295,63.7211
46,PLR135,unexpected_b,post,1002,4810,16,0,NaN,2944.3028,47.9976,427.8401,710.151,710.8821,696.8956
47,PLR135,unexpected_b,post,1002,4808,17,0,NaN,2745.9243,23.9885,-312.0813,-20.2247,339.248,451.3614
48,PLR135,unexpected_b,post,1003,4812,18,0,NaN,2135.1873,139.147,428.249,718.8212,710.0102,665.8683
49,PLR135,unexpected_w,post,1003,4812,19,0,NaN,2091.8692,-664.5856,-306.0941,-215.0637,198.301,413.1229
50,PLR135,unexpected_w,post,1003,4812,20,0,NaN,1565.9124,245.928,720.2662,1069.741,1229.3292,1093.54
51,PLR135,anticipated_w,post,1002,4810,15,0,NaN,2108.3426,140.6912,32.3947,-319.7353,164.9494,220.8161
52,PLR135,anticipated_w,post,1002,4810,16,1,6336,2421.3825,279.7919,605.023,127.5398,147.8549,312.1413
53,PLR135,anticipated_b,post,1002,4810,17,0,NaN,2875.9801,33.0315,-59.777,-1009.5323,-1074.3876,-938.9166
54,PLR135,anticipated_w,post,1002,4810,17,0,NaN,1739.6255,-139.2873,158.5677,-52.7621,560.1014,719.1682
55,PLR135,anticipated_w,post,1002,4810,18,0,NaN,1896.5833,271.9503,817.9083,655.4672,793.068,875.4088
56,PLR135,anticipated_w,post,1003,4810,19,0,NaN,1983.0717,420.9934,792.7938,1010.0985,769.3127,815.4521
57,PLR135,anticipated_b,post,1002,4810,18,0,NaN,2305.3386,41.7635,199.3457,471.1654,702.2937,847.5979
58,PLR135,anticipated_b,post,1003,4808,19,0,NaN,2764.2908,123.5268,13.2575,414.6167,328.5516,135.5504
59,PLR135,anticipated_w,post,1003,4812,20,0,NaN,2768.4462,141.934,365.5622,525.3584,384.4109,345.5697
60,PLR135,anticipated_b,post,1002,4810,20,0,NaN,2395.88,-206.993,87.3256,194.9414,381.517,443.9771
1,PLR136,anticipated_b,pre,1000,4838,1,1,6394,3766.2246,-109.6279,-317.8166,-208.8259,-155.8988,-141.669
2,PLR136,unexpected_w,pre,1003,4814,1,1,6335,3541.9755,-273.8154,-238.1993,-173.1709,-235.2129,-168.3009
3,PLR136,anticipated_b,pre,1003,4812,2,1,6334,2955.4924,64.1162,96.9267,174.5959,265.2996,287.3965
4,PLR136,anticipated_w,pre,1002,4814,1,1,6335,1903.6733,-3.522,587.6579,950.5536,783.1019,868.0013
5,PLR136,anticipated_b,pre,1002,4808,3,0,NaN,2716.959,127.6631,218.757,524.3354,376.5305,346.7553
6,PLR136,anticipated_w,pre,1002,4808,2,1,6337,3107.5888,-128.7728,-322.2539,4.9729,236.2513,291.2128
7,PLR136,unexpected_b,pre,1003,4810,2,0,NaN,2417.6104,-27.3121,420.1663,593.7776,442.3922,436.9689
8,PLR136,anticipated_b,pre,1003,4812,4,1,6339,2096.0621,229.8376,617.4329,695.3623,31.8875,-48.0304
9,PLR136,anticipated_b,pre,1002,4808,5,1,6335,3240.4073,36.1923,100.1111,-103.6087,-509.5817,-226.9708
10,PLR136,anticipated_b,pre,1003,4808,6,0,NaN,2635.467,154.2306,288.7967,162.5091,425.1276,484.2315
11,PLR136,anticipated_b,pre,1002,4810,7,0,NaN,2327.2789,-322.8063,14.2326,279.3499,286.1875,433.9513
12,PLR136,anticipated_w,pre,1002,4810,3,0,NaN,2099.7769,-5.0899,436.1087,832.0889,893.109,795.1914
13,PLR136,anticipated_w,pre,1003,4812,4,0,NaN,1628.7769,277.8855,391.5313,409.1227,528.2294,717.3501
14,PLR136,anticipated_b,pre,1002,4810,8,0,NaN,1724.979,-26.4804,217.9601,-18.4474,513.8004,596.924
15,PLR136,anticipated_w,pre,1003,4810,5,1,6338,2346.9433,174.4123,399.8651,228.2701,-190.0126,-346.9353
16,PLR136,unexpected_w,pre,1002,4810,3,0,NaN,1968.7479,99.599,465.0891,697.334,784.8214,877.9184
