trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4
1,PLR110,anticipated_w,pre,1000,4838,1,1,3652.716,175.055,580.6748,797.2042,813.5361
2,PLR110,anticipated_w,pre,1003,4810,2,1,3779.834,102.9076,407.8446,412.4475,436.9853
3,PLR110,anticipated_w,pre,1002,4808,3,1,3865.328,287.6027,332.2308,320.2224,-57.7146
4,PLR110,anticipated_b,pre,1002,4812,1,0,3604.692,69.0937,401.1441,535.2156,307.4509
5,PLR110,anticipated_w,pre,1002,4810,4,1,3021.652,168.6967,611.4509,775.7997,1105.7304
6,PLR110,anticipated_b,pre,1003,4812,2,0,3417.0596,-226.5693,250.5707,473.14,501.7051
7,PLR110,unexpected_b,pre,1002,4810,1,0,3529.418,186.8572,384.6324,479.1429,365.3803
8,PLR110,anticipated_w,pre,1002,4810,5,1,3752.306,-277.7724,-41.6821,141.7129,219.0806
9,PLR110,anticipated_w,pre,1002,4812,6,0,3971.052,-255.4953,-65.1381,-397.6108,-462.6507
10,PLR110,unexpected_w,pre,1003,4808,2,0,3522.2763,-101.1533,227.7153,135.5094,178.48
11,PLR110,unexpected_b,pre,1003,4812,3,0,3028.996,-103.3426,213.8464,180.4515,578.7057
12,PLR110,anticipated_b,pre,1003,4810,3,0,3376.678,-259.4784,-183.7431,-27.0982,386.4628
13,PLR110,anticipated_w,pre,1002,4810,7,1,2155.764,387.9713,451.8599,595.1415,718.6373
14,PLR110,anticipated_b,pre,1003,4812,4,1,2786.13,-99.9861,102.4057,400.8973,450.2881
15,PLR110,unexpected_b,pre,1003,4810,4,0,3496.506,403.4793,-28.8491,-427.9829,-66.3211
16,PLR110,anticipated_w,pre,1002,4810,8,1,2553.2444,62.451,185.1611,197.8922,127.8648
17,PLR110,unexpected_w,pre,1003,4810,5,0,2424.8516,-203.694,332.9551,533.1757,367.8627
18,PLR110,anticipated_w,pre,1002,4810,9,1,1928.773,-87.9096,352.6744,651.79,666.1954
19,PLR110,unexpected_w,pre,1002,4808,6,0,2073.8601,-212.0985,197.3878,485.9403,792.4844
20,PLR110,unexpected_w,pre,1003,4810,7,0,2855.336,-184.4702,184.0149,100.1409,67.4792
21,PLR110,anticipated_b,pre,1003,4810,5,0,2816.3704,-157.5406,244.4867,476.5939,220.1317
22,PLR110,anticipated_w,pre,1003,4812,10,1,3094.2,-249.8513,-77.679,-115.555,-83.221
23,PLR110,anticipated_w,post,1002,4812,11,0,2610.87,57.1762,319.2897,291.2371,257.4031
24,PLR110,anticipated_w,post,1002,4810,12,1,2110.2604,306.4224,567.3047,508.6808,226.2312
25,PLR110,anticipated_w,post,1002,4810,13,0,2498.866,-89.074,-91.8555,-116.1622,-51.0257
26,PLR110,anticipated_b,pre,1002,4810,6,0,2280.04,261.2667,240.6449,71.168,267.1974
27,PLR110,unexpected_w,pre,1002,4810,8,0,2795.206,-19.4014,-173.3173,-211.9329,124.0272
28,PLR110,anticipated_w,post,1002,4810,14,0,2588.666,125.3151,234.8991,29.9622,-184.3404
29,PLR110,unexpected_b,pre,1002,4810,9,0,1782.796,202.8343,704.1494,891.7838,585.5359
30,PLR110,anticipated_b,pre,1002,4808,7,0,1858.15,-35.7172,560.2702,546.7155,664.058
31,PLR110,unexpected_b,pre,1003,4814,10,0,2713.764,21.5769,-366.2426,-369.0161,-38.722
32,PLR110,anticipated_w,post,1002,4812,15,0,2355.152,175.577,177.6853,-85.2129,268.6316
33,PLR110,anticipated_w,post,1002,4810,16,0,2365.125,101.1586,229.0956,-198.207,-637.5389
34,PLR110,anticipated_b,pre,1002,4810,8,1,1972.548,246.6747,604.3175,547.7839,330.536
35,PLR110,anticipated_b,pre,1003,4808,9,0,2038.414,486.5125,359.7688,294.6637,-249.8048
36,PLR110,anticipated_b,pre,1003,4812,10,0,2079.364,173.6087,-109.5846,-290.6098,-85.9102
37,PLR110,anticipated_b,post,1003,4810,11,0,2404.03,21.304,142.8713,-27.9082,-536.009
38,PLR110,unexpected_w,post,1003,4810,11,0,2458.98,-54.5746,-307.7903,-660.8518,-431.2636
39,PLR110,anticipated_b,post,1003,4810,12,0,1809.8788,59.1885,323.6023,459.3712,46.5981
40,PLR110,anticipated_w,post,1003,4810,17,0,1992.682,245.2508,221.3159,-180.1358,-23.5791
41,PLR110,unexpected_w,post,1003,4812,12,0,1977.104,68.5263,126.0378,4.5368,-149.3162
42,PLR110,anticipated_b,post,1003,4812,13,0,1691.432,87.6562,194.5617,330.2739,574.0365
43,PLR110,unexpected_b,post,1002,4812,13,0,2027.072,354.1444,217.0015,-119.5804,-358.3577
44,PLR110,unexpected_b,post,1003,4810,14,0,2486.716,-5.9597,93.3264,-167.5994,-64.5542
45,PLR110,anticipated_b,post,1003,4810,14,0,2558.814,90.3446,110.852,108.0831,-49.6669
46,PLR110,anticipated_b,post,1003,4808,15,0,2990.224,-204.6085,-524.5118,-772.703,-696.9929
47,PLR110,anticipated_w,post,1003,4810,18,0,2772.758,-252.7454,-461.0458,-541.0794,-167.821
48,PLR110,unexpected_w,post,1002,4808,15,0,1897.788,103.9914,372.1931,61.1469,-255.393
49,PLR110,unexpected_w,post,1002,4810,16,0,1586.168,345.5274,573.1009,672.895,15.645
50,PLR110,anticipated_w,post,1002,4810,19,0,1718.226,-158.4718,-68.3016,98.6269,95.711
51,PLR110,anticipated_b,post,1002,4808,16,0,1953.3083,-172.26,170.1244,415.7211,351.3597
52,PLR110,anticipated_b,post,1002,4812,17,0,2765.396,51.4191,-188.1313,-938.0073,-1360.751
53,PLR110,unexpected_b,post,1002,4810,17,0,2272.668,243.6145,-188.8511,-232.6281,26.8194
54,PLR110,unexpected_b,post,1002,4812,18,0,2241.195,130.4521,211.0844,430.0067,484.5571
55,PLR110,anticipated_b,post,1003,4810,18,0,2512.436,180.7573,161.7453,-428.1742,-515.9633
56,PLR110,unexpected_b,post,1002,4810,19,0,2670.156,333.7663,42.5184,-286.0426,-573.4711
57,PLR110,anticipated_w,post,1003,4810,20,1,2130.678,240.3199,241.3157,-154.7011,-201.9028
58,PLR110,anticipated_b,post,1003,4812,19,0,2044.0919,-670.8529,-277.323,106.0951,388.4964
59,PLR110,unexpected_w,post,1002,4812,20,0,2369.3122,91.3685,-222.9323,-424.0706,-183.6967
60,PLR110,anticipated_b,post,1002,4810,20,0,1591.338,466.9347,454.3953,582.1137,432.0528
1,PLR111,anticipated_b,pre,1001,4838,1,1,4340.408,-163.9458,318.4659,318.5857,300.3168
2,PLR111,anticipated_w,pre,1002,4812,1,1,4608.638,-0.31867,250.3431,360.5532,387.6183
3,PLR111,unexpected_w,pre,1002,4810,1,0,4347.604,-7.3567,27.8407,-251.583,104.5199
4,PLR111,unexpected_w,pre,1002,4812,2,0,4130.7345,256.4559,46.1794,368.4735,355.9651
5,PLR111,anticipated_b,pre,1003,4812,2,0,3991.188,316.7259,423.1439,595.7868,695.3918
6,PLR111,unexpected_b,pre,1003,4810,3,0,3814.587,-39.4757,256.2301,318.8752,707.9844
7,PLR111,anticipated_b,pre,1002,4810,3,0,4086.254,247.6883,380.4412,521.933,629.038
8,PLR111,anticipated_b,pre,1002,4812,4,1,3999.892,272.6059,439.2782,630.6899,697.3433
9,PLR111,anticipated_b,pre,1002,4810,5,1,4559.578,82.1006,169.193,262.1426,428.7413
10,PLR111,unexpected_b,pre,1003,4810,4,0,4614.654,87.6338,104.3523,63.0519,297.9405
11,PLR111,anticipated_w,pre,1002,4808,2,1,4259.208,333.6365,461.792,573.208,593.9601
12,PLR111,anticipated_w,pre,1002,4810,3,1,4174.198,136.7642,179.7201,448.8419,666.9953
13,PLR111,anticipated_b,pre,1003,4810,6,0,3926.338,304.9267,588.6515,988.5801,978.1683
14,PLR111,unexpected_w,pre,1002,4810,5,0,3884.607,109.2073,335.7258,560.5737,838.038
15,PLR111,unexpected_w,pre,1002,4810,6,0,4004.178,151.9575,308.0835,-5.4364,220.5951
16,PLR111,unexpected_b,pre,1002,4812,7,1,3488.001,-567.3381,116.5032,370.6082,745.27
17,PLR111,anticipated_w,pre,1003,4812,4,0,4502.838,-119.6526,-91.1762,83.7334,418.7586
18,PLR111,anticipated_b,pre,1003,4812,7,1,3470.0492,234.579,770.247,1086.5327,1311.4991
19,PLR111,anticipated_b,pre,1003,4812,8,1,3893.524,-107.7307,296.1343,543.7617,672.7176
20,PLR111,anticipated_w,pre,1003,4812,5,1,3709.82,-70.3578,-55.5427,-324.4461,-39.675
21,PLR111,anticipated_w,pre,1003,4812,6,1,2348.21,363.145,1090.3971,1544.019,1390.9245
22,PLR111,anticipated_w,pre,1002,4810,7,0,1823.032,97.9621,872.6844,1170.9302,1673.5562
23,PLR111,unexpected_w,pre,1002,4812,8,0,2370.922,238.3175,242.0969,-167.3464,116.4477
24,PLR111,unexpected_b,pre,1003,4810,9,0,1901.146,566.7532,791.9212,222.0347,105.7742
25,PLR111,anticipated_b,pre,1002,4810,9,1,2630.72,-1014.2368,-696.8818,-32.2725,503.5804
26,PLR111,anticipated_b,pre,1003,4812,10,0,3044.454,-199.0149,-986.6893,-1317.8868,-818.559
27,PLR111,anticipated_w,pre,1002,4810,8,1,2996.232,-326.1929,-492.4022,-89.7845,279.2596
28,PLR111,unexpected_b,pre,1002,4810,10,0,1448.828,165.2224,632.6741,1100.4346,1135.922
29,PLR111,anticipated_w,pre,1002,4808,9,1,2082.262,-686.8754,-391.0909,202.3241,1051.9061
30,PLR111,anticipated_b,post,1002,4810,11,1,1233.554,591.0573,1260.3835,1199.5132,971.1897
31,PLR111,anticipated_b,post,1003,4810,12,1,2242.326,404.6698,149.5746,-305.9945,95.8799
32,PLR111,anticipated_w,pre,1002,4810,10,1,1954.732,217.0424,502.045,166.581,491.3983
33,PLR111,unexpected_w,post,1002,4808,11,0,1229.5736,53.8538,594.1995,1220.6869,1137.9978
34,PLR111,unexpected_b,post,1003,4812,12,1,1552.056,541.4692,886.5511,1182.1268,311.3831
35,PLR111,anticipated_b,post,1002,4810,13,0,2267.68,464.534,342.4419,317.9334,960.5721
36,PLR111,anticipated_w,post,1002,4810,11,1,2708.91,-717.4733,-1054.5879,-290.3323,519.0879
37,PLR111,anticipated_w,post,1003,4810,12,0,1662.4897,176.3948,748.1816,1039.8611,1061.0733
38,PLR111,anticipated_w,post,1003,4810,13,0,1834.144,582.8989,737.1879,-20.8352,-590.9024
39,PLR111,anticipated_b,post,1002,4810,14,0,1900.782,636.6779,784.2709,715.01,-115.6728
40,PLR111,anticipated_w,post,1002,4810,14,1,2916.792,-369.1737,-881.2563,-615.2857,-83.9811
41,PLR111,anticipated_w,post,1002,4810,15,1,1533.8744,317.9081,1238.5276,1542.6151,1966.9638
42,PLR111,unexpected_b,post,1003,4810,13,0,3800.882,-139.2837,-265.8421,-308.2707,-393.4576
43,PLR111,unexpected_b,post,1002,4808,14,0,3358.098,49.6667,-281.7004,-340.0028,-359.6232
44,PLR111,unexpected_b,post,1002,4810,15,0,2850.614,66.0226,13.281,177.3461,550.5436
45,PLR111,anticipated_w,post,1003,4812,16,1,2862.868,134.5909,60.6398,371.0984,1092.9303
46,PLR111,anticipated_w,post,1003,4812,17,1,2954.55,281.6244,506.0004,519.1538,361.7273
47,PLR111,anticipated_b,post,1002,4808,15,1,2900.68,-633.9496,-654.0865,-52.5056,666.6267
48,PLR111,unexpected_w,post,1003,4814,16,0,4351.586,-253.324,-263.3675,-322.691,-298.1238
49,PLR111,unexpected_w,post,1002,4810,17,0,3793.4828,98.29,210.9428,238.8134,400.8323
50,PLR111,unexpected_w,post,1003,4812,18,0,3129.08,-227.1241,-107.3594,166.6784,285.0482
51,PLR111,unexpected_b,post,1002,4810,19,0,2882.598,243.5135,505.1016,623.1793,582.9755
52,PLR111,anticipated_w,post,1002,4810,18,1,3681.412,195.8754,353.4621,402.4367,729.4136
53,PLR111,anticipated_b,post,1003,4812,16,1,2777.596,140.3874,776.5364,1359.7065,1415.2443
54,PLR111,anticipated_b,post,1003,4812,17,0,3657.938,316.4289,514.3153,445.4486,991.8813
55,PLR111,anticipated_b,post,1002,4810,18,0,3496.57,-190.8182,344.0199,595.1107,1106.1002
56,PLR111,anticipated_b,post,1002,4810,19,1,4076.164,-432.2837,162.9978,489.4389,553.3675
57,PLR111,anticipated_b,post,1003,4810,20,0,4655.908,-149.2133,-15.3574,73.237,229.6697
58,PLR111,anticipated_w,post,1003,4810,19,1,4134.703,152.2886,257.547,168.2256,469.9525
59,PLR111,unexpected_w,post,1002,4810,20,0,4399.106,-53.0197,-46.5186,-302.0262,-133.335
60,PLR111,anticipated_w,post,1002,4810,20,1,4095.3532,231.5817,237.2266,197.4157,220.2077
1,PLR112,anticipated_b,pre,1001,4838,1,1,3481.448,-308.4858,19.7054,250.7663,40.3167
2,PLR112,anticipated_b,pre,1002,4810,2,1,3349.624,-7.832,109.2857,223.7457,225.3508
3,PLR112,unexpected_b,pre,1003,4810,1,0,3187.568,89.2051,478.5728,571.4908,350.2429
4,PLR112,anticipated_b,pre,1002,4810,3,1,3275.378,59.2438,449.8447,653.9287,203.4077
5,PLR112,anticipated_w,pre,1003,4810,1,1,3579.41,-438.7945,-268.8071,-95.8575,314.3589
6,PLR112,unexpected_b,pre,1003,4812,2,0,3114.81,86.127,224.461,357.3076,247.711
7,PLR112,unexpected_w,pre,1002,4810,3,0,2393.104,170.7931,224.8351,294.7994,333.5473
8,PLR112,anticipated_w,pre,1002,4810,2,1,2288.618,316.0417,494.466,487.0249,512.5984
9,PLR112,anticipated_w,pre,1003,4814,3,1,3404.93,-994.7157,-1142.659,-1077.1632,-856.7052
10,PLR112,anticipated_w,pre,1003,4808,4,1,1658.476,-61.2659,264.2929,452.4925,773.4421
11,PLR112,anticipated_b,pre,1002,4810,4,0,1801.302,396.6623,891.3577,1314.6623,1288.219
12,PLR112,anticipated_b,pre,1002,4810,5,0,2992.754,-213.7393,-727.9284,-618.4326,-653.0355
13,PLR112,unexpected_w,pre,1003,4812,4,0,2346.826,279.1026,-32.7819,141.9891,-177.0193
14,PLR112,anticipated_b,pre,1003,4810,6,1,1899.544,543.3888,725.1514,916.1808,368.019
15,PLR112,unexpected_b,pre,1003,4812,5,0,1330.902,430.3417,578.4131,808.0203,442.4825
16,PLR112,anticipated_b,pre,1003,4812,7,0,2217.066,-400.0639,-519.3496,-189.5639,-62.1836
17,PLR112,unexpected_b,pre,1002,4810,6,0,3110.056,-252.1148,-391.5518,-850.4657,-1083.4321
18,PLR112,anticipated_b,pre,1003,4812,8,0,2303.774,-196.6164,-575.7824,-484.6648,-164.1795
19,PLR112,anticipated_w,pre,1002,4810,5,1,1872.5,83.395,-146.6387,-325.2311,116.0693
20,PLR112,anticipated_w,pre,1002,4810,6,1,2269.814,-574.0073,-651.0913,-586.2909,-288.9064
21,PLR112,anticipated_w,pre,1002,4810,7,1,2445.352,-762.0201,-982.9381,-758.7133,-270.0852
22,PLR112,anticipated_w,pre,1003,4812,8,0,1374.618,-81.9919,170.1467,323.5354,755.6026
23,PLR112,unexpected_w,pre,1002,4808,7,0,1565.2832,-3.1803,433.0067,787.5676,878.8512
24,PLR112,anticipated_w,pre,1003,4810,9,1,1529.724,88.8558,307.7844,282.3684,44.6205
25,PLR112,unexpected_b,pre,1002,4812,8,0,1729.932,277.0743,470.5491,674.0827,481.2256
26,PLR112,anticipated_w,pre,1002,4810,10,0,2031.414,481.1469,521.7709,496.4663,958.5104
27,PLR112,unexpected_w,pre,1003,4812,9,0,2789.568,-167.6478,184.8879,535.6736,593.1967
28,PLR112,unexpected_w,pre,1003,4812,10,0,2565.72,125.3157,-123.5666,37.3178,-24.4994
29,PLR112,anticipated_b,pre,1003,4810,9,0,2541.294,213.4497,587.5673,745.5905,779.6724
30,PLR112,anticipated_w,post,1002,4810,11,0,2616.394,-396.0663,-491.3709,-254.2007,-14.728
31,PLR112,unexpected_w,post,1003,4812,11,0,2308.728,-211.436,-428.77,-548.9906,-341.2868
32,PLR112,anticipated_b,pre,1002,4810,10,0,1285.436,86.8476,539.4085,933.3224,428.835
33,PLR112,unexpected_b,post,1003,4812,12,0,1711.952,-336.6012,-451.0087,-412.6957,8.3925
34,PLR112,unexpected_b,post,1002,4810,13,0,2183.01,220.3576,236.5404,258.2001,610.1833
35,PLR112,unexpected_w,post,1002,4808,14,0,2962.502,-27.5104,-366.8297,-732.8865,-220.4159
36,PLR112,unexpected_b,post,1002,4810,15,0,3624.194,-542.8095,-151.7423,-311.1352,-522.6898
37,PLR112,anticipated_w,post,1002,4810,12,0,3285.02,120.1985,236.4611,188.1229,-102.6839
38,PLR112,unexpected_b,post,1002,4810,16,0,2790.786,-0.73558,15.6825,51.7875,-526.5297
39,PLR112,anticipated_w,post,1002,4810,13,0,2494.586,470.6178,326.664,-69.4305,-321.8024
40,PLR112,anticipated_b,post,1002,4808,11,0,1399.0393,183.2837,767.1624,1183.5679,1466.3452
41,PLR112,anticipated_b,post,1003,4810,12,0,2732.844,361.5678,535.8682,742.1245,-115.1276
42,PLR112,anticipated_w,post,1003,4812,14,0,1852.632,-217.5985,-185.4265,-96.3778,323.9121
43,PLR112,anticipated_b,post,1002,4812,13,1,1397.428,63.0846,459.2065,1003.7695,1300.5426
44,PLR112,anticipated_b,post,1003,4812,14,0,2624.434,-287.8374,-199.6735,20.9778,483.2656
45,PLR112,anticipated_w,post,1002,4810,15,0,3652.65,-91.421,336.7975,617.4151,611.8584
46,PLR112,anticipated_b,post,1002,4808,15,0,3433.6599,-739.3721,-201.8301,84.9661,237.1909
47,PLR112,anticipated_w,post,1002,4810,16,0,3458.17,148.6787,-64.1301,-322.4284,-527.5587
48,PLR112,unexpected_b,post,1003,4810,17,0,2486.402,14.7514,-132.6562,-350.9335,-153.423
49,PLR112,anticipated_w,post,1003,4812,17,0,2350.886,406.5006,361.1182,57.6686,-64.6738
50,PLR112,anticipated_b,post,1002,4810,16,0,2025.834,410.1555,745.8425,1076.7752,1348.1555
51,PLR112,anticipated_b,post,1003,4810,17,0,3046.618,155.195,207.1299,479.2517,63.4471
52,PLR112,anticipated_b,post,1003,4812,18,0,2931.87,-223.9603,62.7645,99.7539,471.0817
53,PLR112,unexpected_w,post,1003,4812,18,0,2501.976,438.6374,438.1753,731.8937,1115.5492
54,PLR112,anticipated_w,post,1002,4810,18,0,3368.37,491.735,606.2771,711.6489,712.1636
55,PLR112,unexpected_w,post,1003,4810,19,0,3303.45,-37.3576,-133.7588,-55.9017,208.6046
56,PLR112,anticipated_w,post,1002,4810,19,0,2732.002,-68.0692,160.0526,175.4497,-13.8318
57,PLR112,unexpected_w,post,1002,4808,20,0,2301.298,-24.3358,197.3217,62.6138,438.8238
58,PLR112,anticipated_b,post,1002,4812,19,0,2039.84,341.1117,802.0634,1046.7419,895.5844
59,PLR112,anticipated_b,post,1002,4810,20,0,2156.966,511.9626,609.8029,560.3491,497.034
60,PLR112,anticipated_w,post,1002,4810,20,0,2099.132,784.4919,1290.8176,1261.1306,1265.7714
1,PLR113,unexpected_b,pre,1000,4838,1,1,3227.354,-98.7427,545.1481,755.3204,751.0305
2,PLR113,unexpected_w,pre,1002,4810,2,0,3126.612,117.6716,399.5687,515.1002,399.6758
3,PLR113,anticipated_b,pre,1002,4810,1,1,3187.022,247.8204,414.8667,232.5767,373.8015
4,PLR113,anticipated_b,pre,1002,4810,2,1,3659.174,-223.9135,55.3428,175.3785,373.1663
5,PLR113,unexpected_b,pre,1003,4810,3,0,3589.588,-217.0838,-133.3989,-279.9178,-243.5565
6,PLR113,unexpected_w,pre,1003,4808,4,0,2993.352,49.3182,357.3791,308.5304,396.7762
7,PLR113,anticipated_b,pre,1003,4812,3,1,2510.4102,560.552,883.0604,757.5457,907.3293
8,PLR113,anticipated_b,pre,1003,4810,4,1,3163.856,-13.9064,115.1104,-144.9589,295.2091
9,PLR113,anticipated_b,pre,1003,4812,5,1,3032.996,-180.7103,-13.9834,222.2876,6.6279
10,PLR113,anticipated_b,pre,1003,4808,6,0,3153.65,28.7849,178.4361,398.642,468.0538
11,PLR113,unexpected_b,pre,1002,4810,5,0,3209.7582,-549.2666,-132.7918,-156.1112,69.6157
12,PLR113,anticipated_b,pre,1003,4810,7,1,2924.5424,139.1593,344.237,258.3021,350.6887
13,PLR113,anticipated_w,pre,1003,4812,1,1,2915.592,197.9521,767.5425,934.9857,874.0088
14,PLR113,unexpected_w,pre,1003,4810,6,0,3311.158,14.8147,-126.1328,-128.1517,108.3
15,PLR113,anticipated_w,pre,1003,4810,2,0,2706.992,229.1046,623.8336,864.4681,1044.2328
16,PLR113,anticipated_w,pre,1002,4810,3,1,2735.3765,131.676,501.0121,578.1445,599.0248
17,PLR113,anticipated_w,pre,1002,4810,4,0,3233.51,-260.6928,3.2946,169.3387,348.9669
18,PLR113,anticipated_b,pre,1002,4810,8,0,3022.776,168.39,164.8585,-30.3558,231.7366
19,PLR113,anticipated_w,pre,1002,4808,5,1,3190.396,-141.6019,210.1313,312.1817,457.7006
20,PLR113,anticipated_w,pre,1003,4812,6,0,2845.019,-194.0673,427.9012,753.8402,696.252
21,PLR113,anticipated_w,pre,1002,4810,7,0,2695.8,133.5613,482.9941,682.0214,832.4143
22,PLR113,anticipated_b,pre,1002,4810,9,0,2731.6115,-27.1808,511.7394,701.8087,800.5251
23,PLR113,unexpected_w,pre,1003,4812,7,0,2889.562,329.4338,248.2069,138.5893,306.4548
24,PLR113,anticipated_w,pre,1002,4810,8,0,2985.978,50.4737,142.3266,240.6775,585.7216
25,PLR113,anticipated_b,pre,1002,4808,10,1,2793.5224,265.3158,375.8179,501.299,705.549
26,PLR113,anticipated_b,post,1003,4812,11,0,3780.052,-198.8399,-215.6711,-100.5247,102.7526
27,PLR113,unexpected_w,pre,1002,4812,8,0,2872.574,515.8232,605.2274,521.5226,752.7012
28,PLR113,anticipated_b,post,1002,4810,12,0,3397.116,219.6088,314.5353,224.5122,281.0773
29,PLR113,anticipated_w,pre,1002,4810,9,0,3091.588,235.1557,497.7397,212.057,307.5402
30,PLR113,anticipated_w,pre,1002,4808,10,1,3516.07,-51.5973,-45.5469,38.9216,275.8082
31,PLR113,unexpected_w,pre,1002,4810,9,0,3044.91,112.0354,396.9114,5.5564,342.4492
32,PLR113,anticipated_w,post,1002,4812,11,0,2978.874,249.8382,728.4915,784.3634,817.334
33,PLR113,anticipated_b,post,1003,4812,13,0,3090.478,61.0682,348.7783,346.793,608.7573
34,PLR113,unexpected_w,pre,1002,4810,10,0,2803.094,73.265,273.8361,332.1967,660.9585
35,PLR113,anticipated_w,post,1002,4808,12,0,2949.516,283.7886,498.6983,585.3243,930.4798
36,PLR113,anticipated_w,post,1002,4810,13,0,3102.714,208.631,169.5792,86.4562,413.2608
37,PLR113,anticipated_b,post,1002,4810,14,0,3070.006,97.7503,328.9898,470.6264,786.1663
38,PLR113,anticipated_w,post,1002,4810,14,0,3438.756,163.8133,647.4415,788.807,851.6663
39,PLR113,unexpected_b,post,1003,4808,11,0,3606.166,-119.8149,61.9897,134.9201,304.4243
40,PLR113,unexpected_b,post,1002,4810,12,0,3377.016,77.9977,147.6198,183.1983,372.6037
41,PLR113,anticipated_b,post,1002,4810,15,0,3343.134,188.7526,445.3252,443.8702,756.8534
42,PLR113,anticipated_w,post,1003,4810,15,0,3515.882,-124.7045,137.5067,105.5802,364.2609
43,PLR113,anticipated_b,post,1003,4812,16,0,3538.346,-143.6905,45.6477,115.9817,179.9628
44,PLR113,anticipated_b,post,1003,4810,17,0,3222.072,123.8713,318.8965,213.8818,154.3419
45,PLR113,unexpected_w,post,1003,4812,13,0,2997.474,234.7634,291.4399,527.3453,778.6268
46,PLR113,anticipated_w,post,1002,4810,16,0,2950.476,171.087,571.2929,652.8937,549.2068
47,PLR113,unexpected_b,post,1003,4812,14,0,2693.1324,123.5909,139.555,257.3172,210.792
48,PLR113,anticipated_w,post,1003,4814,17,1,3006.726,139.5093,429.9757,479.337,513.732
49,PLR113,unexpected_b,post,1002,4810,15,0,3105.168,154.7144,290.9157,-49.7475,223.4812
50,PLR113,anticipated_w,post,1002,4808,18,0,2962.44,50.7281,395.7974,616.7365,394.6104
51,PLR113,unexpected_b,post,1003,4810,16,0,2706.434,376.9715,496.1773,88.8286,76.8244
52,PLR113,unexpected_w,post,1003,4812,17,0,2782.554,175.7254,306.2779,252.9145,63.7191
53,PLR113,anticipated_b,post,1003,4812,18,0,2968.458,72.2668,243.7395,410.1638,40.8928
54,PLR113,anticipated_b,post,1002,4810,19,0,2928.578,-1.6242,323.6888,506.6027,538.0565
55,PLR113,anticipated_b,post,1002,4808,20,0,3453.65,-107.1285,-236.4146,-213.4271,-51.524
56,PLR113,anticipated_w,post,1002,4810,19,0,2915.728,327.9254,213.6354,34.2447,65.4548
57,PLR113,anticipated_w,post,1002,4810,20,0,2787.01,69.8597,-27.3671,-264.7138,-37.5688
58,PLR113,unexpected_w,post,1003,4812,18,0,2668.728,39.9327,17.2652,342.4191,621.8098
59,PLR113,unexpected_b,post,1002,4810,19,0,3070.596,0.92711,-78.2806,-276.7221,226.3746
60,PLR113,unexpected_b,post,1002,4810,20,0,3059.654,-199.7779,-73.3011,16.6212,-9.4712
1,PLR114,unexpected_b,pre,1000,4838,1,1,4298.0397,-176.6359,148.9659,443.8083,314.6212
2,PLR114,unexpected_w,pre,1002,4810,2,1,3900.9627,5.4794,266.9014,296.962,397.6165
3,PLR114,anticipated_w,pre,1003,4812,1,0,4231.1956,-105.1365,116.891,110.5186,198.7434
4,PLR114,anticipated_b,pre,1007,4816,1,0,3710.315,-114.6013,-151.352,0.37468,-14.1952
5,PLR114,unexpected_b,pre,1003,4812,3,0,3884.972,122.0133,156.2397,60.8998,344.814
6,PLR114,unexpected_w,pre,1003,4808,4,0,3800.28,16.1472,141.5628,40.5246,109.3608
7,PLR114,anticipated_b,pre,1003,4812,2,1,3393.604,85.4433,297.4929,580.1397,775.8141
8,PLR114,anticipated_w,pre,1003,4812,2,1,3862.984,180.6505,395.0412,552.2261,481.5559
9,PLR114,anticipated_b,pre,1003,4812,3,1,3533.536,127.2686,280.2308,615.5774,731.5228
10,PLR114,anticipated_b,pre,1003,4810,4,1,3005.62,537.9346,882.6384,943.6909,882.1321
11,PLR114,anticipated_w,pre,1003,4810,3,0,3824.816,4.7302,-46.937,-716.6458,-161.5744
12,PLR114,anticipated_w,pre,1002,4810,4,1,2872.86,346.4698,460.1904,514.14,454.9824
13,PLR114,unexpected_b,pre,1002,4810,5,0,3476.054,8.2401,17.8452,95.0216,253.4628
14,PLR114,anticipated_b,pre,1003,4812,5,1,3054.614,319.8965,617.1591,603.4049,760.5824
15,PLR114,anticipated_b,pre,1002,4808,6,0,3853.728,72.7825,-65.1566,-91.9402,-1.2553
16,PLR114,anticipated_b,pre,1002,4810,7,1,3456.8963,-372.2224,-159.5853,187.8075,356.8453
17,PLR114,unexpected_w,pre,1002,4810,6,0,3535.414,225.8318,325.4242,430.3759,528.3738
18,PLR114,anticipated_w,pre,1002,4810,5,1,2823.076,349.3253,608.7895,636.508,834.4597
19,PLR114,anticipated_b,pre,1002,4810,8,0,2373.63,512.2797,998.828,983.3196,1180.099
20,PLR114,anticipated_b,pre,1003,4810,9,0,4091.8,-152.7202,-48.0269,-176.6887,-255.1592
21,PLR114,unexpected_w,pre,1003,4810,7,0,3811.862,23.0267,15.5214,-232.6414,117.804
22,PLR114,anticipated_b,pre,1003,4810,10,0,3498.478,-70.415,87.7447,117.6396,363.8098
23,PLR114,anticipated_w,pre,1003,4812,6,0,3519.404,-217.9943,-258.6519,-388.1246,-239.0279
24,PLR114,anticipated_b,post,1003,4812,11,0,3021.478,273.938,370.2006,91.5934,79.0052
25,PLR114,anticipated_w,pre,1003,4812,7,1,3259.008,73.2525,89.7945,-193.3105,-48.2538
