trialNumber,subid,condition,pre_post,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4
32,PLR127,unexpected_b,pre,1003,4812,8,0,2328.936,79.543,-90.9486,103.2237,203.6249
33,PLR127,unexpected_b,pre,1002,4810,9,0,2475.414,-387.8174,-437.8069,-184.2438,-2.519
34,PLR127,unexpected_w,pre,1003,4810,10,0,2486.342,-78.5206,-497.2412,-204.7517,-84.5752
35,PLR127,anticipated_w,post,1002,4810,12,0,2159.086,5.9518,-143.3717,-67.2919,84.1892
36,PLR127,unexpected_w,post,1002,4808,11,0,1874.336,118.269,381.6214,-277.156,-231.7772
37,PLR127,unexpected_b,post,1002,4808,12,0,1824.856,347.7911,370.5957,-113.5304,7.4486
38,PLR127,anticipated_b,post,1002,4810,14,0,1716.546,69.2439,383.8931,674.1746,672.3195
39,PLR127,anticipated_w,post,1003,4812,13,0,2448.314,-118.0892,-160.0031,-242.0955,-69.5115
40,PLR127,anticipated_b,post,1003,4812,15,0,2209.92,-152.4029,-70.4032,155.5905,384.6115
41,PLR127,unexpected_b,post,1002,4810,13,0,2255.0821,-1.7061,162.0733,316.9788,466.7582
42,PLR127,unexpected_w,post,1002,4808,14,0,2536.364,78.3986,-19.5132,268.4007,118.2705
43,PLR127,anticipated_b,post,1002,4810,16,0,2260.894,80.1858,198.6312,-592.9486,-1049.6104
44,PLR127,anticipated_b,post,1002,4810,17,0,2127.724,176.1584,225.5449,156.6478,566.6689
45,PLR127,anticipated_w,post,1003,4810,14,0,2516.3233,-225.8161,-413.1489,-32.4304,-120.1321
46,PLR127,anticipated_b,post,1002,4810,18,0,2156.018,328.4043,277.5093,333.8854,570.587
47,PLR127,anticipated_b,post,1003,4810,19,0,2471.498,-123.4434,-60.7795,247.7331,320.1344
48,PLR127,anticipated_w,post,1002,4808,15,0,2237.624,261.334,18.6701,66.9117,302.8676
49,PLR127,anticipated_w,post,1002,4810,16,0,2276.434,179.3601,99.0765,-129.2449,70.6416
50,PLR127,unexpected_w,post,1003,4812,15,0,2037.621,75.0831,282.0278,417.1269,556.2151
51,PLR127,anticipated_b,post,1003,4812,20,0,2025.946,-180.2233,171.7452,326.4658,372.0078
52,PLR127,unexpected_b,post,1003,4810,16,0,1987.9797,-2.035,1.8118,-63.3956,198.4153
53,PLR127,anticipated_w,post,1002,4808,17,0,2776.23,-590.4863,-72.6359,-300.9002,97.1313
54,PLR127,anticipated_w,post,1003,4812,18,0,2302.948,144.7705,22.8755,-1.3072,117.3818
55,PLR127,unexpected_w,post,1002,4810,17,0,2095.316,-25.1752,245.0622,33.8626,420.497
56,PLR127,anticipated_w,post,1003,4812,19,0,1766.28,21.678,248.47,435.4616,437.8461
57,PLR127,unexpected_w,post,1003,4812,18,0,1945.112,232.0897,539.5309,499.388,727.5288
58,PLR127,unexpected_w,post,1002,4810,19,0,2354.12,-332.2418,-97.1977,65.0061,229.8527
59,PLR127,anticipated_w,post,1003,4810,20,0,1938.854,278.583,645.2342,762.7426,508.0326
60,PLR127,unexpected_w,post,1003,4812,20,0,2221.316,-63.0639,69.9256,220.2323,-6.5282
1,PLR128,unexpected_w,pre,1000,4838,1,1,3044.77,-421.8351,-180.854,136.5241,52.4317
2,PLR128,anticipated_w,pre,1003,4812,1,1,3001.48,130.8246,246.7427,200.5704,362.3246
3,PLR128,anticipated_b,pre,1002,4810,1,1,2653.018,-280.6062,336.1669,555.2089,487.9925
4,PLR128,unexpected_b,pre,1003,4810,2,0,2233.854,192.7447,151.7526,-78.6712,52.5347
5,PLR128,anticipated_w,pre,1002,4810,2,1,2582.11,2.8207,271.7871,395.6484,401.0686
6,PLR128,anticipated_b,pre,1002,4810,2,1,2655.676,-123.8021,-2.3945,-57.5121,107.8576
7,PLR128,anticipated_b,pre,1002,4810,3,0,2053.754,185.767,598.017,1155.1599,1182.4624
8,PLR128,anticipated_b,pre,1003,4810,4,0,2592.314,64.081,100.1503,10.373,-175.6837
9,PLR128,anticipated_w,pre,1003,4810,3,0,2537.424,83.0466,155.7777,199.3281,299.3974
10,PLR128,anticipated_b,pre,1002,4808,5,1,2288.0771,-184.9385,289.3326,551.1611,587.2922
11,PLR128,unexpected_b,pre,1003,4812,3,0,2827.574,-74.095,-271.1307,-266.2715,-9.8492
12,PLR128,anticipated_b,pre,1003,4812,6,1,2397.046,-9.7624,507.559,616.0296,756.4414
13,PLR128,anticipated_w,pre,1003,4812,4,0,1870.03,111.907,517.3587,552.0834,577.1444
14,PLR128,unexpected_w,pre,1003,4812,4,0,2451.508,128.4185,143.145,56.8008,244.7378
15,PLR128,unexpected_b,pre,1002,4808,5,0,2367.354,-21.5221,170.0704,354.1439,82.4275
16,PLR128,anticipated_b,pre,1003,4810,7,0,2052.114,332.9931,668.0709,374.9847,410.6402
17,PLR128,unexpected_b,pre,1002,4810,6,0,2221.316,55.1987,-20.7624,-185.1038,157.3101
18,PLR128,unexpected_w,pre,1002,4810,7,0,2070.84,158.3386,230.36,-67.6018,-194.2266
19,PLR128,anticipated_b,pre,1003,4812,8,1,2753.445,-30.0605,157.2063,422.4563,568.0781
20,PLR128,unexpected_w,pre,1003,4808,8,0,2327.382,76.0646,-276.3604,-422.4177,-242.8274
21,PLR128,unexpected_w,pre,1002,4810,9,0,2449.8891,369.4519,642.5416,394.3798,434.7243
22,PLR128,anticipated_w,pre,1003,4810,5,1,2643.246,209.344,224.0628,213.2603,221.4893
23,PLR128,anticipated_w,pre,1003,4812,6,0,2603.484,-9.7949,86.2323,97.2324,239.724
24,PLR128,unexpected_w,pre,1003,4812,10,0,1868.284,383.2202,536.9009,933.653,1163.611
25,PLR128,unexpected_w,post,1003,4810,11,0,2323.929,-197.429,-239.2105,-228.8702,-284.3093
26,PLR128,anticipated_b,pre,1003,4810,9,0,2076.2248,234.3866,477.7479,471.9055,643.6492
27,PLR128,anticipated_b,pre,1003,4812,10,1,2338.476,103.4547,202.1669,259.3459,-3.4025
28,PLR128,unexpected_b,post,1003,4810,12,0,2654.306,149.8663,171.4963,-190.472,0.81165
29,PLR128,anticipated_w,pre,1003,4810,7,0,2340.7,31.3504,290.3105,249.3651,480.0248
30,PLR128,anticipated_w,pre,1002,4808,8,0,2243.156,111.3797,143.7179,169.6003,152.1402
31,PLR128,anticipated_b,post,1002,4812,11,0,2430.387,-66.2757,49.1319,-94.4353,-267.3303
32,PLR128,anticipated_w,pre,1003,4812,9,0,2416.974,449.525,364.8341,116.0349,151.7214
33,PLR128,anticipated_b,post,1002,4812,12,0,2837.99,264.7495,23.0982,28.4113,-130.5152
34,PLR128,anticipated_w,pre,1002,4810,10,1,2803.515,-187.5423,176.6594,301.7938,-263.4394
35,PLR128,anticipated_w,post,1003,4810,11,0,2243.174,-296.153,-110.5711,-3.8421,-158.2076
36,PLR128,anticipated_w,post,1003,4810,12,0,1889.154,75.6338,328.9384,181.3754,116.4847
37,PLR128,unexpected_w,post,1002,4810,13,0,2107.082,-194.0673,-251.249,-397.8803,-272.9833
38,PLR128,unexpected_w,post,1003,4810,14,0,2248.868,208.9954,-72.2729,-386.952,-169.4478
39,PLR128,anticipated_b,post,1002,4810,13,0,2545.696,245.6128,201.7509,-106.3998,-28.7779
40,PLR128,anticipated_b,post,1003,4810,14,0,2405.608,314.808,604.4109,798.8584,1003.9088
41,PLR128,anticipated_b,post,1002,4810,15,1,2163.0654,337.6846,577.5586,472.4661,585.443
42,PLR128,anticipated_b,post,1002,4810,16,0,2379.736,108.6274,144.1833,-260.0385,-219.2801
43,PLR128,anticipated_w,post,1002,4810,13,1,2968.268,141.4274,256.2995,-36.7412,-41.8247
44,PLR128,anticipated_w,post,1002,4810,14,0,2641.126,316.937,273.0946,-140.9894,91.9916
45,PLR128,unexpected_w,post,1003,4808,15,0,2146.3387,260.2207,393.5941,404.2359,283.8325
46,PLR128,anticipated_w,post,1003,4814,15,0,2339.198,-129.8897,-44.5833,55.9806,76.5562
47,PLR128,anticipated_b,post,1003,4812,17,0,2485.472,-132.5182,-212.6536,-140.4636,-151.535
48,PLR128,anticipated_b,post,1003,4812,18,0,2450.742,362.5626,823.8588,983.903,1079.9303
49,PLR128,unexpected_b,post,1003,4810,16,0,3171.468,138.2463,-141.2159,119.4123,114.0908
50,PLR128,unexpected_b,post,1003,4810,17,0,2988.768,169.5765,403.1858,186.5135,-454.3289
51,PLR128,anticipated_w,post,1003,4812,16,0,2987.344,-131.5205,-143.7694,-693.7915,-603.2579
52,PLR128,anticipated_w,post,1002,4810,17,0,2177.032,325.26,467.8588,222.7138,-138.6875
53,PLR128,anticipated_b,post,1003,4812,19,0,2862.66,170.4207,-113.91,-95.2167,-75.6075
54,PLR128,unexpected_b,post,1003,4810,18,0,2590.62,114.9598,160.1006,190.3275,236.1237
55,PLR128,unexpected_b,post,1003,4812,19,0,3498.12,-55.7417,-242.099,-113.015,-120.1137
56,PLR128,anticipated_w,post,1002,4808,18,0,3551.228,-125.4244,-293.8525,-174.5809,-36.1692
57,PLR128,anticipated_w,post,1002,4810,19,0,2833.034,136.0878,-104.8122,-330.2189,-527.034
58,PLR128,unexpected_b,post,1002,4810,20,0,2255.584,-115.7773,-224.1407,-351.8235,-342.7479
59,PLR128,anticipated_b,post,1002,4812,20,1,2816.154,-240.0364,-317.1645,-409.8494,-453.1309
60,PLR128,anticipated_w,post,1002,4810,20,1,2267.06,279.2824,284.9589,50.5429,-69.8079
1,PLR129,anticipated_w,pre,1001,4838,1,1,3764.769,-345.0148,258.8171,-129.8467,-98.8446
2,PLR129,anticipated_b,pre,1002,4812,1,1,3151.0455,-581.9825,389.0091,738.9629,1006.0133
3,PLR129,anticipated_b,pre,1002,4810,2,1,3668.32,335.8866,801.2284,1022.6989,1242.1136
4,PLR129,unexpected_w,pre,1003,4812,1,1,4158.6832,78.4549,303.6349,543.0458,-7.4584
5,PLR129,anticipated_w,pre,1003,4810,2,1,2658.484,551.1273,1108.9278,1253.5895,1028.9761
6,PLR129,anticipated_w,pre,1002,4810,3,1,3613.3059,-62.9426,360.1437,882.3034,1267.2088
7,PLR129,unexpected_w,pre,1003,4812,2,0,3200.924,-149.5732,363.4962,355.2483,627.6852
8,PLR129,unexpected_w,pre,1002,4810,3,0,3372.7845,-227.8654,355.6043,166.6284,0.29324
9,PLR129,unexpected_b,pre,1003,4812,4,0,3628.989,-124.7644,160.762,268.6641,314.2081
10,PLR129,anticipated_w,pre,1002,4808,4,1,3380.5925,485.4177,813.4522,1060.4086,1305.0756
11,PLR129,anticipated_w,pre,1003,4812,5,1,3381.793,-177.9148,659.2574,537.7511,1145.2238
12,PLR129,anticipated_b,pre,1002,4810,3,1,4090.92,-173.951,-142.1314,190.9831,746.3909
13,PLR129,anticipated_w,pre,1002,4810,6,1,4169.612,-155.5399,191.4923,391.0834,729.5204
14,PLR129,anticipated_b,pre,1003,4810,4,0,4172.018,-665.1924,-185.9907,390.0471,829.377
15,PLR129,unexpected_b,pre,1002,4808,5,0,4228.1391,-471.7634,-201.5927,-12.7505,44.0226
16,PLR129,unexpected_b,pre,1002,4812,6,0,2938.828,106.1196,231.5557,342.0565,725.8926
17,PLR129,anticipated_b,pre,1003,4810,5,1,3006.486,203.6127,1006.9846,1285.6968,1780.6274
18,PLR129,anticipated_w,pre,1003,4812,7,0,3502.098,167.3539,834.6532,1223.486,1541.6079
19,PLR129,anticipated_b,pre,1003,4810,6,1,4153.838,141.0118,605.4141,630.8721,783.9225
20,PLR129,anticipated_w,pre,1003,4812,8,0,4453.683,-272.8341,81.177,329.0418,332.0544
21,PLR129,unexpected_w,pre,1003,4812,7,0,3722.3123,182.5428,199.437,197.2634,330.9986
22,PLR129,anticipated_w,pre,1003,4812,9,1,4102.0429,23.8783,471.2134,629.8878,867.7996
23,PLR129,anticipated_w,pre,1002,4812,10,0,4229.154,171.5644,167.3161,151.2767,216.0729
24,PLR129,anticipated_b,pre,1003,4808,7,0,4176.127,197.2546,684.358,656.852,526.5705
25,PLR129,anticipated_b,pre,1002,4810,8,0,2570.14,490.3684,1395.0092,1688.3159,1480.2382
26,PLR129,anticipated_w,post,1002,4810,11,1,3580.4304,-150.2424,289.6887,409.6305,812.0528
27,PLR129,anticipated_w,post,1003,4812,12,1,4151.388,303.6271,382.8026,160.7927,167.425
28,PLR129,unexpected_w,pre,1002,4810,8,0,3398.516,154.9804,608.487,732.0954,779.5865
29,PLR129,anticipated_w,post,1002,4808,13,0,4110.826,-415.0011,226.0188,606.4681,427.9471
30,PLR129,unexpected_b,pre,1003,4812,9,0,3924.782,-208.6839,54.9417,-248.7841,-62.1328
31,PLR129,anticipated_w,post,1003,4812,14,0,3438.442,149.1546,578.9096,772.4035,514.9761
32,PLR129,anticipated_w,post,1002,4810,15,1,3894.7675,103.0079,39.0119,4.8334,-327.4208
33,PLR129,anticipated_b,pre,1002,4810,9,1,3374.456,229.8087,708.6532,903.2835,941.315
34,PLR129,unexpected_w,pre,1002,4810,10,0,3963.82,-190.7783,-188.5816,23.18,338.7493
35,PLR129,anticipated_b,pre,1002,4810,10,0,3674.455,-77.2255,461.5871,146.1311,445.8979
36,PLR129,anticipated_b,post,1003,4812,11,0,3968.1948,40.2927,109.7097,143.1329,477.7485
37,PLR129,unexpected_b,post,1003,4810,11,0,2892.718,454.8782,587.7078,320.8954,987.0551
38,PLR129,anticipated_b,post,1002,4810,12,1,4144.398,285.5684,10.0159,38.4087,624.394
39,PLR129,unexpected_b,post,1003,4810,12,0,4460.016,199.0387,332.6474,319.5281,55.8222
40,PLR129,anticipated_b,post,1003,4812,13,1,4214.304,56.3513,487.5615,811.6527,1038.8872
41,PLR129,unexpected_b,post,1003,4812,13,0,4558.2532,452.8296,208.119,481.5283,728.2804
42,PLR129,anticipated_b,post,1002,4810,14,1,4445.1268,159.3634,561.9909,828.1379,961.2472
43,PLR129,unexpected_w,post,1002,4808,14,0,4543.256,49.5558,-153.3022,-534.2119,-518.7371
44,PLR129,anticipated_b,post,1002,4810,15,1,3239.112,78.7977,637.4212,241.2115,448.3817
45,PLR129,anticipated_b,post,1003,4812,16,1,4750.732,-61.9001,125.5054,133.1293,192.1777
46,PLR129,anticipated_b,post,1002,4810,17,0,4295.3384,-154.6044,-151.2859,-567.2165,-394.6766
47,PLR129,anticipated_b,post,1002,4810,18,0,4083.3109,-31.5483,278.1681,58.563,581.9475
48,PLR129,anticipated_w,post,1003,4808,16,0,2948.73,-178.6875,683.4602,1108.0599,1433.3771
49,PLR129,anticipated_w,post,1003,4812,17,1,3809.628,-145.8132,-476.9974,-264.5797,14.1808
50,PLR129,unexpected_b,post,1002,4810,15,0,3371.814,242.3541,350.4108,372.9738,525.7763
51,PLR129,anticipated_w,post,1003,4812,18,0,3856.8736,77.1177,443.2806,521.9342,436.7924
52,PLR129,unexpected_w,post,1003,4812,16,0,3663.666,50.1177,54.3495,-184.7731,293.7101
53,PLR129,anticipated_w,post,1002,4808,19,0,3401.5399,476.4526,980.8733,640.4601,805.7605
54,PLR129,unexpected_w,post,1003,4812,17,0,2962.78,169.1943,205.6771,230.2683,587.9847
55,PLR129,unexpected_b,post,1003,4810,18,0,2988.558,102.526,738.1654,730.8937,289.4567
56,PLR129,unexpected_b,post,1003,4812,19,0,3276.872,256.0356,410.7175,-100.2018,341.191
57,PLR129,anticipated_b,post,1003,4810,19,0,3764.2549,355.0882,459.3977,419.4257,698.1148
58,PLR129,anticipated_b,post,1003,4810,20,0,3742.832,148.8114,-872.8374,470.813,810.7331
59,PLR129,anticipated_w,post,1003,4810,20,1,4000.672,130.6137,306.4655,544.7251,831.2587
60,PLR129,unexpected_w,post,1002,4810,20,0,4468.048,50.8196,-633.4891,-357.8862,19.8449
1,PLR130,anticipated_b,pre,1001,4838,1,1,2056.8868,177.4703,417.0355,403.1993,238.7287
2,PLR130,anticipated_w,pre,1003,4812,1,1,2503.138,-36.2308,-6.9678,-45.3271,-58.7851
3,PLR130,anticipated_b,pre,1002,4810,2,0,2408.6147,-130.2768,48.135,100.5912,-15.6097
4,PLR130,unexpected_b,pre,1002,4810,1,0,2766.021,-28.9243,-121.9304,-179.9139,-263.0785
5,PLR130,anticipated_b,pre,1003,4812,3,1,2455.924,137.721,312.4836,236.9668,249.2903
6,PLR130,anticipated_b,pre,1002,4810,4,0,2743.224,-103.2999,-35.9614,361.9994,340.6286
7,PLR130,unexpected_w,pre,1002,4810,2,0,2487.7146,40.5185,118.1909,237.9787,308.6573
8,PLR130,anticipated_w,pre,1002,4810,2,1,2044.098,237.3852,303.2276,468.1541,724.9356
9,PLR130,unexpected_b,pre,1002,4812,3,0,2403.6667,-138.9975,338.7325,523.0455,666.2493
10,PLR130,unexpected_w,pre,1003,4810,4,0,2735.692,26.0318,17.5475,316.5958,340.2492
11,PLR130,unexpected_w,pre,1002,4808,5,0,2628.1921,97.6108,159.1203,272.6475,596.456
12,PLR130,anticipated_b,pre,1002,4810,5,0,2431.352,251.6547,211.4722,378.5241,623.9085
13,PLR130,unexpected_w,pre,1003,4810,6,0,2911.5812,63.3033,120.7617,237.3138,-13.327
14,PLR130,anticipated_w,pre,1003,4812,3,0,2625.262,21.7515,183.4964,434.1204,348.3136
15,PLR130,anticipated_w,pre,1003,4810,4,0,2623.6986,269.5619,348.4778,382.8665,442.7825
16,PLR130,anticipated_w,pre,1003,4810,5,0,2374.256,52.2062,276.807,493.9667,448.2209
17,PLR130,unexpected_b,pre,1002,4810,7,1,2572.158,35.0815,101.1802,-191.9563,2.7075
18,PLR130,anticipated_w,pre,1003,4812,6,0,2712.5846,82.4773,246.5225,507.4511,507.1296
19,PLR130,anticipated_w,pre,1002,4810,7,0,2692.1251,-17.8335,179.8885,277.1784,295.1448
20,PLR130,anticipated_w,pre,1002,4812,8,0,2658.11,294.7576,188.3207,119.1316,211.124
21,PLR130,anticipated_b,pre,1003,4810,6,0,2721.4514,24.5423,111.3763,222.8721,240.912
22,PLR130,unexpected_b,pre,1003,4810,8,0,2466.76,414.7744,371.5724,382.6539,539.3051
23,PLR130,anticipated_w,pre,1003,4812,9,0,2909.0196,-91.4318,117.0016,227.245,89.4152
24,PLR130,anticipated_b,pre,1002,4810,7,0,2566.259,175.8011,299.0078,282.9406,115.4196
25,PLR130,anticipated_b,pre,1002,4810,8,1,2941.104,-54.0095,-27.3498,-29.6334,19.2699
26,PLR130,anticipated_b,pre,1003,4810,9,0,3172.8625,94.4559,279.8378,284.2685,204.232
27,PLR130,anticipated_b,pre,1003,4810,10,0,3126.4436,8.8789,17.1184,125.4474,325.0939
28,PLR130,anticipated_w,pre,1002,4810,10,1,3147.8032,-192.7822,-134.425,60.7808,126.138
29,PLR130,unexpected_b,pre,1002,4810,9,0,3031.583,-181.331,95.9023,149.7783,156.7519
30,PLR130,unexpected_b,pre,1002,4810,10,0,2766.2576,294.3432,313.0428,425.5134,480.0932
31,PLR130,anticipated_b,post,1003,4810,11,0,3087.28,25.5645,-206.6624,38.1339,141.7137
32,PLR130,anticipated_w,post,1002,4808,11,0,3074.892,-3.7177,-31.2323,134.5261,216.9273
33,PLR130,anticipated_b,post,1002,4810,12,0,2633.96,90.1156,190.269,245.5784,386.9515
34,PLR130,anticipated_w,post,1276,5086,12,0,3179.2,-126.5316,-248.0742,-104.8935,-30.4243
35,PLR130,unexpected_w,post,1002,4810,11,0,2697.642,-50.329,-67.7554,98.4,334.003
36,PLR130,unexpected_w,post,1003,4812,12,0,2601.0542,335.4269,448.4143,419.074,449.8155
37,PLR130,unexpected_w,post,1003,4808,13,0,3033.322,-61.846,-14.3766,47.178,-167.7213
38,PLR130,anticipated_b,post,1002,4812,13,0,2822.9241,100.6989,108.4792,298.5927,251.1434
39,PLR130,unexpected_w,post,1002,4810,14,0,2751.4712,69.6041,282.0015,448.5603,495.0246
40,PLR130,anticipated_w,post,1002,4810,13,0,2507.5134,93.1022,447.6904,455.1715,735.1463
41,PLR130,unexpected_w,post,1003,4812,15,0,2918.9486,50.4448,224.264,189.8203,209.7237
42,PLR130,unexpected_b,post,1002,4810,16,0,2805.8358,-14.902,79.1452,87.6999,203.3994
43,PLR130,unexpected_b,post,1002,4808,17,0,3000.6384,48.4152,187.1843,8.8107,8.0486
44,PLR130,anticipated_w,post,1002,4810,14,1,2998.8427,70.566,77.7846,240.006,288.2518
45,PLR130,anticipated_b,post,1003,4812,14,0,3300.64,18.7155,156.8747,106.3159,136.8894
46,PLR130,anticipated_w,post,1003,4810,15,1,3105.33,35.7099,300.5839,342.6637,346.5587
47,PLR130,anticipated_b,post,1002,4810,15,0,3153.9728,-91.6997,108.1158,154.4654,301.3507
48,PLR130,anticipated_w,post,1003,4810,16,0,2976.0991,-183.7808,129.5709,448.1299,444.6026
49,PLR130,unexpected_b,post,1003,4810,18,0,2801.018,147.9715,263.7274,308.5366,520.9946
50,PLR130,anticipated_w,post,1002,4810,17,1,3395.8685,-131.7151,72.1387,5.2051,-10.0029
51,PLR130,anticipated_b,post,1002,4810,16,0,2989.535,67.0695,139.9703,413.4161,495.3242
52,PLR130,anticipated_b,post,1003,4812,17,0,2969.8555,120.8672,417.2915,367.1319,385.1802
53,PLR130,anticipated_b,post,1003,4810,18,0,3172.236,84.5555,119.1523,286.7199,368.7514
54,PLR130,anticipated_b,post,1002,4810,19,1,3196.238,-163.6585,25.392,257.5582,160.7452
55,PLR130,anticipated_w,post,1003,4812,18,0,3074.6581,81.5182,151.4847,271.3419,328.0646
56,PLR130,anticipated_w,post,1002,4810,19,0,2599.5684,-78.8268,200.5072,152.8854,286.3287
57,PLR130,unexpected_w,post,1002,4810,19,0,2714.74,208.0993,557.3482,598.3524,599.989
58,PLR130,anticipated_b,post,1003,4808,20,0,3026.4472,177.6584,25.9774,199.8112,254.2608
59,PLR130,anticipated_w,post,1002,4810,20,0,3069.41,-86.015,-51.0255,-164.265,-145.0776
60,PLR130,unexpected_b,post,1003,4810,20,0,1991.632,376.4394,822.8368,791.7966,1046.7924
1,PLR131,anticipated_b,pre,1000,4838,1,1,3508.098,-918.1106,-90.6463,240.1289,293.7665
2,PLR131,anticipated_w,pre,1003,4812,1,1,3232.76,194.4522,520.4585,989.9102,1191.1875
3,PLR131,unexpected_w,pre,1003,4812,1,0,3969.164,122.0461,417.7394,779.7015,541.8885
4,PLR131,unexpected_b,pre,1002,4810,2,0,3819.81,113.1438,670.3833,847.0177,814.0072
5,PLR131,anticipated_b,pre,1002,4812,2,0,4929.22,27.6666,-565.2914,-1047.1591,-509.9448
6,PLR131,anticipated_w,pre,1003,4808,2,0,4664.4856,-87.5598,48.8569,385.3232,308.5627
7,PLR131,anticipated_b,pre,1002,4812,3,1,3186.33,595.1847,1261.8171,1550.1154,1727.1847
8,PLR131,anticipated_w,pre,1003,4810,3,1,3156.228,565.2825,1084.4191,1452.8973,936.5871
9,PLR131,anticipated_w,pre,1003,4812,4,1,4854.604,-1434.5851,-1331.9822,-608.7469,-434.2826
10,PLR131,anticipated_b,pre,1003,4810,4,0,3649.644,528.2636,919.0703,1066.7657,1015.7573
11,PLR131,unexpected_w,pre,1002,4810,3,0,4310.521,-36.6638,-258.3362,320.355,648.0252
12,PLR131,anticipated_w,pre,1002,4810,5,0,4273.898,485.4844,423.781,135.7349,293.1881
13,PLR131,anticipated_w,pre,1003,4810,6,1,3841.704,288.3128,558.5334,-2.7019,13.1826
14,PLR131,anticipated_b,pre,1003,4812,5,0,3171.8302,757.2265,1289.9534,1592.7959,1579.5374
15,PLR131,anticipated_w,pre,1003,4810,7,1,3059.844,557.4669,1008.5384,679.6392,913.9291
16,PLR131,anticipated_w,pre,1002,4810,8,1,3015.434,234.2971,1086.1416,1468.6437,1348.8076
17,PLR131,anticipated_w,pre,1002,4810,9,0,2399.962,314.4056,759.8342,897.038,579.6662
18,PLR131,anticipated_w,pre,1003,4812,10,1,4600.154,-99.196,-706.4817,-1880.6288,-2012.7927
19,PLR131,anticipated_b,pre,1003,4810,6,1,3647.238,-672.0993,340.2662,447.846,617.1233
20,PLR131,anticipated_b,pre,1002,4810,7,1,4370.728,255.5703,422.1312,647.0661,93.1901
21,PLR131,anticipated_w,post,1002,4810,11,0,4906.758,-1639.0626,-1887.2559,-827.6088,-488.2538
22,PLR131,unexpected_w,pre,1003,4812,4,0,4594.878,17.4623,-588.9074,-488.1238,-683.1994
23,PLR131,unexpected_b,pre,1003,4812,5,0,4202.0533,-1093.6841,-145.8159,344.0727,458.5559
24,PLR131,unexpected_w,pre,1002,4808,6,0,4041.34,545.1831,885.3512,1151.8197,648.1936
25,PLR131,anticipated_w,post,1003,4812,12,0,4457.04,-117.0694,-484.0221,-288.5883,124.2877
26,PLR131,anticipated_b,pre,1002,4810,8,0,4809.074,-247.4648,-272.6181,-65.1391,164.9134
27,PLR131,anticipated_w,post,1002,4812,13,0,4629.28,-276.8283,-464.9019,-110.4376,154.1024
28,PLR131,anticipated_b,pre,1003,4812,9,0,3404.694,665.3522,244.6127,209.8963,781.8774
29,PLR131,unexpected_b,pre,1002,4808,7,0,4724.388,-338.533,-120.0498,217.2044,126.5532
30,PLR131,anticipated_b,pre,1003,4812,10,0,5246.106,-58.877,-330.6396,131.6902,-357.3056
31,PLR131,unexpected_w,pre,1002,4810,8,0,5259.502,27.4245,-289.6848,-38.2352,-526.9117
32,PLR131,anticipated_w,post,1002,4810,14,0,3627.472,286.9461,674.1688,700.7654,755.1078
33,PLR131,anticipated_b,post,1003,4812,11,1,3864.8,322.721,298.8807,575.4374,667.5655
34,PLR131,unexpected_w,pre,1003,4810,9,0,4948.318,-513.8285,-1579.6625,-728.2298,-712.7802
35,PLR131,anticipated_w,post,1003,4810,15,1,2341.53,943.1738,921.075,757.1318,1393.6696
36,PLR131,unexpected_b,pre,1002,4810,10,0,2917.502,-475.357,-649.9453,109.2963,482.2207
37,PLR131,anticipated_b,post,1003,4812,12,0,3490.524,-355.7719,-669.5429,-847.8916,-609.1585
38,PLR131,unexpected_b,post,1003,4812,11,0,4113.673,-559.5764,185.9089,328.8879,391.9741
39,PLR131,anticipated_b,post,1003,4810,13,0,3604.802,381.5635,599.9753,632.6665,-276.5751
40,PLR131,anticipated_b,post,1002,4808,14,0,1533.128,150.7523,1134.3573,1397.5464,1665.9518
41,PLR131,anticipated_b,post,1002,4810,15,0,4240.318,-728.3789,-1516.6394,-666.1688,-310.8915
42,PLR131,anticipated_b,post,1002,4810,16,0,3052.619,-915.6799,114.3348,455.7823,596.8264
43,PLR131,anticipated_b,post,1002,4810,17,0,1557.6013,-262.9305,406.3891,1123.7516,1450.4008
44,PLR131,unexpected_b,post,1003,4810,12,0,3941.836,214.7732,422.4539,590.8762,709.7144
45,PLR131,unexpected_b,post,1003,4810,13,0,2153.162,-727.6687,-416.9246,70.6888,56.901
46,PLR131,anticipated_b,post,1002,4810,18,1,2927.76,-78.0604,-50.3692,181.9879,726.1749
47,PLR131,unexpected_w,post,1003,4812,14,0,1896.634,1035.2484,1627.6643,2130.6517,2387.7757
48,PLR131,unexpected_b,post,1003,4812,15,0,2934.07,454.2871,-177.0616,143.9909,172.3922
49,PLR131,anticipated_b,post,1002,4810,19,0,4296.528,-458.6835,-1282.5036,-1453.5385,-1377.9776
50,PLR131,unexpected_w,post,1003,4810,16,0,3740.6489,-229.3675,246.9771,612.6851,563.8826
51,PLR131,anticipated_w,post,1003,4810,16,0,2364.6308,310.6423,1085.8776,1453.9322,1673.9196
52,PLR131,unexpected_w,post,1002,4810,17,0,3800.1056,-467.2137,76.4133,247.4175,135.5247
53,PLR131,anticipated_w,post,1003,4810,17,0,2674.84,806.3659,1046.5949,1128.3029,343.5802
54,PLR131,unexpected_w,post,1003,4812,18,0,3866.481,108.1598,161.0337,406.7669,730.7039
55,PLR131,anticipated_w,post,1003,4810,18,0,3058.094,656.8304,990.1539,1365.9816,1084.5909
