trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window95,window190,window285,window380,window475,window570,window665,window760,window855,window950,window1045,window1140,window1235,window1330,window1425,window1520,window1615,window1710,window1805,window1900,window1995,window2090,window2185,window2280,window2375,window2470,window2565,window2660,window2755,window2850,window2945,window3040,window3135,window3230,window3325,window3420,window3515,window3610,window3705,window3800,window3895,window3990,window4085,window4180,window4275,window4370,window4465,window4560,window4655,window4750,window4845,window4940,window5035,window5130,window5225,window5320,window5415,window5510,window5605,window5700,window5795,window5890,window5985,window6080,window6175,window6270,window6365,window6460,window6555,window6650,window6745,window6840,window6935,window7030,window7125,window7220,window7315,window7410,window7505
29,PLR110,unexpected_b,0,pre,2nd,1002,4810,9,0,1940.7279,-100.9371,-100.2806,-81.7181,-56.0111,-30.4596,28.8494,108.6905,178.5512,228.4511,272.0164,313.4184,370.8336,444.8368,503.8273,557.4898,596.9914,636.1629,666.8011,680.2479,689.27,695.4048,699.2784,705.3006,724.2426,767.017,807.395,838.3903,833.7894,705.0464,564.1268,526.7853,563.8719,619.4452,623.7744,566.0306,462.2126,356.1684,247.3542,165.9528,152.7948,203.2585,261.6332,311.466,353.3017,413.7245,525.0585,662.5974,795.1109,912.7066,1011.6057,1094.1722,1184.4358,1348.4796,1473.5962,1572.3865,1632.7186,1662.9167,1675.143,1559.4358,942.076,254.8984,-166.9382,-373.3631,-481.4226,-528.9371,-528.7504,-496.1866,-464.6362,-426.1984,-366.4493,-292.864,-235.4075,-197.2752,-178.1182,-173.4236,-147.2168,-115.8261,-90.7162,-49.8036,-30.1198
30,PLR110,anticipated_b,0,pre,2nd,1002,4808,7,0,1754.491,-55.4855,-61.0966,-85.6062,-114.2957,-99.684,-16.8092,103.4686,233.0633,342.4218,429.5635,494.5919,560.1716,628.455,668.2995,689.3912,709.7002,724.7862,732.0025,735.3495,691.7747,631.0706,605.5298,625.1756,664.4965,688.4018,680.7693,643.3768,632.651,653.0379,683.2012,707.7951,694.8076,680.9584,684.1333,727.2279,786.5869,827.2279,843.6523,855.597,867.4632,878.3398,877.9559,871.2007,887.7122,946.8189,1033.2807,1121.3755,1210.8505,1291.4074,1376.3595,1478.5489,1598.873,1716.168,1818.2541,1899.5115,1954.5956,1999.0991,2034.7901,1982.9465,1436.4428,764.3385,328.9975,98.8742,-10.4011,-56.4536,-52.9371,-25.2368,-7.4148,-0.0097248,17.8742,59.2275,111.2166,169.2581,235.7918,318.7484,403.0013,477.6659,532.1987,577.1591,625.3894
31,PLR110,unexpected_b,0,pre,2nd,1003,4814,10,0,2769.8296,-32.2539,-30.4476,-25.4843,-11.9154,15.1126,43.0546,35.2071,12.3055,-6.6456,-31.2356,-52.1695,-53.4611,-69.4231,-224.2286,-425.5711,-564.0207,-634.415,-674.4918,-696.0149,-685.9383,-637.1382,-580.0382,-535.4193,-472.6634,-417.9303,-378.1853,-346.1646,-323.5089,-299.7564,-260.9399,-208.0507,-152.5376,-104.5481,-66.0965,-26.9767,-17.9712,-47.5651,-82.765,-113.1421,-130.104,-146.353,-187.0545,-210.3708,-183.0899,-102.3257,20.1879,158.2907,289.3345,406.5909,508.487,601.093,687.5382,780.1462,869.7273,932.6475,975.4649,1009.2873,1028.1996,943.1194,372.5232,-300.5477,-729.9783,-952.8479,-1069.6615,-1101.7397,-1083.1839,-1057.3469,-1034.1631,-1014.4805,-969.4887,-977.066,-1055.6097,-1106.0643,-1113.1274,-1087.6927,-1037.441,-966.2688,-923.7808,-923.3291,-933.5755
32,PLR110,anticipated_w,1,post,3rd,1002,4812,15,0,2511.6641,-22.4846,-5.0914,-2.7312,-22.5091,-31.5841,-9.7748,23.6259,55.5983,82.8223,120.6616,138.5273,144.3189,133.0838,89.1381,55.1349,20.8006,-29.4465,-76.258,-95.4522,-71.9817,-118.5331,-240.1101,-310.4498,-317.7628,-286.8562,-250.3833,-242.4566,-244.2917,-226.4706,-177.0606,-107.9017,-27.1622,60.5872,121.1585,143.6599,148.5034,163.1225,180.0752,205.0018,231.9961,275.1336,326.0402,239.3729,-275.3188,-750.8392,-1013.9564,-1142.6033,-1187.7844,-1192.096,-1179.6045,-1168.0565,-1163.8486,-1148.4965,-1146.0826,-1137.6687,-1108.9231,-1040.372,-964.702,-955.6747,-979.4104,-955.1211,-862.6145,-723.1602,-582.2042,-459.8686,-359.5695,-297.1823,-263.8402,-234.3516,-209.2755,-186.6203,-159.6699,-145.4493,-131.839,-138.599,-163.6295,-188.8851,-215.9714,-251.92,-310.3996
33,PLR110,anticipated_w,1,post,4th,1002,4810,16,0,2442.2611,-110.4745,-57.7971,-11.8976,18.4153,26.0973,18.948,32.6075,71.4415,109.5939,140.5019,152.6313,159.7443,176.5565,201.7547,214.5093,182.6127,119.5123,83.9022,94.974,132.1171,116.4358,12.1192,-102.5387,-209.1524,-279.1943,-345.6143,-412.6106,-472.8358,-515.3725,-543.7409,-585.8976,-627.643,-659.2734,-669.5918,-672.463,-691.975,-735.9584,-797.0508,-843.7585,-859.3627,-865.631,-865.1486,-909.3542,-1126.5164,-1337.4907,-1454.1761,-1509.9528,-1530.9208,-1533.5974,-1525.2948,-1510.9231,-1500.0807,-1506.9567,-1517.7942,-1530.4613,-1544.4777,-1543.2959,-1528.2694,-1510.0812,-1475.5543,-1410.9069,-1303.7184,-1178.0145,-1057.6434,-967.9864,-916.2823,-888.8419,-858.3219,-827.2645,-780.6867,-720.4596,-678.2124,-653.7186,-640.0916,-617.1255,-592.1836,-582.7522,-575.5784,-581.0737,-616.4862
34,PLR110,anticipated_b,0,pre,2nd,1002,4810,8,1,2179.1092,-92.2155,-92.7256,-76.3537,-42.215,-9.3788,31.4343,89.182,148.5563,194.4184,250.346,318.6867,383.5817,446.4903,501.4997,519.0383,472.8525,390.9724,330.9274,299.4809,314.3044,363.449,429.1236,481.9082,496.1461,470.0698,437.795,371.3215,260.2073,111.0336,-6.5561,-47.0471,-27.7731,28.9278,106.5039,179.8342,227.8537,239.773,218.3343,167.6361,149.8895,179.432,261.5826,383.1217,507.1748,618.6531,727.5201,828.7462,923.7284,1030.2084,1139.269,1249.7364,1363.149,1465.7513,1548.6788,1615.7271,1658.5901,1691.8882,1710.2873,1626.2624,1056.1869,391.0706,-27.5091,-249.1403,-338.2433,-347.1717,-279.4449,-143.3558,-15.6519,62.1914,119.8804,178.5643,242.628,311.6302,361.7679,388.8721,398.276,406.2177,418.9166,450.5149,499.3881
35,PLR110,anticipated_b,0,pre,2nd,1003,4808,9,0,2515.4596,-143.6203,-104.3413,-56.0174,-4.3359,46.5651,80.2147,90.276,83.9632,67.9244,31.2376,-30.7801,-97.8915,-171.5922,-201.7036,-179.1658,-144.1526,-115.3992,-92.9031,-66.7142,-73.2122,-115.3609,-132.9814,-127.1492,-109.2651,-100.6326,-112.9973,-148.9553,-214.3421,-320.7989,-438.8673,-544.9885,-629.642,-698.5833,-732.0035,-753.7831,-759.4092,-768.9749,-777.3771,-792.5986,-807.1047,-826.531,-848.7878,-856.8703,-849.5741,-797.639,-692.2201,-551.1794,-395.1863,-260.7227,-148.7632,-34.1301,85.8707,211.7866,327.2393,425.2994,506.1389,573.3895,633.4613,617.398,156.6504,-439.1739,-787.8227,-941.8346,-1004.759,-1012.1114,-973.1684,-906.8537,-849.0443,-813.9957,-781.9764,-754.4085,-751.6924,-749.8562,-727.4342,-678.5242,-618.1093,-571.9417,-573.9115,-600.7142,-606.919
36,PLR110,anticipated_b,0,pre,2nd,1003,4812,10,0,2232.0563,-31.7315,-29.6927,-51.0435,-61.7052,-44.3437,6.9766,72.9684,109.7705,123.4616,109.5247,37.5921,-33.1408,-98.7701,-178.3545,-241.3756,-306.1388,-365.4755,-425.2995,-481.4989,-524.3632,-536.2621,-515.1088,-496.6252,-479.0105,-462.2514,-435.0113,-413.703,-386.8143,-365.1209,-344.5357,-343.2166,-334.7118,-315.5338,-296.1279,-270.3603,-244.432,-219.7689,-175.8593,-119.2042,-65.7901,-13.8322,28.2169,65.2218,89.1011,134.6614,208.2428,286.4569,367.4635,441.5798,518.4285,608.5351,724.436,863.4263,994.5655,1093.7821,1176.159,1224.638,1250.2619,1181.3179,651.538,3.0283,-410.963,-606.7587,-711.6565,-775.7132,-812.1446,-834.828,-827.3699,-786.6588,-713.0496,-633.4292,-605.1325,-607.1468,-609.7143,-598.2008,-580.7364,-546.1375,-497.9388,-453.9874,-428.866
37,PLR110,anticipated_b,0,post,3rd,1003,4810,11,0,2402.0766,-94.7212,-107.6884,-85.5621,-37.1387,16.7465,67.7193,102.0718,113.1146,122.15,137.1754,147.5722,145.0175,113.9051,95.6385,118.1364,166.7043,205.1934,214.5769,163.4991,76.7676,22.0089,23.1908,50.8762,71.1908,60.9034,27.6814,-24.5817,-81.2798,-156.5979,-251.0045,-346.4563,-447.6813,-536.5974,-587.3298,-607.2084,-614.5018,-593.3449,-554.0245,-528.5681,-521.1045,-505.2339,-466.1341,-411.2131,-374.7117,-307.9269,-191.7596,-52.1842,78.1512,195.8779,305.5506,409.1402,527.4099,650.0186,773.1362,875.2555,932.0042,965.3401,989.0467,887.8073,313.8368,-348.3946,-749.1532,-967.2322,-1087.8658,-1149.3121,-1174.6943,-1177.4439,-1161.7859,-1128.5821,-1068.8138,-981.7837,-879.623,-772.4155,-668.6872,-576.1365,-505.3082,-463.4142,-472.9662,-486.4439,-452.1511
38,PLR110,unexpected_w,1,post,3rd,1003,4810,11,0,2381.7606,41.2135,-15.6756,-105.2151,-136.1725,-88.0382,-1.125,91.4073,156.2727,162.298,148.4377,127.4217,100.8381,58.4165,-35.1392,-179.7462,-310.9559,-382.6896,-451.0971,-530.4719,-572.8822,-575.7385,-544.7269,-517.7453,-556.1225,-619.9332,-656.5569,-663.8138,-635.0284,-568.5217,-496.6053,-431.673,-374.7427,-345.5455,-351.2796,-361.0973,-368.5232,-371.9719,-354.15,-311.6671,-270.6911,-211.031,-134.8981,-141.23,-511.5082,-898.8401,-1115.2521,-1215.7121,-1252.6769,-1259.889,-1249.0871,-1235.8695,-1231.2088,-1218.3495,-1187.6078,-1133.5314,-1093.2296,-1063.5519,-1051.6423,-1048.014,-1020.2646,-949.9137,-835.2712,-706.426,-610.3745,-552.6224,-511.0459,-472.4056,-440.5045,-417.0723,-413.3162,-439.5582,-473.8327,-497.3159,-541.4412,-585.9609,-594.317,-581.5289,-573.7706,-600.1683,-616.7069
39,PLR110,anticipated_b,0,post,3rd,1003,4810,12,0,1834.4978,42.4222,-28.0251,-115.7151,-132.4741,-84.7249,6.8008,99.7696,151.2781,184.2092,216.5263,254.6416,294.4888,319.1501,326.3206,327.5332,319.8487,286.6489,266.8937,280.4886,312.4843,328.0753,324.8379,337.3002,374.0315,427.2007,476.1132,512.0825,513.7358,523.9881,526.7941,486.4473,409.1761,276.8946,124.5038,18.9588,-79.7648,-175.3048,-240.4932,-284.4587,-312.2738,-329.3316,-339.103,-358.4638,-393.0089,-373.8524,-275.2858,-127.051,30.301,183.6378,322.9907,447.1637,561.538,666.2037,760.9574,850.645,933.2273,995.1765,1032.4347,967.094,452.3839,-104.5625,-401.6211,-536.7729,-580.0609,-566.8477,-500.2204,-392.1998,-289.3704,-215.3669,-178.6569,-177.4893,-202.6049,-240.7627,-267.3204,-269.869,-269.5024,-258.6632,-238.3666,-231.0824,-226.5728
40,PLR110,anticipated_w,1,post,4th,1003,4810,17,0,2227.4705,-95.1895,-79.0519,-64.2911,-35.538,10.1655,61.1734,94.9508,96.2554,72.9326,41.6015,29.8441,52.3329,61.1303,59.8519,67.2561,57.0922,-2.7962,-76.3314,-151.8782,-231.5655,-322.2265,-381.3372,-415.4816,-440.5626,-446.769,-440.498,-431.0964,-432.6425,-430.894,-402.3639,-363.8277,-337.7446,-312.3247,-288.2135,-292.0862,-298.0998,-268.7532,-216.4364,-140.4654,-68.573,-26.8923,7.6182,-53.3179,-457.8678,-825.4977,-1018.7087,-1100.8782,-1116.4818,-1093.6584,-1062.8016,-1035.1848,-1015.832,-992.6593,-955.7629,-907.2715,-843.1835,-763.8302,-676.6392,-596.3055,-533.9049,-462.6044,-380.4868,-292.5785,-217.902,-153.9284,-100.0315,-47.9429,1.018,46.4411,72.2675,47.2642,-2.9824,-59.7175,-153.5605,-241.1495,-270.6617,-274.4114,-281.8087,-297.1389,-306.4318
41,PLR110,unexpected_w,1,post,3rd,1003,4812,12,0,2017.5174,-74.224,-82.7244,-63.4506,-35.5111,-5.7738,33.9878,74.091,120.109,157.7662,155.2939,123.5251,98.4014,71.2807,59.5606,67.5398,80.6287,93.6659,99.9299,76.4194,-11.0326,-153.3749,-227.1509,-220.9196,-169.0172,-89.2406,-4.6007,71.2858,131.6051,170.009,133.4289,35.7509,-73.1034,-173.9953,-224.382,-240.8988,-239.978,-237.3801,-240.3479,-246.3061,-253.125,-264.8358,-281.6965,-368.4085,-638.3504,-884.7755,-1012.7614,-1074.8452,-1094.3849,-1086.5242,-1063.9322,-1043.3541,-1021.1721,-1002.6241,-978.3662,-947.801,-896.514,-834.7181,-789.2437,-766.0556,-750.6965,-694.0684,-594.7098,-480.6164,-385.492,-308.7104,-258.963,-232.9353,-213.7531,-195.4183,-172.719,-139.997,-95.4128,-53.6398,-27.756,-5.0102,7.5926,6.3415,1.0895,3.8223,8.5155
42,PLR110,anticipated_b,0,post,3rd,1003,4812,13,0,1761.2438,-43.3178,-30.2858,-14.4058,-18.3904,-23.9232,-7.0822,31.9008,82.9549,105.5708,94.3385,104.4284,137.2177,149.3672,128.782,107.3464,96.979,99.3842,112.8445,139.6771,170.9274,187.0466,184.2214,176.5377,178.5067,200.9573,243.3181,297.8914,350.6621,386.0913,397.6808,403.425,414.5305,446.4782,490.3951,530.6448,558.3256,574.9947,572.291,543.4186,506.0952,468.0466,457.1894,479.0934,492.8837,514.3706,587.745,691.8021,809.7854,919.4429,1031.4651,1140.6533,1250.0719,1341.499,1410.4526,1453.8264,1472.9416,1473.9684,1478.7808,1402.3995,885.9928,275.0003,-91.3829,-261.8871,-337.6103,-362.6779,-353.9976,-320.373,-296.3783,-296.8343,-294.5524,-263.3479,-222.9164,-189.4578,-139.2276,-56.6984,42.49,140.0268,198.3552,220.8604,206.0927
43,PLR110,unexpected_b,0,post,3rd,1002,4812,13,0,2362.0605,-150.8186,-98.4387,-55.3849,-17.5691,28.5764,75.0807,103.8294,111.1165,104.84,86.2231,63.431,50.1515,3.0522,-55.8798,-110.2514,-162.3208,-195.2165,-220.8348,-254.8228,-296.0826,-342.4006,-369.7872,-375.9899,-387.1215,-411.4354,-445.3355,-484.2849,-531.818,-607.8947,-697.2879,-766.3492,-797.6628,-800.1494,-772.1346,-723.8288,-696.6619,-671.3726,-623.4783,-569.4376,-510.0305,-456.1247,-428.0022,-404.5333,-376.674,-317.3046,-208.4124,-93.7535,5.2135,81.3294,152.6205,229.9038,328.9162,452.0972,582.4035,690.4552,773.8712,831.5649,868.548,825.3553,338.8962,-290.6205,-672.3741,-856.6515,-936.0663,-959.1825,-939.0339,-899.4036,-844.8881,-777.407,-716.6036,-687.9351,-680.9501,-669.2093,-637.3804,-595.6728,-556.0922,-511.8773,-461.7894,-412.0091,-373.4812
44,PLR110,unexpected_b,0,post,3rd,1003,4810,14,0,2490.0448,27.5121,16.2646,7.7464,10.6124,18.4939,5.2113,-26.2927,-46.3493,-57.9972,-46.3951,-2.8977,63.2934,124.4611,158.1313,156.1295,117.7215,83.7439,73.4017,75.2705,81.8756,85.4061,87.1975,87.8195,78.2092,-21.1758,-242.6692,-414.2608,-470.5767,-431.7417,-359.8716,-298.7876,-259.094,-213.061,-160.69,-110.146,-49.1973,11.8059,79.0343,134.2532,184.9289,254.3484,317.3896,379.0602,436.1517,484.5266,547.9727,620.493,692.4012,760.5657,825.5961,888.1452,965.1988,1060.5147,1155.8806,1241.2949,1299.4279,1337.8268,1353.2363,1273.4922,729.5857,47.9479,-396.5746,-634.5159,-752.3676,-795.9683,-796.6,-781.2311,-756.4059,-707.9016,-631.9228,-535.0397,-430.6321,-350.1154,-303.4014,-270.4908,-248.8891,-221.2119,-185.3006,-132.3879,-84.4842
45,PLR110,anticipated_b,0,post,3rd,1003,4810,14,0,2685.1915,42.2046,41.3747,37.6499,33.7943,29.8467,4.2106,-41.8896,-106.5026,-157.2549,-168.6838,-124.8395,-70.2261,-23.3493,0.93385,11.4922,13.2096,9.8591,10.816,12.5708,1.7602,0.92286,12.1142,19.3302,18.9468,26.3123,41.1184,40.6571,9.2246,-112.1741,-238.4843,-306.6452,-296.9687,-254.7493,-198.7046,-139.964,-100.8929,-93.6817,-101.9379,-119.382,-145.3681,-179.101,-231.1432,-277.3518,-311.289,-309.8841,-247.7684,-140.3399,-25.0332,68.8706,160.1571,259.3965,380.4382,513.7366,644.3928,748.2566,824.3516,881.4683,920.1067,856.831,327.0446,-298.1481,-699.1636,-905.8705,-1005.7767,-1035.0461,-1006.5447,-933.9483,-847.1211,-750.1613,-640.8954,-524.1919,-426.1307,-348.1486,-281.0574,-256.8191,-256.1186,-244.6073,-218.8933,-177.8233,-123.1136
46,PLR110,anticipated_b,0,post,3rd,1003,4808,15,0,2783.9172,15.5373,-49.8214,-81.3772,-63.9618,-26.6731,15.3539,58.6734,95.0299,71.4633,-17.1075,-90.634,-133.746,-183.2093,-244.7373,-293.8891,-345.0463,-401.4899,-447.1484,-489.7459,-548.5128,-609.2152,-653.7593,-672.9423,-650.8193,-590.026,-528.6669,-489.1421,-480.8185,-491.5218,-497.1,-508.0537,-518.9372,-524.5222,-509.9447,-485.3785,-460.4591,-449.742,-457.6794,-485.1625,-504.9905,-505.4095,-491.5994,-465.0656,-418.5394,-344.2943,-244.9726,-139.3339,-44.3599,49.5301,145.7725,265.9272,393.8196,506.7282,598.6767,664.5314,703.7838,727.6738,757.3893,737.7996,295.1549,-324.5703,-731.2779,-951.7242,-1056.0017,-1091.6629,-1102.1142,-1108.1766,-1116.6265,-1129.3628,-1125.8202,-1089.7599,-1023.3229,-947.4929,-877.0438,-840.001,-799.7739,-743.2552,-676.4216,-620.6957,-575.7069
47,PLR110,anticipated_w,1,post,4th,1003,4810,18,0,2526.6153,215.3302,46.0248,-75.3458,-115.6603,-87.654,-44.4662,-5.1175,24.8669,4.6589,-27.4051,-42.9124,-76.2314,-127.7347,-177.2934,-203.5739,-194.4565,-209.518,-254.1789,-282.8156,-302.9973,-319.8573,-320.7836,-314.2552,-303.8956,-306.2467,-319.4667,-318.0754,-296.6191,-254.0099,-194.5862,-140.4699,-90.5716,-31.927,2.1227,33.6049,85.253,152.1899,214.9186,267.1929,284.3984,238.6525,165.8794,-8.3551,-468.8632,-863.3373,-1078.4658,-1178.0108,-1206.6358,-1206.7982,-1192.8602,-1156.18,-1111.5812,-1078.7255,-1070.8965,-1068.001,-1048.1814,-996.6642,-916.0531,-826.0006,-745.9186,-667.0541,-576.4333,-485.6034,-400.5404,-327.0975,-263.5774,-204.2246,-132.6591,-66.6022,-15.2201,-8.9491,-49.1176,-81.8585,-125.1464,-186.1766,-267.2143,-369.7314,-463.7282,-532.8241,-590.567
48,PLR110,unexpected_w,1,post,3rd,1002,4808,15,0,1963.6665,-131.1338,-109.3437,-73.3774,-47.1005,-16.4892,34.5763,110.7213,179.3593,211.1226,220.3439,219.4878,207.6205,215.6124,240.376,274.8667,316.2102,361.308,407.2606,423.6707,393.8716,330.862,251.5742,177.7145,109.8375,36.5125,-45.9972,-131.3408,-209.367,-261.3408,-301.1842,-329.0606,-344.3879,-349.2056,-348.9826,-347.1304,-340.1842,-311.7592,-285.3937,-281.0287,-274.7902,-254.5632,-200.0164,-223.1912,-519.8843,-786.4016,-926.5474,-988.6516,-1016.2438,-1020.6546,-1010.5853,-990.402,-960.2134,-926.6644,-888.8518,-869.1418,-875.3924,-897.1253,-914.4441,-918.803,-893.1979,-831.2507,-725.5166,-600.2796,-492.6557,-412.0058,-362.9239,-333.3825,-302.729,-257.3043,-204.7256,-157.269,-118.7156,-95.3765,-73.342,-69.0683,-100.6998,-158.4046,-249.1042,-352.6329,-427.1159
49,PLR110,unexpected_w,1,post,4th,1002,4810,16,0,1904.8917,-94.5958,-69.3082,-46.8292,-35.0616,-18.9865,21.9142,83.6933,129.903,143.7439,150.7776,172.6899,204.3211,236.2333,270.9192,292.505,287.9146,265.079,256.561,271.8991,284.3661,272.8073,256.1953,262.283,298.5469,363.2393,421.1541,463.1181,465.9355,412.5577,322.3099,191.033,26.6797,-122.8424,-240.5556,-335.0626,-419.479,-480.4623,-523.1628,-551.6447,-567.8126,-563.0971,-541.3086,-567.0749,-751.1649,-932.7425,-1032.2645,-1082.0205,-1109.1187,-1120.8054,-1123.2161,-1123.1357,-1123.479,-1125.0669,-1114.7005,-1104.1149,-1088.1341,-1068.9716,-1047.8505,-1026.2816,-1001.9517,-944.4555,-849.8961,-756.2189,-685.2229,-629.7216,-592.3583,-574.989,-565.4679,-557.0639,-601.8642,-628.1183,-596.3886,-551.4287,-509.0379,-470.2858,-440.272,-418.1885,-399.3511,-393.5758,-374.6322
50,PLR110,anticipated_w,1,post,4th,1002,4810,19,0,1563.9577,31.5547,0.70439,-13.5467,-13.76,-13.2435,-12.1841,-8.8587,12.48,30.4888,-10.6757,-47.5848,-28.5304,26.5432,80.5242,105.6286,123.9819,132.0211,137.4292,158.6848,173.8724,204.5002,234.1085,254.1797,267.1415,268.223,262.9819,243.9934,238.009,263.4203,290.4584,298.6269,299.3268,288.8119,281.7708,300.7906,325.7849,288.8718,177.9115,111.4798,130.3484,195.5933,258.5854,203.1095,-113.4562,-417.2459,-580.667,-660.3288,-688.3254,-683.797,-653.7003,-606.1231,-551.9119,-510.5308,-489.061,-490.5899,-489.6607,-453.6962,-398.0143,-350.0674,-324.6715,-280.8467,-196.1867,-82.2506,29.7633,121.337,183.7612,223.5198,259.7541,304.9603,345.6287,358.8127,343.1085,292.9037,259.7574,250.2192,240.8595,225.203,202.8203,199.2894,219.4846
51,PLR110,anticipated_b,0,post,4th,1002,4808,16,0,1741.5314,-26.2197,-130.1982,-160.0033,-123.1016,-50.6568,46.7373,143.8177,213.1167,242.2458,245.4236,252.1366,272.9509,304.367,343.3578,379.4865,407.5765,427.5077,454.6619,483.0847,493.2733,505.2858,532.2987,567.3934,606.7502,642.9601,682.2704,696.7233,690.1987,684.0975,665.4028,635.7535,615.7248,588.9078,560.8306,533.1787,516.225,511.8874,520.3774,552.6799,598.2404,646.1391,706.7906,765.7803,789.0784,795.6816,842.9205,932.1527,1032.8297,1137.4393,1231.656,1326.9958,1429.1954,1525.5872,1608.9947,1677.7926,1722.4474,1759.8245,1793.8664,1737.052,1206.4174,553.498,123.4432,-94.897,-190.5268,-214.8269,-192.5226,-138.1628,-75.6792,-33.1083,-4.2144,33.0069,96.5798,174.2196,261.0402,331.9529,374.4902,405.3636,443.2578,511.5612,573.741
52,PLR110,anticipated_b,0,post,4th,1002,4812,17,0,2848.2597,-23.8689,-4.6208,12.5231,18.1739,19.552,36.4621,27.9385,-49.6757,-146.4246,-201.7311,-203.533,-170.3729,-123.5853,-88.213,-89.4114,-176.1668,-309.6614,-426.0356,-514.3307,-607.6487,-717.275,-813.7874,-885.9459,-954.0068,-1010.5313,-1059.3142,-1115.6389,-1167.2726,-1216.587,-1262.5516,-1305.1142,-1360.1988,-1402.0407,-1425.5933,-1444.789,-1459.8136,-1470.7575,-1490.3879,-1525.9025,-1549.951,-1566.891,-1584.2438,-1596.7307,-1599.5516,-1556.2686,-1451.4958,-1311.6249,-1165.3146,-1037.0267,-929.0135,-818.6661,-691.6008,-565.3634,-437.6816,-334.0722,-240.6882,-167.3557,-99.2476,-136.5581,-616.1064,-1165.5216,-1466.8361,-1601.0586,-1644.4233,-1641.1525,-1603.8519,-1525.133,-1430.7124,-1347.9999,-1278.8427,-1201.8545,-1126.9252,-1045.3689,-958.5091,-893.4046,-879.9856,-919.1062,-948.9344,-946.5411,-946.3159
53,PLR110,unexpected_b,0,post,4th,1002,4810,17,0,2531.859,-59.3815,-27.9331,-6.333,17.6875,36.1057,50.3684,34.2244,-16.2763,-74.0169,-133.7048,-187.0273,-223.6043,-245.8649,-257.2127,-295.7891,-419.9002,-597.8262,-719.6091,-759.3764,-747.9006,-706.2939,-654.5691,-610.2918,-554.098,-496.5686,-433.2034,-372.8964,-345.4317,-367.4593,-379.2242,-359.7446,-326.2676,-295.6085,-269.5245,-245.1464,-219.9094,-184.8858,-155.9823,-129.4542,-140.971,-195.2586,-246.0818,-236.9389,-199.4995,-152.7131,-71.6986,33.4769,135.2247,229.2545,309.2947,395.1521,494.0806,606.8804,719.483,816.2108,879.6712,933.1338,964.256,890.2261,365.1419,-278.5312,-705.2234,-935.0392,-1063.689,-1126.4967,-1144.5866,-1137.6855,-1093.8011,-1019.671,-930.3942,-845.2195,-784.6178,-752.4529,-741.9868,-721.8577,-694.5416,-662.9916,-618.2738,-569.6655,-543.2792
54,PLR110,unexpected_b,0,post,4th,1002,4812,18,0,2349.0116,-153.5222,-85.0824,-29.0652,-6.1157,8.8455,47.8772,97.4284,115.3645,112.5556,115.5053,128.4603,115.3524,50.3115,0.8243,6.2354,52.661,109.4119,157.5178,191.3358,218.3849,238.4552,266.8751,303.3324,337.1354,355.0709,357.5423,352.9382,346.7489,334.5139,328.4449,326.0807,329.5148,351.3353,371.2487,381.9999,388.3212,401.3774,412.7739,407.3642,396.5994,374.8851,299.2345,194.8881,129.0638,135.1125,214.7018,342.712,481.2716,605.0985,711.9276,817.5628,917.4807,1009.3842,1097.5119,1172.1534,1230.3986,1267.3893,1292.9855,1201.6023,648.3283,24.377,-368.4818,-562.3747,-646.7909,-683.1855,-687.6068,-679.3096,-658.7871,-621.714,-559.7817,-495.663,-452.4264,-412.8058,-369.5281,-308.3318,-245.5672,-214.3135,-182.3844,-158.0601,-126.8671
55,PLR110,anticipated_b,0,post,4th,1003,4810,18,0,2698.8731,-19.5793,-13.0238,-7.2574,-0.3333,15.2413,37.5913,25.9275,-20.751,-44.9198,-28.6273,13.1643,26.7183,10.1954,-2.2358,-0.34969,7.2573,22.1342,2.2045,-58.6894,-131.1783,-189.1669,-230.8367,-354.7345,-558.6148,-711.3038,-780.5286,-803.0006,-805.2392,-820.68,-824.0926,-814.5695,-798.5049,-771.1524,-745.7756,-719.9254,-687.3616,-662.2846,-642.2517,-621.919,-559.165,-480.6422,-412.6927,-375.132,-383.0547,-373.1333,-302.5611,-204.6868,-109.2471,-23.9692,47.1511,131.3212,234.0911,352.5385,467.9707,558.1248,611.2831,651.7039,666.5801,616.1363,118.3368,-543.7527,-947.2596,-1142.0997,-1231.1217,-1251.7102,-1234.532,-1206.743,-1174.9372,-1134.4045,-1071.4237,-993.8063,-915.4557,-832.0436,-753.4103,-676.001,-619.8044,-581.646,-574.0705,-580.851,-589.6203
