trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window380,window760,window1140,window1520,window1900,window2280,window2660,window3040,window3420,window3800,window4180,window4560,window4940,window5320,window5700,window6080,window6460,window6840,window7220
1,PLR110,anticipated_w,1,pre,1st,1000,4838,1,1,3789.8014,-28.756,34.9724,235.9906,440.3668,521.5905,645.5785,650.2274,714.2457,686.9979,643.5765,446.0778,-1352.9989,-1824.4311,-1446.9754,-1420.2795,-1280.3627,-658.3679,-285.6744,-66.7894,3.4183
2,PLR110,anticipated_w,1,pre,1st,1003,4810,2,1,3859.1082,-51.7159,47.974,192.2509,394.2519,298.4814,369.523,330.4651,315.0414,407.4506,304.4588,-69.9988,-1652.9851,-2027.6549,-1870.3369,-1750.5039,-1357.2859,-807.833,-462.6266,-166.6355,-4.9389
3,PLR110,anticipated_w,1,pre,1st,1002,4808,3,1,4137.6316,-25.4822,20.7162,92.1232,83.9872,16.6339,113.5347,69.4015,-239.3609,-351.9897,-296.5881,-489.8221,-2080.8199,-2395.0061,-2521.7613,-2570.6403,-2142.2506,-1495.0332,-1141.6083,-1025.0771,-1162.4051
4,PLR110,anticipated_b,0,pre,1st,1002,4812,1,0,3623.7171,-90.9088,80.4088,306.1591,421.4668,363.8675,537.5744,522.8034,375.2703,275.5222,299.4787,284.2176,556.0538,870.1692,1176.1147,1184.22,-568.2542,-1044.8035,-1037.7984,-1116.1428,-964.7223
5,PLR110,anticipated_w,1,pre,1st,1002,4810,4,1,3141.1724,-109.944,87.0471,311.9938,485.6236,578.5477,594.3608,648.6754,834.6771,944.3482,1084.0962,909.4973,-833.5884,-1301.3941,-1071.469,-978.8569,-662.83,-151.1916,184.9098,270.4993,335.1451
6,PLR110,anticipated_b,0,pre,1st,1003,4812,2,0,3186.2588,71.6283,-71.6826,154.008,443.3772,638.2113,718.1968,724.9956,633.6057,721.7493,792.9108,864.7038,1087.9852,1369.0772,1603.5668,1480.427,-399.7633,-788.3904,-557.3161,-231.1724,-203.1626
7,PLR110,unexpected_b,0,pre,1st,1002,4810,1,0,3722.3166,-19.4947,24.4347,-16.7566,154.7947,320.8651,286.8621,260.6259,357.7987,107.8721,133.2878,345.3007,535.714,818.4931,1159.5499,1159.9048,-468.3753,-965.2344,-808.2943,-589.8491,-708.7986
8,PLR110,anticipated_w,1,pre,1st,1002,4810,5,1,3482.357,-2.0714,-3.6112,28.9668,209.4805,319.8817,426.5152,406.1923,405.221,449.7261,562.9948,240.56,-1329.5664,-1648.0859,-1410.2765,-1414.7556,-1058.6975,-505.1603,-274.7942,-20.3715,87.3184
9,PLR110,anticipated_w,1,pre,2nd,1002,4812,6,0,3694.1497,-7.0292,-1.0949,164.4984,217.8543,207.9322,-25.2316,-166.4969,-192.154,-128.331,-252.7462,-449.0387,-1859.7966,-2085.1285,-2019.9054,-1918.8963,-1642.7905,-1094.7407,-749.4062,-589.0058,-577.6444
10,PLR110,unexpected_w,1,pre,1st,1003,4808,2,0,3426.3048,121.5958,-122.9654,82.7644,383.0655,342.4758,311.5371,221.1003,120.0248,264.4616,347.6649,-22.7951,-1536.6945,-1793.535,-1691.5819,-1437.4008,-1007.8902,-778.6364,-589.1066,-492.268,-367.8423
11,PLR110,unexpected_b,0,pre,1st,1003,4812,3,0,2877.1892,-66.6003,48.776,313.7318,353.5304,386.1089,274.1873,351.9503,446.5517,676.205,908.7317,1052.0913,1212.2079,1487.5835,1787.6453,1676.8874,-124.7906,-548.8811,-299.0049,-36.3576,62.3492
12,PLR110,anticipated_b,0,pre,1st,1003,4810,3,0,3152.3588,66.8952,-53.4582,-191.1333,7.6149,182.9113,149.0954,198.4471,355.5756,568.0734,749.1326,734.5184,899.0397,1171.4244,1489.4938,1362.8075,-590.4448,-1143.5647,-1036.2062,-1013.6167,-1034.7491
13,PLR110,anticipated_w,1,pre,2nd,1002,4810,7,1,2511.1195,-130.637,125.6919,190.1668,96.5519,40.909,240.1027,225.0392,232.3756,406.6202,402.8504,29.0011,-848.2231,-995.0535,-809.269,-810.9852,-309.5746,169.4771,505.7508,639.0373,490.1977
14,PLR110,anticipated_b,0,pre,1st,1003,4812,4,1,2670.8172,-10.4119,3.9105,203.5876,204.5991,213.4028,433.7058,545.5897,620.2807,535.3934,568.8815,813.032,1110.9884,1496.4403,1825.2959,1752.3751,-54.7482,-270.4966,129.4683,186.4866,272.1132
15,PLR110,unexpected_b,0,pre,1st,1003,4810,4,0,3895.2444,-70.4707,72.2426,-26.709,-233.8166,-685.0556,-905.8103,-800.3891,-697.7447,-506.3002,-318.8752,-290.7529,-209.4534,170.0568,522.1046,461.2119,-1337.5128,-1922.3118,-1887.5909,-1709.6756,-1501.3381
16,PLR110,anticipated_w,1,pre,2nd,1002,4810,8,1,2581.1645,-127.2252,117.5269,191.4727,139.1308,158.1287,184.8223,183.0959,74.2296,69.0495,164.6736,72.8437,-1006.8804,-1149.9393,-1025.7868,-793.0088,-512.5185,-170.4912,-19.2341,-34.0863,49.0093
17,PLR110,unexpected_w,1,pre,1st,1003,4810,5,0,2158.3843,-109.395,91.009,422.9978,590.7745,665.1903,727.2509,846.0468,810.198,582.4544,618.3927,473.7224,-706.2389,-925.3487,-796.6348,-585.1566,-277.2125,130.0629,265.0621,389.0913,310.0847
18,PLR110,anticipated_w,1,pre,2nd,1002,4810,9,1,1806.0811,-34.2074,19.9695,278.0751,398.6466,613.3347,713.5857,794.7416,911.7457,911.5396,576.9849,387.7877,-528.8205,-626.035,-520.249,-335.0819,31.4201,455.3551,702.4913,844.2816,788.2257
19,PLR110,unexpected_w,1,pre,2nd,1002,4808,6,0,1852.1672,48.7227,-52.4293,141.9744,395.7726,545.2054,634.8868,739.6301,836.8886,983.9978,1109.1913,866.9134,-414.5942,-488.8377,-275.7469,-158.281,230.6089,610.0349,824.6391,996.1115,1160.103
20,PLR110,unexpected_w,1,pre,2nd,1003,4810,7,0,2645.1667,20.5113,-32.3326,281.0384,454.8965,346.2128,284.8562,273.0618,280.9636,261.1984,369.0706,163.2691,-1147.9189,-1346.8738,-1228.834,-1025.103,-638.1924,-266.1625,-153.6134,-8.6049,16.8379
21,PLR110,anticipated_b,0,pre,1st,1003,4810,5,0,2635.3116,-9.4716,1.3277,190.4311,385.374,554.2861,676.1982,678.111,530.7516,437.1083,325.135,397.0609,545.0274,979.2621,1352.0492,1280.4682,-364.479,-722.4739,-492.4086,-358.0214,-194.2958
22,PLR110,anticipated_w,1,pre,2nd,1003,4812,10,1,2816.7822,-8.8393,1.8772,199.7568,217.8585,157.8527,182.4898,149.8582,156.9723,245.23,155.948,-64.8838,-1198.7897,-1355.762,-1192.2596,-979.0224,-667.7856,-234.3547,11.2927,-36.2178,-99.6036
23,PLR110,anticipated_w,1,post,3rd,1002,4812,11,0,2642.6486,-55.0335,50.8545,189.8689,357.56,239.4169,264.585,238.6032,325.8645,236.1265,146.1579,-151.8502,-1287.6228,-1462.597,-1387.3338,-1326.1859,-987.0415,-590.4123,-298.9126,-140.3342,-228.1123
24,PLR110,anticipated_w,1,post,3rd,1002,4810,12,1,2372.8442,-70.8844,61.6209,229.8494,249.2754,400.4713,453.0008,102.1374,195.1393,22.587,-248.4343,-381.6701,-1181.009,-1266.5894,-1258.2046,-1245.2134,-952.3233,-513.8131,-250.5711,-177.2331,-106.7438
25,PLR110,anticipated_w,1,post,3rd,1002,4810,13,0,2409.2024,10.5727,-13.3347,-16.1868,76.0947,-60.4876,-32.9136,-3.9886,-29.6686,99.4268,-2.6697,-329.1536,-1195.3257,-1263.4866,-1220.109,-1200.2542,-839.2341,-497.4165,-300.0843,-106.7533,-164.5648
26,PLR110,anticipated_b,0,pre,2nd,1002,4810,6,0,2527.276,-34.2556,31.994,91.7073,117.1612,-151.8708,-202.391,-171.3764,-123.5849,35.299,71.8463,82.1674,287.9944,718.7419,1166.6208,1241.1766,-321.3641,-650.5648,-413.108,-329.1976,-201.869
27,PLR110,unexpected_w,1,pre,2nd,1002,4810,8,0,2766.257,32.1648,-35.3789,55.3908,-10.6339,-311.7625,-331.8435,-95.0121,-25.9471,115.9769,262.6311,138.9603,-1190.9416,-1301.2437,-1160.5045,-1140.2103,-774.9121,-388.6912,-257.5823,-239.6297,-380.6303
28,PLR110,anticipated_w,1,post,3rd,1002,4810,14,0,2691.0802,-78.6475,72.9206,115.4097,151.2061,128.3423,77.3927,-116.2886,-301.205,-297.1539,-261.3502,-554.5046,-1431.8434,-1497.8306,-1394.0804,-1239.452,-840.3909,-499.5686,-265.4156,-227.6587,-489.77
29,PLR110,unexpected_b,0,pre,2nd,1002,4810,9,0,1940.7279,-84.6125,71.7822,296.4902,525.9825,668.1674,706.1556,811.5948,590.1366,567.3285,230.4891,282.6348,599.8307,1051.295,1507.1097,1456.7532,-192.2554,-504.4561,-329.9279,-173.8641,-71.5132
30,PLR110,anticipated_b,0,pre,2nd,1002,4808,7,0,1754.491,-79.261,55.6951,457.0426,674.0591,720.7521,631.7666,661.2499,684.6635,720.0181,848.5338,878.9012,1078.554,1436.9185,1847.4216,1860.4926,294.8675,-35.4158,47.3411,282.1328,553.3533
31,PLR110,unexpected_b,0,pre,2nd,1003,4814,10,0,2769.8296,-24.9586,26.3212,-35.8777,-321.586,-672.6577,-555.9932,-366.3217,-230.0322,-53.855,-93.4793,-181.592,92.0746,551.3901,889.7456,835.3469,-763.8769,-1068.9856,-1004.4963,-1085.8104,-936.7853
32,PLR110,anticipated_w,1,post,3rd,1002,4812,15,0,2511.6641,-13.3077,9.6278,121.6292,74.3296,-68.1851,-246.7799,-255.9858,-134.203,118.5204,195.1929,138.7553,-1024.0317,-1175.8656,-1135.1443,-985.1105,-780.0278,-344.9262,-197.3423,-144.9923,-242.1165
33,PLR110,anticipated_w,1,post,4th,1002,4810,16,0,2442.2611,-40.2792,37.4662,140.6774,193.6877,107.814,-46.353,-377.8805,-568.3772,-673.4237,-809.1383,-942.7528,-1458.2423,-1517.4266,-1524.9885,-1514.1117,-1236.9399,-907.7072,-751.4232,-625.6601,-589.1495
34,PLR110,anticipated_b,0,pre,2nd,1002,4810,8,1,2179.1092,-75.7079,65.252,287.0996,484.7213,333.9951,442.7303,384.2784,7.4993,136.0356,193.8145,333.4732,775.1667,1196.1893,1572.4242,1518.2281,-56.4229,-195.7593,151.1519,365.1951,444.0085
35,PLR110,anticipated_b,0,pre,2nd,1003,4808,9,0,2515.4596,-76.8018,75.232,-7.7327,-173.9677,-87.104,-121.1009,-144.579,-484.0273,-735.9746,-786.5876,-845.3962,-608.2376,-88.7976,368.0527,492.8446,-793.7005,-934.9947,-775.5019,-693.1745,-588.4299
36,PLR110,anticipated_b,0,pre,2nd,1003,4812,10,0,2232.0563,-43.5938,36.5478,58.9962,-206.522,-449.3824,-506.6468,-424.2949,-346.8463,-281.4888,-144.8664,42.3091,249.634,573.8658,1032.4177,1074.1962,-432.1421,-812.4703,-684.4078,-598.8557,-481.5898
37,PLR110,anticipated_b,0,post,3rd,1003,4810,11,0,2402.0766,-81.0407,74.9822,137.9616,123.8404,164.5907,41.925,-4.6229,-300.9595,-586.4311,-549.2064,-439.1109,-117.7333,360.1131,807.9182,786.0841,-788.763,-1165.716,-1014.1619,-630.2628,-468.5819
38,PLR110,unexpected_w,1,post,3rd,1003,4810,11,0,2381.7606,-54.1348,39.9594,134.609,-117.5224,-484.5141,-548.7729,-643.6821,-467.6025,-356.6628,-326.9033,-251.5083,-1120.8073,-1243.9823,-1157.97,-1045.718,-774.9844,-493.9863,-436.1213,-554.819,-593.1167
39,PLR110,anticipated_b,0,post,3rd,1003,4810,12,0,1834.4978,-58.564,43.5727,237.6769,323.1661,286.7846,341.2467,482.314,486.2029,84.6026,-253.2779,-355.1318,-185.637,379.4286,803.1896,859.1485,-405.9742,-436.619,-193.6559,-261.862,-238.6412
40,PLR110,anticipated_w,1,post,4th,1003,4810,17,0,2227.4705,-68.3706,65.6432,49.2701,61.262,-116.0612,-390.0183,-437.7616,-383.5676,-297.6892,-173.1973,-134.6031,-1015.4664,-1051.7639,-924.3803,-642.3305,-337.9956,-74.9784,40.4965,-181.4586,-289.9941
41,PLR110,unexpected_w,1,post,3rd,1003,4812,12,0,2017.5174,-63.8395,55.8469,133.603,69.8238,64.2722,-192.3341,27.5918,65.9372,-219.8044,-244.3286,-389.6724,-1016.7794,-1053.6335,-956.0634,-785.0793,-538.2103,-253.4834,-150.6428,-19.645,4.9567
42,PLR110,anticipated_b,0,post,3rd,1003,4812,13,0,1761.2438,-26.6194,21.2188,110.5337,120.5652,130.8724,181.5946,273.4879,400.4909,506.6184,549.0022,474.3671,651.5498,1085.9823,1419.7782,1307.6425,-104.3464,-333.2416,-269.2142,-85.203,191.2591
43,PLR110,unexpected_b,0,post,3rd,1002,4812,13,0,2362.0605,-80.3467,79.6923,76.0721,-81.6187,-241.9601,-368.8883,-468.4782,-717.4747,-748.0401,-593.261,-416.1935,-153.043,198.7164,625.1529,713.563,-689.323,-910.332,-715.6716,-614.3738,-439.5865
44,PLR110,unexpected_b,0,post,3rd,1003,4810,14,0,2490.0448,15.5454,-12.3489,-10.6582,138.9156,78.6042,84.5956,-287.5251,-337.1485,-132.9609,102.7898,347.0181,586.7236,860.2878,1189.5941,1170.7148,-434.4884,-782.4045,-575.8271,-293.114,-155.6016
45,PLR110,anticipated_b,0,post,3rd,1003,4810,14,0,2685.1915,38.734,-28.9341,-129.9869,0.58068,8.699,12.8186,29.1281,-238.5376,-173.3812,-115.2283,-249.9031,-180.151,217.8481,683.0987,743.6465,-727.766,-955.2024,-584.8347,-285.5128,-190.8304
46,PLR110,anticipated_b,0,post,3rd,1003,4808,15,0,2783.9172,-44.8193,35.7775,-42.764,-266.9967,-472.0202,-646.5552,-522.1133,-503.9585,-494.9513,-474.4894,-469.9026,-192.7337,214.4151,618.6246,627.1637,-766.4417,-1104.6943,-1091.7287,-865.8485,-653.7837
47,PLR110,anticipated_w,1,post,4th,1003,4810,18,0,2526.6153,17.3287,-27.9525,-35.6502,-175.7421,-262.504,-314.6477,-309.994,-169.6282,22.5231,229.7635,-20.473,-1081.7618,-1166.6266,-1066.3469,-870.7321,-531.9592,-231.5164,-35.1597,-165.5349,-489.526
48,PLR110,unexpected_w,1,post,3rd,1002,4808,15,0,1963.6665,-90.0964,77.3861,214.5813,261.9765,396.3822,217.1373,-87.9438,-309.0652,-346.3226,-288.2047,-300.8466,-929.6007,-995.3009,-890.0471,-905.7614,-661.8529,-352.5984,-184.3062,-84.7739,-297.214
49,PLR110,unexpected_w,1,post,4th,1002,4810,16,0,1904.8917,-61.3908,54.3638,168.0432,271.871,269.532,272.6543,428.3606,237.3009,-279.9191,-530.8536,-606.5632,-1039.1661,-1122.6621,-1107.9174,-1036.1315,-808.5582,-590.5755,-595.74,-492.6098,-396.3441
50,PLR110,anticipated_w,1,post,4th,1002,4810,19,0,1563.9577,1.227,-5.3381,-14.0002,84.2843,150.5832,240.0446,253.2826,287.9639,299.4051,177.2173,134.38,-586.7778,-623.601,-494.9425,-381.4632,-131.7891,197.282,338.0446,260.898,211.7903
51,PLR110,anticipated_b,0,post,4th,1002,4808,16,0,1741.5314,-109.6861,88.6286,253.2869,358.8364,464.6922,553.1334,678.0193,650.1272,549.7091,546.0311,727.0784,901.4318,1281.843,1633.9434,1621.5602,97.3675,-154.9582,23.3949,285.6639,483.7957
52,PLR110,anticipated_b,0,post,4th,1002,4812,17,0,2848.2597,0.59182,8.19,-180.3433,-119.8006,-464.92,-843.1144,-1088.4544,-1286.3958,-1433.1324,-1509.3681,-1586.8611,-1370.4011,-868.4274,-393.9564,-257.2697,-1469.6724,-1549.7228,-1238.5078,-944.2366,-940.2217
53,PLR110,unexpected_b,0,post,4th,1002,4810,17,0,2531.859,-18.8779,25.8555,-154.7874,-305.3294,-706.1233,-631.0114,-411.8858,-358.0016,-257.4051,-152.8941,-219.2724,-13.3844,357.4662,755.9102,785.478,-746.29,-1125.4069,-894.6578,-727.5792,-598.3975
54,PLR110,unexpected_b,0,post,4th,1002,4812,18,0,2349.0116,-68.3121,67.4826,117.8846,27.7325,169.3021,286.6193,353.0391,329.669,373.2572,404.4847,249.1697,294.1753,763.5423,1127.6716,1099.7692,-388.7636,-677.1083,-532.1519,-333.7493,-170.23
55,PLR110,anticipated_b,0,post,4th,1003,4810,18,0,2698.8731,-10.0262,14.2814,-8.3455,3.7634,-41.7678,-334.3386,-775.0308,-814.3674,-730.8885,-621.0876,-412.9169,-246.8968,97.6835,497.7739,510.5634,-966.4938,-1216.811,-1028.3535,-720.018,-581.5962
56,PLR110,unexpected_b,0,post,4th,1002,4810,19,0,2994.8638,-57.8576,56.024,42.0521,-177.7725,-545.0288,-543.0878,-604.9398,-792.9358,-870.4854,-961.1264,-1065.5466,-746.1376,-288.2586,138.8495,171.4578,-1253.8178,-1469.0377,-1270.3694,-1160.0763,-1013.0937
57,PLR110,anticipated_w,1,post,4th,1003,4810,20,1,2339.108,-73.007,62.7965,185.7226,89.9671,-103.6761,-262.4635,-416.2875,-478.0138,-506.9879,-258.0701,-203.6107,-948.9367,-945.7952,-662.3249,-747.0278,-478.1167,-78.827,148.8534,325.0129,80.8184
58,PLR110,anticipated_b,0,post,4th,1003,4812,19,0,1365.8643,11.6515,-17.313,109.8398,361.6384,564.9426,674.1501,834.5317,933.7722,1052.4007,1133.3524,1263.5871,1381.9431,1704.7612,2037.9596,1921.2624,388.084,157.8118,503.1827,705.1409,872.7881
59,PLR110,unexpected_w,1,post,4th,1002,4812,20,0,2440.618,-74.5883,70.58,53.2432,-229.7574,-390.196,-535.0491,-482.0047,-404.1934,-318.8849,-135.0395,-255.9325,-1224.0798,-1232.3426,-974.3056,-790.5566,-576.6646,-297.0989,-60.5871,-131.0995,-580.9721
60,PLR110,anticipated_b,0,post,4th,1002,4810,20,0,2029.8556,-68.4259,62.407,136.8111,50.0327,46.4581,128.6948,132.3473,227.6059,139.0829,-285.745,-457.4703,-207.5408,333.3712,813.9882,842.4707,-481.1048,-541.9302,-291.8008,-152.9438,-32.9844
1,PLR111,anticipated_b,0,pre,1st,1001,4838,1,1,4145.5515,-31.3082,25.1918,243.4245,556.09,567.7173,524.0516,518.7553,477.2763,480.343,521.1871,441.1704,469.8365,687.4629,990.1786,1140.1681,261.5283,-562.3993,-661.7528,-540.2848,-324.5671
2,PLR111,anticipated_w,1,pre,1st,1002,4812,1,1,4602.8902,-14.6057,12.8342,73.8708,286.7547,295.9485,367.0982,366.5111,366.7032,411.7167,386.9432,303.8093,-1026.9176,-1899.3965,-2033.3014,-1664.5799,-1507.8619,-1324.3312,-980.156,-954.4225,-1024.4898
3,PLR111,unexpected_w,1,pre,1st,1002,4810,1,0,4361.9542,17.8333,-16.6705,21.0331,167.7668,-159.2658,-460.3876,-168.9414,-50.8279,79.326,162.1461,-29.4477,-1222.0324,-1956.6289,-2045.9537,-1790.3447,-1492.7549,-1152.014,-877.9565,-616.7302,-351.2076
4,PLR111,unexpected_w,1,pre,1st,1002,4812,2,0,4410.5825,-23.3439,17.0208,-19.8964,-345.5568,-173.8761,84.9694,100.2683,73.0239,58.1344,94.957,64.6673,-1336.471,-1995.8067,-1907.0557,-1618.0534,-1452.5413,-1079.9105,-769.3677,-630.9771,-591.1391
5,PLR111,anticipated_b,0,pre,1st,1003,4812,2,0,4305.7184,-6.6829,7.1741,20.616,109.3322,147.1857,292.1516,309.2478,217.0975,365.704,471.1349,415.5462,355.7971,519.8507,577.1515,481.7691,-101.4156,-597.1449,-450.392,-103.8225,201.556
6,PLR111,unexpected_b,0,pre,1st,1003,4810,3,0,3779.8534,134.1485,-134.8785,71.7809,320.61,319.0019,252.0942,362.3769,592.4143,733.6891,800.2164,826.7329,753.9719,828.3725,1221.3138,1347.8076,356.4085,-16.5203,-95.4366,115.3296,192.9881
7,PLR111,anticipated_b,0,pre,1st,1002,4810,3,0,4333.8794,-13.9326,13.722,43.0496,182.689,147.575,207.594,317.114,317.791,360.3163,436.5879,503.86,487.3202,511.1478,835.9687,859.3022,59.3346,-259.2829,-232.31,-220.5197,-198.9591
8,PLR111,anticipated_b,0,pre,1st,1002,4812,4,1,4282.6491,51.7968,-43.385,-24.2359,143.9151,237.8149,360.0649,347.8182,324.3165,363.8692,509.9783,605.8525,644.8295,787.2885,1079.8997,1156.3556,211.8999,-237.0262,-187.6672,12.4008,358.9938
9,PLR111,anticipated_b,0,pre,1st,1002,4810,5,1,4647.3665,22.5013,-19.7302,-14.6699,100.1541,101.0142,111.5529,182.8681,299.82,321.8178,372.1337,407.0708,390.9741,550.4445,881.4574,962.5808,247.6385,-486.5238,-399.3578,-162.99,69.6677
10,PLR111,unexpected_b,0,pre,1st,1003,4810,4,0,4694.3092,9.9385,-11.1236,60.0314,100.3223,-77.8573,-138.9807,33.9493,144.5398,185.3791,279.696,292.2321,218.2808,305.7045,734.7117,838.8128,-201.8185,-700.2539,-546.7033,-384.08,-447.7373
11,PLR111,anticipated_w,1,pre,1st,1002,4808,2,1,4596.0513,-8.3767,10.9736,-8.2342,114.6137,195.7812,252.6174,212.2223,292.9649,296.4232,179.8037,223.5861,-1023.1026,-1707.2437,-1711.4657,-1940.4332,-1940.7866,-1539.091,-1134.577,-784.9778,-606.6271
12,PLR111,anticipated_w,1,pre,1st,1002,4810,3,1,4304.1578,-32.8795,31.8079,53.9111,59.1568,33.5731,165.8083,384.9994,527.6276,583.6705,477.8095,421.5692,-894.3823,-1546.3304,-1590.4846,-1482.6485,-1147.6482,-784.4704,-491.7721,-248.7384,-130.6562
13,PLR111,anticipated_b,0,pre,2nd,1003,4810,6,0,4219.7043,-3.0884,2.4468,70.2862,266.647,416.284,601.9282,755.6635,722.3533,658.457,710.8782,676.9891,624.9583,737.721,1121.1662,1105.3426,-56.5644,-800.9366,-601.3687,-478.5562,-614.5248
14,PLR111,unexpected_w,1,pre,1st,1002,4810,5,0,4021.9515,73.0454,-63.0021,-64.4568,230.4153,281.9946,306.6662,482.6547,580.7285,729.6776,709.7413,427.469,-699.6276,-895.474,-921.9815,-938.726,-947.9598,-951.9357,-831.0352,-60.6072,-85.045
15,PLR111,unexpected_w,1,pre,2nd,1002,4810,6,0,4161.2141,-35.4003,33.9192,57.1843,126.6517,125.3202,-103.294,-234.8451,-54.887,102.5719,43.8437,62.3396,-1364.8923,-1980.6391,-2047.5824,-1933.9429,-1711.7902,-1393.781,-1086.4813,-1134.7561,-1209.2083
16,PLR111,unexpected_b,0,pre,2nd,1002,4812,7,1,2863.6312,-59.0696,37.5273,500.6802,780.8175,755.374,778.665,1080.8652,1299.1917,1396.9411,1355.9124,1305.1814,1355.2705,1659.1385,2084.4866,2126.0766,922.121,286.5746,573.9801,973.0463,1243.7634
17,PLR111,anticipated_w,1,pre,1st,1003,4812,4,0,4395.803,40.9058,-44.1483,59.2034,81.1034,-88.0503,3.6177,271.8703,438.0797,535.7407,542.0872,387.1045,-1099.7752,-1519.2355,-1473.8984,-1778.4496,-1977.9446,-1519.2099,-1052.4168,-789.4335,-956.3598
18,PLR111,anticipated_b,0,pre,2nd,1003,4812,7,1,3636.2845,-139.7884,126.0945,427.2443,606.8075,660.7543,817.3369,955.0471,1118.0846,1192.9148,1080.3529,1122.6012,1109.5838,1244.6528,1610.2543,1614.9191,454.1995,-221.0164,48.3517,391.1574,554.9316
19,PLR111,anticipated_b,0,pre,2nd,1003,4812,8,1,3769.927,-19.3958,16.122,211.275,448.7544,534.9285,584.4522,718.0333,751.0945,798.9846,807.7268,940.3219,898.0897,1083.2767,1294.6864,1268.2307,289.4795,-218.8089,78.115,354.7366,491.4504
20,PLR111,anticipated_w,1,pre,1st,1003,4812,5,1,3647.0282,73.1892,-78.4916,9.0321,179.5754,-183.7578,-260.461,-280.6327,-166.9429,57.9693,54.515,169.1358,-927.2862,-1404.0414,-1398.2613,-1332.4193,-977.1894,-571.8969,-392.2424,-492.8156,-462.759
21,PLR111,anticipated_w,1,pre,2nd,1003,4812,6,1,2640.4398,-143.0445,140.7184,459.3345,806.3969,900.2602,1173.1313,1337.4284,1197.7158,1136.9816,1031.193,885.0237,-129.2035,-633.07,-693.3653,-649.0699,-522.0873,2.976,358.9116,283.7767,45.004
22,PLR111,anticipated_w,1,pre,2nd,1002,4810,7,0,1834.4588,-132.0783,106.9657,583.3714,890.5544,914.6561,986.6088,1229.4316,1408.7151,1619.4464,1810.2481,1795.5117,515.6815,7.168,-6.8857,310.4202,486.8941,787.8076,850.1511,661.9897,312.8151
23,PLR111,unexpected_w,1,pre,2nd,1002,4812,8,0,2577.3779,-62.4698,56.5881,219.8885,196.5555,-242.1975,-397.212,-370.4898,-286.9775,-152.8327,48.5722,183.1498,-757.2256,-1046.3699,-932.5047,-924.6334,-900.8435,-513.7527,-264.9918,-473.4977,-857.9433
24,PLR111,unexpected_b,0,pre,2nd,1003,4810,9,0,2420.763,-124.3485,116.242,294.732,413.7462,97.844,-163.0894,-361.4316,-430.7014,-423.7721,-398.913,-225.6204,60.5951,540.8366,1201.4765,1495.3489,461.1848,-58.1341,215.6367,404.087,447.1858
25,PLR111,anticipated_b,0,pre,2nd,1002,4810,9,1,1642.0814,118.2738,-123.1237,-65.9907,239.4644,498.7096,773.0418,1015.0313,1260.9895,1459.1267,1612.8882,1685.0733,1704.467,1968.3031,2462.4786,2540.0457,1515.6309,663.2386,903.0277,1283.9416,1594.2707
26,PLR111,anticipated_b,0,pre,2nd,1003,4812,10,0,2869.042,64.6985,-68.4295,-205.206,-701.1808,-1177.0707,-1242.3442,-1091.8423,-1015.0998,-722.6549,-391.0635,-203.8148,-39.8156,-44.1958,-178.2614,-361.6138,-552.9998,-711.166,-785.1662,-506.5871,-301.7322
27,PLR111,anticipated_w,1,pre,2nd,1002,4810,8,1,2783.2269,194.2137,-175.1443,-340.8189,-304.6136,-233.9019,-47.4583,218.1447,297.6043,462.0491,607.7947,-99.6517,-1067.3507,-1289.1112,-1396.5318,-1339.387,-973.7257,-477.9625,-123.9403,27.8392,-124.3887
28,PLR111,unexpected_b,0,pre,2nd,1002,4810,10,0,1570.9693,-87.9592,69.0556,417.482,580.9965,462.3212,661.3971,1135.1971,1300.8902,1147.2003,734.6898,507.1858,630.0904,1121.3069,1774.9896,1945.6179,588.73,106.7024,395.8777,618.3965,653.0213
29,PLR111,anticipated_w,1,pre,2nd,1002,4808,9,1,1403.3372,33.9176,-36.2988,-11.3296,211.7327,470.4452,591.7106,960.2609,1384.3775,1644.6627,1949.3897,2030.454,949.6411,364.0506,285.1306,185.9246,388.0846,763.0429,868.2991,677.4005,564.4247
30,PLR111,anticipated_b,0,post,3rd,1002,4810,11,1,1757.6164,-195.4988,181.2031,411.075,697.6801,860.8984,710.4301,685.2344,536.5096,418.6107,455.8548,425.402,482.2532,1039.8525,1776.058,1932.2008,766.3282,489.9974,894.7591,1161.1943,1046.2467
31,PLR111,anticipated_b,0,post,3rd,1003,4810,12,1,2657.3891,-7.2097,13.721,-77.0392,-163.8892,-432.3609,-594.3037,-762.5056,-786.501,-389.225,-52.4504,216.1047,454.0545,726.6576,1288.6078,1437.8433,203.2751,-356.3206,-151.3342,148.5885,272.2322
32,PLR111,anticipated_w,1,pre,2nd,1002,4810,10,1,2110.0351,67.8114,-77.3281,271.714,460.8872,183.9,8.9807,6.9455,85.2913,340.865,427.5609,477.6051,-235.2837,-438.5013,-118.0012,136.7087,210.444,471.1134,631.2999,168.0218,-407.0305
33,PLR111,unexpected_w,1,post,3rd,1002,4808,11,0,1238.2405,-106.5383,95.789,343.6794,555.42,705.003,1004.1885,1322.9073,1387.7816,1284.0426,853.671,548.2925,31.0755,-85.1322,-53.8885,-7.7371,193.5062,584.2657,900.0931,989.6461,855.045
