trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window0,window380,window760,window1140,window1520,window1900,window2280,window2660,window3040,window3420,window3800,window4180,window4560,window4940,window5320,window5700,window6080,window6460,window6840,window7220
45,PLR115,unexpected_b,0,post,3rd,1002,4810,14,0,3707.9926,-63.2303,88.7151,197.7434,330.5806,417.857,401.4928,487.9701,393.6214,458.6778,621.1356,821.5627,891.6415,1136.0763,1501.9874,1402.456,-667.4492,-1370.6041,-1251.5096,-783.1314,-523.9376
46,PLR115,anticipated_w,1,post,4th,1002,4810,16,0,3661.5024,-12.009,-5.4146,212.2988,416.3406,520.2221,681.2755,690.1368,632.5666,771.96,990.8114,727.7323,-1198.3475,-1673.8683,-1777.5634,-1616.8565,-1217.5789,-608.1531,-180.0075,-28.9956,-20.1522
47,PLR115,unexpected_b,0,post,3rd,1003,4812,15,0,3999.6984,-81.1195,80.3613,9.859,151.3244,272.5905,139.1233,-112.6833,144.5021,367.2965,358.9927,241.9552,341.6848,713.4817,1110.7209,867.7013,-897.4001,-1398.9961,-1107.6972,-1015.4618,-792.4118
48,PLR115,anticipated_b,0,post,4th,1002,4810,17,0,4030.6249,-26.0758,17.8556,92.9449,179.376,153.8704,204.6414,280.0241,381.6668,515.0303,721.8206,889.7559,975.9281,1221.3405,1359.5145,1192.0823,-819.0082,-1465.5762,-1003.534,-763.068,-543.3534
49,PLR115,anticipated_w,1,post,4th,1002,4810,17,0,4230.3542,-9.0511,4.9949,225.306,440.5916,397.7819,576.9617,575.6569,488.1411,485.7773,457.4438,-12.4662,-1942.1715,-2405.0143,-2329.4783,-1982.3235,-1688.0874,-1130.1151,-585.546,-630.6697,-992.3553
50,PLR115,anticipated_w,1,post,4th,1003,4810,18,0,4296.9537,44.22,-40.395,-111.9314,-121.3788,-148.6711,-89.4786,49.3261,137.3717,275.7811,527.1039,176.3027,-1901.0212,-2306.1612,-2267.7091,-2209.7828,-1683.7538,-1146.8703,-886.0792,-687.329,-419.2065
51,PLR115,anticipated_b,0,post,4th,1002,4810,18,0,3821.9431,6.0833,-16.2257,271.0367,458.2617,34.436,-68.2809,-23.4664,209.7969,422.6597,386.1224,259.5631,195.1721,595.7524,1067.8632,924.277,-937.7681,-1507.6322,-1790.7449,-1930.5418,-1789.1915
52,PLR115,unexpected_w,1,post,4th,1002,4810,16,0,2624.8193,114.2801,-93.438,-32.0079,499.0442,436.3404,408.3887,709.7273,900.3044,1009.12,1261.5077,1087.6388,-601.3576,-637.9608,12.203,344.4773,403.591,862.9415,977.4644,1088.1819,1117.2388
53,PLR115,anticipated_w,1,post,4th,1003,4810,19,0,3272.9692,-108.4173,80.3127,351.1389,344.6315,682.7514,977.9738,1148.3469,1196.4268,843.388,742.2652,454.9584,-1323.6325,-1637.8983,-1527.5148,-1466.1089,-897.5742,-199.1774,85.0979,158.4335,241.8045
54,PLR115,unexpected_w,1,post,4th,1002,4810,17,0,4435.6192,19.6938,-19.8999,-60.516,-255.1907,-676.0414,-1013.8307,-1292.0129,-1149.416,-926.5449,-742.5351,-1011.9375,-2679.6884,-2772.1216,-2619.1845,-2409.8643,-1962.7916,-1403.6388,-1153.499,-1054.2678,-967.4383
55,PLR115,anticipated_b,0,post,4th,1002,4808,19,0,3701.315,-91.8505,69.714,389.7734,623.5382,677.8512,496.353,449.8184,397.139,-264.8142,-56.4672,362.8454,532.4023,828.7846,1155.4652,919.9829,-1026.5845,-1535.6148,-1449.3291,-863.4861,-514.8626
56,PLR115,anticipated_b,0,post,4th,1003,4810,20,0,4227.4786,36.171,-25.9443,-280.3878,-333.923,-300.8321,-628.8826,-324.5386,-6.7147,155.1525,446.3453,665.8427,835.6287,1068.81,1243.2751,925.0965,-1232.9739,-1793.5232,-1697.2045,-1113.1948,-797.5167
57,PLR115,unexpected_w,1,post,4th,1003,4812,18,0,4201.2099,-51.2193,47.5729,197.0927,47.3133,118.5763,126.5083,195.4709,366.7101,461.5407,332.855,21.1079,-1838.8132,-2202.1547,-2203.0911,-1966.4674,-1521.3166,-855.2352,-401.9851,-523.7436,-506.8702
58,PLR115,anticipated_w,1,post,4th,1003,4812,20,0,4296.2464,-18.2161,18.2637,81.9631,247.6374,-55.8989,-215.7236,-177.2683,-95.9587,26.8473,136.1296,-307.2993,-2299.6306,-2625.8987,-2499.2372,-2376.3912,-1864.8164,-1130.788,-860.1409,-817.3197,-692.4485
59,PLR115,unexpected_b,0,post,4th,1003,4812,19,0,3721.4176,-11.794,-1.7937,298.5707,-75.8879,-243.1447,-21.0684,69.0269,123.9904,48.6986,236.4249,503.2197,678.5248,900.6299,1298.2445,1076.5321,-952.1566,-1278.5162,-943.1018,-569.3649,-207.4043
60,PLR115,unexpected_w,1,post,4th,1003,4810,20,0,4140.6271,-82.111,79.4041,155.1244,132.7942,8.8865,-171.9383,-332.9979,-319.6899,-378.2154,-326.2924,-745.0263,-2439.3639,-2660.88,-2523.5984,-2353.4771,-1896.0056,-1382.9871,-1093.0373,-1038.8131,-965.7098
1,PLR116,anticipated_w,1,pre,1st,1000,4838,1,1,2013.9285,38.5875,-217.16,-396.2132,-180.513,-56.4249,222.2337,461.3408,578.7768,646.0916,618.0757,101.7411,-872.2686,-1153.2908,-1216.4803,-1245.1965,-1119.4225,-993.5156,-798.4407,-515.2057,-361.955
2,PLR116,unexpected_w,1,pre,1st,1002,4810,1,1,2149.2128,-16.1544,25.5443,-118.0384,-67.609,281.6499,350.3784,152.2452,373.7481,447.3778,539.0855,437.9603,-826.6287,-1286.174,-1363.5684,-1421.5972,-1268.1431,-1007.8348,-707.1378,-555.3923,-453.8935
3,PLR116,unexpected_b,0,pre,1st,1003,4810,2,1,1135.4376,-97.6799,87.3355,220.955,569.2941,903.649,1137.4146,1318.9682,1279.9955,810.5421,739.2737,766.1865,927.0097,1180.5914,1608.0499,1740.344,540.131,60.7681,184.7524,453.9051,734.0388
4,PLR116,anticipated_b,0,pre,1st,1002,4810,1,1,2055.7442,-34.8559,33.8219,-13.8159,203.7372,420.1123,444.9539,507.7598,423.7781,35.1615,212.5197,405.0012,489.644,699.3004,1124.2677,1136.9073,-86.4955,-566.7905,-556.8591,-361.9425,-478.6242
5,PLR116,anticipated_w,1,pre,1st,1002,4808,2,0,2586.2905,101.7687,-69.5749,-489.2284,-280.8068,37.5425,114.4873,115.7168,208.6969,110.2526,-320.2901,-836.4753,-1554.8112,-1783.3063,-1747.9162,-1769.4124,-1597.7498,-1305.2278,-1117.6313,-962.4198,-858.5525
6,PLR116,anticipated_b,0,pre,1st,1003,4810,2,0,2114.4549,-22.07,25.5518,38.9259,264.4559,342.3247,162.5172,387.1415,542.3898,528.1107,276.0923,302.1227,412.1136,673.7767,1048.8848,1021.6053,-348.6467,-786.693,-641.3793,-766.2188,-755.1952
7,PLR116,anticipated_w,1,pre,1st,1003,4812,3,0,1897.6615,49.3622,-42.7202,-35.74,119.3117,360.7902,143.4982,-221.6842,-228.2814,64.1009,251.1135,177.8665,-801.7797,-1077.5841,-1094.3704,-1098.3232,-993.9466,-862.043,-801.6528,-536.6617,-324.3595
8,PLR116,anticipated_b,0,pre,1st,1003,4812,3,0,1741.2923,14.3252,-17.891,139.3326,361.39,395.1525,228.3755,231.3121,215.8827,378.688,547.3997,648.5203,565.8697,771.1961,1204.802,1226.8093,-102.4553,-621.0721,-772.1095,-702.3284,-435.6582
9,PLR116,anticipated_b,0,pre,1st,1003,4812,4,0,1583.8399,-64.0305,56.1364,282.999,486.188,508.423,601.0583,631.8076,674.7313,455.7884,299.7127,6.251,79.3828,535.0185,1069.9045,1130.9977,-2.5827,-230.2034,-175.7928,-99.2552,53.251
10,PLR116,anticipated_b,0,pre,1st,1003,4812,5,0,1877.5778,237.5293,-224.7152,-408.5512,-216.8587,46.6121,180.7409,243.2494,121.069,168.184,238.5042,361.053,351.6975,601.269,1036.6819,889.03,-416.4238,-914.5964,-895.7436,-629.146,-343.626
11,PLR116,anticipated_b,0,pre,2nd,1002,4808,6,0,2058.6752,86.1611,-68.486,-327.7363,-284.962,-75.2874,-139.8408,-575.048,-728.1996,-736.723,-731.8316,-708.3276,-475.3924,-129.6046,287.0969,390.6414,-522.7815,-896.1566,-726.8509,-494.2219,-604.9125
12,PLR116,unexpected_w,1,pre,1st,1003,4810,3,0,1792.3293,22.6829,-24.1381,13.6382,161.6404,256.5424,240.0295,65.6424,217.3776,384.1469,438.8159,395.704,-658.5635,-1024.2147,-1053.5567,-1084.6078,-1005.7812,-794.4815,-587.391,-475.1315,-383.5259
13,PLR116,anticipated_w,1,pre,1st,1003,4812,4,1,1992.6337,13.319,-6.1442,-43.3841,147.4033,279.3124,208.3887,421.1044,580.1206,388.316,221.632,47.6227,-872.8624,-1176.024,-1159.336,-1190.5249,-1008.9663,-697.3451,-404.6404,-297.0345,-346.5972
14,PLR116,anticipated_b,0,pre,2nd,1003,4810,7,0,2233.8072,82.198,-62.9731,-212.8423,-47.2881,-32.3902,129.5307,271.2408,382.3868,538.9161,457.6243,485.8552,616.0101,738.1275,1163.2331,1143.4903,-350.2448,-1065.4997,-1074.7622,-800.6957,-797.1719
15,PLR116,anticipated_w,1,pre,1st,1003,4812,5,1,1888.6924,51.678,-49.1956,-185.8602,-18.7039,60.6666,303.3453,507.0364,576.3647,425.6754,562.7539,270.1022,-744.0132,-1067.9122,-1156.7936,-1211.1963,-1163.9826,-942.9877,-610.0036,-397.3175,-313.3085
16,PLR116,unexpected_w,1,pre,1st,1003,4810,4,0,2159.7034,15.2763,2.7742,-307.8499,-287.7603,-32.7506,126.4122,176.2768,296.5878,445.9258,382.7094,96.8103,-991.2211,-1358.4486,-1435.2138,-1501.6649,-1454.8206,-1308.6335,-1075.5847,-845.3455,-676.3557
17,PLR116,unexpected_b,0,pre,1st,1002,4810,5,0,1863.7951,2.6811,3.3189,-53.6342,22.0483,-75.654,-138.3013,94.3109,217.3427,-160.5315,-421.0056,-641.0489,-512.9548,-50.2842,594.5596,783.1273,208.2216,81.6957,12.7914,-18.8087,-24.2435
18,PLR116,unexpected_b,0,pre,2nd,1002,4810,6,0,2230.5485,58.7953,-47.7781,-48.4375,10.0957,130.9214,265.3887,337.5264,295.4246,186.4258,-12.2309,-540.6639,-446.6728,-28.1763,452.2312,488.3598,-574.8791,-808.7108,-749.8117,-739.3208,-451.8263
19,PLR116,anticipated_w,1,pre,2nd,1002,4812,6,1,1613.7702,12.5979,-12.373,-17.3432,175.2169,253.8404,392.0281,468.7638,636.1851,708.3815,603.7862,89.612,-682.0179,-866.5911,-808.6844,-816.3786,-753.7218,-584.1557,-291.3416,-64.3773,103.7231
20,PLR116,anticipated_b,0,pre,2nd,1003,4812,8,0,2079.9377,167.9179,-145.2746,-453.7184,-137.6292,135.1803,288.826,344.0361,435.9569,-57.1941,-297.9013,-120.1135,147.0031,462.9838,1011.7735,1008.4642,-304.2349,-658.8821,-298.6166,-121.7015,-136.4061
21,PLR116,anticipated_b,0,pre,2nd,1002,4808,9,0,2006.3403,14.4017,-4.4411,-65.9634,105.8344,161.8838,120.2035,84.6676,-217.1639,-580.2821,-595.364,-306.2173,-260.4673,130.6145,675.9627,733.5321,-472.7535,-785.5355,-618.4137,-582.9784,-392.1945
22,PLR116,anticipated_b,0,pre,2nd,1003,4812,10,0,1864.0549,-24.7419,32.3813,-38.8695,152.8988,236.9899,143.3475,329.5138,565.7195,736.2672,554.3597,121.7221,-43.6273,393.502,934.7313,984.3438,137.8427,-5.7438,-20.8396,143.9005,217.9401
23,PLR116,unexpected_b,0,pre,2nd,1002,4810,7,0,2756.9227,99.5698,-87.1217,-217.0809,-149.5105,-68.02,-70.4043,15.6678,133.8177,210.2345,132.3161,191.895,218.0952,347.3886,761.9264,778.3128,-472.1748,-965.6738,-808.4834,-652.9265,-499.897
24,PLR116,unexpected_b,0,pre,2nd,1002,4810,8,0,1651.6713,19.3679,-26.9479,-7.351,225.8921,377.5367,284.1496,521.1534,611.2251,642.218,625.7881,206.0389,169.1364,560.4638,1045.7785,1205.7843,82.1547,-404.6617,-330.7855,-62.5236,151.1296
25,PLR116,anticipated_w,1,pre,2nd,1003,4810,7,0,1328.0117,-93.7516,83.7424,256.7533,548.5247,755.1622,797.7711,866.0281,983.8651,1110.5903,1213.0604,1183.5414,-44.5384,-461.0682,-481.713,-510.5746,-359.569,-27.28,168.5429,283.5308,188.7964
26,PLR116,anticipated_b,0,post,3rd,1002,4808,11,0,2028.4477,-29.915,28.6376,106.1225,218.9364,274.8843,345.5315,224.5862,-18.1358,22.829,232.378,494.8581,565.5976,755.1718,1151.7035,1131.6872,-227.9001,-619.7886,-470.7221,-302.8734,-200.1223
27,PLR116,anticipated_b,0,post,3rd,1003,4812,12,0,2265.4639,64.2557,-53.5048,-131.4673,154.7561,168.4623,179.3928,324.4384,427.5034,511.548,457.6104,512.5501,457.7006,730.7831,1231.5964,1194.5774,-198.4809,-729.7197,-563.5626,-205.0185,32.1495
28,PLR116,unexpected_w,1,pre,2nd,1003,4812,9,0,1655.9513,23.7248,-33.7605,60.3947,239.1651,103.0239,131.3188,161.5521,313.841,369.1482,412.8889,269.2728,-617.9809,-886.6928,-873.8605,-815.4535,-613.9814,-404.4543,-198.5188,33.0696,123.0299
29,PLR116,anticipated_w,1,pre,2nd,1002,4810,8,0,1757.8174,-15.8522,25.7452,-116.4289,71.8495,220.0658,200.5011,382.1064,225.5559,-190.652,-486.9542,-476.3269,-960.8666,-1093.8918,-1109.4393,-1017.4434,-850.6568,-665.9696,-469.8933,-421.9123,-381.9723
30,PLR116,unexpected_w,1,pre,2nd,1003,4812,10,0,1591.2868,16.4966,-16.2494,21.1103,267.3008,345.2016,222.9124,-215.3673,-515.7401,-403.1153,-240.6657,-77.4805,-758.922,-903.797,-890.791,-814.9032,-714.6301,-586.7714,-396.5408,-220.0212,-120.667
31,PLR116,anticipated_b,0,post,3rd,1003,4810,13,1,2077.0211,-3.7737,9.4367,-51.0415,111.8685,189.0717,198.7623,-150.9753,-217.1708,64.4157,107.2963,-342.3995,-290.9442,130.7827,669.8913,695.4186,-455.0828,-643.9644,-325.675,-75.8738,-220.4681
32,PLR116,anticipated_w,1,pre,2nd,1002,4810,9,1,2546.6275,78.6804,-57.6147,-496.4849,-502.233,-310.9664,-241.4837,-374.1437,-386.1461,-314.5215,-235.684,-524.1245,-1489.8531,-1687.322,-1609.0855,-1660.0078,-1493.1425,-1130.2857,-859.4906,-719.816,-575.5395
33,PLR116,anticipated_w,1,pre,2nd,1003,4812,10,1,2348.5447,119.4837,-95.5472,-372.8039,-108.2007,138.7452,145.9638,-95.8841,52.5486,176.7114,120.6787,-247.1578,-1235.6816,-1492.4127,-1415.1457,-1443.0201,-1349.529,-1013.7668,-745.1931,-636.305,-543.8493
34,PLR116,unexpected_w,1,post,3rd,1003,4810,11,0,2227.9186,19.2208,-10.8257,-155.3853,-229.0211,-386.8249,-329.0128,-351.6367,-160.1791,14.2496,132.6848,129.2319,-1055.5693,-1403.8935,-1399.2238,-1386.7979,-1312.8354,-1017.0313,-829.5171,-722.6518,-666.7076
35,PLR116,unexpected_b,0,post,3rd,1002,4810,12,0,2327.1603,-34.5544,36.0198,1.8951,119.5254,85.8116,93.8137,134.8063,233.1038,240.3793,177.0259,-362.9095,-580.041,-397.4745,-309.0043,-248.0347,-195.6847,-133.0733,-41.3196,98.4608,131.801
36,PLR116,unexpected_w,1,post,3rd,1002,4808,13,0,2378.6495,-0.92755,7.1505,-103.6811,-166.7263,-201.3016,-211.2334,-108.0693,-187.8734,-333.1163,-154.3481,-245.6378,-1237.5578,-1524.9532,-1482.0931,-1449.5875,-1318.8308,-1059.5143,-902.6025,-778.3347,-656.9415
37,PLR116,anticipated_b,0,post,3rd,1003,4812,14,1,2020.349,80.5232,-74.8393,-7.1812,255.7305,471.5508,578.4341,550.8291,676.7345,558.7943,214.8353,239.0385,442.9156,826.0779,1274.6385,1249.1701,-56.4645,-569.0051,-396.9499,-112.6718,55.0592
38,PLR116,anticipated_w,1,post,3rd,1002,4810,11,0,1989.7591,-19.3319,11.4647,28.5925,240.8562,330.425,502.2581,537.6265,608.7543,798.4675,948.316,858.6776,-541.8269,-1001.8842,-1031.9863,-1189.5941,-1126.4274,-890.204,-658.3151,-515.3381,-386.5628
39,PLR116,unexpected_b,0,post,3rd,1002,4812,14,0,2029.1216,-14.8241,23.1805,-98.087,123.6184,185.0963,-137.7374,-7.882,16.3174,223.5727,393.4353,348.9816,364.5673,628.2591,1113.2607,1175.329,-122.079,-503.2739,-1035.6379,-1098.2715,-455.0402
40,PLR116,anticipated_w,1,post,3rd,1003,4812,12,0,1918.733,-16.364,26.3877,5.9937,329.6154,438.1297,587.9351,690.6045,853.5338,989.5379,1074.1512,624.365,-668.3285,-1006.4084,-972.5483,-1028.4733,-884.343,-576.868,-226.7861,17.9883,61.8959
41,PLR116,unexpected_b,0,post,3rd,1003,4808,15,0,2396.6752,-20.1676,28.276,-88.323,-61.7679,-232.489,-631.4169,-515.0407,-199.7207,-78.1836,21.6575,95.9736,99.6063,272.5982,760.2443,777.6028,-7.8222,-768.095,-814.1946,-489.212,-330.379
42,PLR116,unexpected_b,0,post,4th,1002,4810,16,0,2208.1423,-17.8218,23.804,29.7812,8.2772,-20.6254,-261.8161,-396.8882,-156.9617,-122.7732,-147.2267,27.9853,124.0083,330.6882,738.0442,849.8927,-369.8934,-633.9584,-1464.4374,-986.5165,-431.1716
43,PLR116,anticipated_w,1,post,3rd,1003,4810,13,1,1707.3585,-107.6255,101.6008,276.0493,482.013,655.1646,722.1614,753.8349,742.1382,843.2931,434.6729,-206.7577,-743.8972,-867.7142,-943.9564,-912.4525,-829.6287,-622.9674,-342.6002,-122.2189,59.6017
44,PLR116,anticipated_b,0,post,3rd,1003,4812,15,0,2098.8248,127.2982,-119.5883,-175.1532,-144.809,79.811,237.3451,321.4327,482.1925,382.8445,531.8573,571.2798,257.7441,640.3688,1249.7623,1314.1297,51.5818,-449.1991,-483.172,-583.5407,-511.3227
45,PLR116,anticipated_b,0,post,4th,1003,4812,16,0,2024.9045,-5.3424,12.2473,-117.6552,-0.63708,49.9567,-83.985,-425.7262,-706.4762,-809.6732,-787.7,-525.7213,-224.3343,43.483,493.6315,562.577,-393.5142,-395.3599,-326.9045,-314.1353,-428.4095
46,PLR116,anticipated_w,1,post,3rd,1003,4810,14,0,1722.1726,57.5273,-57.1349,-6.8203,105.5723,176.4361,266.2455,298.0861,265.7105,157.8194,-7.8201,-419.1977,-909.803,-1036.0424,-981.7194,-878.7085,-667.1052,-391.7426,-248.8837,-256.2653,-127.2896
47,PLR116,anticipated_b,0,post,4th,1003,4810,17,0,2226.3782,18.1374,-10.4279,-27.5611,59.4625,-65.0534,-50.9921,79.8251,181.9128,120.8466,246.3093,305.7302,108.3074,314.786,781.5938,759.6613,-545.1461,-956.3032,-812.7678,-603.8752,-451.8958
48,PLR116,anticipated_w,1,post,3rd,1003,4812,15,0,2276.6111,-31.4919,37.1223,48.0905,-5.0763,-75.4065,125.6257,109.3304,144.6059,166.1648,192.8605,-332.0379,-1263.2927,-1495.7944,-1521.6649,-1451.2413,-1283.0804,-1043.5028,-758.9353,-553.9609,-474.5399
49,PLR116,unexpected_w,1,post,4th,1003,4812,17,0,2049.9993,39.2347,-37.1461,-40.2594,-34.3602,37.8969,53.6441,89.2275,177.4265,114.2172,-102.7637,-298.7506,-1098.4436,-1296.4498,-1264.3455,-1288.265,-1202.8483,-885.4341,-641.8492,-605.7455,-535.0543
50,PLR116,anticipated_w,1,post,4th,1002,4810,16,0,2138.2151,-13.2889,22.6724,18.9126,212.6114,161.9243,247.044,241.9212,192.0601,200.9939,258.4611,77.5699,-1045.9643,-1317.5232,-1380.7252,-1296.5836,-1097.2518,-854.3853,-570.9711,-557.0585,-532.9585
51,PLR116,unexpected_w,1,post,4th,1003,4812,18,0,1895.1078,23.5032,-16.1429,-128.6371,-1.1326,42.5304,116.0618,17.3073,38.6449,57.55,106.6671,189.2821,-762.6519,-1056.8687,-1061.4611,-997.8829,-871.2012,-540.9497,-335.7709,-247.4293,-222.1476
52,PLR116,anticipated_w,1,post,4th,1003,4810,17,0,1844.4012,3.0622,-3.0775,70.2364,194.4898,225.3826,242.4324,261.8887,166.0265,-173.54,-208.5198,-188.3799,-858.5228,-1030.7696,-1048.3524,-1095.2947,-1050.7983,-871.9629,-643.9211,-612.4125,-572.8071
53,PLR116,anticipated_w,1,post,4th,1003,4812,18,0,1572.831,-3.814,6.6252,-39.5868,-11.314,7.0951,-28.4649,-32.3943,178.5126,43.1757,62.8824,-41.7679,-723.509,-824.8403,-740.2582,-663.4984,-488.5874,-294.3531,-184.0563,-121.6864,24.2917
54,PLR116,anticipated_w,1,post,4th,1003,4812,19,1,1559.8735,145.2961,-130.2848,-411.7681,-412.3123,-221.0173,-89.1231,2.2897,137.7535,265.6417,393.1347,205.1213,-627.9357,-787.2262,-754.0378,-696.5306,-592.6267,-349.2988,-120.6746,-46.6371,21.1941
55,PLR116,anticipated_b,0,post,4th,1003,4812,18,1,1935.4027,82.1502,-73.7529,-350.5535,-414.1452,-223.2799,52.4683,200.6444,356.3637,494.8413,176.856,0.79332,110.3566,536.0847,1101.3108,1133.8122,1.1009,-177.2272,-82.1252,-287.0399,-600.9556
56,PLR116,anticipated_w,1,post,4th,1002,4810,20,0,1516.471,21.7487,-18.0896,-105.0692,-105.3931,-111.6968,-184.5198,24.0701,185.6032,243.9647,285.4397,121.4762,-644.1096,-798.5129,-716.0333,-659.7725,-579.6616,-342.2938,-156.1318,63.2809,77.013
57,PLR116,anticipated_b,0,post,4th,1002,4808,19,1,1883.9848,92.7082,-77.9542,-178.7668,28.3636,95.6521,257.8327,249.1212,162.3293,290.6869,468.7498,436.5901,374.2065,592.3894,1129.9799,1193.9568,35.0362,-283.3976,-118.6221,-333.9068,-315.7893
58,PLR116,anticipated_b,0,post,4th,1002,4810,20,0,1786.4184,143.995,-123.3597,-516.7354,-407.0538,-415.0868,-409.679,-140.7788,-3.9087,-89.8042,-141.855,-225.3075,-210.1,8.3255,-23.8301,-152.9014,-296.0043,-397.5437,-230.5496,-100.0605,63.9307
59,PLR116,unexpected_w,1,post,4th,1003,4810,19,0,1441.4571,-8.3533,12.8342,2.2916,169.7014,245.5282,395.038,466.341,428.7717,543.4751,648.181,576.0361,-361.7413,-615.7146,-520.5177,-577.8677,-484.6523,-184.652,130.4434,233.2343,23.1046
60,PLR116,unexpected_b,0,post,4th,1002,4812,20,0,1550.9336,53.0579,-61.8096,46.1116,204.0617,278.7779,35.9418,19.1044,263.7485,271.5431,461.4987,649.1087,619.0251,809.2315,1213.0817,1221.1763,72.6926,-160.3114,-16.0491,212.1786,127.3667
1,PLR117,unexpected_b,0,pre,1st,1001,4838,1,1,2275.2184,-48.6515,50.3124,142.9592,371.211,381.1292,333.4975,225.0734,118.8691,99.3546,197.4275,184.2204,152.5883,424.9216,566.604,454.2343,-391.6245,-701.4063,-444.2269,-467.5093,-535.9222
2,PLR117,anticipated_b,0,pre,1st,1002,4810,1,1,2299.8972,-25.9127,29.38,-25.7648,127.8674,218.922,187.2508,331.5457,385.2992,388.6509,206.3343,310.5595,385.992,547.2503,733.191,874.9959,-112.0798,-601.6751,-458.5627,-357.0013,-315.3245
3,PLR117,anticipated_w,1,pre,1st,1003,4812,1,1,2461.4273,13.7966,-2.9931,-172.7064,-149.943,-22.9076,170.014,51.0149,112.81,96.9952,-193.3216,-197.0789,-1152.976,-1334.3888,-1300.3889,-1214.7431,-907.9179,-691.311,-522.7444,-513.4246,-533.314
4,PLR117,anticipated_b,0,pre,1st,1002,4810,2,1,1971.8477,-1.2153,-3.1472,169.1416,464.4404,539.0252,262.9401,253.0262,337.6946,408.5751,462.9823,521.4103,562.7492,736.5994,1052.0661,1175.0942,116.8416,-174.5084,-60.9638,43.3792,154.946
5,PLR117,unexpected_w,1,pre,1st,1002,4810,2,0,2218.0826,14.09,-7.4595,-48.3085,36.4874,72.3633,-105.6355,-162.8336,-146.0091,-331.6033,-399.7868,-400.8388,-1135.7601,-1211.9469,-1128.5794,-1122.4608,-961.0691,-721.329,-569.9885,-298.4784,-241.1689
6,PLR117,anticipated_w,1,pre,1st,1003,4810,2,0,2180.4419,-28.3798,25.2224,152.9962,55.045,116.8252,280.8244,319.4312,369.5139,439.4323,471.6057,213.468,-862.9856,-1048.1235,-1022.9403,-956.7357,-695.105,-432.0867,-256.6561,-159.5861,-140.6289
7,PLR117,anticipated_w,1,pre,1st,1003,4812,3,0,2065.7933,34.9688,-38.0132,110.2229,179.9478,200.7872,-95.4959,34.3932,263.6805,318.4047,156.9351,97.8095,-863.0605,-1014.6439,-882.0029,-780.8153,-688.4763,-387.3399,-294.3257,-150.0017,26.3613
8,PLR117,anticipated_b,0,pre,1st,1002,4810,3,0,2045.9349,6.2776,-12.8718,112.1462,235.5171,268.9589,266.8185,256.1088,256.3173,236.2673,283.5789,93.0006,104.2263,434.2214,647.8783,679.1138,-159.8457,-201.9298,120.2703,40.8093,231.8019
9,PLR117,anticipated_w,1,pre,1st,1003,4810,4,0,2196.0636,25.5646,-21.8311,-47.6312,67.2486,192.8382,102.4343,90.4338,239.0882,104.4873,105.1211,-50.53,-863.4339,-1056.2617,-1035.1371,-1139.8608,-999.776,-788.1005,-797.5028,-758.0394,-666.307
10,PLR117,anticipated_b,0,pre,1st,1002,4812,4,0,1650.1669,21.7404,-20.4795,-142.2627,41.0308,196.4541,174.5028,300.808,320.639,391.3664,563.264,713.3591,696.9573,754.3071,917.5881,775.123,-173.8503,-282.5924,-170.3347,17.1175,48.1725
11,PLR117,unexpected_b,0,pre,1st,1002,4808,3,0,1819.7943,-22.6701,22.4003,164.3518,266.0787,319.5418,342.0746,464.1576,415.358,348.9121,421.844,332.8625,535.985,858.1985,1079.4824,854.9207,-234.8153,-415.4102,-310.2481,-271.6803,-276.2818
12,PLR117,anticipated_w,1,pre,1st,1002,4810,5,1,1862.2925,-62.3579,45.6615,248.1246,461.084,259.347,180.7418,300.1788,420.6427,545.7369,611.2951,411.8271,-569.2729,-758.1539,-740.8185,-682.1505,-483.6505,-174.1014,67.326,247.9386,329.3811
13,PLR117,anticipated_b,0,pre,1st,1002,4810,5,1,2058.5422,69.9069,-56.4522,-139.3896,-66.2614,0.96863,84.625,186.0967,347.3046,182.6926,179.8023,265.5634,387.5052,600.1435,893.9008,1039.7719,-102.8814,-506.9971,-382.1015,-297.6814,-201.6416
14,PLR117,unexpected_w,1,pre,1st,1003,4810,4,0,2032.0238,-35.8328,37.9667,41.724,81.3422,-187.1221,-180.9706,27.2825,114.3715,192.435,133.8334,-166.3368,-995.4813,-1050.6167,-935.1466,-909.8802,-714.168,-269.7948,-212.984,-140.4016,-143.1769
15,PLR117,anticipated_w,1,pre,2nd,1002,4808,6,0,1794.8642,14.6129,-14.4509,83.5126,285.2205,329.5152,279.6264,495.4636,282.7377,264.6445,263.3207,193.9696,-684.348,-792.5044,-758.3154,-799.6281,-567.3971,-358.1904,-166.8883,1.3154,12.5201
16,PLR117,anticipated_b,0,pre,2nd,1003,4810,6,0,1979.9943,15.3975,-23.4168,170.9973,185.7543,111.5387,-19.9724,48.0705,69.7864,23.884,6.5986,85.9905,119.8313,253.3102,449.5253,549.55,-504.7169,-707.2811,-548.9945,-555.9556,-377.5498
17,PLR117,anticipated_w,1,pre,2nd,1002,4810,7,1,1861.5963,-32.6393,36.2552,30.2858,-75.9759,-212.0728,-352.8681,-304.1071,-376.9746,-275.4559,-51.6809,-136.8925,-924.6534,-986.3736,-808.2616,-672.7773,-443.2835,-283.2525,-192.2851,-144.4017,32.1241
