trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
13,PLR116,anticipated_w,1,pre,1st,1003,4812,4,1,1787.754,2006.2723,1986.4136,1946.0219,2125.7628,2272.8063,2199.9424,2414.0419,2574.0838,2380.2984,2214.2618,2044.0995,1116.4136,815.5916,833.8901,801.199,992.6766,1337.5455,1588.9215,1700.5709,1632.3056
14,PLR116,anticipated_b,0,pre,2nd,1003,4810,7,0,1917.5592,2316.8377,2171.1885,2019.8429,2187.4031,2200.4817,2363.7853,2505.2147,2615.8639,2773.3455,2691.1099,2719.9215,2811.0757,2951.5133,3398.4241,3384.1257,1878.6754,1166.4817,1157.8115,1434.822,1435.8325
15,PLR116,anticipated_w,1,pre,1st,1003,4812,5,1,1922.032,1938.8325,1840.3298,1701.7435,1870.9529,1948.2513,2192.1309,2395.7539,2466.4136,2312.7644,2451.7435,2290.6727,1195.1394,820.0576,731.9058,677.2618,724.1099,945.3455,1278.7747,1472.9008,1523.589
16,PLR116,unexpected_w,1,pre,1st,1003,4810,4,0,2037.66,2174.5079,2163.8848,1851.0628,1870.8534,2127.5131,2286.2408,2335.801,2456.3037,2605.911,2543.1099,2260.712,1164.5497,800.6702,724.4503,657.8115,704.6387,850.6335,1084.0785,1314.6754,1486.8857
17,PLR116,unexpected_b,0,pre,1st,1002,4810,5,0,1660.14,1866.9372,1867.5131,1805.3497,1880.43,1788.3298,1724.4188,1958.4188,2082.7173,1702.5236,1443.6545,1221.3089,1349.7487,1812.7435,2459.7696,2651.8743,1960.7022,1932.4544,1931.9793,1912.9942,1861.1618
18,PLR116,unexpected_b,0,pre,2nd,1002,4810,6,0,1997.4282,2289.5288,2182.5864,2182.5026,2239.9215,2361.6335,2496,2568.7225,2526.1571,2416.6492,2219.8325,1687.7016,1783.466,2201.534,2684.2408,2724.6911,1627.2511,1353.5812,1480.3874,1489.7958,1779.6649
19,PLR116,anticipated_w,1,pre,2nd,1002,4812,6,1,2076.1392,1625.7435,1602.0838,1595.4921,1800.2798,1888.9024,2006.3874,2082.1414,2250.1204,2322.822,2218.801,1704.555,929.356,746.5602,805.3141,797.2042,860.0052,1028.9372,1322.801,1549.0419,1741.4032
20,PLR116,anticipated_b,0,pre,2nd,1003,4812,8,0,2174.628,2248.623,1935.1099,1623.8691,1942.7696,2215.5812,2369.3455,2423.0052,2518.9267,2020.8848,1781.0524,1959.8377,2226.644,2541.8168,3093.5393,3094.5183,1770.0628,1391.7263,1656.1727,1291.0334,1809.6153
21,PLR116,anticipated_b,0,pre,2nd,1002,4808,9,0,1908.49,2020.644,2002.2042,1939.822,2112.7016,2168.2565,2126.5759,2091.7487,1789.2251,1425.356,1409.5707,1701.8168,1744.1623,2136.466,2683.5759,2745.6387,1528.822,1219.6126,1388.5079,1422.7225,1614.0419
22,PLR116,anticipated_b,0,pre,2nd,1003,4812,10,0,1783.038,1839.6335,1897.4031,1821.9787,1987.374,2099.9895,2005.6911,2193.6597,2430.1257,2600.7277,2419.2304,1985.6178,1818.4555,2256.9162,2800.4555,2854.1937,1869.9669,1710.397,1758.8157,1318.4312,1847.316
23,PLR116,unexpected_b,0,pre,2nd,1002,4810,7,0,2696.5486,2857.089,2669.5288,2539.3403,2607.2981,2688.2378,2686.0157,2772.7853,2890.6597,2968.0052,2888.5916,2949.199,2974.6545,3102.8325,3520.0419,3541.3979,2280.2251,1798.7721,1946.0789,2104.5079,2256.6702
24,PLR116,unexpected_b,0,pre,2nd,1002,4810,8,0,2576.934,1668.6806,1625,1643.445,1877.4398,2030.2723,1934.7644,2173.2513,2263.2408,2293.9162,2278.9372,1856.3037,1819.7539,2211.4188,2698.5445,2863.8168,1729.3403,1245.6597,1288.8287,1450.1142,1770.9481
25,PLR116,anticipated_w,1,pre,2nd,1003,4810,7,0,1377.4084,1233.4869,1412.2147,1584.0681,1876.8377,2084.0314,2125.2408,2193.8901,2312.0524,2438.5497,2541.2094,2517.4084,1278.6021,866.0419,846.5079,817.0366,958.4136,1307.9065,1492.3788,1611.8168,1517.6597
26,PLR116,anticipated_b,0,post,3rd,1002,4808,11,0,1827.032,1999.1832,2057.0524,2134.5079,2247.6178,2303.0628,2374.911,2253.6178,2008.9843,2050.7958,2260.7382,2523.9843,2593.6754,2782.6649,3181.2513,3166.8325,1794.7016,1408.9236,1553.0406,1545.2652,1017.135
27,PLR116,anticipated_b,0,post,3rd,1003,4812,12,0,2213.039,2329.9476,2212.0785,2132.9529,2421.2723,2433.5812,2444.6492,2590.2356,2692.712,2777.7277,2722.199,2778.6963,2722.5812,2994.8168,3498.7382,3466.3874,2061.7958,1533.9843,1701.534,2060.6911,2288.9054
28,PLR116,unexpected_w,1,pre,2nd,1003,4812,9,0,2003.936,1678.6545,1622.3089,1715.4921,1896.7958,1757.9843,1787.5288,1816.2513,1970.7277,2024.5602,2069.377,1928.9005,1034.7539,768.6283,782.0366,839.9372,1042.1466,1251.5654,1463.1723,1647.8111,1766.1307
29,PLR116,anticipated_w,1,pre,2nd,1002,4810,8,0,1523.0166,1734.9072,1784.6597,1640.1204,1829.4241,1979.1414,1957.199,2141.0471,1983.7435,1567.0314,1269.6126,1284.0576,794.9738,663.9843,647.9895,740.0157,907.2984,1091.6283,1288.4136,1342.4337,1372.6945
30,PLR116,unexpected_w,1,pre,2nd,1003,4812,10,0,1728.748,1607.7487,1574.7749,1611.5131,1859.5602,1936.5654,1815.4188,1375.3874,1074.1728,1188.6178,1349.822,1517.7435,829.5602,687.3403,700.1518,776.2304,918.1541,1117.8329,1254.9416,1342.3447,1470.1168
31,PLR116,anticipated_b,0,post,3rd,1003,4810,13,1,1974.3836,2073.1623,2086.9948,2016.2226,2156.4032,2171.2837,2281.9988,1924.4869,1859.0209,2142.0942,2186.2513,1732.8482,1785.2723,2206.8534,2748.9372,2777.9948,1616.534,1417.5909,1716.9099,1998.8686,1871.1181
32,PLR116,anticipated_w,1,pre,2nd,1002,4810,9,1,2419.9579,2630.3953,2490.4293,2043.5945,1973.3105,2171.4038,2306.4607,2172.0942,2160.3194,2232.0419,2311.801,2025.6492,1053.377,858.5707,938.2251,885.5969,1123.5077,1432.8501,1687.8586,1834.1476,1994.7658
33,PLR116,anticipated_w,1,pre,2nd,1003,4812,10,1,2308.364,2468.3246,2253.7906,1973.8377,2240.7539,2487.6911,2495.7696,2250.9215,2401.4869,2525.7225,2469.8325,2104.7173,1109.4503,855.1937,933.733,905.3037,998.4398,1334.8691,1605.5321,1711.4957,1797.4806
34,PLR116,unexpected_w,1,post,3rd,1003,4810,11,0,2069.33,2247.3717,2217.7644,2072.1937,1999.0524,1840.4031,1899.8482,1875.089,2067.4817,2242.6649,2360.4136,2362.6545,1167.8953,823.3351,828.4136,841.2565,914.3351,1212.4715,1489.1121,1657.9299,1668.0035
35,PLR116,unexpected_b,0,post,3rd,1002,4810,12,0,2119.6831,2291.9336,2363.6911,2328.1832,2447.8168,2412.2461,2420.8901,2461.7487,2560.6963,2567.6859,2506.9791,1962.0942,1748.9726,1933.6709,1971.456,1985.8462,1989.1502,1993.6763,2011.7329,2053.9428,2055.4409
36,PLR116,unexpected_w,1,post,3rd,1002,4808,13,0,2185.1708,2377.6126,2386.8084,2321.9573,2314.158,2346.0695,2171.2807,2272.1361,2190.9791,2043.9738,2225.1937,2137.199,1137.267,852.7592,896.7644,928.8377,1058.9383,1401.3128,1654.0726,1655.4659,1723.9944
37,PLR116,anticipated_b,0,post,3rd,1003,4812,14,1,2031.508,2101.2827,1944.7487,2012.6545,2276.356,2492.1361,2599.3979,2570.4188,2698.0681,2580.0785,2233.445,2259.2618,2462.6073,2845.9005,3296.4241,3275.623,1959.2199,1442.4628,1629.0803,1908.4398,2074.7068
38,PLR116,anticipated_w,1,post,3rd,1002,4810,11,0,2433.226,1966.9738,2002.1466,2017.3141,2231.5131,2319.5864,2492.3822,2527.4555,2597.9581,2788.2827,2938.1728,2854.9948,1442.7958,986.6649,958.4974,799.3979,862.7487,1098.399,1330.7826,1474.1361,1603.2552
39,PLR116,unexpected_b,0,post,3rd,1002,4812,14,0,1898.86,2012.6702,2052.9529,1929.7173,2153.3455,2216.0733,1888.7016,2022.356,2044.644,2252.8796,2423.6126,2377.6806,2392.9529,2656.3403,3143.5759,3211.1885,1901.6178,1524.8743,973.6145,898.7022,1673.6688
40,PLR116,anticipated_w,1,post,3rd,1003,4812,12,0,1592.91,1902.7487,1945.8743,1923.267,2249.3246,2356.4398,2506.8848,2608.9895,2772.5969,2908.4188,2993.2565,2547.4398,1246.5654,911.3717,946.6911,889.3874,1034.1309,1346.3888,1615.843,1914.9263,1980.534
41,PLR116,unexpected_b,0,post,3rd,1003,4808,15,0,2401.15,2375.9005,2425.8534,2315.224,2349.5976,2165.2304,1763.6806,1881.2251,2197.6754,2318.5183,2418.2304,2492.7958,2496.1099,2667.6702,3171.6143,3270.4007,2391.0681,1626.445,1581.4084,1907.9267,2064.6719
42,PLR116,unexpected_b,0,post,4th,1002,4810,16,0,1818.564,2190.7801,2232.1728,2244.446,2197.2476,2187.9686,1945.4188,1810.3037,2051.7801,2085.4031,2060.3141,2236.9267,2331.4974,2538.178,2946.9058,3064.5236,1832.5654,1586.0262,651.978,1205.7105,1834.916
43,PLR116,anticipated_w,1,post,3rd,1003,4810,13,1,1871.6976,1599.3246,1809.3037,1987.9452,2174.3868,2360.4607,2429.6178,2461.6911,2448.6963,2552.5654,2142.1099,1489.7593,980.3674,839.7801,762.8743,794.9738,877.2932,1084.0628,1365.1414,1585.2408,1767.1204
44,PLR116,anticipated_b,0,post,3rd,1003,4812,15,0,2197.576,2227.9529,1977.8115,1923.6702,1953.0838,2179.0733,2336.5183,2419.6963,2582.0366,2480.6021,2630.9005,2672.1309,2353.5236,2738.3665,3350.5236,3419.3455,2145.2356,1648.5183,1616.2042,1514.4817,1588.2827
45,PLR116,anticipated_b,0,post,4th,1003,4812,16,0,1833.86,2019.6492,2037.7277,1906.2094,2024.5916,2075.4817,1941.9476,1598.4712,1318.0471,1214.9581,1236.2775,1499.3455,1800.3822,2067.8534,2519.4031,2593.2147,1625.7696,1634.238,1699.8211,1708.3019,1596.3874
46,PLR116,anticipated_w,1,post,3rd,1003,4810,14,0,1792.794,1779.8953,1664.4974,1715.1361,1827.6859,1898.6283,1988.6963,2020.3979,1988.1832,1879.6335,1715.1047,1304.9239,815.695,685.6806,740.2827,843.0681,1045.6244,1309.5579,1474.0471,1465.5916,1607.4109
47,PLR116,anticipated_b,0,post,4th,1003,4810,17,0,2096.8,2244.5131,2215.9791,2198.822,2286.8901,2160.1832,2175.1466,2306.3246,2409.3508,2346.0157,2472.7173,2533.7592,2332.9372,2539.9372,3009.5445,2992.1204,1676.2513,1269.2199,1404.1993,1628.8549,1761.5204
48,PLR116,anticipated_w,1,post,3rd,1003,4812,15,0,1886.944,2245.0785,2314.2408,2327.3298,2312.0677,2200.2199,2403.0785,2385.644,2421.4869,2442.4921,2471.3508,1946.3455,1009.9895,780.4555,754.623,825.2461,993.2932,1249.694,1515.436,1723.7435,1809.8537
49,PLR116,unexpected_w,1,post,4th,1003,4812,17,0,2071.524,2089.4921,2012.7382,2018.4936,2008.2824,2088.1204,2103.6335,2139.1361,2227.644,2165.4555,1946.2461,1753.9424,948.8691,753.0524,786,761.4712,846.3246,1164.7644,1409.0366,1483.7724,1599.5834
50,PLR116,anticipated_w,1,post,4th,1002,4810,16,0,1754.5708,2125.0733,2161.3037,2156.2723,2352.1571,2299.356,2385.3403,2380.178,2330.3298,2339.3508,2396.2199,2258.6188,1082.6144,820.445,757.0471,841.3351,1032.6621,1227.5116,1567.6387,1581.3194,1604.5916
51,PLR116,unexpected_w,1,post,4th,1003,4812,18,0,1876.385,1918.8168,1879.3717,1765.5707,1894.4293,1937.2932,2012.2042,1911.4712,1933.8482,1952.6754,2001.1204,2068.103,1096.833,837.6911,833.3089,897.5026,1024.8515,1331.8357,1554.8691,1650.3037,1661
52,PLR116,anticipated_w,1,post,4th,1003,4810,17,0,1494.712,1848.9162,1840.6545,1914.2827,2039.2565,2069.7435,2086.6283,2107.1571,2011.0105,1669.5288,1635.0366,1647.6346,944.8482,813.6073,796.1047,748.9372,792.5766,977.54,1202.2513,1204.312,1265.7043
53,PLR116,anticipated_w,1,post,4th,1003,4812,18,0,1443.674,1569.4764,1579.7696,1535.749,1589.1495,1583.3194,1544.6283,1539.5445,1753.3979,1614.7801,1636.0681,1533.5236,846.5654,747.5236,832.6754,908.9581,1084.4188,1278.3927,1418.039,1461.6365,1597.2199
54,PLR116,anticipated_w,1,post,4th,1003,4812,19,1,1922.554,1705.8848,1429.7539,1145.5525,1130.8868,1338.8953,1470.6126,1562.1466,1697.6021,1825.5183,1953.9424,1767.9162,928.6649,772.4398,805.6335,863.6911,1015.6743,1216.1247,1439.8325,1497.6283,1568.998
55,PLR116,anticipated_b,0,post,4th,1003,4812,18,1,2312.146,2009.7264,1864.6335,1584.0366,1520.4398,1711.8586,1988.4293,2136.0733,2291.7068,2432.555,2110.2461,1935.9791,2045.0262,2470.6073,3038.3508,3075.0681,1931.1361,1757.6859,1854.0733,1648.7225,1333.6963
56,PLR116,anticipated_w,1,post,4th,1002,4810,20,0,2009.944,1537.555,1490.7472,1342.1064,1390.2452,1404.7644,1331.089,1540.6387,1702.4555,1760.4764,1801.9529,1641.1937,869.7068,717.1937,800.4398,857.4721,986.3547,1218.1354,1350.9923,1582.2565,1578.0373
57,PLR116,anticipated_b,0,post,4th,1002,4808,19,1,2009.838,1977.0052,1806.1047,1703.8325,1913.2932,1979.0576,2142.0942,2133.8115,2045.5969,2174.2304,2353.7068,2320.5812,2257.5288,2474.7853,3015.6754,3083.8429,1914.1623,1599.1361,1752.963,1506.7683,1562.7878
58,PLR116,anticipated_b,0,post,4th,1002,4810,20,0,1883.244,1930.8429,1675.2128,1252.3192,1380.2932,1371.1204,1376.1309,1645.9948,1783.1675,1696.1728,1644.9372,1561.0366,1575.3298,1856.2327,2437.0571,2516.9016,1610.859,1299.7702,1560.6193,1708.7955,1849.7749
59,PLR116,unexpected_w,1,post,4th,1003,4810,19,0,1594.892,1433.0681,1454.7853,1442.9529,1611.6702,1686.377,1836.6859,1908.5969,1869.3979,1985.2723,2089.5812,2021.5707,1076.1623,824.7749,921.8063,863.1309,956.0733,1227.8529,1551.0162,1670.377,1463.8272
60,PLR116,unexpected_b,0,post,4th,1002,4812,20,0,1981.548,1603.555,1487.591,1530.2964,1706.8482,1832.1073,1586.0942,1569.1623,1815.8325,1821.4607,2012.7749,2200.7539,2169.0366,2359.2461,2765.0314,2778.1047,1618.4188,1398.9391,1604.409,1767.8856,1678.5969
1,PLR117,unexpected_b,0,pre,1st,1001,4838,1,1,2284.802,2226.0576,2326.3508,2417.2775,2647.1885,2656.3403,2608.7225,2500.0314,2394.1047,2374.5026,2472.911,2459.8796,2426.2251,2700.8115,2842.2827,2880.2618,1882.364,1573.6021,1832.0209,1806.4294,1737.2053
2,PLR117,anticipated_b,0,pre,1st,1002,4810,1,1,1933.7081,2273.9529,2329.9162,2273.4607,2478.536,2522.4607,2486.3874,2631.4974,2667.3816,2707.4684,2501.6398,2611.0209,2685.5602,2847.5026,3046.0408,3170.8479,2159.4181,1665.4526,1842.4607,1942.7853,1985.0209
3,PLR117,anticipated_w,1,pre,1st,1003,4812,1,1,2242.748,2474.9791,2459.4241,2288.1675,2311.0681,2437.9215,2632.5916,2511.8063,2574.2775,2559.7539,2266.3351,2269.1309,1304.733,1122.4894,1156.834,1242.0722,1554.0785,1770.0209,1952.2415,1977.9925,1932.3482
4,PLR117,anticipated_b,0,pre,1st,1002,4810,2,1,2052.116,1971.6492,1967.822,2133.9246,2388.38,2502.0209,2233.4293,2224.5707,2309.8743,2380.178,2435.1257,2493.466,2533.7382,2708.1466,2996.3927,3152.9372,2083.9058,1803.3142,1997.7518,2204.7278,2301.7958
5,PLR117,unexpected_w,1,pre,1st,1002,4810,2,0,2100.3972,2232.8901,2211.0262,2167.0603,2249.3736,2290.0052,2111.9529,2054.4712,2073.2147,1885.8063,1817.9162,1821.2147,1078.733,1005.9843,1089.8848,1094.9895,1256.7696,1497.089,1647.5602,1920.4084,1962.7111
6,PLR117,anticipated_w,1,pre,1st,1003,4810,2,0,1971.796,2152.2827,2205.2827,2334.3979,2233.0709,2280.519,2461.6283,2511.8642,2550.3194,2620.0105,2652.2304,2398.3979,1312.9058,1151.2622,1252.6575,1231.0815,1543.8663,1769.2337,1924,2024.822,2040.0603
7,PLR117,anticipated_w,1,pre,1st,1003,4812,3,0,1945.986,2101.8848,2026.5707,2178.5696,2262.3955,2268.8691,1968.5445,2099.555,2330.1518,2385.2723,2221.1466,2168.6073,1156.0166,1050.4431,1161.2143,1284.0419,1376.5497,1717.4847,1896.0049,1996.6303,2132.1273
8,PLR117,anticipated_b,0,pre,1st,1002,4810,3,0,2202.3163,2050.4555,2032.9372,2158.4869,2282.126,2312.2727,2317.1564,2299.8134,2302.0366,2281.4555,2330.3037,2138.6597,2134.2044,2481.3983,2694.2723,2709.1386,1812.808,1843.8115,2168.2042,2084.8115,2280.7576
9,PLR117,anticipated_w,1,pre,1st,1003,4810,4,0,2355.8392,2222.6128,2174.0733,2153.3736,2317.8702,2392.5864,2297.8429,2285.4869,2437.3141,2299.0785,2301.2251,2148.3717,1207.0701,1069.5968,1161.911,1055.5131,1195.7068,1408.911,1398.5026,1437.4031,1530.8482
10,PLR117,anticipated_b,0,pre,1st,1002,4812,4,0,1684.512,1671.5759,1630.1518,1505.1337,1697.7593,1847.6963,1811.7396,1948.3695,1970.4869,2041.2408,2213.3403,2364.0314,2334.273,2412.9172,2568.466,2429.8063,1471.6754,1367.1152,1479.2513,1667.8272,1698.0366
11,PLR117,unexpected_b,0,pre,1st,1002,4808,3,0,1844.41,1797.3927,1841.5864,2000.7632,2108.6601,2139.4398,2161.5445,2284.8325,2234.7906,2167.9843,2242.9005,2152.178,2402.1863,2671.6883,2900.555,2679.3037,1580.1466,1403.5969,1509.8848,1548.3141,1543.4503
12,PLR117,anticipated_w,1,pre,1st,1002,4810,5,1,1712.918,1799.3822,1907.644,2130.0634,2321.498,2121.0366,2042.6492,2162.4555,2282.9058,2408.2042,2473.8063,2278.3665,1289.0366,1103.733,1121.5602,1179.9895,1378.1204,1688.0524,1930.1571,2110.3037,2192.0576
13,PLR117,anticipated_b,0,pre,1st,1002,4810,5,1,1955.132,2129.7225,2001.8534,1921.6021,1995.0384,2059.8168,2143.4869,2243.8796,2407.2565,2240.356,2238.4607,2323.9529,2445.6859,2658.5079,2952.5864,3104.5602,1950.9215,1549.9319,1701.2042,1767.8168,1856.8063
14,PLR117,unexpected_w,1,pre,1st,1003,4810,4,0,1839.634,1996.2723,2070.2147,2080.8218,2131.9445,1843.7749,1850.4921,2060.0995,2146.1832,2224.911,2166.0733,1868.4241,1033.3508,980.9791,1097.0576,1121.9058,1316.9791,1763.4031,1818.466,1892.4817,1888.9948
15,PLR117,anticipated_w,1,pre,2nd,1002,4808,6,0,1721.868,1809.8115,1780.0785,1878.6702,2096.6021,2124.5445,2072.9634,2291.9005,2076.8482,2059.7801,2057.5602,1993.534,1106.2094,1002.0524,1036.9948,994.2408,1227.644,1436.644,1644.5549,1822.1439,1806.7801
16,PLR117,anticipated_b,0,pre,2nd,1003,4810,6,0,2016.476,1996.2461,1955.0524,2151.8586,2165.9372,2091.8482,1959.2042,2028.2094,2050.4817,2003.445,1985.8639,2067.2304,2102.7781,2230.7221,2429.2565,2535.7592,1470.0052,1271.7696,1432.0209,1423,1603.3089
17,PLR117,anticipated_w,1,pre,2nd,1002,4810,7,1,1686.854,1829.2251,1897.801,1892.4084,1785.3927,1649.8691,1507.5812,1558.2827,1484.1728,1585.7277,1810.644,1727.6859,933.8482,874.9162,1053.267,1188.2024,1419.2978,1578.4607,1669.445,1716.9162,1894.9005
18,PLR117,unexpected_b,0,pre,1st,1002,4810,5,0,1831.158,1731.7068,1843.0733,2043.2644,2241.4974,2200.5288,2067.9162,2099.288,2202.0785,2059.267,2088.7592,2206.3613,2282.6754,2561.4293,2705.9476,2704.1099,1689.6178,1471.267,1561.6671,1621.1124,1723.3141
19,PLR117,unexpected_b,0,pre,2nd,1002,4810,6,0,1898.698,1772.1099,1764.2304,1988.745,1974.6557,1742.6178,1745.733,1928.2199,2038.644,2162.5393,2240.4084,2078.0524,1962.7853,2205.8325,2474.1204,2563.2147,1531.2723,1408.8325,1498.0105,1645.4241,1762.4398
20,PLR117,anticipated_b,0,pre,2nd,1003,4810,7,0,1982.548,1798.1623,1755.5131,1897.5416,2095.8652,1913.5445,2206.7958,2329.445,2277.9215,2288.1937,1927.6597,1894.1675,2164.4529,2523.0471,2881.4031,2898.2618,1734.2984,1505.0105,1611.9005,1665.4764,1524.0262
21,PLR117,anticipated_b,0,pre,2nd,1002,4808,8,1,1830.302,1838.4817,1872.178,2080.4921,2226.6021,2276.3455,2027.7592,2018.4398,2181.1623,2382.7435,2272.5131,2321.4293,2493.4503,2694.8639,2915.712,2875.5654,1708.4241,1467.1309,1722.9215,1909.089,2065.3927
22,PLR117,anticipated_b,0,pre,2nd,1003,4812,9,0,2037.981,1787.2094,1903.4161,1958.054,1812.6335,1958.8796,2028.2304,2246.4607,2271.0471,2132.5445,2152.6754,2322.4869,2390.1099,2653.8901,2934.8639,2953.8743,1803.6597,1607.5812,1684.911,1782.0838,1909.6874
23,PLR117,anticipated_w,1,pre,2nd,1003,4812,8,0,1905.422,1932.3613,1975.7173,2159.6427,2305.1561,1897.0785,1929.9424,2037.3927,2008.9843,2020.2775,2193.288,2121.9215,1144.8482,960.4764,983.3089,1009.2775,1169.6702,1466.2094,1704.6754,1745.712,1687.6073
24,PLR117,anticipated_w,1,pre,2nd,1003,4812,9,0,1625.098,1869.4188,2009.4513,2037.2909,1793.4084,1933.3508,2129.7539,2181.7016,2275.606,2378.635,1946.5131,1864.5026,998.3613,919.3665,1054.1518,1115.1257,1367.1361,1707.0252,1769.6702,1569.3089,1727.5707
25,PLR117,unexpected_w,1,pre,2nd,1002,4810,7,0,1946.417,1850.6859,1861.3408,1955.359,1839.9948,1698.3613,1879.377,2109.1152,2008.9529,1727.3874,1883.2775,1895.4136,1047.7696,912.2408,895.178,988.6126,1222.7277,1458.1257,1626.1623,1620.2304,1627.0733
26,PLR117,anticipated_b,0,pre,2nd,1002,4808,10,1,1798.942,1537.7487,1703.3822,1962.6015,2162.8157,2107.3194,2259.0942,2218.9581,2214.4398,2303.5602,2290.4869,2177.0838,2325.3037,2594.6335,2896.6021,2928.0052,1799.4607,1619.911,1879.6963,2019.7277,2075.4387
27,PLR117,anticipated_b,0,post,3rd,1002,4810,11,0,1794.612,1813.4084,1881.5079,1953.2555,2100.7302,1730.822,1876.3403,2092.1675,2123.8377,2061.6963,2029.3141,1844.0942,2012.2408,2197.5393,2434.1675,2605.822,1698.4974,1579.4817,1789.1885,1967.7225,1936.0576
28,PLR117,anticipated_w,1,pre,2nd,1003,4810,10,0,1714.342,1912.534,1866.2225,1857.2744,1724.2365,1681.8939,1612.9634,1692.6387,1897.8482,2055.2304,2090.9372,1805.5026,991.6492,920,1002.288,1024.2251,1237.1728,1489.1518,1511.0262,1603.8063,1549.6387
29,PLR117,anticipated_b,0,post,3rd,1003,4812,12,1,1966.78,1918.9686,1876.644,1778.6768,1919.9971,1838.0471,1899.2723,1903.6754,1964.7173,2087.4084,2219.3194,2312.0524,2443.7707,2715.201,3013.5236,2927.2094,1763.9215,1623.6178,1906.1136,1897.9284,1874.1327
30,PLR117,anticipated_w,1,post,3rd,1002,4810,11,0,1829.9807,1846.8815,1690.8848,1733.3246,1975.1675,1976.6649,2066.2408,2041.0262,1824.5183,2045.1728,1766.3141,1592.7382,930.2565,921.9686,986.6806,1015.8691,1380.911,1737.9634,1882.3508,1900.2775,1900.178
31,PLR117,anticipated_w,1,post,3rd,1003,4808,12,0,1946.2777,1919.7644,1986.9058,2092.4075,2165.2393,1854.5812,2069.2827,2165.0628,2086.5812,2045.911,2096.3927,1982.3194,1072.4398,962.8429,926.9267,1012.356,1236.3351,1455.1257,1549.8901,1701.8848,1731.2513
32,PLR117,anticipated_w,1,post,3rd,1003,4812,13,0,1792.817,1548.3455,1674.9581,1953.0314,2121.6597,2061.0157,2127.2513,2041.2513,2074.7382,2097.1832,2125.534,1915.466,1003.2618,888.8109,938.5497,891.5916,1058.4817,1396.9058,1637.2984,1754.5916,1775.7487
33,PLR117,unexpected_b,0,pre,2nd,1003,4810,8,0,1749.718,1569.8953,1654.7906,1955.2311,2248.9984,2047.9738,2044.6126,2137.1204,2077.0576,1965.7592,2141.2461,2127.7749,2256.9162,2596.9529,2707.0471,2694.6702,1670.2304,1276.1204,1358.3246,1597.7016,1852.9058
34,PLR117,unexpected_b,0,pre,2nd,1003,4812,9,0,1967.482,1964.9581,1855.5393,2026.9701,1983.3139,2001.1414,2019.3979,1940.288,1964.089,2093.1257,2166.8534,2173.8691,2254.1832,2360.9895,2536.0838,2547.8482,1492.2251,1422.6073,1666.3037,1695.7592,1654.2195
35,PLR117,unexpected_b,0,pre,2nd,1002,4810,10,0,1763.028,1856.8272,1868.4346,1936.2183,1992.4967,1719.4817,1835.6126,2044.6283,2166.6492,2114.2147,1814.1937,1813.6335,2087.4869,2340.2984,2611.9267,2645.0209,1651.1885,1493.822,1506.1571,1744.8325,1700.4607
36,PLR117,anticipated_w,1,post,3rd,1002,4808,14,0,2088.354,1817.6911,1779.4712,1971.5253,2028.4869,1797.5079,2094.4188,2084.2042,2060.9424,1872.1885,2047.555,1790.644,982.9162,854.9895,843.733,945.9267,1186.2408,1458.1257,1649.6806,1633.6911,1620.1204
37,PLR117,unexpected_w,1,post,3rd,1003,4810,11,0,1865.032,2036.555,1971.4084,2116.2869,2196.0315,1817.9267,2006.4974,2026.3979,2039.445,2112.4712,2109.2513,1828.2932,1056.356,937.2984,1033.5236,1124.1257,1263.0105,1544.6702,1718.5193,1775.6021,1627.1689
38,PLR117,anticipated_b,0,post,3rd,1002,4810,13,1,1571.382,1888.288,1775.623,1954.0795,2241.6971,2077.8429,2048.6859,1986.5445,1962.7749,1972.0628,1929.3455,1918.1466,1975.7906,2372.9005,2608.3717,2426.5183,1364.5516,1292.5944,1655.9476,1753.445,1972.8743
39,PLR117,unexpected_w,1,post,3rd,1002,4810,12,0,1799.234,1872.822,1952.2618,2018.4643,2050.662,1727.2775,1679.7801,1911.5026,2085.6492,2112.9581,2105.6545,1896.1309,1068.3089,1118.1885,1239.4517,1267.6492,1476.7435,1738.1937,2018.7696,2156.2356,2127.7723
40,PLR117,anticipated_w,1,post,3rd,1003,4812,15,0,2006.668,1968.8743,1789.288,1990.8513,2051.7845,1921.4241,2005.7173,2033.4031,2203.1728,2212.9948,2095.0471,1930.466,999.8707,867.9267,896.6875,957.9107,1265.9162,1606.9793,1805.2544,1816.123,1849.0191
41,PLR117,unexpected_w,1,post,3rd,1002,4808,13,0,1981.4768,2181.4188,2199.4712,2270.6882,2240.5726,2046.9403,2069.5323,2068.6597,1932.8115,2122.5288,2338.8429,2278.178,1128.2827,1009.3298,1014.644,1066.5079,1256.8798,1605.7129,1693.0524,1787.8819,1746.3141
42,PLR117,anticipated_b,0,post,3rd,1003,4810,14,1,1821.218,2022.1832,2069.5707,2079.2006,2175.1576,2179.4683,2245.5707,2353.2304,2387.2147,2506.445,2474.2147,2557.7234,2606.7656,2717.4136,2845.534,2660.8586,1661.8248,1438.8101,1673.644,1883.1571,1900.5916
