trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
1,PLR110,anticipated_w,1,pre,1st,1000,4838,1,1,3652.716,3761.3194,3824.0838,4025.8272,4230.6073,4311.0628,4436.1309,4439.5602,4504.4764,4476.911,4433.288,4243.5707,2429.8639,1962.9162,2344.1571,2369.2042,2507.9581,3132.1518,3504.5969,3728.7577,3760.5833
2,PLR110,anticipated_w,1,pre,1st,1003,4810,2,1,3779.834,3806.9843,3907.2775,4050.9162,4254.911,4156.3351,4228.7801,4189.5916,4174.0157,4266.8429,4163.9319,3796.0157,2199.4293,1830.6387,1988.8743,2107.5445,2501.4031,3051.9372,3396.3613,3692.9005,3855.1832
3,PLR110,anticipated_w,1,pre,1st,1002,4808,3,1,3865.328,4112.5759,4157.9058,4230.356,4222.0314,4153.3613,4251.6283,4207.8063,3897.4974,3785.3508,3841.0524,3655.1204,2050.1047,1742.5183,1615.7749,1565.3717,1994.9686,2643.3298,2996.3298,3113.8115,2974.1099
4,PLR110,anticipated_b,0,pre,1st,1002,4812,1,0,3604.692,3532.5445,3704.0524,3930.1518,4046.5497,3985.7539,4162.3927,4146.6021,3999.0314,3898.7277,3923.712,3907.1466,4179.4974,4493.7382,4800.089,4816.6806,3047.8743,2578.0157,2586.9215,2506.2408,2659.4712
5,PLR110,anticipated_w,1,pre,1st,1002,4810,4,1,3021.652,3029.6545,3228.8953,3453.0366,3627.0419,3719.7958,3735.7277,3789.089,3976.2042,4085.3246,4225.4607,4058.4188,2300.7016,1837.9895,2070.8586,2161.4031,2477.8534,2990.3351,3326.7749,3411.8586,3475.7801
6,PLR110,anticipated_b,0,pre,1st,1003,4812,2,0,3417.0596,3237.3894,3112.6492,3340.5969,3629.9058,3824.8115,3904.7749,3911.6649,3819.1675,3907.7487,3979.5393,4050.6859,4273.6283,4555.5864,4790.3298,4675.8796,2777.8325,2396.9738,2627.9948,2956.8063,2981.6021
7,PLR110,unexpected_b,0,pre,1st,1002,4810,1,0,3529.418,3703.0995,3747.5183,3704.4764,3877.0262,4044.0209,4009.2356,3982.4974,4081.7225,3828.4241,3855.4503,4067.5916,4257.9948,4540.199,4882.6492,4890.6545,3246.5079,2755.3037,2914.0105,3134.1099,3012.5497
8,PLR110,anticipated_w,1,pre,1st,1002,4810,5,1,3752.306,3478.445,3479.7487,3510.445,3692.1623,3801.911,3909.1361,3888.4503,3887.8272,3931.3613,4046.644,3728.8482,2146.8534,1832.8743,2073.2094,2066.1414,2423.199,2978.2775,3207.0157,3462.8115,3569.7801
9,PLR110,anticipated_w,1,pre,2nd,1002,4812,6,0,3971.052,3686.8639,3692.0733,3859.5393,3911.9581,3903.0209,3668.4241,3527.4031,3501.466,3566.8743,3440.288,3251.6387,1828.3403,1608.8639,1673.6545,1774.9372,2050.4712,2600.1518,2945.1571,3105.7853,3115.7539
10,PLR110,unexpected_w,1,pre,1st,1003,4808,2,0,3522.2763,3539.2543,3301.0733,3508.5969,3810.8115,3768.089,3738.0471,3647.8168,3545.089,3691.2775,3774.4555,3409.5131,1883.7016,1632.0733,1734.6387,1988.4346,2418.9895,2647.6021,2837.7382,2933.8429,3058.4921
11,PLR110,unexpected_b,0,pre,1st,1003,4812,3,0,3028.996,2809.4084,2925.3508,3191.6911,3230.5079,3264.1204,3150.3979,3229.1623,3323.4607,3553.6911,3786.0471,3929.3141,4088.8796,4364.466,4666.0785,4562.8429,2744.2251,2326.6754,2577.8953,2841.6126,2939.089
12,PLR110,anticipated_b,0,pre,1st,1003,4810,3,0,3376.678,3220.3717,3098.9005,2960.0419,3160.2618,3336.1623,3300.6859,3350.4503,3508.2094,3720.2304,3902.1257,3886.2251,4051.0157,4352.0314,4642.5707,4524.555,2553.9581,2006.8586,2116.5393,2139.0733,2117.3403
13,PLR110,anticipated_w,1,pre,2nd,1002,4810,7,1,2155.764,2380.2513,2637.9319,2701.5602,2607.6178,2550.7382,2752.4974,2735.5654,2742.9843,2917.6806,2915.6702,2543.9686,1658.2461,1514.9686,1703.2147,1698.0314,2202.1152,2681.0366,3017.0628,3151.0995,3001.0681
14,PLR110,anticipated_b,0,pre,1st,1003,4812,4,1,2786.13,2660.6492,2668.772,2848.4086,2875.4031,2883.2827,3105.0995,3216.6178,3291.3613,3206.0366,3239.2304,3483.4503,3781.8377,4167.2147,4496.7592,4432.3141,2607.2827,2398.8953,2801.5759,2857.2513,2942.5969
15,PLR110,unexpected_b,0,pre,1st,1003,4810,4,0,3496.506,3824.178,3968.7539,3850.5271,3567.2277,3208.5812,2988.6702,3095.356,3197.0366,3388.9162,3576.6387,3604.7958,3684.4136,4065.6806,4417.9948,4365.3037,2550.0995,1971.7749,2007.4764,2185.4398,2393.5812
16,PLR110,anticipated_w,1,pre,2nd,1002,4810,8,1,2553.2444,2453.0942,2699.9895,2772.6335,2719.9424,2739.5759,2765.644,2764.4817,2655.3927,2649.5131,2746.1466,2659.712,1568.8953,1430.6963,1554.7801,1788.356,2068.1518,2411.4712,2562.4764,2546.8168,2630.0995
17,PLR110,unexpected_w,1,pre,1st,1003,4810,5,0,2424.8516,2042.9738,2248.9634,2582.4346,2749.0209,2823.5236,2885.4555,3005.2408,2969.0366,2739.7696,2776.822,2637.4188,1447.3194,1232.199,1361.4241,1573.2827,1880.5759,2289.4974,2423.288,2548.0785,2469.5759
18,PLR110,anticipated_w,1,pre,2nd,1002,4810,9,1,1928.773,1770.8639,1825.5602,2084.8377,2204,2419.8429,2519.6702,2600.7749,2717.5759,2719.0838,2382.0733,2198.1571,1273.0209,1179.6859,1285.445,1470.5812,1837.7225,2261.7016,2508.7277,2651.0105,2565.0906
19,PLR110,unexpected_w,1,pre,2nd,1002,4808,6,0,2073.8601,1894.4374,1798.2147,1993.6178,2248.4921,2397.7539,2486.6806,2592.199,2688.7958,2836.0262,2961.8848,2724.356,1432.1361,1362.5445,1577.3037,1692.7382,2082.8168,2462.5393,2677,2848.3874,3011.9686
20,PLR110,unexpected_w,1,pre,2nd,1003,4810,7,0,2855.336,2645.8696,2611.2775,2926.6806,3100.9424,2990.5707,2930.4555,2917.4398,2926.6911,2906.3927,3014.6335,2814.4555,1491.4084,1297.7487,1415.8848,1619.6126,2007.0262,2379.733,2491.2304,2637.1099,2662.3717
21,PLR110,anticipated_b,0,pre,1st,1003,4810,5,0,2816.3704,2626.3613,2636.0157,2825.8743,3020.9686,3189.5497,3311.7068,3314.1204,3165.5916,3073.1937,2959.1937,3032.7853,3179.0838,3614.5759,3988.4031,3923.9791,2263.3141,1866.4266,2118.6131,2276.8848,2441.0105
22,PLR110,anticipated_w,1,pre,2nd,1003,4812,10,1,3094.2,2807.5288,2817.6597,3017.555,3034.4764,2974.5079,2999.6335,2966.2461,2973.5079,3063.1047,2972.1047,2757.199,1612.4712,1460.4555,1624.4974,1837.5864,2148.7644,2582.6178,2829.1885,2780.187,2700.7882
23,PLR110,anticipated_w,1,post,3rd,1002,4812,11,0,2610.87,2587.3141,2693.6963,2832.4293,3001.8377,2880.3141,2907.911,2880.9791,2968.712,2878.5497,2789.644,2494.9372,1350.377,1179.5445,1255.5079,1315.5497,1655.6545,2052.3508,2343.9634,2503.3403,2414.3613
24,PLR110,anticipated_w,1,post,3rd,1002,4810,12,1,2110.2604,2302.4398,2434.0209,2603.8325,2621,2773.8115,2827.5864,2472.5707,2570.1571,2394.9058,2123.5393,1995.0366,1188.0471,1106.267,1114.6963,1127.0419,1419.7487,1859.8586,2122.6178,2195.4921,2281.9286
25,PLR110,anticipated_w,1,post,3rd,1002,4810,13,0,2498.866,2420.7382,2395.3927,2392.4607,2486.534,2347.4398,2376.5026,2405.7853,2378.9058,2509.0105,2407.0052,2083.5183,1209.7382,1145.7853,1189.2251,1207.8063,1570.1361,1912.1571,2109.3194,2302.9738,2244.3246
26,PLR110,anticipated_b,0,pre,2nd,1002,4810,6,0,2280.04,2493.199,2558.9895,2604.594,2624.5238,2373.8063,2325.2618,2355.5497,2403.1414,2563.3822,2598.9686,2608.9058,2814.6859,3245.801,3694.6963,3777.0628,2198.2932,1875.3141,2114.7644,2198.267,2324.9319
27,PLR110,unexpected_w,1,pre,2nd,1002,4810,8,0,2795.206,2798.9895,2729.8953,2819.6272,2692.2019,2453.356,2433.7068,2672.2827,2739.9476,2881.7696,3029.0942,2911.8534,1568.9634,1464.4241,1606.5393,1624.9267,1991.1309,2378.445,2508.7016,2519.6593,2289.8704
28,PLR110,anticipated_w,1,post,3rd,1002,4810,14,0,2588.666,2611.8796,2764.3665,2806.4555,2842.4398,2819.178,2769.2565,2574.7016,2389.4921,2393.5864,2430.5026,2139.9005,1255.2304,1192.8901,1297.1099,1450.4869,1851.4869,2191.5707,2426.089,2464.3455,2201.0524
29,PLR110,unexpected_b,0,pre,2nd,1002,4810,9,0,1782.796,1855.9686,2012.2304,2236.7853,2467.1518,2609.3403,2646.4084,2754.6597,2528.5183,2509.7068,2169.4712,2223.4136,2539.8272,2991.8377,3448.9058,3405.6911,1741.1728,1435.3665,1604.7002,1769.3343,1869.8272
30,PLR110,anticipated_b,0,pre,2nd,1002,4808,7,0,1858.15,1675.3717,1809.0471,2211.9058,2429.1832,2476.2723,2385.0995,2415.8377,2439.5707,2473.9058,2603.2042,2633.0995,2832.7487,3191,3602.6283,3623.1099,2042.2199,1718.534,1801.2461,2036.3455,2308.2094
31,PLR110,unexpected_b,0,pre,2nd,1003,4814,10,0,2713.764,2744.6492,2787.9257,2630.6942,2449.0157,2095.9267,2213.5654,2404.0785,2539.3927,2717.2461,2675.822,2587.178,2861.712,3321.2984,3660.4817,3612.8953,1998.1152,1661.1257,1762.8272,1682.4817,1833.9581
32,PLR110,anticipated_w,1,post,3rd,1002,4812,15,0,2355.152,2498.7382,2520.8691,2633.6649,2577.513,2427.8393,2264.1675,2255.8325,2376.5183,2631.0419,2706.5864,2655.9372,1482.5393,1335.5602,1375.9267,1527.1623,1730.6492,2167.5707,2314.6754,2367.0681,2270.2356
33,PLR110,anticipated_w,1,post,4th,1002,4810,16,0,2365.125,2402.3927,2479.3455,2583.288,2636.8429,2549.5445,2396.3141,2064.4031,1873.5288,1769.0733,1632.6754,1501.8377,981.7277,924.8325,917.1728,927.5864,1204.8639,1535.2408,1690.8691,1816.9634,1856.833
34,PLR110,anticipated_b,0,pre,2nd,1002,4810,8,1,1972.548,2103.0733,2244.1728,2466.1204,2665.5707,2511.5236,2622.5916,2564.8848,2184.1623,2315.8586,2372.4398,2511.8743,2954.1257,3375.4974,3752.356,3705.1257,2115.2723,1982.4293,2330.2723,2545,2622.623
35,PLR110,anticipated_b,0,pre,2nd,1003,4808,9,0,2038.414,2438.1675,2591.623,2508.5864,2340.1571,2429.2723,2393.5079,2372.4136,2030.9634,1778.712,1728.911,1669.3927,1906.3037,2426.6963,2884.1623,3015.7749,1714.9895,1580.0838,1740.4136,1821.6649,1927.6859
36,PLR110,anticipated_b,0,pre,2nd,1003,4812,10,0,2079.364,2188.2408,2268.8272,2291.9424,2025.3089,1782.2565,1725.0628,1807.8639,1884.9895,1950.6126,2086.7801,2274.5236,2481.3508,2805.288,3265.6126,3313.801,1793.2304,1418.6126,1548.0314,1632.9424,1750.5183
37,PLR110,anticipated_b,0,post,3rd,1003,4810,11,0,2404.03,2319.9372,2477.3874,2540.7958,2524.9319,2567.712,2443.5026,2398.1414,2101.2408,1814.4764,1852.9476,1962.5445,2283.6702,2762.1361,3211.1152,3195.9372,1606.2984,1235.5131,1387.0576,1772.466,1933.1728
38,PLR110,unexpected_w,1,post,3rd,1003,4810,11,0,2458.98,2327.0628,2423.6335,2476.0524,2265.9738,1896.555,1833.7225,1736.6492,1914.4031,2025.6073,2053.9215,2135.3874,1256.7173,1137.4188,1223.6387,1335.712,1607.0524,1887.8691,1946.0995,1826.5916,1788.8482
39,PLR110,anticipated_b,0,post,3rd,1003,4810,12,0,1809.8788,1776.4241,1878.2461,2072.2723,2158.3822,2120.6754,2175.288,2317.267,2322.4712,1918.7539,1580.199,1479.0157,1647.3298,2214.4817,2638,2700.8429,1421.7749,1397.2094,1642.1361,1571.9686,1595.822
40,PLR110,anticipated_w,1,post,4th,1003,4810,17,0,1992.682,2158.9319,2293.8534,2276.5131,2289.5812,2111.7277,1836.3665,1789.6649,1843.5131,1929.6702,2054.3351,2097.4555,1207.5812,1175.7644,1302.3455,1585.3298,1889.4764,2152.7068,2268.9424,2045.3665,1937.733
41,PLR110,unexpected_w,1,post,3rd,1003,4812,12,0,1977.104,1953.2199,2073.2147,2151.8325,2097.3103,2096.508,1822.4712,2045.5236,2085.1728,1796.4974,1773.4188,1630.5079,997.7958,963.7958,1060.7539,1232.5654,1479.1047,1764.6754,1866.7487,1998.0419,2023.4188
42,PLR110,anticipated_b,0,post,3rd,1003,4812,13,0,1691.432,1734.9476,1782.0524,1871.7644,1882.0838,1891.9372,1942.7853,2034.6073,2161.7958,2267.9581,2310.8639,2235,2411.8586,2847.2356,3182.0262,3075.9476,1650.1466,1427.8272,1491.7068,1717.6675,1956.712
43,PLR110,unexpected_b,0,post,3rd,1002,4812,13,0,2027.072,2281.8691,2442.356,2438.6649,2280.1885,2120.3508,1995.7703,1918.99,1643.7592,1613.7539,1768.3298,1945.9424,2208.7225,2560.2251,2987.7853,3083.6492,1665.5916,1450.6806,1647.2199,1747.2199,1922.7016
44,PLR110,unexpected_b,0,post,3rd,1003,4810,14,0,2486.716,2505.4607,2477.9267,2478.7592,2630.0628,2560.1527,2549.7564,2201.0157,2152.9476,2356.7016,2592.8272,2837.5969,3076.3665,3350.1466,3680.2094,3668.9686,2048.0681,1706.5236,1914.1204,2197.466,2334.4712
45,PLR110,anticipated_b,0,post,3rd,1003,4810,14,0,2558.814,2705.0288,2658.1152,2553.9843,2686.5497,2693.8586,2697.8377,2715.7906,2444.7016,2512.3665,2570.3508,2434.9791,2504.0995,2902.5864,3369.0052,3436.3874,1950.7016,1728.644,2100.5079,2400.3298,2494.1099
46,PLR110,anticipated_b,0,post,3rd,1003,4808,15,0,2990.224,2738.0471,2820.2094,2741.6806,2516.9948,2311.7906,2136.0733,2262.6545,2279.8429,2288.7068,2309.623,2313.2565,2590.8272,2998.2513,3403.4712,3418.4764,2010.5812,1679.0995,1691.1309,1918.3351,2130.1675
47,PLR110,anticipated_w,1,post,4th,1003,4810,18,0,2772.758,2542.8953,2499.445,2483.4884,2288.7423,2264.3246,2211.7487,2216.1204,2356.7277,2548.8743,2757.9372,2509.6387,1440.6649,1359.7539,1460.0209,1655.6597,1994.6859,2295.2356,2492.3089,2362.0681,2036.7173
48,PLR110,unexpected_w,1,post,3rd,1002,4808,15,0,1897.788,1873.3141,2041.0995,2178.3822,2225.267,2361.1675,2180.8796,1875.534,1654.1466,1617.0576,1675.5812,1665.9529,1031.0105,968.178,1073.9843,1057.0995,1301.6335,1611.3665,1779.5393,1879.801,1666.1518
49,PLR110,unexpected_w,1,post,4th,1002,4810,16,0,1586.168,1844.0628,1959.267,2072.9267,2177.1099,2174.1885,2176.9319,2334.5445,2143.1414,1623.9791,1373.1361,1300.6178,863.7958,782.1309,796.7696,868.2827,1104.8929,1325.8049,1308.9686,1412.555,1508.3717
50,PLR110,anticipated_w,1,post,4th,1002,4810,19,0,1718.226,1557.6822,1554.1931,1549.6178,1648.8534,1714.1309,1804.4346,1816.911,1852.534,1863.356,1740.2042,1702.356,973.8482,939.9372,1068.9895,1182.2723,1431.7539,1761.8115,1903.3089,1824.2827,1775.3613
51,PLR110,anticipated_b,0,post,4th,1002,4808,16,0,1953.3083,1628.8063,1830.6859,1994.8063,2100.3613,2206.4031,2294.3927,2419.9058,2391.8901,2291.0471,2286.9319,2469.1885,2641.9738,3023.267,3376.1414,3370.8796,1831.4503,1586.3508,1764.2513,1985.0915,2192.5949
52,PLR110,anticipated_b,0,post,4th,1002,4812,17,0,2765.396,2848.822,2857.5602,2666.2094,2730.5288,2383.0576,2004.3141,1759.8691,1561.8272,1414.7382,1339.0995,1260.5864,1476.9895,1979.9895,2454.9791,2597.5759,1372.356,1297.7016,1609.6126,1905.5812,1907.7958
53,PLR110,unexpected_b,0,post,4th,1002,4810,17,0,2272.668,2513.377,2558.377,2388.9022,2216.7841,1822.9005,1900.8796,2120.9162,2173.1047,2274.2984,2380.089,2311.5812,2517.6126,2889.2461,3288.5183,3325.178,1778.9424,1405.0628,1637.5707,1804.2932,1933.5497
54,PLR110,unexpected_b,0,post,4th,1002,4812,18,0,2241.195,2281.4346,2416.5393,2467.6492,2375.2199,2518.8168,2635.6073,2702.466,2678.2932,2722.199,2754.0209,2597.9634,2641.7539,3112.9895,3477.1257,3456.2618,1953.6859,1671.0052,1816.9319,2015.3613,2178.6911
55,PLR110,anticipated_b,0,post,4th,1003,4810,18,0,2512.436,2688.9581,2713.6335,2690.4817,2702.3717,2623.3053,2349.5005,1922.5497,1883.7016,1968.2775,2077.1571,2286.7906,2450.9581,2796.2147,3197.3194,3217.5236,1725.178,1481.2984,1669.9319,1979.3403,2117.7958
56,PLR110,unexpected_b,0,post,4th,1002,4810,19,0,2670.156,2936.7801,3051.6178,3037.3141,2817.3665,2448.4712,2452.2199,2390.4974,2201.4764,2124.2723,2033.9948,1927.9058,2248.3979,2706.466,3134.555,3173.9162,1734.356,1524.8325,1724.9686,1834.2565,1982.2408
57,PLR110,anticipated_w,1,post,4th,1003,4810,20,1,2130.678,2265.8482,2401.9581,2525.644,2429.1937,2235.0314,2073.0943,1914.0854,1861.5812,1831.2775,2081.1099,2139.4764,1386.5183,1392.1623,1678.7801,1590.534,1860.5131,2260.9581,2487.9005,2665.0052,2421.644
58,PLR110,anticipated_b,0,post,4th,1003,4812,19,0,2044.0919,1368.119,1347.8901,1475.2199,1727.7382,1931.0942,2039.6649,2200.9843,2299.288,2418.4712,2498.7277,2629.9948,2746.8848,3058.4503,3392.9529,3294.445,1747.0733,1522.1832,1869.7382,2070.4398,2239.2932
59,PLR110,unexpected_w,1,post,4th,1002,4812,20,0,2369.3122,2365.6806,2511.8796,2495.161,2094.1856,2051.1047,1904.6178,1959.1414,2035.9215,2121.6387,2305.5393,2189.1152,1212.5864,1207.5079,1466.712,1650.0209,1863.8377,2143.377,2381.2775,2310.8325,1858.5759
60,PLR110,anticipated_b,0,post,4th,1002,4810,20,0,1591.338,1961.5759,2092.6597,2143.7739,1986.1198,2075.2408,2158.8691,2161.8848,2257.8482,2170.2565,1743.3927,1571.0314,1821.7016,2363.0733,2844.8482,2879.6754,1541.7173,1487.5079,1738.3037,1877.1047,1996.8168
1,PLR111,anticipated_b,0,pre,1st,1001,4838,1,1,4340.408,4113.5916,4170.4607,4388.2304,4702.8115,4713.5445,4669.4241,4664.4188,4622.7016,4625.7068,4667.1099,4586.1832,4615.3194,4832.5445,5136.1675,5290.4869,4405.0366,3580.8691,3483.3298,3605.2932,3820.7225
2,PLR111,anticipated_w,1,pre,1st,1002,4812,1,1,4608.638,4587.9843,4615.8168,4676.1414,4890.5497,4898.1414,4970.4817,4969.377,4969.356,5015.0838,4989.4188,4912.8115,3572.2251,2701.7173,2567.5654,2939.1099,3092.3378,3283.1477,3639.1899,3648.733,3578.7225
3,PLR111,unexpected_w,1,pre,1st,1002,4810,1,0,4347.604,4379.7277,4345.6335,4331.4241,4531.3874,4202.555,3899.3979,4194.0314,4310.8534,4441.4817,4524.9162,4337.3037,3136.2461,2403.7225,2314.9529,2571.5864,2869.2199,3210.0419,3484.0576,3744.8377,4011.2042
4,PLR111,unexpected_w,1,pre,1st,1002,4812,2,0,4130.7345,4385.0608,4332.2618,4392.0209,4063.267,4236.5393,4496.644,4510.7958,4483.6073,4468.7801,4505.0628,4481.9791,3069.0576,2413.0628,2502.7277,2793.0733,2957.5079,3228.2662,3587.9544,3783.897,3831.0631
5,PLR111,anticipated_b,0,pre,1st,1003,4812,2,0,3991.188,4299.0419,4313.0471,4325.9791,4415.2775,4452.555,4598.2513,4615.377,4521.7906,4671.7696,4777.2408,4721.5864,4660.5026,4830.9254,4106.4327,4474.7709,4222.8796,3722.1123,3872.4614,4087.7207,4420.6894
6,PLR111,unexpected_b,0,pre,1st,1003,4810,3,0,3814.587,3914.9738,3643.1518,3841.3008,4116.4592,4098.8691,4031.5707,4141.8429,4372.4293,4513.9843,4580.1414,4607.0105,4533.1152,4606.089,4951.2767,5131.3508,4093.2191,3651.5928,3597.0281,3895.9319,3973.0995
7,PLR111,anticipated_b,0,pre,1st,1002,4810,3,0,4086.254,4319.8115,4347.6492,4347.6979,4506.36,4480.6702,4541.445,4651.377,4651.3613,4694.2356,4770.4607,4838.0209,4821.4398,4843.2775,5171.0052,5301.3141,4512.2251,3861.6412,3920.753,4082.4534,4139.0461
8,PLR111,anticipated_b,0,pre,1st,1002,4812,4,1,3999.892,4335.8586,4238.5654,4257.7592,4426.8534,4520.3979,4643.2147,4630.3613,4607.0524,4645.9529,4792.8796,4888.5812,4927.3298,5069.4398,5363.1047,5443.7016,4485.9686,4027.8272,4094.9058,4294.0471,4642.9476
9,PLR111,anticipated_b,0,pre,1st,1002,4810,5,1,4559.578,4670.0785,4627.6806,4632.2461,4747.8534,4748.5602,4758.8272,4829.8953,4947.6283,4969.0628,5019.4555,5054.6597,5038.1885,5196.9058,5529.8272,5611.9581,4895.2356,4158.2042,4247.9215,4484.0942,4718.2565
10,PLR111,unexpected_b,0,pre,1st,1003,4810,4,0,4614.654,4704.7801,4682.6387,4754.4817,4795.4188,4616.1309,4554.4555,4728.534,4839.199,4879.3037,4974.2723,4986.6545,4912.4921,4998.8115,5430.1309,5538.1466,4488.7696,3992.3351,4154.1571,4309.8796,4359.5269
11,PLR111,anticipated_w,1,pre,1st,1002,4808,2,1,4259.208,4587.7696,4607.1047,4587.6545,4710.5864,4791.801,4849.3613,4807.4764,4889.4084,4892.712,4774.8901,4826.3665,3568.2304,2887.089,2886.2565,2654.3141,2654.1204,3056.8272,3461.7382,3811.466,3989.2565
12,PLR111,anticipated_w,1,pre,1st,1002,4810,3,1,4174.198,4270.9058,4333.1975,4357.5875,4363.7487,4336.9791,4469.8953,4689.4607,4832.0576,4888.3613,4781.2042,4732.4921,3404.8691,2756.3246,2713.4188,2820.7016,3156.733,3519.5236,3812.6073,4055.8325,4173.9267
13,PLR111,anticipated_b,0,pre,2nd,1003,4810,6,0,3926.338,4231.8377,4222.3246,4289.0366,4486.9895,4635.5131,4822.0209,4975.8901,4942.3665,4877.3246,4931.0942,4896.5864,4844.4974,4956.4293,5342.0995,5329.9843,4160.1675,3415.9319,3618.9267,3488.3293,3514.1675
14,PLR111,unexpected_w,1,pre,1st,1002,4810,5,0,3884.607,4096.267,3958.4188,3925.58,4251.7487,4303.8325,4328.0524,4504.9372,4602.6492,4752.1361,4732.3351,4454.3613,3172.8142,1894.9702,1610.43,1658.0947,1672.633,1700.5995,2358.3551,3964.3455,3937.9319
15,PLR111,unexpected_w,1,pre,2nd,1002,4810,6,0,4004.178,4137.6152,4158.4711,4222.582,4335.6942,4316.9028,4057.6178,3925.4293,4106.3037,4264.6963,4204.0995,4230.9843,2790.9372,2179.4346,2113.0262,2227.0419,2448.8901,2784.0695,3083.3613,3024.2149,2927.0256
16,PLR111,unexpected_b,0,pre,2nd,1002,4812,7,1,3488.001,2803.2461,2868.0232,3376.5712,3645.3141,3619.0785,3641.1571,3945.1152,4162.8796,4261.0942,4219.6702,4168.5654,4218.0628,4522.3037,4948.9791,4995.6963,3781.466,3147.6021,3437.5183,3837,4108.2984
17,PLR111,anticipated_w,1,pre,1st,1003,4812,4,0,4502.838,4436.6492,4332.7708,4432.9992,4477.7958,4307.1099,4398.8848,4668.0471,4834.0419,4931.8901,4937.9267,4786.9215,2866.1917,2724.8294,2923.1885,2617.3194,2415.4188,2877.0157,3343.7958,3607.623,3439.9895
18,PLR111,anticipated_b,0,pre,2nd,1003,4812,7,1,3470.0492,3495.6545,3762.5969,4063.9372,4243.5916,4296.4031,4453.712,4591.4188,4754.2461,4829.9634,4716.0366,4759.3979,4745.5445,4879.6859,5247.8272,5256.8429,4086.445,3412.4921,3684.8115,4028.1466,4192.0262
19,PLR111,anticipated_b,0,pre,2nd,1003,4812,8,1,3893.524,3750.8325,3785.6545,3894.2785,4203.4996,4304.8325,4353.911,4488.4241,4520.911,4569.2618,4576.5393,4726.2653,4676.8778,4852.9686,5065.5445,5043.3298,4055.7592,3548.3351,3848.7068,4124.6754,4262.0209
20,PLR111,anticipated_w,1,pre,1st,1003,4812,5,1,3709.82,3720.6387,3567.8743,3655.3874,3829.5079,3461.0942,3386.8272,3365.9581,3479.4084,3706.267,3700.3822,3822.7173,2715.0733,2241.5183,2249.089,2313.822,2669.3874,3075.7592,3255.9634,3157.0995,3203.5864
21,PLR111,anticipated_w,1,pre,2nd,1003,4812,6,1,2348.21,2497.2984,2785.0335,3105.2,3447.8115,3540.0681,3813.8377,3978.9791,3837.4503,3777.623,3671.5864,3414.5905,2497.9101,2006.466,1946.5497,1991.6806,2116.8272,2643.8953,2994.0112,2913.8144,2685.9476
22,PLR111,anticipated_w,1,pre,2nd,1002,4810,7,0,1823.032,1701.623,1940.6178,2424.4031,2726.0524,2748.9005,2820.3665,3064.3141,3242.7958,3454.1675,3644.8586,3636.1675,2345.2565,1840.8796,1825.9948,2146.0785,2320.4921,2623.2565,2685.2251,2496.8691,2146.6178
23,PLR111,unexpected_w,1,pre,2nd,1002,4812,8,0,2370.922,2514.3927,2634.2723,2797.4607,2775.5654,2333.911,2179.6911,2207.0628,2290.0681,2424.199,2626.0576,2765.8429,1815.8586,1530.2618,1645.1885,1652.7853,1675.2408,2064.1152,2313.9791,2104.1152,1718.8848
24,PLR111,unexpected_b,0,pre,2nd,1003,4810,9,0,1901.146,2296.089,2537.4817,2715.3089,2836.3874,2517.9948,2257.6597,2058.8168,1989.6545,1997.3613,2021.3037,2194.9162,2480.8325,2960.4398,3623.5759,3922.3037,2877.8743,2359.911,2637.0387,2828.4129,2868.7225
25,PLR111,anticipated_b,0,pre,2nd,1002,4810,9,1,2630.72,1759.3246,1518.2461,1574.9634,1882.1099,2140.8063,2414.9005,2657.1204,2903.4712,3101.1885,3255.2408,3327.7696,3345.3979,3609.3822,4106.3613,4186.0366,3156.2356,2302.0419,2545.0942,2934.0381,3238.6162
26,PLR111,anticipated_b,0,pre,2nd,1003,4812,10,0,3044.454,2933.2565,2800.6073,2665.0314,2167.9843,1690.4921,1626.1885,1777.5864,1852.8796,2146.3298,2478.623,2665.4136,2849.5934,2924.8575,2894.465,2841.0467,2765.5739,2436.758,2072.8939,2363.1204,2568.1571
27,PLR111,anticipated_w,1,pre,2nd,1002,4810,8,1,2996.232,2982.6859,2522.4447,2401.7911,2478.1414,2549.4607,2735.0366,3002.3717,3080.5288,3245.1518,3392.2513,2889.8917,1854.1862,1493.9319,1386.0157,1442.7539,1809.1518,2346.8027,2688.922,2812.0209,2659.3141
28,PLR111,unexpected_b,0,pre,2nd,1002,4810,10,0,1448.828,1482.9581,1595.0444,1975.1059,2153.4346,2032.2199,2231.2723,2707.3979,2872.6073,2719.178,2305.0576,2076.9791,2200.0209,2691.5864,3347.4503,3523.644,2154.2513,1675.6126,1967.3822,2190.1885,2222.6963
29,PLR111,anticipated_w,1,pre,2nd,1002,4808,9,1,2082.262,1436.1309,1367.0105,1402.0786,1636.635,1874.445,1993.9319,2363.3874,2788.2723,3047.5864,3353.3403,3439.4503,2349.1047,1765.822,1688.7696,1588.6178,1790.822,2185.1638,2289.4842,2080.3351,1966.8063
