trialNumber,subid,condition,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
32,PLR131,anticipated_w,post,3rd,1002,4810,14,0,3627.472,103.4809,373.8003,481.5856,643.9521,800.5699,766.3081,659.8055,643.2767,674.5228,895.083,950.7898,-828.5715,-1622.739,-1755.7181,-1787.9537,-1218.7704,-876.3097,-815.8437,-567.3359,-245.8908
33,PLR131,anticipated_b,post,3rd,1003,4812,11,1,3864.8,281.5403,391.4251,229.5822,240.0586,411.7393,543.734,571.8859,594.8649,598.5508,798.1424,732.7759,946.5613,1334.1171,1521.3266,1471.4194,524.8127,-427.3692,-509.7424,70.6817,437.1948
34,PLR131,unexpected_w,pre,2nd,1003,4810,9,0,4948.318,-24.7159,-607.3861,-1454.852,-1726.6426,-1420.1295,-936.7107,-586.7944,-571.7997,-627.6112,-878.674,-982.4698,-2340.784,-2911.8311,-2913.8782,-2749.9882,-2341.9201,-1714.7473,-1375.8259,-1163.7368,-1172.9972
35,PLR131,anticipated_w,post,3rd,1003,4810,15,1,2341.53,668.4072,1059.1611,1298.4657,574.6535,1059.9464,740.0459,691.648,992.9517,1366.3339,1585.9779,1290.0616,-103.8075,-569.3939,-396.996,-199.3049,204.5381,831.0826,1213.1402,1370.5119,1441.4648
36,PLR131,unexpected_b,pre,2nd,1002,4810,10,0,2917.502,-341.3397,-483.6748,-811.6172,-860.8423,-316.4863,-63.2716,167.8854,403.2205,548.3619,422.5608,633.409,917.3514,1264.5975,1663.2205,1714.9901,509.1629,320.5818,245.299,12.854,-41.8266
37,PLR131,anticipated_b,post,3rd,1003,4812,12,0,3490.524,-163.3408,-482.1261,-491.6706,-793.4036,-637.5083,-627.0476,-939.4141,-1069.3303,-713.9952,-292.702,-194.1104,-170.7701,307.3106,650.4248,900.8268,-166.5345,-497.2727,-201.9114,5.7954,314.5022
38,PLR131,unexpected_b,post,3rd,1003,4812,11,0,4113.673,-767.2489,-535.8824,-99.0918,172.2118,295.4684,312.327,367.6464,277.6516,381.416,463.4527,580.6725,845.4016,1122.3974,1472.6673,1423.6307,-174.6049,-672.2594,-774.0133,-530.7987,-319.94
39,PLR131,anticipated_b,post,3rd,1003,4810,13,0,3604.802,354.9938,425.5017,361.4493,542.9415,769.2085,915.8053,673.842,-207.6868,-471.5769,-19.6659,273.8839,579.3812,937.575,1250.4441,1475.5854,394.3498,162.7163,59.0095,-587.0743,-1431.357
40,PLR131,anticipated_b,post,3rd,1002,4808,14,0,1533.128,-2.327,163.7149,571.9505,1097.4374,1381.9767,1523.7306,1321.406,1331.3013,1625.071,1857.5107,2108.9505,2420.3327,2762.4217,3155.3746,3157.5893,1830.1076,1701.9924,2046.7463,2305.8249,2526.5579
41,PLR131,anticipated_b,post,3rd,1002,4810,15,0,4240.318,-30.941,-961.2552,-1738.3704,-1657.5955,-1224.517,-803.1609,-617.3075,-449.5222,-294.6374,-277.8363,-606.0039,-557.3442,-104.4908,282.2281,194.3579,-586.0546,-627.929,-615.8581,-589.04,-541.5833
42,PLR131,anticipated_b,post,4th,1002,4810,16,0,3052.619,-1081.4881,-951.8735,-369.7457,64.3025,334.4909,345.847,488.1035,640.8679,540.2658,615.6428,875.7265,1052.5119,1299.0721,1629.3025,1633.9098,-174.0064,-1025.9279,-1213.1321,-1142.7708,-1351.6295
43,PLR131,anticipated_b,post,4th,1002,4810,17,0,1557.6013,-364.3553,-209.4747,-169.2357,307.7529,794.2521,981.7337,1205.4562,1278.7809,1410.0531,1559.6866,1442.8437,1615.561,2094.0426,2587.3987,2702.4981,1366.2573,1150.7966,1380.8227,1707.7966,2029.2206
44,PLR131,unexpected_b,post,3rd,1003,4810,12,0,3941.836,110.7033,292.5986,297.3368,414.0279,478.8027,581.0436,626.3577,538.52,729.6038,776.9598,228.4153,318.9075,758.2391,1050.0085,1060.2321,-614.213,-1110.4067,-754.1973,-364.0507,-116.5585
45,PLR131,unexpected_b,post,3rd,1003,4810,13,0,2153.162,-677.0735,-802.5523,-613.1672,-548.9421,-221.4133,163.1731,75.3563,-206.4918,-39.963,327.8694,558.4192,861.5762,1103.9479,1499.4257,1655.7752,274.7909,134.7071,543.2673,864.4401,857.8275
46,PLR131,anticipated_b,post,4th,1002,4810,18,1,2927.76,-96.7914,-22.4511,-67.5715,142.8294,-277.1866,125.9782,128.1615,521.2086,774.7531,719.4285,825.4651,1188.4337,1612.4442,2137.4599,2261.2871,1134.3814,683.3971,1206.5594,1547.0149,1605.685
47,PLR131,unexpected_w,post,3rd,1003,4812,14,0,1896.634,812.2142,1133.4393,1338.0833,1565.3974,1808.6016,2040.1932,2157.1461,2294.1723,2364.4498,2440.099,2118.3346,268.0885,-378.1366,-498.3356,-312.634,198.6644,713.9576,989.7011,620.6644,71.5807
48,PLR131,unexpected_b,post,3rd,1003,4812,15,0,2934.07,422.752,513.6892,352.0735,-598.7973,2.574,-3.0962,199.4797,290.1813,39.1761,264.2598,623.9666,910.1394,1201.7782,1683.6473,1844.9876,593.3803,467.6159,792.2755,1138.2441,1354.019
49,PLR131,anticipated_b,post,4th,1002,4810,19,0,4296.528,-394.8212,-476.795,-633.8474,-1080.0712,-1767.1338,-1392.8317,-1416.5228,-1704.1092,-1523.5751,-1041.261,-742.7531,-342.3481,-89.9468,278.9275,195.2207,-1246.388,-1673.0854,-1135.9416,-1057.7936,-1758.7339
50,PLR131,unexpected_w,post,4th,1003,4810,16,0,3740.6489,-262.8534,-252.1515,-51.1568,203.3144,406.7228,562.4506,661.4349,635.4296,655.5029,426.948,444.5186,-1188.6803,-1859.2405,-1974.0102,-1917.9735,-1379.4185,-1154.2615,-1030.0835,-640.6594,-482.6227
51,PLR131,anticipated_w,post,4th,1003,4810,16,0,2364.6308,303.5734,208.186,641.4425,1028.7985,1308.4268,1483.7357,1464.6205,1445.343,1645.2645,1780.699,1818.3326,100.1284,-421.0601,-335.3795,-296.9397,187.72,804.3692,1097.8404,1200.4425,1222.5577
52,PLR131,unexpected_w,post,4th,1002,4810,17,0,3800.1056,-392.9247,-584.7391,-262.7391,83.6902,179.3656,110.5541,297.8106,417.418,136.2033,-4.9695,-543.603,-1953.9381,-2166.4773,-2034.8229,-1995.7077,-1637.9852,-1030.5506,-785.4826,-885.9066,-961.4302
53,PLR131,anticipated_w,post,4th,1003,4810,17,0,2674.84,598.3904,905.6521,1057.3851,1143.9453,927.516,1043.5579,1218.5841,1042.2176,533.3432,-156.6463,-658.9709,-1218.662,-1308.6934,-977.8871,-552.4997,-69.9657,371.4218,679.9401,914.6417,1086.6103
54,PLR131,unexpected_w,post,4th,1003,4812,18,0,3866.481,-112.4967,215.5399,316.0059,154.9274,98.9326,274.1106,453.5347,629.0426,717.6132,769.252,563.5399,-1422.2925,-1998.7742,-2165.0307,-2353.036,-2134.8108,-1510.3868,-1160.0098,-1695.9103,-2180.7271
55,PLR131,anticipated_w,post,4th,1003,4810,18,0,3058.094,544.7761,693.2592,806.5238,929.1625,1143.728,1310.7542,1403.262,1338.1364,1134.4086,939.8641,691.9269,-917.8217,-1395.6228,-1522.9998,-1534.7642,-1281.9265,-792.5128,-423.7118,30.262,235.728
56,PLR131,anticipated_b,post,4th,1003,4810,20,0,3918.266,248.001,377.378,454.4513,589.3099,652.3204,743.7811,803.8439,867.1267,989.6607,1079.001,1201.535,1107.6869,1312.7706,1546.268,1443.6782,-771.8682,-1506.3938,-1631.6171,-1724.1115,-1739.5749
57,PLR131,unexpected_b,post,4th,1002,4810,19,0,2698.2598,335.4994,410.2429,499.5989,660.3214,416.5989,72.7821,455.2586,655.8764,488.9444,579.447,759.9706,928.002,1273.7245,1618.9235,1752.0177,485.9549,103.2533,378.9654,769.6983,660.2376
58,PLR131,anticipated_w,post,4th,1003,4810,19,0,3974.888,-119.5149,-1040.3568,-304.4325,-150.6105,-113.9561,43.5466,85.112,169.9392,280.379,319.5675,291.9078,-1223.0346,-1913.8304,-2082.689,-2210.6053,-1781.6524,-1121.422,-1102.5477,-1602.5372,-2104.7519
59,PLR131,unexpected_b,post,4th,1003,4810,20,0,2404.838,496.0259,879.5494,1136.7903,1300.8007,1103.895,1110.8374,948.361,714.3557,290.0782,160.8007,616.3767,1082.1725,1407.8688,1671.429,1658.5966,456.4918,241.4814,416.9264,361.4604,224.5651
60,PLR131,anticipated_w,post,4th,1003,4810,20,0,2720.196,337.9768,474.8616,415.7394,-453.0108,195.8249,102.1286,140.516,211.6469,-104.4525,-119.8033,-242.6724,-1124.1436,-1364.7039,-1214.2955,-1123.8033,-643.4892,-118.7824,131.1862,78.8092,-149.7143
1,PLR132,anticipated_w,pre,1st,1000,4836,1,1,3930.312,-23.2178,189.3739,382.887,623.1801,671.4105,673.8084,572.8346,579.976,533.5048,533.8329,441.3616,-1578.9141,-2464.4743,-2358.1235,-2038.2178,-1789.5895,-1087.9822,-649.1445,-315.2649,-134.8199
2,PLR132,anticipated_b,pre,1st,1003,4812,1,1,3895.554,232.823,375.5717,443.4094,648.6764,744.1902,918.6787,957.5612,757.5559,872.4879,878.1842,781.2889,798.1266,1017.3308,1309.3936,1213.2628,-669.8367,-1492.3184,-1165.9519,-425.2796,-195.0483
3,PLR132,anticipated_b,pre,1st,1002,4808,2,1,4271.69,28.132,136.8702,183.2472,366.1215,413.7027,490.4775,534.4828,578.3519,673.0377,649.4514,678.3205,602.4409,821.9121,1205.2681,1199.5456,-551.1455,-1056.224,-1059.9465,-522.0984,-465.7685
4,PLR132,anticipated_w,pre,1st,1003,4812,2,1,3147.674,654.8653,818.1375,1031.4307,1240.6297,1268.5145,1233.5459,1281.5982,975.1723,967.9647,1153.7187,932.4255,-1137.9724,-1782.9358,-1750.3599,-1671.7421,-1171.7473,-589.2918,-262.407,-292.2604,-534.6007
5,PLR132,anticipated_w,pre,1st,1002,4808,3,0,2556.377,-958.3246,-702.0681,-90.9686,382.0104,402.445,742.2199,742.6335,700.6911,903.4031,647.4083,-418.8168,-1390.5079,-1546.3613,-1473.644,-1370.4712,-988.4241,-463.0542,-110.8922,209.4973,424.8743
6,PLR132,unexpected_w,pre,1st,1002,4808,1,0,3564.546,231.6544,213.609,3.8781,265.1817,516.0456,675.0142,227.6006,19.0194,153.1608,349.0037,-72.4203,-1946.5984,-2276.347,-2104.6088,-1658.1062,-1356.9753,-845.7554,-418.3523,-219.3104,-419.6193
7,PLR132,anticipated_b,pre,1st,1002,4810,3,0,3572.255,-114.1712,24.122,235.6874,444.3942,454.9701,386.4675,462.8707,530.7764,496.2005,505.9544,117.3628,-132.3911,368.6403,916.2476,1035.944,-405.0142,-778.3649,-1033.5011,-484.8728,-194.3859
8,PLR132,anticipated_w,pre,1st,1002,4810,4,0,3749.622,201.4461,186.4461,303.0796,395.2157,504.7288,705.9644,689.4722,648.4356,640.6712,649.1476,281.7811,-1873.3602,-2381.4073,-2301.2869,-2371.5435,-1885.8681,-1274.9298,-759.7042,-452.3529,-332.2974
9,PLR132,anticipated_w,pre,1st,1002,4810,5,1,3617.48,323.0069,349.1587,432.1587,531.5634,585.0116,503.1745,437.1378,674.2792,805.6457,821.7608,374.7975,-1688.3753,-2119.3125,-1705.7418,-1834.8779,-1925.4276,-1285.8151,-755.3386,-297.8779,-73.3125
10,PLR132,anticipated_b,pre,1st,1002,4810,4,0,3162.466,442.1989,235.8586,506.6963,797.6963,900.6544,1036.0837,1119.8953,901.0104,726.2042,268.3665,-598.9267,-747.0367,37.0994,832.822,1018.4921,-531.2566,-694.6283,-216.665,99.712,176.4031
11,PLR132,unexpected_b,pre,1st,1002,4808,2,0,3826.986,80.7732,44.0051,128.9899,193.1135,18.213,-539.5986,-787.63,-402.0645,67.9041,324.9564,420.4695,410.747,628.5899,994.4328,1085.014,-376.1378,-963.5357,-1539.5672,-1586.4624,-1492.4677
12,PLR132,unexpected_w,pre,1st,1003,4812,3,0,1794.952,115.692,192.6239,713.2784,991.4511,1097.7443,1187.3203,1481.1789,1285.6565,770.6825,406.7757,384.5401,-536.4651,-711.9363,-711.4494,-264.6902,286.9433,629.8291,800.93,652.6396,160.2784
13,PLR132,anticipated_b,pre,1st,1002,4812,5,0,1730.08,-287.0486,-88.8653,480.9933,906.2813,1208.6268,1484.7891,1623.8467,1669.0666,1628.2655,1789.4854,1941.119,1843.2498,2206.7629,2593.0038,2503.6059,644.3583,442.0492,885.5692,1328.6739,1567.3493
14,PLR132,unexpected_w,pre,1st,1003,4812,4,0,3623.998,211.8973,261.7088,295.7716,434.9863,257.913,483.2533,632.0125,559.1277,18.8816,-747.7624,-948.0085,-2178.3488,-2458.2598,-2277.553,-2359.1551,-2164.3017,-1552.4535,-1100.4692,-778.731,-558.3959
15,PLR132,anticipated_w,pre,2nd,1002,4810,6,0,2957.42,561.0407,665.58,808.6481,926.0931,999.1088,1104.6481,1069.3182,1046.2554,904.1978,904.3706,705.6219,-1354.8231,-1787.2472,-1559.221,-1292.9436,-1012.1425,-519.1739,-410.2263,-26.9383,198.936
16,PLR132,anticipated_w,pre,2nd,1002,4808,7,0,3478.182,-103.9516,-139.6688,73.0838,166.3782,239.7761,491.9541,578.729,296.3049,256.1007,428.2473,-9.9988,-1911.9412,-2285.004,-2132.1977,-2151.9621,-1881.271,-1251.2762,-766.648,-502.5171,-372.7789
17,PLR132,unexpected_w,pre,1st,1003,4812,5,0,3515.214,59.5085,131.9564,147.1215,126.6001,-298.5438,-1288.5386,-1737.3658,-1343.2925,-1034.8789,-710.015,-657.5177,-2186.392,-2394.9941,-2277.6426,-2497.0429,-2258.7407,-1626.3383,-1154.2027,-974.0006,-683.8001
18,PLR132,anticipated_b,pre,2nd,1002,4810,6,0,3266.092,182.5886,230.6515,307.4787,385.4791,523.0856,575.2483,677.2431,643.9289,640.2064,844.2954,792.7195,738.0755,1094.5886,1444.0755,1388.9028,-64.4375,-387.3328,-325.626,-133.626,247.4473
19,PLR132,unexpected_b,pre,2nd,1003,4812,6,0,4020.336,137.8891,103.3072,93.6283,-214.4669,-667.5716,-1012.2889,-1041.1737,-1012.247,-748.9852,-705.4774,-1063.9067,-1023.2784,-522.3465,-26.781,130.5959,-865.98,-903.0343,-1359.3893,-1493.2604,-916.065
20,PLR132,anticipated_w,pre,2nd,1002,4810,8,0,3256.291,-251.5475,31.3582,337.6514,599.7509,691.1645,721.2064,753.2954,858.4629,786.0022,821.3425,695.9655,-1383.3957,-1718.6536,-1296.5297,-1206.7463,-854.092,-273.0933,192.2797,419.0145,461.1635
21,PLR132,unexpected_w,pre,2nd,1002,4810,7,0,3788.69,-25.9308,154.5456,335.6922,438.7079,194.4252,49.865,327.844,250.132,386.5299,569.8754,283.1477,-1933.4858,-2433.6272,-2441.7005,-2482.2816,-1857.1371,-1184.4868,-984.2073,-721.6115,-598.046
22,PLR132,anticipated_w,pre,2nd,1003,4810,9,0,3570.05,83.683,104.9552,275.5626,454.2327,527.0285,550.8819,658.2694,718.2798,787.0495,903.6673,610.3427,-1570.0134,-1992.1233,-1865.139,-1707.1599,-1069.0081,-642.6364,-339.3694,-170.0186,76.5154
23,PLR132,anticipated_b,pre,2nd,1003,4810,7,0,3901.1874,15.022,159.2105,318.2262,480.9068,552.5718,490.6032,466.6608,503.2524,544.0377,516.2995,505.488,592.4461,822.9121,1109.5089,1105.9173,-374.4754,-1196.1193,-1727.978,-1277.69,-708.2816
24,PLR132,unexpected_w,pre,2nd,1002,4810,8,0,3921.396,58.337,110.2061,158.9129,300.4731,277.5464,520.9757,550.9967,276.7401,199.248,541.7297,295.1642,-1957.5635,-2565.1918,-2473.0871,-2644.7468,-2493.6944,-1879.7049,-1590.3803,-1181.0086,-820.4012
25,PLR132,anticipated_w,pre,2nd,1003,4810,10,0,3354.359,247.5258,357.4839,458.5153,701.1489,927.2064,1087.9865,1141.3007,1117.4159,934.1541,870.018,727.2536,-1434.4166,-2031.626,-1974.6731,-2098.647,-1699.4588,-1029.2968,-707.1148,-360.8087,-214.5527
26,PLR132,anticipated_b,pre,2nd,1003,4812,8,0,3663.1018,-53.1227,41.0029,277.3093,565.159,572.0658,584.6312,364.3642,455.3904,203.5055,191.3066,99.7935,208.537,519.8563,890.2071,934.9663,-658.0232,-1319.2327,-1283.4473,-681.2013,-231.4683
27,PLR132,unexpected_w,pre,2nd,1002,4808,9,0,2867.9435,491.3811,734.7116,894.8496,933.1403,848.6691,1074.8889,1232.2502,1361.334,1435.7842,1428.2973,1187.2293,-1066.6032,-1534.1268,-1596.7236,-1371.4216,-718.1936,-126.5295,127.8261,274.3863,373.6272
28,PLR132,anticipated_w,post,3rd,1003,4812,11,0,2986.368,103.454,267.9409,533.831,743.0666,919.6215,1093.2236,1193.8362,1161.7315,1156.3755,1173.3126,945.6268,-1176.3523,-1596.1429,-1570.2214,-1468.169,-886.5094,-325.2738,88.3362,217.3126,350.8519
29,PLR132,unexpected_b,pre,2nd,1003,4812,10,0,3721.396,94.1903,-16.0864,145.3911,357.5516,169.871,165.3108,330.6877,-41.5112,117.939,280.6458,342.7977,277.8029,536.8605,899.6877,917.7244,-791.0557,-1814.2494,-2224.2128,-2409.0453,-2303.3227
30,PLR132,anticipated_b,pre,2nd,1003,4812,9,0,2849.478,-40.8131,241.5953,515.6791,665.4173,779.5272,844.3178,924.9513,816.8675,934.3597,1132.5115,1259.3963,1375.522,1581.5011,1866.9251,1823.9775,118.3649,-668.8916,-600.745,93.3649,530.343
31,PLR132,unexpected_b,post,3rd,1003,4812,11,0,3643.5042,247.8204,215.8151,405.7785,572.5219,383.8937,476.48,351.3439,448.412,626.6633,657.0769,647.7418,557.2811,753.4434,1061.1345,1052.3177,-863.4938,-1804.5304,-2147.0383,-2181.2608,-2083.9182
32,PLR132,unexpected_b,post,3rd,1002,4808,12,0,2396.664,562.891,694.9852,922.1894,1050.2365,1111.6292,1110.4198,1209.8753,1270.3151,1220.4145,1309.5297,1428.7025,1448.2261,1701.9905,2066.7706,2188.5664,777.6187,566.959,759.1924,993.8431,872.2739
33,PLR132,anticipated_b,pre,2nd,1003,4810,10,0,3756.392,174.1996,128.6028,214.8541,387.9089,561.1525,659.9012,623.6918,671.9064,836.142,791.32,848.3619,929.0687,1094.7337,1354.608,1311.3253,-330.228,-899.0889,-589.0616,-121.0554,-310.68
34,PLR132,anticipated_w,post,3rd,1003,4812,12,0,4003.98,215.9048,177.7792,282.465,389.1116,509.3446,547.9048,607.8525,471.0619,570.3341,702.9258,223.1404,-2058.8125,-2688.425,-2877.6292,-3027.5088,-2706.946,-2123.8338,-1659.9192,-1252.9679,-1048.0795
35,PLR132,anticipated_w,post,3rd,1003,4812,13,1,3136.818,24.36,241.4176,551.559,765.3705,752.4647,828.8365,875.093,1008.4857,1007.004,667.6061,583.0459,-1433.551,-1908.9541,-1939.2211,-1954.0745,-1441.7904,-767.3233,-298.6033,38.1663,280.0459
36,PLR132,anticipated_w,post,3rd,1003,4812,14,0,3486.815,-91.0244,20.3159,263.719,535.096,586.2583,536.4677,551.3368,728.4887,728.1169,480.9546,269.9494,-1728.7626,-2060.5637,-1573.9721,-1842.8883,-1839.4119,-1149.3333,-559.1956,-255.5959,-112.2328
37,PLR132,anticipated_b,post,3rd,1002,4810,11,0,3763.786,-16.4281,12.7568,162.1145,330.2035,470.7428,346.1878,150.5753,271.6328,1.8527,122.6276,287.2611,421.4234,711.015,1112.57,1096.5753,-659.2101,-1516.7808,-1954.5609,-1928.0478,-1279.341
38,PLR132,unexpected_w,post,3rd,1002,4808,13,0,3491.654,254.6154,333.5292,407.3669,554.5973,472.2151,685.1366,737.1418,715.791,859.0633,909.9429,400.6287,-1762.3975,-2243.277,-2208.0362,-2100.4708,-1564.7814,-962.0518,-531.9472,-364.1802,-145.6248
39,PLR132,anticipated_b,post,3rd,1002,4810,12,0,3010.3326,-99.1389,107.6252,462.6627,781.8639,932.0234,1072.3596,1172.2833,1291.7302,1340.7459,1288.2329,1281.6674,1291.5313,1555.17,1828.3742,1762.7826,341.2695,-434.6258,-574.4582,-312.6677,-241.3588
40,PLR132,unexpected_w,post,3rd,1003,4812,14,0,3740.636,224.8719,113.8199,114.8333,211.6677,-263.1124,-830.7878,-910.9606,-1031.9868,-628.5941,-272.6151,-302.4842,-2155.0548,-2497.4004,-2486.3847,-2569.9449,-2098.6963,-1453.2567,-1072.8088,-773.7931,-584.7774
41,PLR132,anticipated_b,post,3rd,1002,4810,13,0,3588.0287,42.83,4.1651,198.4792,422.0178,588.9385,604.0342,577.6205,712.1546,488.0499,454.9294,681.7619,825.0394,1062.474,1376.8719,1265.5787,-353.9658,-566.7459,-99.2747,175.898,254.4949
42,PLR132,anticipated_b,post,3rd,1002,4810,14,0,4002.9561,-898.9834,-1211.8409,-883.6315,-220.4116,0.45749,-106.1132,32.3371,-244.9247,-83.6001,-110.9614,-53.1132,90.1015,305.2271,652.447,576.7088,-1139.108,-1593.82,-1308.1498,-824.0818,-482.4326
43,PLR132,unexpected_b,post,3rd,1002,4808,15,0,2334.332,582.4848,659.2125,818.2907,1102.223,838.8146,552.223,462.1497,887.3329,1239.9403,1360.2806,1294.5266,1344.6104,1574.4586,1984.2649,2024.0554,363.3853,-234.0231,-299.5624,322.7727,851.4481
44,PLR132,unexpected_b,post,4th,1002,4812,16,0,3507.8267,-1001.743,-444.5021,27.6707,393.4089,348.2361,289.8277,310.7282,300.8382,-161.6854,169.7649,504.655,538.2675,698.7701,1044.4298,1009.4979,-700.5492,-1041.6697,-523.4105,-605.4339,-760.9943
45,PLR132,anticipated_b,post,3rd,1003,4812,15,1,3839.96,93.0348,-28.9618,141.5025,261.1999,340.2358,464.7511,332.6892,254.4327,293.7416,479.218,544.3646,580.307,869.9353,1198.2337,1221.2023,-178.8867,-1081.8029,-1306.1904,-523.6382,-69.7155
46,PLR132,anticipated_w,post,3rd,1002,4812,15,1,4478.906,71.0312,3.0897,62.418,157.9474,167.3558,233.1516,354.6071,293.3924,105.8427,-557.3981,-1392.8851,-2824.2254,-3174.5186,-2982.6337,-3142.4453,-2825.9636,-2179.4924,-1593.0474,-1195.2463,-1066.2882
47,PLR132,unexpected_w,post,4th,1002,4808,17,0,4061.1576,-592.634,-420.7387,-35.346,110.1514,44.7377,52.3294,258.4341,334.0676,325.1723,409.9681,66.8006,-2206.3303,-2736.7178,-2798.257,-2854.1366,-2585.874,-1949.8551,-1543.9062,-1320.9798,-1283.767
48,PLR132,anticipated_b,post,4th,1003,4808,16,1,2790.944,342.3649,-44.8343,361.0683,717.5846,905.6686,1068.5324,1137.6947,1176.4277,1191.4748,1293.9408,1337.3858,1450.8885,1770.4434,2235.9513,2213.0403,782.9408,685.5796,1075.5778,1357.0191,1347.1089
49,PLR132,anticipated_b,post,4th,1003,4812,17,1,4161.517,-220.5065,-183.0562,125.059,386.4935,449.4935,552.9595,489.4778,444.0066,-288.1191,-1235.2866,-1739.496,-1379.14,-459.0353,292.4202,446.9857,-687.6845,-587.0039,-148.6897,-48.5193,46.1766
50,PLR132,anticipated_w,post,4th,1003,4812,16,0,4053.438,127.2583,330.1274,488.9494,625.8604,614.2426,590.0384,599.6196,655.2217,712.3473,711.0908,369.6301,-1908.1657,-2599.9197,-2811.5427,-2889.9511,-2571.8987,-1873.4589,-1254.3804,-943.4275,-979.4956
51,PLR132,unexpected_b,post,4th,1003,4812,18,0,2103.5116,76.8497,470.7264,998.2376,1132.6403,1155.7816,1357.6507,1500.9963,1652.3628,1784.3575,1892.5094,1755.0748,1691.1167,2117.1952,2581.389,2635.0172,1022.0591,628.0591,559.8654,892.2424,528.4937
52,PLR132,unexpected_b,post,4th,1002,4808,19,0,3795.804,128.395,49.2222,160.285,300.3464,212.1914,-155.0396,-304.9401,-203.4375,-111.6365,-11.7569,35.5625,171.9185,466.4735,864.196,880.8819,-642.3276,-884.1286,-552.4637,-818.1914,-418.8825
53,PLR132,anticipated_w,post,4th,1003,4812,17,0,3767.973,-10.223,-280.6981,-244.8892,90.3207,285.4877,487.1631,567.5872,712.1841,824.5767,945.7495,798.8699,-1201.1215,-1918.5285,-2073.0096,-2118.1824,-1858.2779,-1134.4599,-529.439,-271.7165,-111.8212
54,PLR132,unexpected_b,post,4th,1003,4812,20,0,4087.162,98.4707,188.2065,150.4977,210.8799,338.1521,312.8642,-32.4395,81.9794,300.8851,338.1678,-107.1201,-222.9316,151.016,597.4558,655.7804,-743.1699,-984.696,-489.3662,-91.0311,46.2673
55,PLR132,anticipated_w,post,4th,1002,4812,18,0,3432.87,165.4127,265.1719,522.6274,734.0986,691.0515,598.9363,324.7635,703.2661,952.1143,1089.4284,760.3551,-1481.0009,-1975.8491,-2078.9328,-1666.8491,-1126.7607,-458.2843,-115.9224,90.0776,313.4494
56,PLR132,anticipated_b,post,4th,1002,4810,18,0,4098.876,81.9722,61.8517,81.1135,221.098,227.1135,160.2025,-4.9912,-267.7189,-471.8446,-377.2477,-142.2477,-84.4467,267.8884,665.7994,669.2549,-783.0697,-1430.2006,-1445.9493,-1034.0854,-1092.2373
57,PLR132,anticipated_w,post,4th,1003,4810,19,0,3322.292,-5.2606,188.8547,492.8947,692.8381,836.5784,1033.7813,1009.2211,1075.2473,1150.3153,1205.0012,467.9436,-1603.6951,-2093.8365,-2095.0407,-2238.7737,-1977.7318,-1385.5067,-1029.2711,-667.1297,-440.1035
58,PLR132,anticipated_b,post,4th,1003,4810,19,0,3508.1134,-10.6945,142.8866,404.7767,576.7191,630.9547,709.4416,632.4102,605.4207,677.1694,691.6877,749.0646,785.9704,922.5882,1219.9966,1117.4154,-524.3699,-1331.1605,-1514.061,-1867.0924,-1969.258
59,PLR132,anticipated_b,post,4th,1003,4810,20,0,2464.254,246.835,601.5732,839.8088,1086.5732,726.6361,800.7669,1128.3743,1310.1125,1320.9659,1055.4685,744.6046,242.6465,913.657,1556.7931,1930.4319,766.1806,258.7251,-27.0865,187.3801,137.6491
60,PLR132,anticipated_w,post,4th,1003,4812,20,0,3682.916,124.1364,209.2306,236.8379,308.8379,397.7332,442.7332,462.2777,426.3929,404.5761,528.4191,117.4714,-1960.3558,-2496.2563,-2697.8846,-2828.4814,-2635.7908,-2016.563,-1580.4949,-1197.2458,-948.4605
1,PLR133,anticipated_b,pre,1st,1000,4836,1,1,4523.858,305.676,281.875,388.4509,595.5242,858.4614,1033.6423,1015.7254,619.989,440.1445,154.0478,193.9954,470.4404,621.3043,895.2048,1019.1944,-399.2245,-711.7533,-197.1303,175.0504,190.4823
2,PLR133,unexpected_w,pre,1st,1002,4810,1,1,5113.102,70.3064,-27.657,29.1999,11.1598,-565.4109,-261.2381,-310.547,-735.9135,-310.4842,-15.835,-408.9856,-2131.8584,-2721.28,-3136.5994,-3188.8559,-2455.9024,-1832.2591,-1508.7879,-1293.5837,-1154.1821
3,PLR133,anticipated_w,pre,1st,1002,4810,1,1,4819.774,248.5611,319.5611,406.4354,559.027,207.8386,461.8647,637.8909,724.6187,727.6344,539.7653,322.5035,-1570.7478,-2130.0746,-2064.2217,-1749.6483,-1290.4389,-785.2533,-436.3041,-493.7478,-588.2243
4,PLR133,anticipated_w,pre,1st,1002,4810,2,1,4656.894,188.4934,225.7624,410.9066,486.7605,379.1269,424.6243,329.394,440.928,217.6557,454.3311,108.4383,-1532.0833,-2159.2186,-2094.2343,-1813.1244,-1425.7317,-760.3012,-400.2991,-382.1558,-352.3345
5,PLR133,anticipated_w,pre,1st,1003,4810,3,1,5016.8777,-92.8462,-54.7204,106.4502,137.2428,-43.4536,-16.1866,78.5569,108.536,158.4888,127.6983,-418.7991,-2280.5373,-2570.1656,-2319.752,-2318.1499,-1746.6578,-1256.1086,-1008.9091,-1006.4117,-929.9038
