trialNumber,subid,condition,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window1,window2,window3,window4,window5,window6,window7,window8,window9,window10,window11,window12,window13,window14,window15,window16,window17,window18,window19,window20
1,PLR110,anticipated_w,pre,1st,1000,4838,1,1,3652.716,108.6034,171.3678,373.1112,577.8913,658.3468,783.4149,786.8442,851.7604,824.195,780.572,590.8547,-1222.8521,-1689.7998,-1308.5589,-1283.5118,-1144.7579,-520.5642,-148.1191,76.0417,107.8673
2,PLR110,anticipated_w,pre,1st,1003,4810,2,1,3779.834,27.1503,127.4435,271.0822,475.077,376.5011,448.9461,409.7576,394.1817,487.0089,384.0979,16.1817,-1580.4047,-1949.1953,-1790.9597,-1672.2895,-1278.4309,-727.8968,-383.4727,-86.9335,75.3492
3,PLR110,anticipated_w,pre,1st,1002,4808,3,1,3865.328,247.2479,292.5778,365.028,356.7034,288.0333,386.3003,342.4783,32.1694,-79.9772,-24.2756,-210.2076,-1815.2233,-2122.8097,-2249.5531,-2299.9563,-1870.3594,-1221.9982,-868.9982,-751.5165,-891.2181
4,PLR110,anticipated_b,pre,1st,1002,4812,1,0,3604.692,-72.1475,99.3604,325.4598,441.8577,381.0619,557.7007,541.9101,394.3394,294.0357,319.02,302.4546,574.8054,889.0462,1195.397,1211.9886,-556.8177,-1026.6763,-1017.7705,-1098.4512,-945.2208
5,PLR110,anticipated_w,pre,1st,1002,4810,4,1,3021.652,8.0025,207.2433,431.3846,605.3899,698.1438,714.0757,767.437,954.5522,1063.6726,1203.8087,1036.7668,-720.9504,-1183.6625,-950.7934,-860.2489,-543.7986,-31.3169,305.1229,390.2066,454.1281
6,PLR110,anticipated_b,pre,1st,1003,4812,2,0,3417.0596,-179.6702,-304.4104,-76.4627,212.8462,407.7519,487.7153,494.6053,402.108,490.6891,562.4797,633.6263,856.5687,1138.5268,1373.2703,1258.82,-639.2271,-1020.0858,-789.0648,-460.2533,-435.4575
7,PLR110,unexpected_b,pre,1st,1002,4810,1,0,3529.418,173.6815,218.1003,175.0584,347.6082,514.6029,479.8176,453.0794,552.3045,299.0061,326.0323,538.1736,728.5768,1010.781,1353.2312,1361.2365,-282.9101,-774.1143,-615.4075,-395.3081,-516.8683
8,PLR110,anticipated_w,pre,1st,1002,4810,5,1,3752.306,-273.861,-272.5573,-241.861,-60.1437,49.605,156.8301,136.1443,135.5212,179.0553,294.338,-23.4578,-1605.4526,-1919.4317,-1679.0966,-1686.1646,-1329.107,-774.0285,-545.2903,-289.4945,-182.5259
9,PLR110,anticipated_w,pre,2nd,1002,4812,6,0,3971.052,-284.1881,-278.9787,-111.5127,-59.0939,-68.0311,-302.6279,-443.6489,-469.586,-404.1777,-530.764,-719.4133,-2142.7117,-2362.1881,-2297.3975,-2196.1148,-1920.5808,-1370.9002,-1025.8949,-865.2667,-855.2981
10,PLR110,unexpected_w,pre,1st,1003,4808,2,0,3522.2763,16.978,-221.203,-13.6794,288.5352,245.8127,215.7708,125.5405,22.8127,169.0012,252.1792,-112.7632,-1638.5747,-1890.203,-1787.6376,-1533.8417,-1103.2868,-874.6742,-684.5381,-588.4334,-463.7842
11,PLR110,unexpected_b,pre,1st,1003,4812,3,0,3028.996,-219.5876,-103.6452,162.6951,201.5119,235.1244,121.4019,200.1663,294.4647,524.6951,757.0511,900.3181,1059.8836,1335.47,1637.0825,1533.8469,-284.7709,-702.3206,-451.1007,-187.3834,-89.907
12,PLR110,anticipated_b,pre,1st,1003,4810,3,0,3376.678,-156.3063,-277.7775,-416.6361,-216.4162,-40.5157,-75.9921,-26.2277,131.5314,343.5524,525.4477,509.5471,674.3377,975.3534,1265.8927,1147.877,-822.7199,-1369.8194,-1260.1387,-1237.6047,-1259.3377
13,PLR110,anticipated_w,pre,2nd,1002,4810,7,1,2155.764,224.4873,482.1679,545.7962,451.8538,394.9742,596.7334,579.8014,587.2203,761.9166,759.9062,388.2046,-497.5179,-640.7954,-452.5493,-457.7326,46.3512,525.2726,861.2988,995.3355,845.3041
14,PLR110,anticipated_b,pre,1st,1003,4812,4,1,2786.13,-125.4808,-117.358,62.2786,89.2731,97.1527,318.9695,430.4878,505.2313,419.9066,453.1004,697.3203,995.7077,1381.0847,1710.6292,1646.1841,-178.8473,-387.2347,15.4459,71.1213,156.4669
15,PLR110,unexpected_b,pre,1st,1003,4810,4,0,3496.506,327.672,472.2479,354.0211,70.7217,-287.9248,-507.8358,-401.15,-299.4694,-107.5898,80.1327,108.2898,187.9076,569.1746,921.4888,868.7977,-946.4065,-1524.7311,-1489.0296,-1311.0662,-1102.9248
16,PLR110,anticipated_w,pre,2nd,1002,4810,8,1,2553.2444,-100.1502,146.7451,219.3891,166.698,186.3315,212.3996,211.2373,102.1483,96.2687,192.9022,106.4676,-984.3491,-1122.5481,-998.4643,-764.8884,-485.0926,-141.7732,9.232,-6.4276,76.8551
17,PLR110,unexpected_w,pre,1st,1003,4810,5,0,2424.8516,-381.8778,-175.8882,157.583,324.1694,398.672,460.6039,580.3893,544.1851,314.9181,351.9704,212.5673,-977.5322,-1192.6526,-1063.4275,-851.5689,-544.2757,-135.3542,-1.5636,123.227,44.7243
18,PLR110,anticipated_w,pre,2nd,1002,4810,9,1,1928.773,-157.9092,-103.2128,156.0647,275.227,491.0699,590.8971,672.0018,788.8029,790.3107,453.3003,269.384,-655.7521,-749.0872,-643.328,-458.1919,-91.0505,332.9285,579.9547,722.2374,636.3175
19,PLR110,unexpected_w,pre,2nd,1002,4808,6,0,2073.8601,-179.4227,-275.6455,-80.2423,174.632,323.8938,412.8205,518.3388,614.9357,762.1661,888.0247,650.4959,-641.724,-711.3156,-496.5565,-381.1219,8.9566,388.6791,603.1399,774.5273,938.1085
20,PLR110,unexpected_w,pre,2nd,1003,4810,7,0,2855.336,-209.4663,-244.0585,71.3447,245.6064,135.2347,75.1195,62.1038,71.3551,51.0567,159.2975,-40.8805,-1363.9276,-1557.5873,-1439.4512,-1235.7234,-848.3098,-475.603,-364.1056,-218.226,-192.9642
21,PLR110,anticipated_b,pre,1st,1003,4810,5,0,2816.3704,-190.0091,-180.3547,9.5039,204.5982,373.1793,495.3364,497.75,349.2212,256.8233,142.8233,216.4149,362.7134,798.2055,1172.0327,1107.6087,-553.0563,-949.9438,-697.7573,-539.4856,-375.3599
22,PLR110,anticipated_w,pre,2nd,1003,4812,10,1,3094.2,-286.6712,-276.5403,-76.645,-59.7236,-119.6921,-94.5665,-127.9539,-120.6921,-31.0953,-122.0953,-337.001,-1481.7288,-1633.7445,-1469.7026,-1256.6136,-945.4356,-511.5822,-265.0115,-314.013,-393.4118
23,PLR110,anticipated_w,post,3rd,1002,4812,11,0,2610.87,-23.5559,82.8263,221.5593,390.9677,269.4441,297.041,270.1091,357.842,267.6797,178.774,-115.9328,-1260.493,-1431.3255,-1355.3621,-1295.3203,-955.2155,-558.5192,-266.9066,-107.5297,-196.5087
24,PLR110,anticipated_w,post,3rd,1002,4810,12,1,2110.2604,192.1794,323.7605,493.5721,510.7396,663.5511,717.326,362.3103,459.8967,284.6454,13.2789,-115.2238,-922.2133,-1003.9934,-995.5641,-983.2185,-690.5117,-250.4018,12.3574,85.2317,171.6682
25,PLR110,anticipated_w,post,3rd,1002,4810,13,0,2498.866,-78.1278,-103.4733,-106.4053,-12.332,-151.4262,-122.3634,-93.0807,-119.9602,10.1445,-91.8608,-415.3477,-1289.1278,-1353.0807,-1309.6409,-1291.0597,-928.7299,-586.7089,-389.5466,-195.8922,-254.5414
26,PLR110,anticipated_b,pre,2nd,1002,4810,6,0,2280.04,213.159,278.9495,324.554,344.4838,93.7663,45.2218,75.5097,123.1014,283.3422,318.9286,328.8658,534.6459,965.761,1414.6563,1497.0228,-81.7468,-404.7259,-165.2756,-81.773,44.8919
27,PLR110,unexpected_w,pre,2nd,1002,4810,8,0,2795.206,3.7835,-65.3107,24.4212,-103.0041,-341.85,-361.4992,-122.9233,-55.2584,86.5636,233.8882,116.6474,-1226.2426,-1330.7819,-1188.6667,-1170.2793,-804.0751,-416.761,-286.5044,-275.5467,-505.3356
28,PLR110,anticipated_w,post,3rd,1002,4810,14,0,2588.666,23.2136,175.7005,217.7895,253.7738,230.512,180.5905,-13.9644,-199.1739,-195.0796,-158.1634,-448.7655,-1333.4356,-1395.7759,-1291.5561,-1138.1791,-737.1791,-397.0953,-162.577,-124.3205,-387.6136
29,PLR110,unexpected_b,pre,2nd,1002,4810,9,0,1782.796,73.1726,229.4344,453.9893,684.3558,826.5443,863.6124,971.8637,745.7223,726.9108,386.6752,440.6176,757.0312,1209.0417,1666.1098,1622.8951,-41.6232,-347.4295,-178.0958,-13.4617,87.0312
30,PLR110,anticipated_b,pre,2nd,1002,4808,7,0,1858.15,-182.7783,-49.1029,353.7558,571.0332,618.1223,526.9495,557.6877,581.4207,615.7558,745.0542,774.9495,974.5987,1332.85,1744.4783,1764.9599,184.0699,-139.616,-56.9039,178.1955,450.0594
31,PLR110,unexpected_b,pre,2nd,1003,4814,10,0,2713.764,30.8852,74.1617,-83.0698,-264.7483,-617.8373,-500.1986,-309.6855,-174.3713,3.4821,-37.942,-126.586,147.948,607.5344,946.7177,899.1313,-715.6488,-1052.6383,-950.9368,-1031.2823,-879.8059
32,PLR110,anticipated_w,post,3rd,1002,4812,15,0,2355.152,143.5862,165.7171,278.5129,222.361,72.6873,-90.9845,-99.3195,21.3663,275.8899,351.4344,300.7852,-872.6127,-1019.5918,-979.2253,-827.9897,-624.5028,-187.5813,-40.4766,11.9161,-84.9164
33,PLR110,anticipated_w,post,4th,1002,4810,16,0,2365.125,37.2676,114.2205,218.1629,271.7179,184.4195,31.1891,-300.7219,-491.5962,-596.0517,-732.4496,-863.2873,-1383.3973,-1440.2926,-1447.9522,-1437.5386,-1160.2611,-829.8842,-674.2559,-548.1617,-508.292
34,PLR110,anticipated_b,pre,2nd,1002,4810,8,1,1972.548,130.5253,271.6248,493.5724,693.0227,538.9756,650.0436,592.3368,211.6143,343.3106,399.8918,539.3263,981.5777,1402.9494,1779.808,1732.5777,142.7243,9.8813,357.7243,572.452,650.075
35,PLR110,anticipated_b,pre,2nd,1003,4808,9,0,2038.414,399.7535,553.209,470.1724,301.7431,390.8583,355.0939,333.9996,-7.4506,-259.702,-309.503,-369.0213,-132.1103,388.2823,845.7483,977.3609,-323.4245,-458.3302,-298.0004,-216.7491,-110.7281
36,PLR110,anticipated_b,pre,2nd,1003,4812,10,0,2079.364,108.8768,189.4632,212.5784,-54.0551,-297.1075,-354.3012,-271.5001,-194.3745,-128.7514,7.4161,195.1596,401.9868,725.924,1186.2486,1234.437,-286.1336,-660.7514,-531.3326,-446.4216,-328.8457
37,PLR110,anticipated_b,post,3rd,1003,4810,11,0,2404.03,-84.0928,73.3574,136.7658,120.9019,163.682,39.4726,-5.8886,-302.7892,-589.5536,-551.0824,-441.4855,-120.3598,358.1061,807.0852,791.9072,-797.7316,-1168.5169,-1016.9724,-631.564,-470.8572
38,PLR110,unexpected_w,post,3rd,1003,4810,11,0,2458.98,-131.9172,-35.3465,17.0724,-193.0062,-562.425,-625.2575,-722.3308,-544.5769,-433.3727,-405.0585,-323.5926,-1202.2627,-1321.5612,-1235.3413,-1123.268,-851.9276,-571.1109,-512.8805,-632.3884,-670.1318
39,PLR110,anticipated_b,post,3rd,1003,4810,12,0,1809.8788,-33.4547,68.3673,262.3935,348.5034,310.7966,365.4092,507.3883,512.5924,108.8752,-229.6798,-330.8631,-162.5489,404.6029,828.1212,890.9642,-388.1039,-412.6693,-167.7426,-237.9102,-214.0568
40,PLR110,anticipated_w,post,4th,1003,4810,17,0,1992.682,166.2499,301.1714,283.8311,296.8992,119.0457,-156.3155,-203.0171,-149.1689,-63.0118,61.6531,104.7735,-785.1008,-816.9176,-690.3365,-407.3522,-103.2056,160.0248,276.2604,52.6845,-54.949
41,PLR110,unexpected_w,post,3rd,1003,4812,12,0,1977.104,-23.8841,96.1107,174.7285,120.2063,119.404,-154.6328,68.4196,108.0688,-180.6066,-203.6852,-346.5961,-979.3082,-1013.3082,-916.3501,-744.5386,-497.9993,-212.4286,-110.3553,20.9379,46.3148
42,PLR110,anticipated_b,post,3rd,1003,4812,13,0,1691.432,43.5156,90.6204,180.3324,190.6518,200.5052,251.3533,343.1753,470.3638,576.5261,619.4319,543.568,720.4266,1155.8036,1490.5942,1384.5156,-41.2854,-263.6048,-199.7252,26.2355,265.28
43,PLR110,unexpected_b,post,3rd,1002,4812,13,0,2027.072,254.7971,415.284,411.5929,253.1165,93.2788,-31.3017,-108.082,-383.3128,-413.3181,-258.7422,-81.1296,181.6505,533.1531,960.7133,1056.5772,-361.4804,-576.3914,-379.8521,-279.8521,-104.3704
44,PLR110,unexpected_b,post,3rd,1003,4810,14,0,2486.716,18.7447,-8.7893,-7.9568,143.3468,73.4367,63.0404,-285.7003,-333.7684,-130.0144,106.1112,350.8809,589.6505,863.4306,1193.4934,1182.2526,-438.6479,-780.1924,-572.5956,-289.25,-152.2448
45,PLR110,anticipated_b,post,3rd,1003,4810,14,0,2558.814,146.2148,99.3012,-4.8297,127.7357,135.0446,139.0237,156.9766,-114.1124,-46.4475,11.5368,-123.8349,-54.7145,343.7724,810.1912,877.5734,-608.1124,-830.17,-458.3061,-158.4842,-64.7041
46,PLR110,anticipated_b,post,3rd,1003,4808,15,0,2990.224,-252.1769,-170.0146,-248.5434,-473.2292,-678.4334,-854.1507,-727.5695,-710.3811,-701.5172,-680.601,-676.9675,-399.3968,8.0273,413.2472,428.2524,-979.6428,-1311.1245,-1299.0931,-1071.8889,-860.0565
47,PLR110,anticipated_w,post,4th,1003,4810,18,0,2772.758,-229.8627,-273.313,-289.2696,-484.0157,-508.4334,-561.0093,-556.6376,-416.0303,-223.8837,-14.8208,-263.1193,-1332.0931,-1413.0041,-1312.7371,-1117.0983,-778.0721,-477.5224,-280.4491,-410.6899,-736.0407
48,PLR110,unexpected_w,post,3rd,1002,4808,15,0,1897.788,-24.4739,143.3115,280.5942,327.479,463.3795,283.0916,-22.254,-243.6414,-280.7304,-222.2068,-231.8351,-866.7775,-929.61,-823.8037,-840.6885,-596.1545,-286.4215,-118.2487,-17.987,-231.6362
49,PLR110,unexpected_w,post,4th,1002,4810,16,0,1586.168,257.8948,373.099,486.7587,590.9419,588.0205,590.7639,748.3765,556.9734,37.8111,-213.0319,-285.5502,-722.3722,-804.0371,-789.3984,-717.8853,-481.2751,-260.3631,-277.1994,-173.613,-77.7963
50,PLR110,anticipated_w,post,4th,1002,4810,19,0,1718.226,-160.5438,-164.0329,-168.6082,-69.3726,-4.0951,86.2086,98.685,134.308,145.13,21.9782,-15.87,-744.3778,-778.2888,-649.2365,-535.9537,-286.4721,43.5855,185.0829,106.0567,57.1353
51,PLR110,anticipated_b,post,4th,1002,4808,16,0,1953.3083,-324.5021,-122.6225,41.4979,147.0529,253.0948,341.0843,466.5974,438.5817,337.7388,333.6236,515.8801,688.6655,1069.9587,1422.833,1417.5712,-121.8581,-366.9575,-189.057,31.7832,239.2866
52,PLR110,anticipated_b,post,4th,1002,4812,17,0,2765.396,83.426,92.1642,-99.1866,-34.8672,-382.3384,-761.0819,-1005.5269,-1203.5688,-1350.6578,-1426.2965,-1504.8096,-1288.4065,-785.4065,-310.4169,-167.8201,-1393.04,-1467.6944,-1155.7834,-859.8148,-857.6002
53,PLR110,unexpected_b,post,4th,1002,4810,17,0,2272.668,240.709,285.709,116.2342,-55.8839,-449.7675,-371.7884,-151.7518,-99.5633,1.6304,107.421,38.9132,244.9446,616.5781,1015.8503,1052.51,-493.7256,-867.6052,-635.0973,-468.3748,-339.1183
54,PLR110,unexpected_b,post,4th,1002,4812,18,0,2241.195,40.2396,175.3443,226.4542,134.0249,277.6218,394.4123,461.271,437.0982,481.004,512.8259,356.7684,400.5589,871.7945,1235.9307,1215.0668,-287.5091,-570.1898,-424.2631,-225.8337,-62.5039
55,PLR110,anticipated_b,post,4th,1003,4810,18,0,2512.436,176.5221,201.1975,178.0457,189.9357,110.8693,-162.9355,-589.8863,-628.7344,-544.1585,-435.2789,-225.6454,-61.4779,283.7787,684.8834,705.0876,-787.258,-1031.1376,-842.5041,-533.0957,-394.6402
56,PLR110,unexpected_b,post,4th,1002,4810,19,0,2670.156,266.6241,381.4618,367.1581,147.2105,-221.6848,-217.9361,-279.6586,-468.6796,-545.8837,-636.1612,-742.2502,-421.7581,36.31,464.399,503.7602,-935.8,-1145.3235,-945.1874,-835.8995,-687.9152
57,PLR110,anticipated_w,post,4th,1003,4810,20,1,2130.678,135.1702,271.2801,394.966,298.5157,104.3534,-57.5837,-216.5926,-269.0968,-299.4005,-49.5681,8.7984,-744.1597,-738.5157,-451.8979,-540.144,-270.1649,130.2801,357.2225,534.3272,290.966
58,PLR110,anticipated_b,post,4th,1003,4812,19,0,2044.0919,-675.9729,-696.2018,-568.872,-316.3536,-112.9976,-4.4269,156.8924,255.1961,374.3793,454.6359,585.9029,702.793,1014.3584,1348.861,1250.3532,-297.0186,-521.9086,-174.3536,26.3479,195.2013
59,PLR110,unexpected_w,post,4th,1002,4812,20,0,2369.3122,-3.6316,142.5674,125.8488,-275.1266,-318.2075,-464.6944,-410.1708,-333.3907,-247.6735,-63.7729,-180.197,-1156.7258,-1161.8043,-902.6002,-719.2913,-505.4745,-225.9352,11.9653,-58.4797,-510.7363
60,PLR110,anticipated_b,post,4th,1002,4810,20,0,1591.338,370.2379,501.3217,552.4359,394.7818,483.9028,567.5311,570.5468,666.5102,578.9185,152.0547,-20.3066,230.3636,771.7353,1253.5102,1288.3374,-49.6207,-103.8301,146.9657,285.7667,405.4788
1,PLR111,anticipated_b,pre,1st,1001,4838,1,1,4340.408,-226.8164,-169.9473,47.8224,362.4035,373.1365,329.0161,324.0108,282.2936,285.2988,326.7019,245.7752,274.9114,492.1365,795.7595,950.0789,64.6286,-759.5389,-857.0782,-735.1148,-519.6855
2,PLR111,anticipated_w,pre,1st,1002,4812,1,1,4608.638,-20.6537,7.1788,67.5034,281.9117,289.5034,361.8437,360.739,360.718,406.4458,380.7808,304.1735,-1036.4129,-1906.9207,-2041.0726,-1669.5281,-1516.3002,-1325.4903,-969.4481,-959.905,-1029.9155
3,PLR111,unexpected_w,pre,1st,1002,4810,1,0,4347.604,32.1237,-1.9705,-16.1799,183.7834,-145.049,-448.2061,-153.5726,-36.7506,93.8777,177.3122,-10.3003,-1211.3579,-1943.8815,-2032.6511,-1776.0176,-1478.3841,-1137.5621,-863.5464,-602.7663,-336.3998
4,PLR111,unexpected_w,pre,1st,1002,4812,2,0,4130.7345,254.3263,201.5273,261.2864,-67.4675,105.8048,365.9095,380.0613,352.8728,338.0456,374.3283,351.2446,-1061.6769,-1717.6717,-1628.0067,-1337.6612,-1173.2266,-902.4683,-542.7801,-346.8375,-299.6714
5,PLR111,anticipated_b,pre,1st,1003,4812,2,0,3991.188,307.8539,321.8591,334.7911,424.0895,461.367,607.0633,624.189,530.6026,680.5816,786.0528,730.3984,669.3146,839.7374,115.2447,483.5829,231.6916,-269.0757,-118.7266,96.5327,429.5014
6,PLR111,unexpected_b,pre,1st,1003,4810,3,0,3814.587,100.3868,-171.4352,26.7138,301.8722,284.2821,216.9837,327.2559,557.8423,699.3973,765.5544,792.4235,718.5282,791.502,1136.6897,1316.7638,278.6321,-162.9942,-217.5589,81.3449,158.5125
7,PLR111,anticipated_b,pre,1st,1002,4810,3,0,4086.254,233.5575,261.3952,261.4439,420.106,394.4162,455.191,565.123,565.1073,607.9816,684.2067,751.7669,735.1858,757.0235,1084.7512,1215.0601,425.9711,-224.6128,-165.501,-3.8006,52.7921
8,PLR111,anticipated_b,pre,1st,1002,4812,4,1,3999.892,335.9666,238.6734,257.8672,426.9614,520.5059,643.3227,630.4693,607.1604,646.0609,792.9876,888.6892,927.4378,1069.5478,1363.2127,1443.8096,486.0766,27.9352,95.0138,294.1551,643.0556
9,PLR111,anticipated_b,pre,1st,1002,4810,5,1,4559.578,110.5005,68.1026,72.6681,188.2754,188.9822,199.2492,270.3173,388.0503,409.4848,459.8775,495.0817,478.6105,637.3278,970.2492,1052.3801,335.6576,-401.3738,-311.6565,-75.4838,158.6785
10,PLR111,unexpected_b,pre,1st,1003,4810,4,0,4614.654,90.1261,67.9847,139.8277,180.7648,1.4769,-60.1985,113.88,224.545,264.6497,359.6183,372.0005,297.8381,384.1575,815.4769,923.4926,-125.8844,-622.3189,-460.4969,-304.7744,-255.1271
11,PLR111,anticipated_w,pre,1st,1002,4808,2,1,4259.208,328.5616,347.8967,328.4465,451.3784,532.593,590.1533,548.2684,630.2004,633.504,515.6821,567.1585,-690.9776,-1372.119,-1372.9515,-1604.8939,-1605.0876,-1202.3808,-797.4698,-447.742,-269.9515
12,PLR111,anticipated_w,pre,1st,1002,4810,3,1,4174.198,96.7078,158.9995,183.3895,189.5507,162.7811,295.6973,515.2627,657.8596,714.1633,607.0062,558.2941,-769.3289,-1417.8734,-1460.7792,-1353.4964,-1017.465,-654.6744,-361.5907,-118.3655,-0.2713
13,PLR111,anticipated_b,pre,2nd,1003,4810,6,0,3926.338,305.4997,295.9866,362.6986,560.6515,709.1751,895.6829,1049.5521,1016.0285,950.9866,1004.7562,970.2484,918.1594,1030.0913,1415.7615,1403.6463,233.8295,-510.4061,-307.4113,-438.0087,-412.1705
14,PLR111,unexpected_w,pre,1st,1002,4810,5,0,3884.607,211.66,73.8118,40.973,367.1417,419.2255,443.4454,620.3302,718.0422,867.5291,847.7281,569.7543,-711.7928,-1989.6368,-2274.177,-2226.5123,-2211.974,-2184.0075,-1526.2519,79.7385,53.3249
15,PLR111,unexpected_w,pre,2nd,1002,4810,6,0,4004.178,133.4372,154.2931,218.404,331.5162,312.7248,53.4398,-78.7487,102.1257,260.5183,199.9215,226.8063,-1213.2408,-1824.7434,-1891.1518,-1777.1361,-1555.2879,-1220.1085,-920.8167,-979.9631,-1077.1524
16,PLR111,unexpected_b,pre,2nd,1002,4812,7,1,3488.001,-684.7549,-619.9778,-111.4298,157.3131,131.0775,153.1561,457.1142,674.8786,773.0932,731.6692,680.5644,730.0618,1034.3027,1460.9781,1507.6953,293.465,-340.3989,-50.4827,348.999,620.2974
17,PLR111,anticipated_w,pre,1st,1003,4812,4,0,4502.838,-66.1888,-170.0672,-69.8388,-25.0422,-195.7281,-103.9532,165.2091,331.2039,429.0521,435.0887,284.0835,-1636.6463,-1778.0086,-1579.6495,-1885.5186,-2087.4192,-1625.8223,-1159.0422,-895.215,-1062.8485
18,PLR111,anticipated_b,pre,2nd,1003,4812,7,1,3470.0492,25.6053,292.5477,593.888,773.5424,826.3539,983.6628,1121.3696,1284.1969,1359.9142,1245.9874,1289.3487,1275.4953,1409.6367,1777.778,1786.7937,616.3958,-57.5571,214.7623,558.0974,721.977
19,PLR111,anticipated_b,pre,2nd,1003,4812,8,1,3893.524,-142.6915,-107.8695,0.75451,309.9756,411.3085,460.387,594.9001,627.387,675.7378,683.0153,832.7413,783.3538,959.4446,1172.0205,1149.8058,162.2352,-345.1889,-44.8172,231.1514,368.4969
20,PLR111,anticipated_w,pre,1st,1003,4812,5,1,3709.82,10.8187,-141.9457,-54.4326,119.6879,-248.7258,-322.9928,-343.8619,-230.4116,-3.553,-9.4378,112.8973,-994.7467,-1468.3017,-1460.731,-1395.998,-1040.4326,-634.0608,-453.8566,-552.7205,-506.2336
21,PLR111,anticipated_w,pre,2nd,1003,4812,6,1,2348.21,149.0884,436.8235,756.99,1099.6015,1191.8581,1465.6277,1630.7691,1489.2403,1429.413,1323.3764,1066.3805,149.7001,-341.744,-401.6603,-356.5294,-231.3828,295.6853,645.8012,565.6044,337.7376
22,PLR111,anticipated_w,pre,2nd,1002,4810,7,0,1823.032,-121.409,117.5858,601.3711,903.0204,925.8685,997.3345,1241.2821,1419.7638,1631.1355,1821.8266,1813.1355,522.2245,17.8476,2.9628,323.0465,497.4601,800.2245,862.1931,673.8371,323.5858
23,PLR111,unexpected_w,pre,2nd,1002,4812,8,0,2370.922,143.4707,263.3503,426.5387,404.6434,-37.011,-191.2309,-163.8592,-80.8539,53.277,255.1356,394.9209,-555.0634,-840.6602,-725.7335,-718.1367,-695.6812,-306.8068,-56.9429,-266.8068,-652.0372
24,PLR111,unexpected_b,pre,2nd,1003,4810,9,0,1901.146,394.943,636.3357,814.1629,935.2414,616.8488,356.5137,157.6708,88.5085,96.2153,120.1577,293.7702,579.6865,1059.2938,1722.4299,2021.1577,976.7283,458.765,735.8927,927.2669,967.5765
25,PLR111,anticipated_b,pre,2nd,1002,4810,9,1,2630.72,-871.3954,-1112.4739,-1055.7566,-748.6101,-489.9137,-215.8195,26.4004,272.7512,470.4685,624.5208,697.0496,714.6779,978.6622,1475.6413,1555.3166,525.5156,-328.6781,-85.6258,303.3181,607.8962
26,PLR111,anticipated_b,pre,2nd,1003,4812,10,0,3044.454,-111.1975,-243.8467,-379.4226,-876.4697,-1353.9619,-1418.2655,-1266.8676,-1191.5744,-898.1242,-565.831,-379.0404,-194.8606,-119.5965,-149.989,-203.4073,-278.8801,-607.696,-971.5601,-681.3336,-476.2969
27,PLR111,anticipated_w,pre,2nd,1002,4810,8,1,2996.232,-13.5461,-473.7873,-594.4409,-518.0906,-446.7713,-261.1954,6.1397,84.2968,248.9198,396.0193,-106.3403,-1142.0458,-1502.3001,-1610.2163,-1553.4781,-1187.0802,-649.4293,-307.31,-184.2111,-336.9179
28,PLR111,unexpected_b,pre,2nd,1002,4810,10,0,1448.828,34.1301,146.2164,526.2779,704.6066,583.3919,782.4443,1258.5699,1423.7793,1270.35,856.2296,628.1511,751.1929,1242.7584,1898.6223,2074.816,705.4233,226.7846,518.5542,741.3605,773.8683
29,PLR111,anticipated_w,pre,2nd,1002,4808,9,1,2082.262,-646.1311,-715.2515,-680.1834,-445.627,-207.817,-88.3301,281.1254,706.0103,965.3244,1271.0783,1357.1883,266.8427,-316.44,-393.4924,-493.6442,-291.44,102.9018,207.2222,-1.9269,-115.4557
30,PLR111,anticipated_b,post,3rd,1002,4810,11,1,1233.554,327.5141,706.1685,938.0301,1270.8272,1386.6711,1234.2209,1209.9905,1060.0952,942.1737,980.3203,949.4303,1001.0551,1533.2901,2302.3308,2462.4879,1284.6397,1020.3642,1481.1298,1686.5036,1569.734
31,PLR111,anticipated_b,post,3rd,1003,4810,12,1,2242.326,408.407,429.1086,337.4593,252.208,-40.982,-193.348,-347.6977,-372.7082,26.14,362.8049,631.1557,869.3337,1140.4279,1705.2342,1859.0876,613.9724,9.8828,251.833,564.0928,687.2429
32,PLR111,anticipated_w,pre,2nd,1002,4810,10,1,1954.732,224.2104,108.0622,508.1297,617.5978,339.1266,163.7549,162.1371,240.3308,496.4617,582.6554,637.446,-83.8367,-284.7582,37.6607,293.2575,364.4879,626.4146,789.2366,323.5245,-253.0147
33,PLR111,unexpected_w,post,3rd,1002,4808,11,0,1229.5736,-97.9558,108.4359,331.5699,564.8034,713.3688,1012.7405,1332.306,1396.7458,1293.8819,861.8243,545.593,-29.7584,-76.05,-45.694,0.77719,201.6201,593.1018,909.4002,998.7667,864.1594
34,PLR111,unexpected_b,post,3rd,1003,4812,12,1,1552.056,384.5461,602.2893,791.877,879.3053,912.3471,1101.5252,1308.4676,910.211,352.677,61.5252,-117.0665,79.0225,650.9597,1342.8864,1662.2843,746.4204,487.5513,899.5409,1164.7293,1362.7974
35,PLR111,anticipated_b,post,3rd,1002,4810,13,0,2267.68,469.608,459.1263,497.5687,528.6184,63.2153,18.7284,426.2101,758.7493,950.8645,1041.8226,1003.2205,1043.7668,1324.0412,1846.3305,1885.7179,494.2258,-54.4706,138.3828,426.4335,581.053
