trialNumber,subid,condition,bgcol,pre_post,pre_post2,cueTime,bgcTime,trialprog,feedback,baseline,window38,window418,window798,window1178,window1558,window1938,window2318,window2698,window3078,window3458,window3838,window4218,window4598,window4978,window5358,window5738,window6118,window6498,window6878,window7258
1,PLR110,anticipated_w,1,pre,1st,1000,4838,1,1,3789.8014,3761.0454,3824.7738,4025.792,4230.1682,4311.3919,4435.38,4440.0288,4504.0471,4476.7993,4433.3779,4235.8793,2436.8025,1965.3703,2342.826,2369.522,2509.4387,3131.4335,3504.127,3723.012,3793.2197
2,PLR110,anticipated_w,1,pre,1st,1003,4810,2,1,3859.1082,3807.3923,3907.0823,4051.3591,4253.3602,4157.5897,4228.6313,4189.5734,4174.1497,4266.5588,4163.567,3789.1094,2206.1232,1831.4534,1988.7713,2108.6043,2501.8223,3051.2752,3396.4817,3692.4727,3854.1694
3,PLR110,anticipated_w,1,pre,1st,1002,4808,3,1,4137.6316,4112.1494,4158.3478,4229.7548,4221.6188,4154.2655,4251.1663,4207.0331,3898.2706,3785.6418,3841.0435,3647.8095,2056.8117,1742.6255,1615.8703,1566.9912,1995.381,2642.5984,2996.0233,3112.5544,2975.2265
4,PLR110,anticipated_b,0,pre,1st,1002,4812,1,0,3623.7171,3532.8083,3704.1259,3929.8762,4045.1839,3987.5846,4161.2915,4146.5205,3998.9874,3899.2392,3923.1957,3907.9347,4179.7709,4493.8863,4799.8318,4807.9371,3055.4629,2578.9136,2585.9187,2507.5743,2658.9948
5,PLR110,anticipated_w,1,pre,1st,1002,4810,4,1,3141.1724,3031.2284,3228.2196,3453.1663,3626.796,3719.7202,3735.5332,3789.8478,3975.8496,4085.5207,4225.2686,4050.6697,2307.584,1839.7783,2069.7034,2162.3155,2478.3425,2989.9809,3326.0823,3411.6718,3476.3176
6,PLR110,anticipated_b,0,pre,1st,1003,4812,2,0,3186.2588,3257.8871,3114.5762,3340.2668,3629.636,3824.4701,3904.4556,3911.2544,3819.8645,3908.0081,3979.1696,4050.9626,4274.244,4555.336,4789.8256,4666.6858,2786.4955,2397.8684,2628.9427,2955.0864,2983.0962
7,PLR110,unexpected_b,0,pre,1st,1002,4810,1,0,3722.3166,3702.8219,3746.7513,3705.56,3877.1112,4043.1816,4009.1787,3982.9424,4080.1153,3830.1887,3855.6043,4067.6173,4258.0306,4540.8097,4881.8664,4882.2214,3253.9412,2757.0822,2914.0222,3132.4675,3013.518
8,PLR110,anticipated_w,1,pre,1st,1002,4810,5,1,3482.357,3480.2856,3478.7458,3511.3239,3691.8375,3802.2387,3908.8722,3888.5493,3887.5781,3932.0831,4045.3519,3722.917,2152.7906,1834.2711,2072.0806,2067.6015,2423.6595,2977.1967,3207.5628,3461.9855,3569.6754
9,PLR110,anticipated_w,1,pre,2nd,1002,4812,6,0,3694.1497,3687.1205,3693.0548,3858.648,3912.004,3902.0818,3668.918,3527.6527,3501.9957,3565.8187,3441.4035,3245.111,1834.353,1609.0212,1674.2443,1775.2533,2051.3592,2599.409,2944.7435,3105.1439,3116.5053
10,PLR110,unexpected_w,1,pre,1st,1003,4808,2,0,3426.3048,3547.9006,3303.3395,3509.0692,3809.3703,3768.7806,3737.842,3647.4052,3546.3296,3690.7664,3773.9698,3403.5098,1889.6103,1632.7698,1734.7229,1988.904,2418.4147,2647.6684,2837.1982,2934.0369,3058.4625
11,PLR110,unexpected_b,0,pre,1st,1003,4812,3,0,2877.1892,2810.5888,2925.9652,3190.9209,3230.7195,3263.2981,3151.3764,3229.1394,3323.7409,3553.3942,3785.9208,3929.2805,4089.3971,4364.7726,4664.8345,4554.0766,2752.3985,2328.308,2578.1843,2840.8316,2939.5384
12,PLR110,anticipated_b,0,pre,1st,1003,4810,3,0,3152.3588,3219.254,3098.9006,2961.2255,3159.9737,3335.2701,3301.4542,3350.8059,3507.9344,3720.4322,3901.4914,3886.8772,4051.3985,4323.7832,4641.8525,4515.1663,2561.914,2008.7941,2116.1526,2138.7421,2117.6097
13,PLR110,anticipated_w,1,pre,2nd,1002,4810,7,1,2511.1195,2380.4825,2636.8114,2701.2864,2607.6714,2552.0285,2751.2222,2736.1588,2743.4951,2917.7397,2913.97,2540.1206,1662.8965,1516.066,1701.8505,1700.1343,2201.5449,2680.5966,3016.8704,3150.1569,3001.3172
14,PLR110,anticipated_b,0,pre,1st,1003,4812,4,1,2670.8172,2660.4053,2674.7277,2874.4048,2875.4163,2884.22,3104.523,3216.4069,3291.0979,3206.2106,3239.6987,3483.8492,3781.8056,4167.2575,4496.1132,4423.1923,2616.069,2400.3207,2800.2855,2857.3038,2942.9304
15,PLR110,unexpected_b,0,pre,1st,1003,4810,4,0,3895.2444,3824.7737,3967.487,3868.5354,3661.4278,3210.1888,2989.4341,3094.8553,3197.4997,3388.9442,3576.3692,3604.4915,3685.791,4065.3012,4417.349,4356.4562,2557.7316,1972.9326,2007.6535,2185.5688,2393.9063
16,PLR110,anticipated_w,1,pre,2nd,1002,4810,8,1,2581.1645,2453.9393,2698.6914,2772.6372,2720.2953,2739.2932,2765.9869,2764.2604,2655.3942,2650.214,2745.8381,2654.0082,1574.2841,1431.2252,1555.3777,1788.1558,2068.646,2410.6734,2561.9304,2547.0782,2630.1738
17,PLR110,unexpected_w,1,pre,1st,1003,4810,5,0,2158.3843,2048.9893,2249.3933,2581.3821,2749.1588,2823.5746,2885.6352,3004.4311,2968.5823,2740.8388,2776.777,2632.1067,1452.1454,1233.0356,1361.7495,1573.2277,1881.1718,2288.4473,2423.4464,2547.4756,2468.4691
18,PLR110,anticipated_w,1,pre,2nd,1002,4810,9,1,1806.0811,1771.8737,1826.0506,2084.1562,2204.7277,2419.4159,2519.6668,2600.8227,2717.8268,2717.6207,2383.066,2193.8688,1277.2606,1180.0462,1285.8321,1470.9993,1837.5012,2261.4363,2508.5724,2650.3628,2594.3068
19,PLR110,unexpected_w,1,pre,2nd,1002,4808,6,0,1852.1672,1900.89,1799.7379,1994.1417,2247.9398,2397.3727,2487.0541,2591.7973,2689.0559,2836.1651,2961.3586,2719.0807,1437.573,1363.3295,1576.4203,1693.8862,2082.7762,2462.2022,2676.8064,2848.2788,3012.2702
20,PLR110,unexpected_w,1,pre,2nd,1003,4810,7,0,2645.1667,2665.6779,2612.8341,2926.205,3100.0631,2991.3794,2930.0229,2918.2284,2926.1302,2906.3651,3014.2373,2808.4357,1497.2478,1298.2929,1416.3326,1620.0637,2006.9742,2379.0042,2491.5533,2636.5618,2662.0046
21,PLR110,anticipated_b,0,pre,1st,1003,4810,5,0,2635.3116,2625.8399,2636.6393,2825.7427,3020.6855,3189.5977,3311.5098,3313.4226,3166.0631,3072.4199,2960.4465,3032.3725,3180.3389,3614.5737,3987.3607,3915.7798,2270.8326,1912.8377,2142.903,2277.2902,2441.0158
22,PLR110,anticipated_w,1,pre,2nd,1003,4812,10,1,2816.7822,2807.9429,2818.6595,3016.5391,3034.6408,2974.6349,2999.272,2966.6405,2973.7546,3062.0122,2972.7302,2751.8984,1617.9925,1461.0202,1624.5226,1837.7598,2148.9966,2582.4275,2828.0749,2780.5644,2717.1786
23,PLR110,anticipated_w,1,post,3rd,1002,4812,11,0,2642.6486,2587.6151,2693.503,2832.5175,3000.2086,2882.0655,2907.2336,2881.2517,2968.5131,2878.7751,2788.8065,2490.7984,1355.0258,1180.0516,1255.3148,1316.4627,1655.6071,2052.2362,2343.736,2502.3143,2414.5363
24,PLR110,anticipated_w,1,post,3rd,1002,4810,12,1,2372.8442,2301.9597,2434.4651,2602.6936,2622.1196,2773.3154,2825.845,2474.9815,2567.9834,2395.4311,2124.4099,1991.1741,1191.8351,1106.2547,1114.6396,1127.6307,1420.5209,1859.0311,2122.2731,2195.6111,2266.1004
25,PLR110,anticipated_w,1,post,3rd,1002,4810,13,0,2409.2024,2419.7751,2395.8677,2393.0156,2485.2971,2348.7148,2376.2888,2405.2138,2379.5338,2508.6292,2406.5327,2080.0488,1213.8767,1145.7158,1189.0934,1208.9482,1569.9683,1911.7859,2109.1181,2302.4491,2244.6376
26,PLR110,anticipated_b,0,pre,2nd,1002,4810,6,0,2527.276,2493.0204,2559.27,2618.9833,2644.4371,2375.4052,2324.885,2355.8996,2403.6911,2562.575,2599.1223,2609.4434,2815.2704,3246.0178,3693.8968,3768.4526,2205.9118,1876.7112,2114.168,2198.0784,2325.407
27,PLR110,unexpected_w,1,pre,2nd,1002,4810,8,0,2766.257,2798.4218,2730.8781,2821.6478,2755.6231,2454.4945,2434.4135,2671.2449,2740.3099,2882.2339,3028.8881,2905.2173,1575.3154,1465.0134,1605.7525,1626.0467,1991.3449,2377.5658,2508.6748,2526.6273,2385.6267
28,PLR110,anticipated_w,1,post,3rd,1002,4810,14,0,2691.0802,2612.4326,2764.0007,2806.4899,2842.2862,2819.4225,2768.4728,2574.7915,2389.8752,2393.9263,2429.73,2136.5756,1259.2368,1193.2496,1296.9998,1451.6282,1850.6893,2191.5116,2425.6646,2463.4214,2201.3102
29,PLR110,unexpected_b,0,pre,2nd,1002,4810,9,0,1940.7279,1856.1154,2012.5101,2237.2181,2466.7103,2608.8953,2646.8834,2752.3227,2530.8645,2508.0564,2171.217,2223.3626,2540.5586,2992.0229,3447.8376,3397.481,1748.4725,1436.2718,1610.8,1766.8638,1869.2147
30,PLR110,anticipated_b,0,pre,2nd,1002,4808,7,0,1754.491,1675.23,1810.1861,2211.5336,2428.5502,2475.2431,2386.2576,2415.7409,2439.1545,2474.5091,2603.0248,2633.3922,2833.045,3191.4096,3601.9126,3614.9837,2049.3585,1719.0752,1801.8321,2036.6238,2307.8443
31,PLR110,unexpected_b,0,pre,2nd,1003,4814,10,0,2769.8296,2744.8709,2796.1508,2733.9519,2448.2436,2097.1719,2213.8364,2403.5079,2539.7974,2715.9746,2676.3503,2588.2375,2861.9042,3321.2197,3659.5752,3605.1765,2005.9526,1700.8439,1765.3333,1684.0191,1833.0442
32,PLR110,anticipated_w,1,post,3rd,1002,4812,15,0,2511.6641,2498.3563,2521.2918,2633.2933,2585.9936,2443.4789,2264.8842,2255.6783,2377.4611,2630.1844,2706.8569,2650.4194,1487.6323,1335.7985,1376.5197,1526.5536,1731.6363,2166.7379,2314.3217,2366.6718,2269.5476
33,PLR110,anticipated_w,1,post,4th,1002,4810,16,0,2442.2611,2401.9818,2479.7273,2582.9385,2635.9488,2550.0751,2395.9081,2064.3806,1873.8839,1768.8374,1633.1228,1499.5083,984.0188,924.8345,917.2726,928.1494,1205.3212,1534.5539,1690.8379,1816.601,1853.1116
34,PLR110,anticipated_b,0,pre,2nd,1002,4810,8,1,2179.1092,2103.4013,2244.3613,2466.2088,2663.8305,2513.1043,2621.8395,2563.3876,2186.6085,2315.1448,2372.9237,2512.5824,2954.2759,3375.2985,3751.5334,3697.3373,2122.6863,1983.3499,2330.2611,2544.3043,2623.1177
35,PLR110,anticipated_b,0,pre,2nd,1003,4808,9,0,2515.4596,2438.6578,2590.6915,2507.7269,2341.4918,2428.3556,2394.3587,2370.8805,2031.4323,1779.485,1728.872,1670.0634,1907.2219,2426.6619,2883.5122,3008.3042,1721.7591,1580.4649,1739.9577,1822.2851,1927.0297
36,PLR110,anticipated_b,0,pre,2nd,1003,4812,10,0,2232.0563,2188.4624,2268.6041,2291.0525,2025.5342,1782.6739,1725.4094,1807.7614,1885.21,1950.5675,2087.1899,2274.3654,2481.6902,2805.9221,3264.474,3306.2525,1799.9142,1419.586,1547.6485,1633.2006,1750.4665
37,PLR110,anticipated_b,0,post,3rd,1003,4810,11,0,2402.0766,2321.0359,2477.0588,2540.0381,2525.917,2566.6673,2444.0016,2397.4537,2101.1171,1815.6455,1852.8702,1962.9657,2284.3433,2762.1897,3209.9948,3188.1607,1613.3136,1236.3606,1387.9147,1771.8138,1933.4947
38,PLR110,unexpected_w,1,post,3rd,1003,4810,11,0,2381.7606,2327.6258,2421.7201,2516.3696,2264.2382,1897.2465,1832.9877,1738.0785,1914.1581,2025.0978,2054.8574,2130.2523,1260.9533,1137.7783,1223.7906,1336.0426,1606.7763,1887.7743,1945.6393,1826.9417,1788.6439
39,PLR110,anticipated_b,0,post,3rd,1003,4810,12,0,1834.4978,1775.9339,1878.0705,2072.1747,2157.664,2121.2824,2175.7445,2316.8118,2320.7007,1919.1004,1581.2199,1479.3661,1648.8608,2213.9264,2637.6875,2693.6463,1428.5237,1397.8788,1640.842,1572.6359,1595.8566
40,PLR110,anticipated_w,1,post,4th,1003,4810,17,0,2227.4705,2159.0999,2293.1137,2276.7406,2288.7326,2111.4093,1837.4522,1789.7089,1843.9029,1929.7813,2054.2732,2092.8674,1212.0041,1175.7066,1303.0902,1585.14,1889.4749,2152.4921,2267.967,2046.0119,1937.4764
41,PLR110,unexpected_w,1,post,3rd,1003,4812,12,0,2017.5174,1953.6779,2073.3642,2151.1204,2087.3412,2081.7895,1825.1832,2045.1092,2083.4545,1797.713,1773.1888,1627.845,1000.738,963.8839,1061.454,1232.4381,1479.3071,1764.034,1866.8746,1997.8724,2022.4741
42,PLR110,anticipated_b,0,post,3rd,1003,4812,13,0,1761.2438,1734.6244,1782.4625,1871.7774,1881.809,1892.1161,1942.8383,2034.7317,2161.7347,2267.8622,2310.246,2235.6109,2412.7936,2847.2261,3181.022,3068.8863,1656.8974,1428.0021,1492.0296,1676.0408,1952.5028
43,PLR110,unexpected_b,0,post,3rd,1002,4812,13,0,2362.0605,2281.7139,2441.7529,2438.1326,2280.4418,2120.1004,1993.1722,1893.5823,1644.5859,1614.0204,1768.7996,1945.867,2209.0175,2560.7769,2987.2134,3075.6235,1672.7375,1451.7285,1646.3889,1747.6867,1922.474
44,PLR110,unexpected_b,0,post,3rd,1003,4810,14,0,2490.0448,2505.5902,2477.6959,2479.3867,2628.9605,2568.6491,2574.6405,2202.5197,2152.8964,2357.084,2592.8346,2837.0629,3076.7685,3350.3326,3679.639,3660.7596,2055.5565,1707.6403,1914.2178,2196.9309,2334.4432
45,PLR110,anticipated_b,0,post,3rd,1003,4810,14,0,2685.1915,2723.9255,2656.2574,2555.2046,2685.7722,2693.8905,2698.0102,2714.3196,2446.6539,2511.8103,2569.9632,2435.2884,2505.0405,2903.0396,3368.2902,3428.838,1957.4255,1729.9891,2100.3568,2399.6787,2494.3611
46,PLR110,anticipated_b,0,post,3rd,1003,4808,15,0,2783.9172,2739.0979,2819.6947,2741.1532,2516.9205,2311.897,2137.362,2261.8039,2279.9586,2288.9659,2309.4278,2314.0146,2591.1835,2998.3323,3402.5418,3411.0809,2017.4755,1679.2229,1692.1885,1918.0687,2130.1335
47,PLR110,anticipated_w,1,post,4th,1003,4810,18,0,2526.6153,2543.944,2498.6629,2490.9652,2350.8733,2264.1113,2211.9676,2216.6213,2356.9872,2549.1385,2756.3789,2506.1423,1444.8535,1359.9888,1460.2684,1655.8832,1994.6562,2295.0989,2491.4556,2361.0805,2037.0893
48,PLR110,unexpected_w,1,post,3rd,1002,4808,15,0,1963.6665,1873.5701,2041.0526,2178.2478,2225.643,2360.0487,2180.8038,1875.7227,1654.6013,1617.3439,1675.4618,1662.8199,1034.0658,968.3656,1073.6194,1057.9051,1301.8135,1611.0681,1779.3603,1878.8926,1666.4525
49,PLR110,unexpected_w,1,post,4th,1002,4810,16,0,1904.8917,1843.5009,1959.2555,2072.9349,2176.7627,2174.4237,2177.546,2333.2523,2142.1926,1624.9726,1374.0381,1298.3285,865.7256,782.2296,796.9742,868.7602,1096.3335,1314.3162,1309.1517,1412.2819,1508.5476
50,PLR110,anticipated_w,1,post,4th,1002,4810,19,0,1563.9577,1565.1847,1558.6196,1549.9575,1648.242,1714.5409,1804.0022,1817.2403,1851.9216,1863.3628,1741.175,1698.3376,977.1798,940.3567,1069.0152,1182.4945,1432.1686,1761.2397,1902.0022,1824.8556,1775.7479
51,PLR110,anticipated_b,0,post,4th,1002,4808,16,0,1741.5314,1631.8453,1830.16,1994.8182,2100.3678,2206.2235,2294.6648,2419.5507,2391.6586,2291.2405,2287.5625,2468.6098,2642.9631,3023.3744,3375.4747,3363.0916,1838.8989,1586.5731,1764.9263,2027.1953,2225.327
52,PLR110,anticipated_b,0,post,4th,1002,4812,17,0,2848.2597,2848.8515,2856.4496,2667.9163,2728.459,2383.3397,2005.1452,1759.8052,1561.8639,1415.1273,1338.8915,1261.3985,1477.8585,1979.8322,2454.3032,2590.99,1378.5872,1298.5368,1609.7519,1904.0231,1908.0379
53,PLR110,unexpected_b,0,post,4th,1002,4810,17,0,2531.859,2512.9811,2557.7145,2377.0716,2226.5295,1825.7357,1900.8475,2119.9732,2173.8574,2274.4539,2378.9648,2312.5866,2518.4746,2889.3251,3287.7692,3317.337,1785.569,1406.4521,1637.2012,1804.2797,1933.4615
54,PLR110,unexpected_b,0,post,4th,1002,4812,18,0,2349.0116,2280.6995,2416.4942,2466.8962,2376.7441,2518.3137,2635.6309,2702.0508,2678.6806,2722.2688,2753.4963,2598.1813,2643.1869,3112.5539,3476.6832,3448.7809,1960.248,1671.9033,1816.8597,2015.2623,2178.7816
55,PLR110,anticipated_b,0,post,4th,1003,4810,18,0,2698.8731,2688.8469,2713.1545,2690.5276,2702.6365,2657.1053,2364.5344,1923.8423,1884.5057,1967.9846,2077.7854,2285.9562,2451.9763,2796.5566,3196.647,3209.4365,1732.3793,1482.0621,1670.5196,1978.8551,2117.2768
56,PLR110,unexpected_b,0,post,4th,1002,4810,19,0,2994.8638,2937.0062,3050.8878,3036.9159,2817.0914,2449.835,2451.776,2389.924,2201.928,2124.3785,2033.7374,1929.3172,2248.7263,2706.6052,3133.7133,3166.3216,1741.0461,1525.8262,1724.4944,1834.7875,1981.7701
57,PLR110,anticipated_w,1,post,4th,1003,4810,20,1,2339.108,2266.101,2401.9045,2524.8306,2429.0751,2235.4319,2076.6445,1922.8205,1861.0942,1832.1201,2081.0379,2135.4973,1390.1713,1393.3127,1676.7831,1592.0802,1860.9913,2260.281,2487.9614,2664.1208,2419.9264
58,PLR110,anticipated_b,0,post,4th,1003,4812,19,0,1365.8643,1377.5159,1348.5513,1475.7041,1727.5027,1930.8069,2040.0144,2200.396,2299.6365,2418.265,2499.2167,2629.4514,2747.8075,3070.6255,3403.8239,3287.1267,1753.9483,1523.6761,1869.047,2071.0052,2238.6524
59,PLR110,unexpected_w,1,post,4th,1002,4812,20,0,2440.618,2366.0297,2511.198,2493.8612,2210.8606,2050.422,1905.5689,1958.6133,2036.4246,2121.7331,2305.5785,2184.6855,1216.5382,1208.2753,1466.3124,1650.0614,1863.9534,2143.5191,2380.0309,2309.5185,1859.6459
60,PLR110,anticipated_b,0,post,4th,1002,4810,20,0,2029.8556,1961.4297,2092.2626,2166.6667,2079.8883,2076.3137,2158.5504,2162.2029,2257.4615,2168.9386,1744.1106,1572.3853,1822.3148,2363.2268,2843.8438,2872.3263,1548.7508,1487.9254,1738.0548,1876.9118,1996.8712
1,PLR111,anticipated_b,0,pre,1st,1001,4838,1,1,4145.5515,4114.2433,4170.7433,4388.9761,4701.6415,4713.2688,4669.6032,4664.3069,4622.8279,4625.8945,4666.7386,4586.722,4615.3881,4833.0144,5135.7301,5285.7196,4407.0798,3583.1523,3483.7987,3605.2667,3820.9844
2,PLR111,anticipated_w,1,pre,1st,1002,4812,1,1,4602.8902,4588.2845,4615.7244,4676.761,4889.6449,4898.8388,4969.9885,4969.4013,4969.5934,5014.6069,4989.8334,4906.6995,3575.9726,2703.4937,2569.5888,2938.3103,3095.0284,3278.559,3622.7342,3648.4677,3578.4005
3,PLR111,unexpected_w,1,pre,1st,1002,4810,1,0,4361.9542,4379.7875,4345.2836,4382.9873,4529.721,4202.6883,3901.5665,4193.0127,4311.1263,4441.2802,4524.1002,4332.5065,3139.9218,2405.3252,2316.0004,2571.6095,2869.1993,3209.9402,3483.9976,3745.224,4010.7466
4,PLR111,unexpected_w,1,pre,1st,1002,4812,2,0,4410.5825,4387.2386,4427.6033,4390.6861,4065.0256,4236.7064,4495.5519,4510.8507,4483.6064,4468.7169,4505.5395,4475.2498,3074.1114,2414.7757,2503.5268,2792.5291,2958.0411,3330.672,3641.2148,3779.6054,3819.4433
5,PLR111,anticipated_b,0,pre,1st,1003,4812,2,0,4305.7184,4299.0355,4312.8925,4326.3344,4415.0506,4452.9042,4597.87,4614.9662,4522.8159,4671.4224,4776.8533,4721.2646,4661.5155,4825.5691,4882.8699,4787.4875,4204.3028,3708.5735,3855.3264,4201.8959,4507.2744
6,PLR111,unexpected_b,0,pre,1st,1003,4810,3,0,3779.8534,3914.0019,3644.9749,3851.6343,4100.4634,4098.8553,4031.9476,4142.2303,4372.2677,4513.5425,4580.0698,4606.5863,4533.8253,4608.2259,5001.1672,5127.661,4136.2619,3763.3331,3684.4168,3895.183,3972.8415
7,PLR111,anticipated_b,0,pre,1st,1002,4810,3,0,4333.8794,4319.9468,4347.6013,4376.929,4516.5684,4481.4544,4541.4733,4650.9934,4651.6704,4694.1956,4770.4673,4837.7394,4821.1996,4845.0271,5169.8481,5193.1816,4393.214,4074.5965,4101.5694,4113.3597,4134.9203
8,PLR111,anticipated_b,0,pre,1st,1002,4812,4,1,4282.6491,4334.446,4239.2641,4258.4133,4426.5643,4520.464,4642.7141,4630.4674,4606.9656,4646.5183,4792.6274,4888.5017,4927.4787,5069.9376,5362.5489,5439.0047,4494.549,4045.6229,4094.9819,4295.0499,4641.6429
9,PLR111,anticipated_b,0,pre,1st,1002,4810,5,1,4647.3665,4669.8678,4627.6363,4632.6967,4747.5207,4748.3807,4758.9194,4830.2346,4947.1866,4969.1843,5019.5003,5054.4373,5038.3406,5197.811,5528.8239,5609.9473,4895.005,4160.8427,4248.0088,4484.3765,4717.0342
10,PLR111,unexpected_b,0,pre,1st,1003,4810,4,0,4694.3092,4704.2477,4683.1856,4754.3405,4794.6315,4616.4519,4555.3285,4728.2585,4838.849,4879.6883,4974.0051,4986.5413,4912.59,5000.0137,5429.0208,5533.122,4492.4907,3994.0552,4147.6058,4310.2292,4246.5719
11,PLR111,anticipated_w,1,pre,1st,1002,4808,2,1,4596.0513,4587.6746,4607.0249,4587.8171,4710.665,4791.8325,4848.6687,4808.2736,4889.0162,4892.4745,4775.855,4819.6374,3572.9487,2888.8076,2884.5856,2655.6181,2655.2647,3056.9603,3461.4743,3811.0735,3989.4242
12,PLR111,anticipated_w,1,pre,1st,1002,4810,3,1,4304.1578,4271.2783,4335.9658,4358.0689,4363.3147,4337.731,4469.9661,4689.1573,4831.7854,4887.8283,4781.9673,4725.727,3409.7755,2757.8274,2713.6733,2821.5093,3156.5097,3519.6875,3812.3857,4055.4195,4173.5017
13,PLR111,anticipated_b,0,pre,2nd,1003,4810,6,0,4219.7043,4216.6159,4222.1512,4289.9905,4486.3513,4635.9884,4821.6325,4975.3679,4942.0576,4878.1613,4930.5825,4896.6935,4844.6627,4957.4254,5340.8705,5325.0469,4163.14,3418.7677,3618.3356,3741.1481,3605.1796
14,PLR111,unexpected_w,1,pre,1st,1002,4810,5,0,4021.9515,4094.9969,3958.9494,3957.4946,4252.3668,4303.946,4328.6177,4504.6062,4602.68,4751.629,4731.6928,4449.4205,3322.3239,3126.4774,3099.9699,3083.2255,3073.9916,3070.0158,3190.9163,3961.3443,3936.9065
15,PLR111,unexpected_w,1,pre,2nd,1002,4810,6,0,4161.2141,4125.8138,4195.1333,4218.3984,4287.8658,4286.5343,4057.9201,3926.3689,4106.3271,4263.786,4205.0578,4223.5537,2796.3218,2180.575,2113.6317,2227.2712,2449.4239,2767.4331,3074.7328,3026.458,2952.0058
16,PLR111,unexpected_b,0,pre,2nd,1002,4812,7,1,2863.6312,2804.5616,2901.1585,3364.3114,3644.4487,3619.0052,3642.2962,3944.4964,4162.823,4260.5723,4219.5436,4168.8126,4218.9017,4522.7697,4948.1179,4989.7078,3785.7522,3150.2058,3437.6113,3836.6775,4107.3946
17,PLR111,anticipated_w,1,pre,1st,1003,4812,4,0,4395.803,4436.7087,4351.6547,4455.0064,4476.9064,4307.7526,4399.4207,4667.6733,4833.8827,4931.5436,4937.8902,4782.9075,3296.0277,2876.5674,2921.9046,2617.3533,2417.8583,2876.593,3343.3862,3606.3695,3439.4431
18,PLR111,anticipated_b,0,pre,2nd,1003,4812,7,1,3636.2845,3496.4961,3762.379,4063.5288,4243.092,4297.0388,4453.6214,4591.3316,4754.3691,4829.1993,4716.6374,4758.8857,4745.8683,4880.9373,5246.5388,5251.2035,4090.484,3415.2681,3684.6362,4027.4419,4191.216
19,PLR111,anticipated_b,0,pre,2nd,1003,4812,8,1,3769.927,3750.5311,3786.0489,3981.202,4218.6814,4304.8554,4354.3792,4487.9603,4521.0215,4568.9115,4577.6538,4710.2488,4668.0167,4853.2037,5064.6134,5038.1577,4059.4065,3551.1181,3848.042,4124.6635,4261.3774
20,PLR111,anticipated_w,1,pre,1st,1003,4812,5,1,3647.0282,3720.2174,3568.5366,3656.0603,3826.6036,3463.2704,3386.5672,3366.3954,3480.0853,3704.9975,3701.5432,3816.164,2719.742,2242.9868,2248.7669,2314.6089,2669.8388,3075.1313,3254.7858,3154.2126,3184.2692
21,PLR111,anticipated_w,1,pre,2nd,1003,4812,6,1,2640.4398,2497.3952,2781.1581,3099.7742,3446.8366,3540.7,3813.5711,3977.8681,3838.1556,3777.4214,3671.6328,3525.4635,2511.2362,2007.3698,1947.0745,1991.3699,2118.3525,2643.4157,2999.3514,2924.2165,2685.4438
22,PLR111,anticipated_w,1,pre,2nd,1002,4810,7,0,1834.4588,1702.3805,1941.4244,2417.8301,2725.0131,2749.1149,2821.0675,3063.8904,3243.1738,3453.9051,3644.7068,3629.9704,2350.1403,1841.6268,1827.573,2144.8789,2321.3528,2622.2664,2684.6099,2496.4484,2147.2739
23,PLR111,unexpected_w,1,pre,2nd,1002,4812,8,0,2577.3779,2514.9081,2633.966,2797.2665,2773.9334,2335.1805,2180.1659,2206.8881,2290.4005,2424.5453,2625.9501,2760.5277,1820.1524,1531.008,1644.8733,1652.7445,1676.5345,2063.6253,2312.3862,2103.8802,1719.4347
24,PLR111,unexpected_b,0,pre,2nd,1003,4810,9,0,2420.763,2296.4146,2537.005,2715.495,2834.5092,2518.607,2257.6737,2059.3314,1990.0617,1996.9909,2021.8501,2195.1426,2481.3582,2961.5996,3622.2396,3916.112,2881.9479,2362.6289,2636.3997,2824.8501,2867.9488
25,PLR111,anticipated_b,0,pre,2nd,1002,4810,9,1,1642.0814,1760.3552,1518.9577,1576.0907,1881.5458,2140.791,2415.1232,2657.1127,2903.0708,3101.208,3254.9695,3327.1547,3346.5483,3610.3844,4104.56,4182.127,3157.7123,2305.32,2545.1091,2926.023,3236.3521
26,PLR111,anticipated_b,0,pre,2nd,1003,4812,10,0,2869.042,2933.7405,2800.6125,2663.836,2167.8612,1691.9713,1626.6978,1777.1997,1853.9422,2146.3871,2477.9785,2665.2272,2829.2264,2824.8461,2690.7806,2507.4282,2316.0422,2157.876,2083.8758,2362.4549,2567.3098
27,PLR111,anticipated_w,1,pre,2nd,1002,4810,8,1,2783.2269,2977.4406,2608.0825,2442.4079,2478.6133,2549.3249,2735.7686,3001.3716,3080.8312,3245.276,3391.0216,2683.5752,1715.8761,1494.1157,1386.6951,1443.8398,1809.5011,2305.2644,2659.2866,2811.066,2658.8381
28,PLR111,unexpected_b,0,pre,2nd,1002,4810,10,0,1570.9693,1483.01,1640.0249,1988.4513,2151.9658,2033.2904,2232.3664,2706.1664,2871.8595,2718.1696,2305.659,2078.155,2201.0596,2692.2762,3345.9589,3516.5871,2159.6992,1677.6717,1966.847,2189.3657,2223.9906
